symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
EZRHY,Ezra Holdings Ltd,$0.81 ,TRUE,,No data fetched for symbol EZRHY using YahooDailyReader,,,,,,,,,
EZCH,EZChip Semiconductor Ltd,$25.49 ,TRUE,,'Date',,,,,,,,,
EQSHY,eXtract Group Ltd,$0.13 ,TRUE,,No data fetched for symbol EQSHY using YahooDailyReader,,,,,,,,,
EXSFF,Explor Resources Inc,$0.03 ,TRUE,,No data fetched for symbol EXSFF using YahooDailyReader,,,,,,,,,
EXMRF,Exmar NV,$7.15 ,TRUE,,'Date',,,,,,,,,
EXQNF,Exiqon A/S,$2.67 ,TRUE,,No data fetched for symbol EXQNF using YahooDailyReader,,,,,,,,,
EXXD,Exide Technologies,$1.00 ,TRUE,,No data fetched for symbol EXXD using YahooDailyReader,,,,,,,,,
EXTC,Exide Technologies,$0.70 ,TRUE,,'Date',,,,,,,,,
XRA,Exeter Resource Corp,$1.55 ,TRUE,,'Date',,,,,,,,,
EXCU,Exelon Corp,$51.95 ,TRUE,,No data fetched for symbol EXCU using YahooDailyReader,,,,,,,,,
EXEXF,Excel Co Ltd,$10.94 ,TRUE,,No data fetched for symbol EXEXF using YahooDailyReader,,,,,,,,,
EXAR,Exar Corp,$12.99 ,TRUE,,'Date',,,,,,,,,
EXAM,ExamWorks Group Inc,$35.06 ,TRUE,,'Date',,,,,,,,,
EXNZF,Exalenz Bioscience Ltd,$1.80 ,TRUE,,No data fetched for symbol EXNZF using YahooDailyReader,,,,,,,,,
EXTHF,Exact Holding NV,$36.03 ,TRUE,,'Date',,,,,,,,,
EXA,Exa Corp,$24.24 ,TRUE,,'Date',,,,,,,,,
EVBEF,EVS Broadcast Equipment SA,$61.61 ,TRUE,,'Date',,,,,,,,,
