symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
OXFC,Oxford City Football Club Inc,$10.05 ,True,,No data fetched for symbol OXFC using YahooDailyReader,,,,,,,,,
ORM,Owens Realty Mortgage Inc,$21.75 ,True,,No data fetched for symbol ORM using YahooDailyReader,,,,,,,,,
LVGAF,Ovivo Inc,$3.04 ,True,,'Date',,,,,,,,,
OSGB,Overseas Shipholding Group Inc,$1.85 ,True,,'Date',,,,,,,,,
PMPLF,Ovato Ltd,$0.35 ,True,,'Date',,,,,,,,,
OUTR,Outerwall Inc,$52.00 ,True,,'Date',,,,,,,,,
OPCO,Ourpet?s Co,$1.00 ,True,,No data fetched for symbol OPCO using YahooDailyReader,,,,,,,,,
OVUNF,OUE Ltd,$1.66 ,True,,No data fetched for symbol OVUNF using YahooDailyReader,,,,,,,,,
OSPQF,OUE Hospitality Trust,$0.47 ,True,,No data fetched for symbol OSPQF using YahooDailyReader,,,,,,,,,
OTSUF,Otsuka Kagu Ltd,$13.10 ,True,,No data fetched for symbol OTSUF using YahooDailyReader,,,,,,,,,
OGLDF,Otis Gold Corp,$0.08 ,True,,No data fetched for symbol OGLDF using YahooDailyReader,,,,,,,,,
OPESY,Otello Corp ASA,$3.11 ,True,,No data fetched for symbol OPESY using YahooDailyReader,,,,,,,,,
OTCPF,OTEC Corp,$8.70 ,True,,No data fetched for symbol OTCPF using YahooDailyReader,,,,,,,,,
OSPR,Osprey Energy Acquisition Corp,$11.29 ,True,,No data fetched for symbol OSPR using YahooDailyReader,,,,,,,,,
OSBHF,Oslo Bors VPS Holding ASA,$18.60 ,True,,No data fetched for symbol OSBHF using YahooDailyReader,,,,,,,,,
OSIR,Osiris Therapeutics Inc,$18.99 ,True,,No data fetched for symbol OSIR using YahooDailyReader,,,,,,,,,
OSMIF,Osim International Ltd,$0.97 ,True,,No data fetched for symbol OSMIF using YahooDailyReader,,,,,,,,,
OMIMY,Osim International Ltd,$10.43 ,True,,No data fetched for symbol OMIMY using YahooDailyReader,,,,,,,,,
ENEHF,Oshidori International Holdings Ltd,$0.05 ,True,,'Date',,,,,,,,,
OSEMF,Osem Investments Ltd,$20.51 ,True,,No data fetched for symbol OSEMF using YahooDailyReader,,,,,,,,,
ORPOF,OSE Immunotherapeutics SA,$4.00 ,True,,No data fetched for symbol ORPOF using YahooDailyReader,,,,,,,,,
OSKXF,Osaka Steel Co Ltd,$14.85 ,True,,No data fetched for symbol OSKXF using YahooDailyReader,,,,,,,,,
OROE,Oro East Mining Inc,$0.01 ,True,,No data fetched for symbol OROE using YahooDailyReader,,,,,,,,,
ORMIF,Orminex Ltd,$0.01 ,True,,No data fetched for symbol ORMIF using YahooDailyReader,,,,,,,,,
