,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,4.05808532377705e-06,-2.320026396773756e-06,9.179451444651933e-05,0.07162583991885185,-0.06057479977607728,1.982454538345337,0.3399999141693115,-1.1299999356269836,5.0,3.0,0.1504498862004766
01-03,4.05808532377705e-06,-1.0856310836970806e-06,8.625604823464528e-05,0.07267804816365242,-0.06057479977607728,2.0076563358306885,0.5699999332427979,-1.1799999475479126,5.0,3.0,0.17623109980195295
01-04,4.05808532377705e-06,-3.274035407230258e-07,8.675819117343053e-05,0.07267804816365242,-0.04856202006340027,2.0360817909240723,0.5499999523162842,-1.1599999666213991,5.0,3.0,0.1812860366990208
01-05,4.05808532377705e-06,-1.426931703463197e-06,8.675819117343053e-05,0.07281111553311348,-0.06332197785377502,1.9584250450134284,0.43000006675720215,-1.10999995470047,5.0,3.0,0.16100046051178651
01-06,4.05808532377705e-06,-1.426931703463197e-06,8.597410487709567e-05,0.07156511768698692,-0.05262717604637146,1.9197425842285158,0.5499999523162842,-1.10999995470047,5.0,3.0,0.17234614109293034
01-07,4.05808532377705e-06,-7.330381777137519e-07,9.285591659136115e-05,0.07807215675711633,-0.05035635828971863,1.9487543106079104,0.5499999523162842,-1.0699999928474426,5.0,3.0,0.18207078118848585
01-08,4.05808532377705e-06,5.551119102165103e-07,9.641200449550524e-05,0.07854366302490234,-0.051544636487960815,1.9487543106079104,0.5199999809265137,-1.0699999928474426,6.0,2.0,0.17823179380320653
01-09,4.05808532377705e-06,2.9613147489726543e-06,0.00010813536937348543,0.07793908938765526,-0.051544636487960815,2.0073635578155518,0.5099999904632568,-1.1200000047683716,6.0,2.0,0.1779841438974472
01-10,4.05808532377705e-06,3.6405981518328177e-06,0.00010910401761066169,0.07793908938765526,-0.03678467869758606,2.08472752571106,0.4199998378753662,-1.2199999690055847,6.0,2.0,0.16574982599649954
01-11,4.05808532377705e-06,8.29463533591479e-06,0.00010358057625126094,0.07793908938765526,-0.04130250215530396,2.0261182785034184,0.3399999141693115,-1.0499999821186066,6.0,2.0,0.16910884138542315
01-12,4.05808532377705e-06,9.760697139427066e-06,0.00010358057625126094,0.07793908938765526,-0.051573872566223145,2.08472752571106,0.43000006675720215,-1.0299999713897705,6.0,2.0,0.18890127965732967
01-13,4.05808532377705e-06,9.760697139427066e-06,0.00010419043246656656,0.07926972582936287,-0.050861895084381104,2.045459270477295,0.6100001335144043,-1.0299999713897705,6.0,2.0,0.2067481590702301
01-14,4.05808532377705e-06,6.499423761852086e-06,0.00010220718831988052,0.07833828032016754,-0.06108033657073975,2.045459270477295,0.6100001335144043,-1.1799999475479126,6.0,2.0,0.1866037706113275
01-15,4.05808532377705e-06,7.063441444188356e-06,0.00010354963887948544,0.08278936892747879,-0.05395051836967468,2.045459270477295,0.6600000858306885,-1.0199999809265137,6.0,2.0,0.2143016121381152
01-16,4.05808532377705e-06,6.23073719907552e-06,9.994200809160247e-05,0.08145873993635178,-0.05395051836967468,2.045459270477295,0.559999942779541,-1.0199999809265137,6.0,2.0,0.20163471059095173
01-17,4.05808532377705e-06,9.856783435679972e-06,9.815835801418872e-05,0.08426464349031447,-0.05395051836967468,2.016154527664185,0.4500000476837158,-0.9900000095367432,6.0,2.0,0.18832259551982133
01-18,4.05808532377705e-06,1.2333446647971867e-05,9.815835801418872e-05,0.08426464349031447,-0.08233505487442018,1.7436227798461914,0.630000114440918,-1.0699999928474426,6.0,2.0,0.16320837999319338
01-19,-1.764354237820953e-06,1.4312638086266816e-05,9.815835801418872e-05,0.08426464349031447,-0.06028637290000916,2.0498549938201904,0.3900001049041748,-1.0499999821186066,5.0,3.0,0.17674301172974086
01-20,-1.764354237820953e-06,1.4312638086266816e-05,9.815835801418872e-05,0.08426464349031447,-0.0397966206073761,1.8192281723022456,0.4900000095367432,-1.0499999821186066,5.0,3.0,0.16297586615564796
01-21,-1.764354237820953e-06,1.4312638086266816e-05,0.00010218569514108822,0.0838654562830925,-0.06060388684272766,1.7128524780273438,0.4900000095367432,-1.0499999821186066,5.0,3.0,0.14702860110810434
01-22,-1.764354237820953e-06,1.678139960858971e-05,9.830165799940004e-05,0.08456691354513167,-0.053473979234695435,1.7128524780273438,0.4900000095367432,-0.9799999594688416,5.0,3.0,0.15675734763863147
01-23,-1.764354237820953e-06,1.6365083865821355e-05,0.00010304667375748976,0.07693535089492798,-0.053473979234695435,1.7187135219573977,0.2999999523162842,-0.9499999880790708,5.0,3.0,0.13653656315727858
01-24,-1.764354237820953e-06,1.7050071619451043e-05,0.00010320031287847087,0.07903973758220673,-0.04325562715530396,1.7128524780273438,0.3499999046325684,-0.9700000286102296,5.0,3.0,0.1410943688133557
01-25,-7.645576260983944e-07,1.9499289919622242e-05,0.00010219601244898512,0.07903973758220673,-0.05038553476333618,2.0533716678619385,0.25,-0.9700000286102296,5.0,3.0,0.17026834660191525
01-26,-7.645576260983944e-07,1.9279366824775934e-05,0.00010219601244898512,0.079838115721941,-0.048114776611328125,2.028169870376587,0.11999988555908205,-0.9700000286102296,5.0,3.0,0.1512517221572125
01-27,-7.645576260983944e-07,1.9279366824775934e-05,0.00010219601244898512,0.07864054664969444,-0.06102734804153441,2.0475108623504643,0.1099998950958252,-0.9700000286102296,5.0,3.0,0.1506555797832334
01-28,-7.645576260983944e-07,2.0944731659255922e-05,0.0001059413916664198,0.08306708559393883,-0.04286128282546997,2.124874830245972,0.1099998950958252,-0.8000000715255737,5.0,3.0,0.18440082226879886
01-29,-7.645576260983944e-07,2.2690161131322384e-05,0.00010731475049396977,0.08249865099787712,-0.04286128282546997,2.124874830245972,0.009999990463256836,-0.8799999952316284,5.0,3.0,0.1618301792505008
01-30,-2.293658326379955e-06,2.391957968939096e-05,9.670816507423297e-05,0.08161566033959389,-0.04286128282546997,2.1424574851989746,0.18000006675720215,-0.9600000381469728,5.0,3.0,0.17516627817622066
01-31,-2.058433892671019e-06,2.363804378546775e-05,0.0001002999415504746,0.08161566033959389,-0.04286128282546997,2.117255687713623,0.15000009536743164,-0.9500000476837158,5.0,3.0,0.16951649905786326
02-01,-2.058433892671019e-06,2.464371209498495e-05,0.00011837675265269353,0.08161566033959389,-0.02453640103340149,2.113152980804444,0.21000003814697266,-0.8700000047683716,5.0,3.0,0.18879665444001148
02-02,-2.058433892671019e-06,2.464371209498495e-05,0.00011837675265269353,0.08268015831708908,-0.023189336061477658,2.113152980804444,0.1099998950958252,-0.8899999856948853,5.0,3.0,0.17409808431148122
02-03,-2.058433892671019e-06,2.464371209498495e-05,0.00011158117558807136,0.07797523960471152,-0.03361940383911133,2.152421236038208,0.1099998950958252,-0.8899999856948853,5.0,3.0,0.17711389345731732
02-04,-2.058433892671019e-06,2.3949818569235504e-05,0.00011390259169274938,0.08064806461334229,-0.034543126821517944,2.2684671878814697,0.1099998950958252,-0.8899999856948853,5.0,3.0,0.19183847863132544
02-05,-2.058433892671019e-06,2.873409539461136e-05,0.00011384161916794255,0.07520553097128868,-0.04167294502258302,2.2684671878814697,0.009999990463256836,-0.8500000238418579,5.0,3.0,0.18276753221653053
02-06,-2.058433892671019e-06,2.9218019335530688e-05,0.00010890182602452114,0.07530244067311287,-0.04167294502258302,2.2333016395568848,0.2999999523162842,-0.8900000154972076,5.0,3.0,0.2096333916797448
02-07,-2.058433892671019e-06,2.768650301732123e-05,0.00010142045357497409,0.08687669411301613,-0.03372526168823242,2.3921327590942383,-0.15000009536743164,-0.8600000143051147,4.0,4.0,0.1794263912961469
02-08,-2.058433892671019e-06,2.5780580472201112e-05,9.614809096092358e-05,0.08687669411301613,-0.034860700368881226,2.366637945175171,-0.1700000762939453,-0.7999999523162842,4.0,4.0,0.1810967225683271
02-09,-2.058433892671019e-06,2.416795177850873e-05,9.614809096092358e-05,0.08714282140135765,-0.03744906187057495,2.423195600509644,-0.07000017166137695,-0.8499999642372131,4.0,4.0,0.19412593521883534
02-10,-2.058433892671019e-06,2.416795177850873e-05,9.510263043921441e-05,0.0793781690299511,-0.029130876064300537,2.4407782554626465,-0.07000017166137695,-0.8499999642372131,4.0,4.0,0.196392828084754
02-11,-2.058433892671019e-06,2.312712604179979e-05,0.00010043204383691773,0.08271634206175804,-0.047879189252853394,2.5955066680908203,-0.07000017166137695,-0.8399999737739563,4.0,4.0,0.2150581470250472
02-12,-9.58641612669453e-06,2.3339176550507545e-05,9.68236054177396e-05,0.08200257644057274,-0.04669088125228882,2.5955066680908203,-0.07000017166137695,-0.8399999439716339,4.0,4.0,0.21511610300149187
02-13,-9.939321898855267e-06,2.519415284041316e-05,9.16017888812348e-05,0.08039423450827599,-0.04669088125228882,2.5544803142547607,0.04000020027160645,-0.89000004529953,5.0,3.0,0.2172863348878309
02-14,-3.999259206466377e-06,2.742459764704108e-05,-7.783083128742874e-05,0.0765361599624157,-0.08075231313705444,2.804448366165161,-0.18999981880187988,-0.8400000631809235,3.0,5.0,0.22127224068935905
02-15,-4.352114046923816e-06,2.6449240976944573e-05,-7.532016024924815e-05,0.0765361599624157,-0.06145086884498596,3.2865080833435063,-0.2799999713897705,-0.7200000286102295,3.0,5.0,0.28769251892845205
02-16,-4.352114046923816e-06,2.872162440326065e-05,-7.532016024924815e-05,0.0765361599624157,-0.08075231313705444,2.7560956478118896,-0.3799998760223389,-0.7200000286102295,3.0,5.0,0.2064785799193487
02-17,-4.352114046923816e-06,2.872162440326065e-05,-7.532016024924815e-05,0.07080361247062683,-0.07961690425872803,1.624645709991455,-0.3599998950958252,-0.7200000286102295,3.0,5.0,0.06697269298092579
02-18,-4.352114046923816e-06,2.872162440326065e-05,-6.904340989422053e-05,0.06953373551368712,-0.0760519802570343,1.4215650558471682,-0.3599998950958252,-0.7200000286102295,3.0,5.0,0.04187527668727853
02-19,-4.352114046923816e-06,2.6431807782500986e-05,-6.251566810533404e-05,0.06804618611931801,-0.0760519802570343,1.4215650558471682,-0.3599998950958252,-0.6899999380111694,3.0,5.0,0.04543987407851091
02-20,-5.234316631685942e-06,2.7403220883570608e-05,-6.351993943098933e-05,0.06874767318367958,-0.0760519802570343,1.4215650558471682,-0.4500000476837158,-0.7400000095367432,3.0,5.0,0.02802741756477189
02-21,-4.940258804708719e-06,2.560694701969624e-05,-4.544311377685517e-05,0.06348663195967674,-0.0760519802570343,1.382883071899414,-0.3899998664855957,-0.7400000095367432,3.0,5.0,0.030036633894269468
02-22,-4.352114046923816e-06,2.534114173613489e-05,-3.4647251595743e-05,0.06348663195967674,-0.07367542386054993,1.2281551361083984,-0.43000006675720215,-0.7100000381469727,3.0,5.0,0.009744072634930493
02-23,-4.05808532377705e-06,2.350857539568097e-05,-3.4647251595743e-05,-0.0014029517769813538,-0.060603946447372437,1.5956344604492188,-0.4600000381469727,-0.7200000286102295,2.0,6.0,0.04420153733826737
02-24,-1.4114993973635137e-06,2.350857539568097e-05,-3.766005102079362e-05,-0.0010522082448005676,-0.05941563844680786,1.3345305919647217,-0.5900001525878906,-0.7200000286102295,2.0,6.0,-0.004494124862503668
02-25,-1.4114993973635137e-06,2.288406540174037e-05,-4.895805614069104e-05,-0.0010522082448005676,-0.0617922842502594,1.740691900253296,-0.5900001525878906,-0.6599999666213989,2.0,6.0,0.05347747538235127
02-26,-1.4114993973635137e-06,2.229868550784886e-05,-1.8076752894558012e-05,-0.010171324014663695,-0.0617922842502594,1.740691900253296,-0.6700000762939453,-0.6299999952316284,2.0,6.0,0.04609137886200188
02-27,-1.882013748399913e-06,2.188522194046527e-05,-3.9166465285234146e-05,-0.009119115769863129,-0.0617922842502594,1.740691900253296,-0.6700000762939453,-0.6899999380111694,2.0,6.0,0.03872016533387068
02-28,-2.9406437533907592e-06,1.9472267013043165e-05,-4.393667040858418e-05,-0.01262647658586502,-0.05347403883934021,1.4795877933502195,-0.7699999809265137,-0.6200000047683716,2.0,6.0,0.002932485897872539
02-29,0.0,0.0,0.0,-0.01262647658586502,0.0,0.0,0.0,-0.6000000238418579,0.0,2.0,-0.07657831255346538
03-01,-2.352753654122353e-07,2.0011706510558724e-05,-4.343452746979892e-05,-0.01788751780986786,-0.013071388006210329,1.8083856105804443,-0.6100001335144043,-0.6000000238418579,2.0,6.0,0.07092536116397241
03-02,4.469722625799476e-06,2.426325227133929e-05,-4.343452746979892e-05,-0.010872796177864076,-0.0011882781982421875,1.7116806507110596,-0.5,-0.6000000238418579,3.0,5.0,0.07495060636756534
