,2012,2013,2014,2015,2016,2017,2018,2019,ups,downs,avg
01-02,-10.996444702148438,0.0994873046875,-0.3803787231445313,13.395027160644533,0.0,0.0,0.0,0.0,2.0,6.0,0.2647113800048828
01-03,0.0,0.0994873046875,-0.3803787231445313,12.494365692138672,0.0,0.0,0.0,0.0,2.0,6.0,1.526684284210205
01-04,0.0,0.0994873046875,-0.3803787231445313,12.494365692138672,0.0,0.0,0.0,0.0,2.0,6.0,1.526684284210205
01-05,0.0,0.0994873046875,-0.3803787231445313,12.494365692138672,0.0,0.0,0.0,0.0,2.0,6.0,1.526684284210205
01-06,0.0,0.0994873046875,-0.3803787231445313,12.494365692138672,0.0,0.0,0.0,0.0,2.0,6.0,1.526684284210205
01-07,0.0,0.0994873046875,-0.3608741760253906,12.494365692138672,0.0,0.0,0.0,0.0,2.0,6.0,1.5291223526000977
01-08,0.0,0.0994873046875,0.3218727111816406,12.494365692138672,0.0,0.0,0.0,0.0,3.0,5.0,1.6144657135009766
01-09,0.0,0.0994873046875,0.3218727111816406,13.145118713378904,0.0,0.0,0.0,0.0,3.0,5.0,1.6958098411560059
01-10,0.0,0.0994873046875,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.7375578880310059
01-11,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-12,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-13,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-14,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-15,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-16,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-17,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-18,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-19,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-20,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,0.333984375,0.0,4.0,4.0,1.904585599899292
01-21,0.0,1.435708999633789,0.3218727111816406,13.145118713378904,0.0,0.0,-0.6449699401855469,0.0,3.0,5.0,1.7822163105010986
01-22,0.0,1.435708999633789,0.8485603332519531,13.145118713378904,0.0,0.0,-0.6449699401855469,0.0,3.0,5.0,1.8480522632598884
01-23,0.0,1.435708999633789,0.8485603332519531,13.145118713378904,0.0,0.0,-0.6449699401855469,0.0,3.0,5.0,1.8480522632598884
01-24,0.0,1.435708999633789,0.8485603332519531,13.145118713378904,0.0,0.0,-0.6449699401855469,0.0,3.0,5.0,1.8480522632598884
01-25,0.0,1.435708999633789,0.8485603332519531,13.145118713378904,0.0,0.0,-0.6449699401855469,0.0,3.0,5.0,1.8480522632598884
01-26,0.0,1.4766731262207031,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.92816972732544
01-27,0.0,1.4766731262207031,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.92816972732544
01-28,0.0,1.4766731262207031,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.92816972732544
01-29,0.0,1.4766731262207031,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.92816972732544
01-30,0.0,1.336221694946289,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.9106132984161377
01-31,0.0,1.336221694946289,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.9106132984161377
02-01,0.0,1.336221694946289,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.9106132984161377
02-02,0.0,1.336221694946289,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.9106132984161377
02-03,0.0,0.7997817993164062,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.8435583114624023
02-04,0.0,0.7997817993164062,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.8435583114624023
02-05,0.0,0.7997817993164062,0.8485603332519531,13.145118713378904,0.0,0.0,-0.04499435424804688,0.0,3.0,5.0,1.8435583114624023
02-06,0.0,0.7997817993164062,0.8485603332519531,13.145118713378904,0.007999420166015625,0.0,-0.04499435424804688,0.0,4.0,4.0,1.8445582389831543
02-07,0.0,0.7997817993164062,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0,-0.042995452880859375,0.0,4.0,4.0,1.7885785102844238
02-08,0.0,0.7997817993164062,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0,-0.042995452880859375,0.0,4.0,4.0,1.7885785102844238
02-09,0.0,0.03901290893554688,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0,-0.042995452880859375,0.0,4.0,4.0,1.6934823989868164
02-10,0.0,0.03901290893554688,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.7023572921752932
02-11,0.0,0.03901290893554688,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.7023572921752932
02-12,0.0,0.03901290893554688,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.7023572921752932
02-13,0.0,0.03901290893554688,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.7023572921752932
02-14,0.0,0.03901290893554688,0.8485603332519531,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.7023572921752932
02-15,0.0,0.03901290893554688,1.6882476806640625,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.8073182106018064
02-16,0.0,0.03901290893554688,1.6882476806640625,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.8073182106018064
02-17,0.0,0.03901290893554688,1.6882476806640625,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.8073182106018064
02-18,0.0,0.03901290893554688,1.6882476806640625,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.8073182106018064
02-19,0.0,0.03901290893554688,1.6882476806640625,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.8073182106018064
02-20,0.0,0.03901290893554688,1.6882476806640625,12.695281982421875,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,5.0,3.0,1.8073182106018064
02-21,0.0,0.03901290893554688,-3.2499237060546875,-0.5997810363769531,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,3.0,5.0,-0.4718360900878906
02-22,0.0,0.03901290893554688,-3.2499237060546875,-0.5997810363769531,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,3.0,5.0,-0.4718360900878906
02-23,0.0,0.03901290893554688,-3.2499237060546875,-0.5997810363769531,0.007999420166015625,0.0709991455078125,-0.042995452880859375,0.0,3.0,5.0,-0.4718360900878906
