,2016,2017,2018,2019,2020,ups,downs,avg
04-28,0.2450000047683716,-0.28000020980835005,0.2809998989105225,-1.2000000476837158,0.2479999661445617,3.0,2.0,-0.14120007753372202
04-29,0.2479999661445617,-0.1299998760223393,0.13100004196166992,-1.2000000476837158,0.22299998998641968,3.0,2.0,-0.14559998512268074
04-30,0.22299998998641968,-0.039999961853027344,0.13100004196166992,-1.1800000667572021,0.2200000286102295,3.0,2.0,-0.1291999936103821
05-01,0.2200000286102295,-0.039999961853027344,0.35000014305114746,-1.0300000905990598,0.23100000619888306,3.0,2.0,-0.05379997491836543
05-02,0.23100000619888306,-0.3400001525878911,0.1900000572204585,-1.2400000095367432,0.1600000262260437,3.0,2.0,-0.19980001449584972
05-03,0.1600000262260437,-0.25,0.12000012397766112,-1.3289999961853027,0.17000001668930045,3.0,2.0,-0.22579996585845946
05-04,0.17000001668930045,0.039999961853027344,0.059999942779541016,-1.4799998998641974,0.17000001668930045,4.0,1.0,-0.20799999237060565
05-05,0.17000001668930045,0.00999999046325728,0.06999993324279785,-1.5199999809265143,0.14800000190734852,4.0,1.0,-0.224400007724762
05-06,0.14800000190734852,-0.4200000762939453,-0.039999961853027344,-1.5199999809265143,0.11300003528594972,2.0,3.0,-0.3437999963760377
05-07,0.11300003528594972,-0.440000057220459,-0.039999961853027344,-1.5499999523162842,0.16899996995925914,2.0,3.0,-0.34959999322891233
05-08,0.16899996995925914,-0.440000057220459,-0.009999990463256836,-1.9470000267028809,0.23800003528594985,2.0,3.0,-0.3980000138282776
05-09,0.23800003528594985,-0.440000057220459,-0.059999942779541016,-1.6500000953674316,0.2399999499320984,2.0,3.0,-0.33440002202987673
05-10,0.2399999499320984,0.019999980926513672,0.009999990463256392,-1.5299999713897705,0.3399999737739563,4.0,1.0,-0.18400001525878915
05-11,0.3399999737739563,0.3799998760223384,-0.049999952316283736,-1.559999942779541,0.3399999737739563,3.0,2.0,-0.11000001430511476
05-12,0.3399999737739563,0.5800001621246329,-0.1399998664855957,-1.5399999618530276,0.2399999499320985,3.0,2.0,-0.10399994850158713
05-13,0.2399999499320985,0.9699997901916504,-0.16999983787536666,-1.5399999618530276,0.2619999647140503,3.0,2.0,-0.04760001897811903
05-14,0.2619999647140503,1.2300000190734854,-0.16999983787536666,-1.5199999809265143,0.3479999899864199,3.0,2.0,0.03000003099441502
05-15,0.3479999899864199,1.2300000190734854,-0.1399998664855966,-1.5130000114440914,0.29100000858306885,3.0,2.0,0.04320002794265725
05-16,0.29100000858306885,1.210000038146971,-0.16000008583068848,-1.6300001144409182,0.05900001525878916,3.0,2.0,-0.04600002765655542
05-17,0.05900001525878916,1.0850002765655518,-0.17499995231628418,-1.579999923706055,0.05400002002716076,3.0,2.0,-0.11139991283416746
05-18,0.05400002002716076,0.8000001907348642,-0.31999993324279785,-1.4200000762939455,0.05400002002716076,3.0,2.0,-0.16639995574951155
05-19,0.05400002002716076,0.7899999618530282,0.059999942779541016,-1.4700000286102295,0.050000011920929184,4.0,1.0,-0.10320001840591406
05-20,0.050000011920929184,0.8299999237060547,-0.09999990463256836,-1.4700000286102295,0.06999999284744285,3.0,2.0,-0.12400000095367422
05-21,0.06999999284744285,0.8099999427795409,-0.09999990463256836,-1.3399999141693115,0.06000000238418601,3.0,2.0,-0.099999976158142
05-22,0.06000000238418601,0.8099999427795409,-0.07999992370605424,-1.1500000953674312,0.11000001430511476,3.0,2.0,-0.05000001192092873
05-23,0.11000001430511476,0.8500001430511475,-0.09500002861022948,-1.100000143051148,0.18499994277954104,3.0,2.0,-0.01000001430511488
05-24,0.18499994277954104,0.4899997711181636,-0.15000009536743164,-1.1610000729560852,0.23500001430511475,3.0,2.0,-0.0802000880241395
05-25,0.23500001430511475,0.5,-0.15000009536743164,-1.194000065326691,0.23500001430511475,3.0,2.0,-0.07480002641677856
05-26,0.23500001430511475,0.5200002193450937,-0.10700011253356934,-1.1960000991821291,0.23500001430511475,3.0,2.0,-0.06259999275207502
05-27,0.23500001430511475,0.6499998569488521,-0.05700016021728516,-1.1960000991821291,0.2710000276565549,3.0,2.0,-0.019400072097778453
05-28,0.2710000276565549,0.4900000095367427,-0.05700016021728516,-1.1960000991821291,0.34999996423721313,3.0,2.0,-0.02840005159378065
05-29,0.34999996423721313,0.4900000095367427,-0.05700016021728516,-1.2600000500679016,0.15000003576278675,3.0,2.0,-0.06540004014968884
05-30,0.15000003576278675,0.4900000095367427,-0.019999980926513672,-1.1790000796318054,0.227999985218048,3.0,2.0,-0.06620000600814832
05-31,0.227999985218048,0.4200000762939449,-0.12000012397766067,-1.2000000476837158,0.3299999833106993,3.0,2.0,-0.06840002536773686
06-01,0.3299999833106993,0.2799999713897705,-0.2300000190734859,-1.2660000324249268,0.3299999833106993,3.0,2.0,-0.11120002269744868
06-02,0.3299999833106993,0.029999971389770064,-0.2300000190734859,-1.25,0.2799999713897705,3.0,2.0,-0.16800001859664918
06-03,0.2799999713897705,0.07999992370605424,-0.3050000667572017,-1.25,0.07999998331069957,3.0,2.0,-0.2230000376701355
06-04,0.07999998331069957,0.039999961853027344,-0.3050000667572017,-1.2200000286102295,-0.009999990463256836,2.0,3.0,-0.28300002813339226
06-05,-0.009999990463256836,0.039999961853027344,-0.2850000858306885,-1.0889999270439148,0.02799999713897694,2.0,3.0,-0.2632000088691712
06-06,0.02799999713897694,0.09999990463256793,-0.3400001525878902,-1.0199999809265137,-0.06999999284744274,2.0,3.0,-0.2604000449180603
06-07,-0.06999999284744274,0.20000004768371624,-0.5900001525878906,-1.0,-0.07699996232986461,1.0,4.0,-0.3074000120162963
06-08,-0.07699996232986461,-0.3299999237060538,-0.8799998760223389,-0.8700000047683718,-0.07699996232986461,0.0,5.0,-0.4467999458312987
06-09,-0.07699996232986461,-0.2799999713897705,-0.7000000476837163,-0.9050000905990604,-0.1369999647140503,0.0,5.0,-0.4198000073432924
06-10,-0.1369999647140503,-0.0999999046325688,-0.6600000858306885,-0.9050000905990604,-0.13700002431869507,0.0,5.0,-0.3878000140190126
06-11,-0.13700002431869507,-0.1700000762939453,-0.6600000858306885,-0.7850000858306883,-0.07800000905990599,0.0,5.0,-0.3660000562667846
06-12,-0.07800000905990599,-0.1700000762939453,-0.75,-0.6299999952316284,-0.12199997901916515,0.0,5.0,-0.3500000119209289
06-13,-0.12199997901916515,-0.19000005722045896,-0.7800002098083499,-0.7000000476837158,-0.12400001287460327,0.0,5.0,-0.3832000613212586
06-14,-0.12400001287460327,0.25,-0.7599999904632568,-0.5949999094009399,-0.17000001668930054,1.0,4.0,-0.2797999858856201
06-15,-0.17000001668930054,-0.059999942779541016,-0.7599999904632568,-0.5500000715255737,-0.17000001668930054,0.0,5.0,-0.3420000076293945
06-16,-0.17000001668930054,-0.1100001335144043,-0.8199999332427983,-0.5700000524520874,-0.19700002670288075,0.0,5.0,-0.3734000325202943
06-17,-0.19700002670288075,0.10000014305114836,-0.7999999523162846,-0.5700000524520874,-0.17000001668930045,1.0,4.0,-0.327399981021881
06-18,-0.17000001668930045,0.2300000190734868,-0.7999999523162846,-0.7799999713897705,-0.08000004291534413,1.0,4.0,-0.3199999928474426
06-19,-0.08000004291534413,0.2300000190734868,-0.7400000095367432,-0.7200000286102295,-0.1000000238418578,1.0,4.0,-0.2820000171661376
06-20,-0.1000000238418578,0.2400000095367427,-0.7699999809265141,-0.7190000414848329,-0.08899998664855957,1.0,4.0,-0.28760000467300434
06-21,-0.08899998664855957,0.1700000762939453,-0.5699999332427979,-0.7300000190734863,-0.0899999737739563,1.0,4.0,-0.2617999672889709
06-22,-0.0899999737739563,0.12000012397766158,-0.6600000858306885,-0.6899999380111694,-0.0899999737739563,1.0,4.0,-0.2819999694824218
06-23,-0.0899999737739563,-0.07000017166137695,-0.8300001621246338,-0.6549999713897705,-0.07999998331069946,0.0,5.0,-0.3450000524520874
06-24,-0.07999998331069946,0.26000022888183594,-0.75,-0.6549999713897705,-0.11000001430511464,1.0,4.0,-0.2669999480247497
06-25,-0.11000001430511464,0.690000057220459,-0.75,-0.6850000619888308,-0.12599998712539673,1.0,4.0,-0.19620000123977666
06-26,-0.12599998712539673,0.690000057220459,-0.5499999523162842,-0.7200000286102297,-0.09999996423721302,1.0,4.0,-0.16119997501373293
06-27,-0.09999996423721302,0.4800000190734863,-0.5200002193450928,-0.6399999856948853,-0.16899996995925906,1.0,4.0,-0.18980002403259275
06-28,-0.16899996995925906,0.4599995613098136,-0.3899998664855957,-0.7200000286102294,-0.14699995517730713,1.0,4.0,-0.19320005178451555
06-29,-0.14699995517730713,0.4899997711181641,-0.5799999237060547,-0.4749999046325684,-0.14699995517730713,1.0,4.0,-0.17179999351501465
06-30,-0.14699995517730713,0.7150001525878897,-0.4500000476837158,-0.5199999809265137,-0.15299999713897705,1.0,4.0,-0.11099996566772476
07-01,-0.15299999713897705,0.8299999237060551,-0.440000057220459,-0.5199999809265137,-0.16499996185302734,1.0,4.0,-0.08960001468658438
07-02,-0.16499996185302734,0.8199996948242192,-0.440000057220459,-0.5099999904632566,-0.1769999861717224,1.0,4.0,-0.09440006017684924
07-03,-0.1769999861717224,0.8199996948242192,-0.4049999713897701,-0.3070000410079956,-0.10999995470046996,1.0,4.0,-0.035800051689147766
07-05,-0.10999995470046996,0.8300001621246333,-0.5600001811981206,-0.2400000095367429,-0.034999966621398926,1.0,4.0,-0.02299998998641981
07-06,-0.034999966621398926,0.4700000286102299,-0.6000001430511475,-0.1799999475479126,-0.034999966621398926,1.0,4.0,-0.0759999990463256
07-07,-0.034999966621398926,0.6200001239776616,-0.5099999904632564,-0.25,-0.055000007152557366,1.0,4.0,-0.04599996805191022
07-08,-0.055000007152557366,0.7300000190734863,-0.6400001049041748,-0.25,-0.009999990463256949,1.0,4.0,-0.04500001668930057
07-09,-0.009999990463256949,1.1800003051757812,-0.6400001049041748,-0.2300000190734864,-0.019999980926513672,1.0,4.0,0.056000041961669925
07-10,-0.019999980926513672,1.1800003051757812,-0.5899999141693115,-0.2999999523162842,-0.09000003337860107,1.0,4.0,0.036000084877014164
07-11,-0.09000003337860107,1.3300001621246342,-0.4700000286102295,-0.4099999666213992,-0.07899999618530272,1.0,4.0,0.05620002746582035
07-12,-0.07899999618530272,0.9099998474121094,-0.35999989509582475,-0.32999998331069946,-0.08499997854232788,1.0,4.0,0.01119999885559091
07-13,-0.08499997854232788,1.0300002098083496,0.2799999713897709,-0.33399999141693115,-0.08499997854232788,2.0,3.0,0.16120004653930672
07-14,-0.08499997854232788,0.7699999809265146,0.19000005722045896,-0.5209999680519104,-0.06400001049041748,2.0,3.0,0.05800001621246356
07-15,-0.06400001049041748,0.7800002098083492,-0.09200000762939453,-0.5209999680519104,-0.09299999475479116,1.0,4.0,0.002000045776367121
07-16,-0.09299999475479116,0.9600000381469722,-0.09200000762939453,-0.3870000243186949,-0.12800002098083496,1.0,4.0,0.051999998092651344
07-17,-0.12800002098083496,0.9600000381469722,-0.05200004577636719,-0.3949999809265137,-0.1879999637603761,1.0,4.0,0.03940000534057606
07-18,-0.1879999637603761,1.2300000190734863,0.019999980926513228,-0.3640000224113463,-0.2460000514984132,2.0,3.0,0.0903999924659728
07-19,-0.2460000514984132,1.0,-0.07000017166137651,-0.4499999284744263,-0.2590000033378602,1.0,4.0,-0.0050000309944152384
07-20,-0.2590000033378602,0.5499999523162842,0.2200000286102295,-0.3999999761581421,-0.2590000033378602,2.0,3.0,-0.02960000038146977
07-21,-0.2590000033378602,-0.009999990463256392,0.029999971389770064,-0.4309999346733093,-0.3389999270439148,1.0,4.0,-0.2017999768257141
07-22,-0.3389999270439148,-0.4200000762939444,0.15000009536743075,-0.4309999346733093,-0.4539999961853027,1.0,4.0,-0.2987999677658081
07-23,-0.4539999961853027,-0.5000002384185782,0.15000009536743075,-0.4009999632835388,-0.4339999556541443,1.0,4.0,-0.32780001163482664
