,2010,2011,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,4.5,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-16.5,1.0,7.0,03-17,-108.96444447835285
01-03,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-16.5,1.0,7.0,03-18,-108.50400034586588
01-04,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-73.31999969482422,1.0,7.0,03-19,-114.81733364529079
01-05,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-73.31999969482422,1.0,7.0,03-20,-114.81733364529079
01-06,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-73.31999969482422,1.0,7.0,03-21,-114.81733364529079
01-07,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-73.31999969482422,1.0,7.0,03-22,-114.81733364529079
01-08,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-79.2199935913086,1.0,7.0,03-23,-115.47288852267796
01-09,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-79.2199935913086,1.0,7.0,03-24,-115.47288852267796
01-10,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-79.2199935913086,1.0,7.0,03-25,-115.47288852267796
01-11,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-80.81999969482422,1.0,7.0,03-26,-115.65066697862413
01-12,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-80.81999969482422,1.0,7.0,03-27,-115.65066697862413
01-13,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-80.81999969482422,1.0,7.0,03-28,-115.65066697862413
01-14,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-79.81999969482422,1.0,7.0,03-29,-115.539555867513
01-15,0.0,0.0,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-3.9800033569335938,-79.81999969482422,1.0,7.0,03-30,-115.539555867513
01-16,0.0,13.208000183105467,0.0,8.643997192382812,0.0,-23.69999694824219,-941.0,-2.590003967285156,-51.0,2.0,6.0,03-31,-110.715333726671
