,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.020999999716877937,0.04639999940991402,-0.031999990344047546,0.03004000335931778,-0.022900000214576718,-0.0018999986350536344,3.0,5.0,03-17,0.004515557032492425
01-03,0.0,0.0,0.0,0.0049999989569187156,0.027849998325109482,-0.031999990344047546,0.03004000335931778,-0.015249997377395632,-0.015850000083446503,3.0,5.0,03-18,-2.333190706041124e-05
01-04,0.0,0.0,0.0,0.0049999989569187156,0.027849998325109482,0.0005999952554702759,0.02924000471830368,0.001100003719329834,-0.012599997222423552,5.0,3.0,03-19,0.005687778194745381
01-05,0.0,0.0,0.0,0.0049999989569187156,0.027849998325109482,0.005799993872642517,0.02924000471830368,-0.0006400048732757567,-0.009699996560811995,4.0,4.0,03-20,0.006394443826542961
01-06,0.0,0.0,0.0,0.0049999989569187156,0.027849998325109482,-0.021500006318092343,0.027550004422664642,0.009999997913837431,-0.009699996560811995,4.0,4.0,03-21,0.00435555519329177
01-07,0.0,0.0,0.0,0.0049999989569187156,0.03999999910593033,-0.021500006318092343,0.027550004422664642,0.009999997913837431,-0.009099997580051422,4.0,4.0,03-22,0.005772221833467484
01-08,0.0,0.0,0.0,0.025499998591840267,0.03999999910593033,-0.023499995470047,0.027550004422664642,0.009999997913837431,-0.013900000602006912,4.0,4.0,03-23,0.007294444884690973
01-09,0.0,0.0,0.0,0.00989999808371067,0.03999999910593033,-0.023499995470047,0.030400004237890244,0.020400002598762512,-0.013900000602006912,4.0,4.0,03-24,0.007033334217137761
01-10,0.0,0.0,0.0,0.00989999808371067,0.03999999910593033,-0.02449999749660492,0.011300001293420792,-0.0019000023603439329,-0.013900000602006912,3.0,5.0,03-25,0.0023222220026784483
01-11,0.0,0.0,0.0,0.00989999808371067,0.03999999910593033,-0.014600008726119997,0.0062999986112117785,0.0038999989628791813,-0.013900000602006912,4.0,4.0,03-26,0.003511109492845005
01-12,0.0,0.0,0.0,0.00989999808371067,0.03999999910593033,-0.01350000500679016,0.013700004667043686,0.005899995565414429,-0.013900000602006912,4.0,4.0,03-27,0.004677776868144671
01-13,0.0,0.0,0.0,0.00989999808371067,0.03999999910593033,-0.031500011682510376,0.0024000033736228947,0.005899995565414429,-0.013900000602006912,4.0,4.0,03-28,0.0014222204271290035
01-14,0.0,0.0,0.0,0.01289999857544899,0.03999999910593033,-0.02000001072883606,0.0024000033736228947,0.005899995565414429,-0.013900000602006912,4.0,4.0,03-29,0.003033331698841519
