,2017,2018,2019,2020,ups,downs,avg
08-24,0.03999999165534973,0.015999995172023773,0.0049999989569187156,0.005300000309944153,4.0,0.0,0.01657499652355909
08-25,0.015000000596046446,0.020999997854232788,0.0049999989569187156,0.005300000309944153,4.0,0.0,0.011574999429285526
08-26,0.015000000596046446,0.020999997854232788,0.0049999989569187156,0.005300000309944153,4.0,0.0,0.011574999429285526
08-27,0.015000000596046446,0.020999997854232788,0.0049999989569187156,0.005300000309944153,4.0,0.0,0.011574999429285526
08-28,0.015000000596046446,0.020999997854232788,0.0049999989569187156,0.005300000309944153,4.0,0.0,0.011574999429285526
08-29,0.015000000596046446,-0.015000000596046446,0.019999999552965164,0.005300000309944153,3.0,1.0,0.006324999965727329
08-30,0.0,-0.015000000596046446,0.019999999552965164,0.005300000309944153,2.0,2.0,0.0025749998167157173
08-31,0.019999995827674862,-0.009999997913837431,0.025999998673796654,0.005300000309944153,3.0,1.0,0.01032499922439456
09-01,0.019999995827674862,-0.009999997913837431,0.025999998673796654,0.005300000309944153,3.0,1.0,0.01032499922439456
09-02,-0.019999995827674862,-0.009999997913837431,0.025999998673796654,0.005300000309944153,2.0,2.0,0.000325001310557127
09-03,-0.019999995827674862,-0.009999997913837431,0.025999998673796654,0.005300000309944153,2.0,2.0,0.000325001310557127
09-04,-0.019999995827674862,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,-0.0009999987669289114
09-05,-0.019999995827674862,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,-0.0009999987669289114
09-06,-0.005000010132789612,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,0.0027499976567924023
09-07,-0.005000010132789612,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,0.0027499976567924023
09-08,-0.005000010132789612,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,0.0027499976567924023
09-09,-0.005000010132789612,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,0.0027499976567924023
09-10,-0.005000010132789612,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,0.0027499976567924023
09-11,-0.005000010132789612,-0.009999997913837431,0.025999998673796654,0.0,1.0,3.0,0.0027499976567924023
09-12,-0.005000010132789612,-0.009999997913837431,0.0059999991208314896,0.0,1.0,3.0,-0.0022500022314488888
09-13,-0.005000010132789612,-0.009999997913837431,0.0059999991208314896,0.0,1.0,3.0,-0.0022500022314488888
09-14,-0.005000010132789612,-0.009999997913837431,0.0059999991208314896,0.0,1.0,3.0,-0.0022500022314488888
09-15,0.019999995827674862,-0.009999997913837431,0.0059999991208314896,0.0,2.0,2.0,0.003999999258667232
09-16,0.0,-0.009999997913837431,0.0059999991208314896,0.0,1.0,3.0,-0.0009999996982514858
09-17,-0.028999999165534977,-0.009999997913837431,0.0059999991208314896,0.0,1.0,3.0,-0.008249999489635229
09-18,-0.028999999165534977,-0.009999997913837431,0.0059999991208314896,0.0,1.0,3.0,-0.008249999489635229
09-19,-0.028999999165534977,0.04000000283122064,0.0059999991208314896,0.0,2.0,2.0,0.004250000696629286
09-20,-0.028999999165534977,0.04000000283122064,0.0059999991208314896,0.0,2.0,2.0,0.004250000696629286
09-21,-0.035999998450279236,0.028000004589557648,0.0059999991208314896,0.0,2.0,2.0,-0.0004999986849725246
09-22,-0.035999998450279236,0.028000004589557648,0.0059999991208314896,0.0,2.0,2.0,-0.0004999986849725246
09-23,-0.035999998450279236,0.028000004589557648,0.0059999991208314896,-0.019999999552965164,2.0,2.0,-0.005499998573213816
09-24,-0.035999998450279236,0.028000004589557648,0.0059999991208314896,-0.019999999552965164,2.0,2.0,-0.005499998573213816
09-25,-0.035999998450279236,0.028000004589557648,0.0059999991208314896,-0.019999999552965164,2.0,2.0,-0.005499998573213816
09-26,-0.035999998450279236,0.028000004589557648,0.0059999991208314896,-0.03500000387430191,2.0,2.0,-0.009249999653548002
09-27,-0.05400000512599945,0.028000004589557648,0.0059999991208314896,-0.03500000387430191,2.0,2.0,-0.013750001322478056
09-28,-0.05400000512599945,0.028000004589557648,0.0059999991208314896,-0.03500000387430191,2.0,2.0,-0.013750001322478056
09-29,-0.05400000512599945,0.028000004589557648,0.0059999991208314896,0.0,2.0,2.0,-0.005000000353902578
09-30,-0.05400000512599945,0.028000004589557648,0.0059999991208314896,0.0,2.0,2.0,-0.005000000353902578
10-01,-0.05400000512599945,0.028000004589557648,0.0059999991208314896,0.0,2.0,2.0,-0.005000000353902578
10-02,-0.05400000512599945,0.028000004589557648,0.0059999991208314896,0.0,2.0,2.0,-0.005000000353902578
10-03,-0.05400000512599945,0.028000004589557648,0.0059999991208314896,0.0,2.0,2.0,-0.005000000353902578
10-04,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-05,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-06,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-07,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-08,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-09,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-10,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-11,-0.05400000512599945,0.020000003278255463,0.0059999991208314896,0.0,2.0,2.0,-0.007000000681728125
10-12,-0.05400000512599945,-0.004999995231628418,0.0059999991208314896,0.0,1.0,3.0,-0.013250000309199095
10-13,-0.05400000512599945,-0.004999995231628418,0.0059999991208314896,0.0,1.0,3.0,-0.013250000309199095
10-14,-0.05400000512599945,-0.015000000596046446,0.0059999991208314896,0.0,1.0,3.0,-0.015750001650303602
10-15,-0.05400000512599945,-0.015000000596046446,0.010999998077750206,0.0,1.0,3.0,-0.014500001911073925
10-16,-0.05400000512599945,-0.015000000596046446,0.010999998077750206,0.0,1.0,3.0,-0.014500001911073925
10-17,-0.05400000512599945,-0.015000000596046446,0.010999998077750206,0.0,1.0,3.0,-0.014500001911073925
10-18,-0.05400000512599945,-0.015000000596046446,0.0059999991208314896,0.0,1.0,3.0,-0.015750001650303602
10-19,-0.05400000512599945,-0.015000000596046446,-0.0010000001639127733,0.0,0.0,4.0,-0.017500001471489668
10-20,-0.05400000512599945,-0.015000000596046446,-0.0010000001639127733,0.0,0.0,4.0,-0.017500001471489668
10-21,0.009999990463256836,-0.015000000596046446,-0.0010000001639127733,0.0,1.0,3.0,-0.0015000025741755962
10-22,0.0,-0.015000000596046446,-0.0010000001639127733,0.0,0.0,4.0,-0.0040000001899898035
10-23,0.0,-0.015000000596046446,-0.0010000001639127733,0.0,0.0,4.0,-0.0040000001899898035
10-24,0.0,-0.015000000596046446,-0.0010000001639127733,0.0,0.0,4.0,-0.0040000001899898035
10-25,0.019999995827674862,-0.015000000596046446,-0.0010000001639127733,0.0,1.0,3.0,0.0009999987669289114
10-26,0.011000007390975952,-0.015000000596046446,-0.0010000001639127733,0.0,1.0,3.0,-0.0012499983422458172
10-27,0.019000008702278137,-0.015000000596046446,-0.0010000001639127733,0.0,1.0,3.0,0.0007500019855797291
10-28,0.06499999761581421,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,0.004749999847263098
10-29,0.09999999403953552,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,0.013499998953193426
10-30,0.09999999403953552,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,0.013499998953193426
10-31,0.07999999821186066,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,0.00849999999627471
11-01,0.03000000119209289,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,-0.003999999258667232
11-02,0.040000006556510925,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,-0.0014999979175627232
11-03,0.040000006556510925,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,-0.0014999979175627232
11-04,0.0949999988079071,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,0.012250000145286322
11-05,0.062000006437301636,-0.04499999806284905,-0.0010000001639127733,0.0,1.0,3.0,0.0040000020526349545
11-06,0.062000006437301636,-0.05000000074505806,-0.0010000001639127733,0.0,1.0,3.0,0.002750001382082701
11-07,0.062000006437301636,-0.05000000074505806,-0.0010000001639127733,0.0,1.0,3.0,0.002750001382082701
11-08,0.07499998807907103,-0.05000000074505806,-0.0010000001639127733,0.0,1.0,3.0,0.005999996792525053
11-09,0.08999998867511749,-0.05000000074505806,-0.0010000001639127733,0.0,1.0,3.0,0.009749996941536663
11-10,0.019999995827674862,-0.04000000283122064,-0.0010000001639127733,0.0,1.0,3.0,-0.005250001791864634
11-11,0.019999995827674862,-0.04000000283122064,-0.0010000001639127733,0.0,1.0,3.0,-0.005250001791864634
11-12,0.03999999165534973,-0.04000000283122064,-0.006999999284744264,-0.006999999284744264,1.0,3.0,-0.003500002436339855
11-13,0.03999999165534973,-0.04000000283122064,0.005000002682209015,0.005000002682209015,3.0,1.0,0.002499998547136784
11-14,0.07999998331069946,-0.04000000283122064,0.005000002682209015,0.005000002682209015,3.0,1.0,0.012499996460974216
11-15,0.014999985694885254,-0.020000003278255463,0.005000002682209015,0.005000002682209015,3.0,1.0,0.0012499969452619553
11-16,0.055000007152557366,-0.020000003278255463,0.005000002682209015,0.005000002682209015,3.0,1.0,0.011250002309679985
11-17,0.055000007152557366,-0.020000003278255463,0.005000002682209015,0.005000002682209015,3.0,1.0,0.011250002309679985
11-18,0.055000007152557366,-0.020000003278255463,0.005000002682209015,0.005000002682209015,3.0,1.0,0.011250002309679985
11-19,0.03500001132488252,-0.020000003278255463,0.005000002682209015,0.005000002682209015,3.0,1.0,0.006250003352761269
11-20,0.03500001132488252,-0.020000003278255463,0.005000002682209015,0.005000002682209015,3.0,1.0,0.006250003352761269
11-21,0.03500001132488252,-0.06300000287592411,0.014000002294778824,0.014000002294778824,3.0,1.0,3.2596290111541752e-09
11-22,0.03700000047683717,-0.030000004917383194,0.014000002294778824,0.014000002294778824,3.0,1.0,0.008750000037252903
11-23,0.06000000238418578,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.0007500005885958673
11-24,0.055000007152557366,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.0004999982193112373
11-25,-0.019999995827674862,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,0.0,4.0,-0.019249998964369297
11-26,-0.019999995827674862,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,0.0,4.0,-0.019249998964369297
11-27,-0.019999995827674862,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,0.0,4.0,-0.019249998964369297
11-28,0.0,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,0.0,4.0,-0.01425000000745058
11-29,0.03899998962879181,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.004500002600252628
11-30,0.03899998962879181,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.004500002600252628
12-01,0.04599998891353607,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.002750002779066563
12-02,0.04599998891353607,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.002750002779066563
12-03,0.04599998891353607,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.002750002779066563
12-04,0.04599998891353607,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.002750002779066563
12-05,0.04599998891353607,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.002750002779066563
12-06,0.04599998891353607,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,-0.002750002779066563
12-07,0.06399999558925629,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.001749998889863491
12-08,0.06399999558925629,-0.045000001788139336,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.001749998889863491
12-09,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-10,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-11,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-12,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-13,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-14,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-15,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-16,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-17,0.09399999678134917,-0.05000000447034837,-0.0059999991208314896,-0.0059999991208314896,1.0,3.0,0.007999998517334461
12-18,0.09399999678134917,-0.05000000447034837,0.004000000655651093,0.004000000655651093,3.0,1.0,0.012999998405575752
12-19,0.09399999678134917,-0.05000000447034837,0.004000000655651093,0.004000000655651093,3.0,1.0,0.012999998405575752
12-20,0.07400000095367433,-0.05000000447034837,0.004000000655651093,0.004000000655651093,3.0,1.0,0.007999999448657036
12-21,0.056000009179115295,-0.05000000447034837,0.004000000655651093,0.004000000655651093,3.0,1.0,0.003500001505017281
12-22,0.056000009179115295,-0.05000000447034837,0.004000000655651093,0.004000000655651093,3.0,1.0,0.003500001505017281
12-23,0.05300000309944153,-0.05000000447034837,0.004000000655651093,0.004000000655651093,3.0,1.0,0.0027499999850988392
12-24,0.05300000309944153,-0.05000000447034837,0.004000000655651093,0.004000000655651093,3.0,1.0,0.0027499999850988392
12-26,0.05300000309944153,-0.03999999910593033,0.004000000655651093,0.004000000655651093,3.0,1.0,0.005250001326203346
12-27,0.028999999165534977,-0.03999999910593033,0.004000000655651093,0.004000000655651093,3.0,1.0,-0.0007499996572732924
12-28,0.028999999165534977,-0.03999999910593033,0.010999999940395357,0.010999999940395357,3.0,1.0,0.0027499999850988392
12-29,0.05400000512599945,-0.03999999910593033,0.010999999940395357,0.010999999940395357,3.0,1.0,0.009000001475214958
12-30,-0.009999990463256836,-0.03999999910593033,0.010999999940395357,0.010999999940395357,2.0,2.0,-0.006999997422099114
12-31,-0.009999990463256836,-0.03999999910593033,0.010999999940395357,0.010999999940395357,2.0,2.0,-0.006999997422099114
