,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,98.26243095345406,0.0,0.0,0.0,47.953218051696425,11.318553710993447,17.63077139109698,-83.33333002196431,4.0,4.0,10.203516009475177
01-03,0.0,98.26243095345406,0.0,0.0,0.0,47.953218051696425,11.318553710993447,17.63077139109698,-83.33333002196431,4.0,4.0,10.203516009475177
01-04,0.0,98.26243095345406,0.0,0.0,0.0,47.953218051696425,11.318553710993447,17.63077139109698,-83.33333002196431,4.0,4.0,10.203516009475177
01-05,0.0,98.26243095345406,0.0,0.0,0.0,47.953218051696425,11.318553710993447,16.699999321997176,-347.15446888537684,4.0,4.0,-19.213362983026187
01-06,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,11.318553710993447,33.35999846458435,-347.15446888537684,4.0,4.0,-18.29119165432055
01-07,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,11.318553710993447,33.35999846458435,-347.15446888537684,4.0,4.0,-18.29119165432055
01-08,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,11.318553710993447,33.35999846458435,-347.15446888537684,4.0,4.0,-18.29119165432055
01-09,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-40.49008129479096,16.699999321997176,-322.764200457926,3.0,5.0,-23.188787845533966
01-10,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-42.007000416171884,16.699999321997176,-428.45525057240746,3.0,5.0,-35.10078442729646
01-11,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-37.68961923706922,16.699999321997176,-500.81300975523277,3.0,5.0,-42.66082642771008
01-12,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-37.68961923706922,16.699999321997176,-500.81300975523277,3.0,5.0,-42.66082642771008
01-13,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-20.886820809359108,16.699999321997176,-500.81300975523277,3.0,5.0,-40.79384882463117
01-14,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-20.886820809359108,16.699999321997176,-550.4064957915426,3.0,5.0,-46.304236161998936
01-15,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-20.886820809359108,16.699999321997176,-505.69104405709913,3.0,5.0,-41.335852635949664
01-16,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-20.886820809359108,29.1063811654902,-554.0650094031777,3.0,5.0,-45.332250802903616
01-17,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-42.007000416171884,29.1063811654902,-138.18181276321434,3.0,5.0,-1.4696933547757742
01-18,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-61.97182862112109,24.27272511760064,-179.8484741617939,3.0,5.0,-8.854709538266702
01-19,0.0,98.26243095345406,0.0,0.0,0.0,39.592760867459994,-61.97182862112109,16.699999321997176,-179.8484741617939,3.0,5.0,-9.696123515555977
01-20,0.0,98.26243095345406,0.0,0.0,0.0,41.3186815616057,-61.97182862112109,16.699999321997176,-179.8484741617939,3.0,5.0,-9.504354549539787
01-21,0.0,98.26243095345406,0.0,0.0,0.0,41.3186815616057,-61.97182862112109,16.699999321997176,-179.8484741617939,3.0,5.0,-9.504354549539787
01-22,0.0,98.26243095345406,0.0,0.0,0.0,41.3186815616057,-61.97182862112109,16.699999321997176,-171.21210465527608,3.0,5.0,-8.544757937704475
01-23,0.0,98.26243095345406,-247.82607850595772,0.0,0.0,41.3186815616057,-61.97182862112109,14.843587313691685,-283.98268420608554,3.0,5.0,-48.81732127826811
01-24,0.0,98.26243095345406,-247.82607850595772,0.0,0.0,41.3186815616057,-61.12675441491485,7.444445989749989,-283.98268420608554,3.0,5.0,-49.54555095801649
01-25,0.0,98.26243095345406,-247.82607850595772,0.0,0.0,41.3186815616057,-61.12675441491485,-9.605269207621905,-421.7647146993029,2.0,6.0,-66.74907825697085
01-26,0.0,98.26243095345406,-247.82607850595772,0.0,0.0,41.3186815616057,-54.22534479659339,-9.605269207621905,-421.7647146993029,2.0,6.0,-65.98225496604624
