,2018,2019,2020,ups,downs,avg
02-06,-0.21000000834465027,-0.0279998779296875,-0.21000000834465027,0.0,3.0,-0.14933329820632935
02-07,-0.21000000834465027,-0.0279998779296875,-0.21000000834465027,0.0,3.0,-0.14933329820632935
02-08,-0.21000000834465027,-0.0279998779296875,-0.25,0.0,3.0,-0.16266662875811258
02-10,-0.25,-0.0279998779296875,-0.25,0.0,3.0,-0.17599995930989584
02-11,-0.25,-0.0279998779296875,-0.25,0.0,3.0,-0.17599995930989584
02-12,-0.25,-0.0279998779296875,-0.17500001192092896,0.0,3.0,-0.15099996328353882
02-13,-0.17500001192092896,-0.0279998779296875,-0.25,0.0,3.0,-0.15099996328353882
02-14,-0.25,-0.0279998779296875,-0.25,0.0,3.0,-0.17599995930989584
02-15,-0.25,-0.0279998779296875,-0.2499000132083893,0.0,3.0,-0.17596663037935892
02-18,-0.2499000132083893,-0.0279998779296875,-0.2500000149011612,0.0,3.0,-0.17596663534641266
02-19,-0.2500000149011612,-0.0279998779296875,-0.20499998331069946,0.0,3.0,-0.1609999587138494
02-20,-0.20499998331069946,-0.0279998779296875,-0.2549999952316284,0.0,3.0,-0.16266661882400513
02-21,-0.2549999952316284,-0.0279998779296875,-0.2549999952316284,0.0,3.0,-0.1793332894643148
02-22,-0.2549999952316284,-0.0279998779296875,-0.2549999952316284,0.0,3.0,-0.1793332894643148
02-24,-0.2549999952316284,-0.307999849319458,-0.2549999952316284,0.0,3.0,-0.27266661326090497
02-25,-0.2549999952316284,-0.307999849319458,-0.2549999952316284,0.0,3.0,-0.27266661326090497
02-26,-0.2549999952316284,-0.307999849319458,-0.25509999692440033,0.0,3.0,-0.2726999471584956
02-27,-0.25509999692440033,0.019999980926513672,-0.25509999692440033,1.0,2.0,-0.163400004307429
02-28,-0.25509999692440033,0.019999980926513672,-0.20499998331069946,1.0,2.0,-0.14669999976952872
03-01,-0.20499998331069946,0.019999980926513672,-0.20499998331069946,1.0,2.0,-0.12999999523162842
03-02,-0.20499998331069946,0.019999980926513672,-0.20499998331069946,1.0,2.0,-0.12999999523162842
03-03,-0.20499998331069946,-0.04999995231628418,-0.20499998331069946,0.0,3.0,-0.15333330631256106
03-04,-0.20499998331069946,-0.04999995231628418,-0.1550000011920929,0.0,3.0,-0.13666664560635886
03-05,-0.1550000011920929,-0.04999995231628418,-0.20499998331069946,0.0,3.0,-0.13666664560635886
03-06,-0.20499998331069946,-0.4900000095367432,-0.20499998331069946,0.0,3.0,-0.29999999205271405
03-07,-0.20499998331069946,-0.4900000095367432,-0.14499998092651367,0.0,3.0,-0.2799999912579854
03-08,-0.14499998092651367,-0.4900000095367432,-0.14499998092651367,0.0,3.0,-0.25999999046325684
03-09,-0.14499998092651367,-0.4900000095367432,-0.14499998092651367,0.0,3.0,-0.25999999046325684
03-10,-0.14499998092651367,-0.4900000095367432,-0.10999998450279236,0.0,3.0,-0.2483333249886831
03-11,-0.10999998450279236,-0.4900000095367432,-0.10999998450279236,0.0,3.0,-0.2366666595141093
03-12,-0.10999998450279236,-0.4900000095367432,-0.125,0.0,3.0,-0.2416666646798452
03-13,-0.125,-0.4900000095367432,0.03000000119209289,1.0,2.0,-0.19500000278155008
03-14,0.03000000119209289,-0.4900000095367432,0.03000000119209289,2.0,1.0,-0.14333333571751913
03-15,0.03000000119209289,-0.440000057220459,0.045000001788139336,2.0,1.0,-0.12166668474674225
03-16,0.045000001788139336,-0.440000057220459,0.045000001788139336,2.0,1.0,-0.1166666845480601
03-17,0.045000001788139336,-0.440000057220459,-0.055000007152557366,1.0,2.0,-0.15000002086162567
03-18,-0.055000007152557366,-0.440000057220459,-0.04999998211860657,0.0,3.0,-0.1816666821638743
03-19,-0.04999998211860657,-0.440000057220459,-0.055000007152557366,0.0,3.0,-0.1816666821638743
03-20,-0.055000007152557366,-0.440000057220459,-0.0009999871253967283,0.0,3.0,-0.16533335049947104
03-21,-0.0009999871253967283,-0.440000057220459,-0.009999990463256836,0.0,3.0,-0.15033334493637085
03-22,-0.009999990463256836,-0.440000057220459,-0.009999990463256836,0.0,3.0,-0.15333334604899088
03-23,-0.009999990463256836,-0.440000057220459,-0.009999990463256836,0.0,3.0,-0.15333334604899088
03-24,-0.009999990463256836,-0.440000057220459,-0.02000001072883606,0.0,3.0,-0.1566666861375173
03-25,-0.02000001072883606,-0.440000057220459,-0.008749991655349731,0.0,3.0,-0.15625001986821493
03-26,-0.008749991655349731,-0.440000057220459,-0.009999990463256836,0.0,3.0,-0.1529166797796885
03-27,-0.009999990463256836,-0.440000057220459,-0.02000001072883606,0.0,3.0,-0.1566666861375173
03-28,-0.02000001072883606,-1.0900000333786009,0.040000006556510925,1.0,2.0,-0.3566666791836421
03-29,0.040000006556510925,-1.0900000333786009,0.08499999344348907,2.0,1.0,-0.321666677792867
03-30,0.08499999344348907,-0.5600000619888306,0.08499999344348907,2.0,1.0,-0.1300000250339508
03-31,0.08499999344348907,-0.5600000619888306,0.02499997615814209,2.0,1.0,-0.15000003079573312
04-01,0.02499997615814209,-0.5600000619888306,-0.01500001549720764,1.0,2.0,-0.1833333671092987
04-02,-0.01500001549720764,-0.5600000619888306,0.005099982023239136,1.0,2.0,-0.1899666984875997
04-03,0.005099982023239136,-0.3900001049041748,-0.03999999165534973,1.0,2.0,-0.14163337151209512
04-04,-0.03999999165534973,-0.3900001049041748,-0.12000000476837155,0.0,3.0,-0.1833333671092987
04-05,-0.12000000476837155,-0.3900001049041748,-0.03999999165534973,0.0,3.0,-0.1833333671092987
04-06,-0.03999999165534973,-0.3900001049041748,-0.03999999165534973,0.0,3.0,-0.15666669607162476
04-07,-0.03999999165534973,-0.3900001049041748,0.01925000548362732,1.0,2.0,-0.13691669702529907
04-08,0.01925000548362732,-0.3900001049041748,-0.009999990463256836,1.0,2.0,-0.12691669662793478
04-09,-0.009999990463256836,-0.3900001049041748,0.00010001659393310548,1.0,2.0,-0.13330002625783285
04-10,0.00010001659393310548,-0.3900001049041748,0.010000020265579224,2.0,1.0,-0.12663335601488748
04-11,0.010000020265579224,-0.3900001049041748,0.010000020265579224,2.0,1.0,-0.12333335479100545
04-12,0.010000020265579224,-0.3900001049041748,0.010000020265579224,2.0,1.0,-0.12333335479100545
04-13,0.010000020265579224,-0.3900001049041748,0.010000020265579224,2.0,1.0,-0.12333335479100545
04-14,0.010000020265579224,-0.3900001049041748,0.010000020265579224,2.0,1.0,-0.12333335479100545
04-15,0.010000020265579224,-0.3900001049041748,0.04000002145767212,2.0,1.0,-0.11333335439364114
04-16,0.04000002145767212,-0.3900001049041748,0.010000020265579224,2.0,1.0,-0.11333335439364114
04-17,0.010000020265579224,-0.3900001049041748,0.010000020265579224,2.0,1.0,-0.12333335479100545
04-18,0.010000020265579224,-0.3900001049041748,0.04000002145767212,2.0,1.0,-0.11333335439364114
04-20,0.04000002145767212,-0.3900001049041748,0.04000002145767212,2.0,1.0,-0.10333335399627687
04-21,0.04000002145767212,-0.3900001049041748,0.08000001311302185,2.0,1.0,-0.09000002344449361
04-22,0.08000001311302185,-0.3900001049041748,0.05000001192092896,2.0,1.0,-0.08666669329007466
04-23,0.05000001192092896,-0.3900001049041748,0.039900004863739014,2.0,1.0,-0.10003336270650227
04-24,0.039900004863739014,-0.3900001049041748,0.029799997806549083,2.0,1.0,-0.1067667007446289
04-25,0.029799997806549083,-0.3900001049041748,0.029799997806549083,2.0,1.0,-0.11013336976369224
04-26,0.029799997806549083,-0.2400000095367432,-0.04999999701976776,1.0,2.0,-0.08673333624998729
04-27,-0.04999999701976776,-0.2400000095367432,-0.04999999701976776,0.0,3.0,-0.11333333452542622
04-28,-0.04999999701976776,-0.2400000095367432,-0.04999999701976776,0.0,3.0,-0.11333333452542622
04-29,-0.04999999701976776,-0.2400000095367432,0.030000016093254086,1.0,2.0,-0.08666666348775227
04-30,0.030000016093254086,-0.2400000095367432,0.0349000096321106,2.0,1.0,-0.0583666612704595
05-01,0.0349000096321106,-0.2400000095367432,-0.09000000357627869,1.0,2.0,-0.0983666678269704
05-02,-0.09000000357627869,-0.2400000095367432,-0.045000001788139336,0.0,3.0,-0.12500000496705374
05-03,-0.045000001788139336,-0.2400000095367432,-0.045050010085105896,0.0,3.0,-0.11001667380332948
05-04,-0.045050010085105896,-1.0400000810623171,-0.045050010085105896,0.0,3.0,-0.3767000337441762
05-05,-0.045050010085105896,-1.0400000810623171,-0.045050010085105896,0.0,3.0,-0.3767000337441762
05-06,-0.045050010085105896,-1.0400000810623171,-0.06499999761581421,0.0,3.0,-0.3833500295877457
05-07,-0.06499999761581421,-0.7600001096725464,-0.04490000009536743,0.0,3.0,-0.2899667024612427
05-08,-0.04490000009536743,-0.7600001096725464,-0.014899998903274538,0.0,3.0,-0.2732667028903961
05-09,-0.014899998903274538,-0.1700000762939453,0.004999995231628418,1.0,2.0,-0.059966693321863815
05-10,0.004999995231628418,-0.1700000762939453,-0.01000000536441803,1.0,2.0,-0.05833336214224497
05-11,-0.01000000536441803,-0.1700000762939453,-0.01000000536441803,0.0,3.0,-0.06333336234092712
05-12,-0.01000000536441803,-0.1700000762939453,-0.01000000536441803,0.0,3.0,-0.06333336234092712
05-13,-0.01000000536441803,-0.1700000762939453,-0.01000000536441803,0.0,3.0,-0.06333336234092712
05-14,-0.01000000536441803,-0.1700000762939453,-0.01000000536441803,0.0,3.0,-0.06333336234092712
05-15,-0.01000000536441803,-0.10000014305114746,-0.01000000536441803,0.0,3.0,-0.040000051259994514
05-16,-0.01000000536441803,0.3399999141693115,0.004999995231628418,2.0,1.0,0.11166663467884064
05-17,0.004999995231628418,0.3399999141693115,0.004999995231628418,3.0,0.0,0.11666663487752278
05-18,0.004999995231628418,0.3399999141693115,0.004999995231628418,3.0,0.0,0.11666663487752278
05-19,0.004999995231628418,0.3399999141693115,0.004999995231628418,3.0,0.0,0.11666663487752278
05-20,0.004999995231628418,0.3399999141693115,0.004999995231628418,3.0,0.0,0.11666663487752278
05-21,0.004999995231628418,0.3399999141693115,0.004999995231628418,3.0,0.0,0.11666663487752278
05-22,0.004999995231628418,0.3399999141693115,0.019999995827674862,3.0,0.0,0.12166663507620495
05-23,0.019999995827674862,0.3399999141693115,0.019999995827674862,3.0,0.0,0.12666663527488708
05-24,0.019999995827674862,0.2899999618530273,-0.03050000965595245,2.0,1.0,0.09316664934158324
05-26,-0.03050000965595245,-0.04999995231628418,-0.03050000965595245,0.0,3.0,-0.0369999905427297
05-27,-0.03050000965595245,-0.04999995231628418,-0.01000000536441803,0.0,3.0,-0.030166655778884888
05-28,-0.01000000536441803,-0.04999995231628418,-0.01000000536441803,0.0,3.0,-0.02333332101504008
05-29,-0.01000000536441803,-0.04999995231628418,-0.045000001788139336,0.0,3.0,-0.03499998648961385
05-30,-0.045000001788139336,-0.04999995231628418,-0.045000001788139336,0.0,3.0,-0.04666665196418762
05-31,-0.045000001788139336,-0.04999995231628418,-0.07494999468326569,0.0,3.0,-0.056649982929229736
06-01,-0.07494999468326569,-0.04999995231628418,-0.07494999468326569,0.0,3.0,-0.06663331389427185
06-02,-0.07494999468326569,-0.04999995231628418,-0.07494999468326569,0.0,3.0,-0.06663331389427185
06-03,-0.07494999468326569,-0.04999995231628418,-0.045000001788139336,0.0,3.0,-0.056649982929229736
06-04,-0.045000001788139336,-0.04999995231628418,-0.045000001788139336,0.0,3.0,-0.04666665196418762
06-05,-0.045000001788139336,-0.4000000953674317,-0.045000001788139336,0.0,3.0,-0.1633333663145701
06-06,-0.045000001788139336,-0.4000000953674317,-0.045000001788139336,0.0,3.0,-0.1633333663145701
06-07,-0.045000001788139336,0.24999988079071045,-0.055000007152557366,1.0,2.0,0.04999995728333791
06-08,-0.055000007152557366,0.24999988079071045,-0.055000007152557366,1.0,2.0,0.046666622161865234
06-09,-0.055000007152557366,0.24999988079071045,-0.055000007152557366,1.0,2.0,0.046666622161865234
06-10,-0.055000007152557366,0.24999988079071045,-0.09999999403953552,1.0,2.0,0.03166662653287252
06-11,-0.09999999403953552,0.24999988079071045,-0.12754999101161954,1.0,2.0,0.0074832985798517875
06-12,-0.12754999101161954,0.24999988079071045,-0.08999998867511749,1.0,2.0,0.010816633701324465
06-13,-0.08999998867511749,-0.4500000476837158,-0.08000001311302185,0.0,3.0,-0.20666668315728506
06-14,-0.08000001311302185,-0.4500000476837158,-0.07375001907348633,0.0,3.0,-0.201250026623408
06-15,-0.07375001907348633,-0.5499999523162842,-0.07375001907348633,0.0,3.0,-0.2324999968210856
06-16,-0.07375001907348633,-0.5499999523162842,0.006249994039535522,1.0,2.0,-0.20583332578341165
06-17,0.006249994039535522,-0.5499999523162842,-0.07500001788139342,1.0,2.0,-0.206249992052714
06-18,-0.07500001788139342,-0.5499999523162842,-0.03100001811981201,0.0,3.0,-0.21866666277249647
06-19,-0.03100001811981201,-0.5499999523162842,-0.010000020265579224,0.0,3.0,-0.19699999690055847
06-20,-0.010000020265579224,-0.5499999523162842,-0.0650000125169754,0.0,3.0,-0.2083333283662796
06-21,-0.0650000125169754,-0.5499999523162842,0.2899999618530273,1.0,2.0,-0.10833333432674408
06-22,0.2899999618530273,-0.5499999523162842,0.2899999618530273,2.0,1.0,0.009999990463256836
06-23,0.2899999618530273,-0.5499999523162842,0.2899999618530273,2.0,1.0,0.009999990463256836
06-24,0.2899999618530273,-0.5499999523162842,0.2899999618530273,2.0,1.0,0.009999990463256836
06-25,0.2899999618530273,-0.5499999523162842,0.2599000036716461,2.0,1.0,-3.332893053690592e-05
06-26,0.2599000036716461,-0.5499999523162842,0.15799999237060547,2.0,1.0,-0.044033318758010864
06-27,0.15799999237060547,-0.5499999523162842,0.19290000200271606,2.0,1.0,-0.06636665264765422
06-28,0.19290000200271606,-0.5999999046325684,0.2799999713897705,2.0,1.0,-0.04236664374669393
06-29,0.2799999713897705,-0.5499999523162842,0.2799999713897705,2.0,1.0,0.003333330154418945
06-30,0.2799999713897705,-0.5499999523162842,0.2499999701976776,2.0,1.0,-0.0066666702429453535
07-01,0.2499999701976776,-0.5499999523162842,0.2799999713897705,2.0,1.0,-0.0066666702429453535
07-02,0.2799999713897705,-0.5499999523162842,0.29009997844696045,2.0,1.0,0.0066999991734822606
07-03,0.29009997844696045,-0.5499999523162842,0.3001999855041504,2.0,1.0,0.013433337211608887
07-05,0.3001999855041504,-0.5999999046325684,0.3001999855041504,2.0,1.0,0.00013335545857747394
07-06,0.3001999855041504,-0.75,0.3001999855041504,2.0,1.0,-0.049866676330566406
07-07,0.3001999855041504,-0.75,0.3001999855041504,2.0,1.0,-0.049866676330566406
07-08,0.3001999855041504,-0.75,0.3299999684095383,2.0,1.0,-0.03993334869543711
07-09,0.3299999684095383,-0.75,0.25009995698928833,2.0,1.0,-0.056633358200391136
07-10,0.25009995698928833,-0.75,0.29009997844696045,2.0,1.0,-0.06993335485458374
07-11,0.29009997844696045,-0.75,0.4149999916553497,2.0,1.0,-0.014966676632563273
07-12,0.4149999916553497,-0.75,0.4149999916553497,2.0,1.0,0.026666661103566486
07-13,0.4149999916553497,-0.75,0.4149999916553497,2.0,1.0,0.026666661103566486
07-14,0.4149999916553497,-0.75,0.3699999898672104,2.0,1.0,0.01166666050752004
07-15,0.3699999898672104,-0.75,0.37004999816417694,2.0,1.0,-0.0033166706562042236
07-16,0.37004999816417694,0.05000007152557373,0.3199999928474426,3.0,0.0,0.2466833541790644
07-17,0.3199999928474426,0.05000007152557373,0.29999999701976776,3.0,0.0,0.2233333537975947
07-18,0.29999999701976776,0.05000007152557373,0.2699999958276749,3.0,0.0,0.2066666881243388
07-19,0.2699999958276749,-0.8399999141693115,0.3200000077486038,2.0,1.0,-0.08333330353101094
07-20,0.3200000077486038,-1.0899999141693115,0.3200000077486038,2.0,1.0,-0.14999996622403464
07-21,0.3200000077486038,-1.0899999141693115,0.30000001192092896,2.0,1.0,-0.15666663149992624
07-22,0.30000001192092896,-1.0899999141693115,0.3150000125169754,2.0,1.0,-0.1583332965771357
07-23,0.3150000125169754,-1.0899999141693115,0.3150000125169754,2.0,1.0,-0.15333329637845358
07-24,0.3150000125169754,-1.1399999856948853,0.3150000125169754,2.0,1.0,-0.16999998688697815
07-25,0.3150000125169754,-0.8999999761581421,0.3150000125169754,2.0,1.0,-0.08999998370806378
07-26,0.3150000125169754,-0.8999999761581421,0.29499997198581696,2.0,1.0,-0.09666666388511658
07-27,0.29499997198581696,-0.8999999761581421,0.29499997198581696,2.0,1.0,-0.1033333440621694
07-28,0.29499997198581696,-0.8999999761581421,0.2799999713897705,2.0,1.0,-0.10833334426085156
07-29,0.2799999713897705,-0.8999999761581421,0.2900000214576721,2.0,1.0,-0.10999999443689984
07-30,0.2900000214576721,-0.8999999761581421,0.25,2.0,1.0,-0.11999998490015665
07-31,0.25,-0.8999999761581421,0.25,2.0,1.0,-0.13333332538604736
08-01,0.25,-0.8999999761581421,0.25,2.0,1.0,-0.13333332538604736
08-02,0.25,-0.8999999761581421,0.05000001192092896,2.0,1.0,-0.19999998807907104
08-03,0.0,-0.8700000047683716,0.05000001192092896,1.0,2.0,-0.2733333309491475
08-04,0.0,-0.8700000047683716,0.05000001192092896,1.0,2.0,-0.2733333309491475
08-05,0.0,-0.8700000047683716,0.2005000114440918,1.0,2.0,-0.2231666644414266
08-06,0.0,-0.08000004291534424,0.11499999463558196,1.0,2.0,0.011666650573412577
08-07,0.0,-0.5300000905990601,0.10500000417232512,1.0,2.0,-0.1416666954755783
08-08,0.0,-0.5300000905990601,0.10500000417232512,1.0,2.0,-0.1416666954755783
08-09,0.9500000476837158,-0.5300000905990601,0.20000000298023224,2.0,1.0,0.20666665335496268
08-10,0.9500000476837158,-0.5300000905990601,0.20000000298023224,2.0,1.0,0.20666665335496268
08-11,0.9500000476837158,-0.5300000905990601,0.16500000655651093,2.0,1.0,0.1949999878803889
08-12,0.75,-0.5300000905990601,0.19494999945163727,2.0,1.0,0.1383166362841924
08-13,0.75,-0.5300000905990601,0.16500000655651093,2.0,1.0,0.1283333053191503
08-14,0.75,-0.5300000905990601,0.16500000655651093,2.0,1.0,0.1283333053191503
08-15,0.75,-0.1799999475479126,0.16500000655651093,2.0,1.0,0.2450000196695328
08-16,0.75,-0.1799999475479126,0.16500000655651093,2.0,1.0,0.2450000196695328
08-17,0.75,-0.1799999475479126,0.16500000655651093,2.0,1.0,0.2450000196695328
08-18,0.75,-0.1799999475479126,0.16500000655651093,2.0,1.0,0.2450000196695328
08-19,0.75,-0.1799999475479126,0.17500001192092896,2.0,1.0,0.24833335479100546
08-20,0.75,-0.1799999475479126,0.13500002026557922,2.0,1.0,0.2350000242392222
08-21,0.75,-0.1799999475479126,0.16255001723766327,2.0,1.0,0.2441833565632502
08-22,0.75,-0.1799999475479126,0.1250000149011612,2.0,1.0,0.23166668911774954
08-23,0.75,-0.11999988555908205,0.1250000149011612,2.0,1.0,0.25166670978069305
08-24,0.75,-0.09999990463256836,0.1250000149011612,2.0,1.0,0.2583333700895309
08-25,0.75,-0.06999993324279785,0.14000001549720764,2.0,1.0,0.2733333607514699
08-26,0.25,-0.06999993324279785,0.13375002145767212,2.0,1.0,0.10458336273829144
08-27,0.25,0.029999971389770508,0.13500002026557922,3.0,0.0,0.13833333055178326
08-28,0.25,-0.2999999523162842,0.0910000205039978,2.0,1.0,0.013666689395904541
08-29,0.25,-0.20000004768371585,0.07000002264976501,2.0,1.0,0.03999999165534973
08-30,0.25,-0.20000004768371585,0.07000002264976501,2.0,1.0,0.03999999165534973
08-31,0.25,-0.20000004768371585,0.07000002264976501,2.0,1.0,0.03999999165534973
09-01,0.25,-0.20000004768371585,0.1250000149011612,2.0,1.0,0.058333322405815125
09-02,0.25,-0.20000004768371585,-0.22999995946884155,1.0,2.0,-0.06000000238418578
09-03,0.25,-0.20000004768371585,-0.2299000024795532,1.0,2.0,-0.05996668338775635
09-04,0.25,-0.20000004768371585,-0.09799998998641968,1.0,2.0,-0.016000012556711834
09-05,0.25,0.0,-0.13289999961853027,1.0,2.0,0.039033333460489913
09-06,0.25,0.0,-0.13289999961853027,1.0,2.0,0.039033333460489913
09-08,0.25,0.04999995231628418,-0.13289999961853027,2.0,1.0,0.05569998423258463
09-09,0.25,0.04999995231628418,-0.21999996900558472,2.0,1.0,0.026666661103566486
09-10,0.25,0.0,-0.21999996900558472,1.0,2.0,0.010000010331471762
09-11,0.25,0.0,-0.21999996900558472,1.0,2.0,0.010000010331471762
09-12,1.25,0.0,-0.21999996900558472,1.0,2.0,0.3433333436648051
09-13,1.25,0.04999995231628418,-0.21999996900558472,2.0,1.0,0.35999999443689984
09-14,1.25,0.04999995231628418,-0.21999996900558472,2.0,1.0,0.35999999443689984
09-15,1.25,0.04999995231628418,-0.21999996900558472,2.0,1.0,0.35999999443689984
09-16,1.25,0.04999995231628418,-0.16999995708465576,2.0,1.0,0.3766666650772095
09-17,1.25,0.04999995231628418,-0.16999995708465576,2.0,1.0,0.3766666650772095
09-18,1.25,0.04999995231628418,-0.20999997854232788,2.0,1.0,0.3633333245913188
09-19,1.25,0.04999995231628418,-0.20999997854232788,2.0,1.0,0.3633333245913188
09-20,1.25,0.04999995231628418,-0.20999997854232788,2.0,1.0,0.3633333245913188
09-21,1.25,0.04999995231628418,-0.20999997854232788,2.0,1.0,0.3633333245913188
09-22,1.25,0.04999995231628418,-0.20999997854232788,2.0,1.0,0.3633333245913188
09-23,1.25,0.04999995231628418,-0.20999997854232788,2.0,1.0,0.3633333245913188
09-24,1.25,0.04999995231628418,-0.20999997854232788,2.0,1.0,0.3633333245913188
09-25,1.25,-0.05000007152557373,-0.13999998569488525,1.0,2.0,0.35333331425984704
09-26,1.25,-0.05000007152557373,-0.13999998569488525,1.0,2.0,0.35333331425984704
09-27,1.25,-0.05000007152557373,-0.13999998569488525,1.0,2.0,0.35333331425984704
09-28,1.25,-0.05000007152557373,-0.13999998569488525,1.0,2.0,0.35333331425984704
09-29,1.25,-0.05000007152557373,-0.13999998569488525,1.0,2.0,0.35333331425984704
09-30,1.25,-0.05000007152557373,-0.1899999976158142,1.0,2.0,0.3366666436195373
10-01,1.25,0.19999992847442627,-0.1899999976158142,2.0,1.0,0.41999997695287067
10-02,1.25,-0.6000000238418579,-0.1899999976158142,1.0,2.0,0.15333332618077594
10-03,1.25,-0.3999999761581421,-0.1899999976158142,1.0,2.0,0.22000000874201456
10-04,1.25,-0.6399999856948853,-0.1899999976158142,1.0,2.0,0.1400000055631002
10-05,1.25,-0.7899999618530273,-0.1899999976158142,1.0,2.0,0.09000001351038615
10-06,1.25,-0.7899999618530273,-0.1899999976158142,1.0,2.0,0.09000001351038615
10-07,1.25,-0.7899999618530273,-0.16999995708465576,1.0,2.0,0.09666669368743896
10-08,1.25,-0.7899999618530273,-0.18000000715255735,1.0,2.0,0.0933333436648051
10-09,1.25,-0.7899999618530273,-0.13999998569488525,1.0,2.0,0.1066666841506958
10-10,1.25,-0.6899999380111694,-0.13999998569488525,1.0,2.0,0.1400000254313151
10-11,1.25,-0.6899999380111694,-0.13999998569488525,1.0,2.0,0.1400000254313151
10-12,1.25,-0.7899999618530273,-0.13999998569488525,1.0,2.0,0.1066666841506958
10-13,1.4900000095367432,-0.8899999856948853,-0.13999998569488525,1.0,2.0,0.15333334604899088
10-14,1.4900000095367432,-0.8899999856948853,0.06000000238418578,2.0,1.0,0.22000000874201456
10-15,1.4900000095367432,-0.9199999570846558,-0.03999999165534973,1.0,2.0,0.17666668693224588
10-16,1.4900000095367432,-0.7199999094009399,0.010000020265579224,2.0,1.0,0.2600000401337941
10-17,1.4900000095367432,-0.9200999736785888,0.02000001072883606,2.0,1.0,0.1966333488623301
10-18,1.4900000095367432,-0.9200999736785888,0.02000001072883606,2.0,1.0,0.1966333488623301
10-19,0.5399999618530273,-0.9199999570846558,0.02000001072883606,2.0,1.0,-0.11999999483426413
10-20,0.5399999618530273,-0.9199999570846558,0.055000007152557366,2.0,1.0,-0.10833332935969037
10-21,0.5399999618530273,-0.9199999570846558,-0.03999999165534973,1.0,2.0,-0.1399999956289927
10-22,0.5399999618530273,-0.9199999570846558,-0.03999999165534973,1.0,2.0,-0.1399999956289927
10-23,0.5399999618530273,-0.9199999570846558,-0.03999999165534973,1.0,2.0,-0.1399999956289927
10-24,0.7400000095367432,-0.9299999475479126,-0.03999999165534973,1.0,2.0,-0.07666664322217305
10-25,0.7400000095367432,-0.9199999570846558,-0.03999999165534973,1.0,2.0,-0.0733333130677541
10-26,0.7400000095367432,-0.9199999570846558,-0.03999999165534973,1.0,2.0,-0.0733333130677541
10-27,0.8499999046325684,-0.9299999475479126,-0.03999999165534973,1.0,2.0,-0.040000011523564666
10-28,0.8499999046325684,-0.9299999475479126,-0.03999999165534973,1.0,2.0,-0.040000011523564666
