,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,2.5,24.806201550387602,14.563106796116505,19.4331983805668,13.805970149253733,-3.787878787878788,3.558718861209965,10.256410256410255,30.902461257976302,18.862275449101798,-23.03448275862069,23.79087351888144,-3.6554682599673014,-0.7682438999277406,-2.6862255712034635,-1.0284123471718885,0.5781194707104644,-3.254915264363851,-2.4007408191454838,-46.44242777351286,7.544907972900281,3.230769817645733,16.30042423963005,7.678576728692818,-0.7129730556797231,10.259816069300467,-2.9822166219983526,14.795244615696838,-6.066225584368997,8.471382920690635,-24.841954349035696,18.0,13.0,3.537944934267641
01-03,4.8979591836734695,23.3201581027668,16.40378548895899,19.758064516129032,13.805970149253733,-3.787878787878788,2.826855123674912,7.868852459016393,32.223222322232225,18.12688821752266,-23.03448275862069,12.685338823983535,1.3157898095007912,7.930175626385681,-2.751764907935546,-1.0284123471718885,0.5781194707104644,-2.659409982064445,-3.0303000199675716,-39.82947002308913,7.949125644393495,3.230769817645733,16.30042423963005,7.626907483716277,1.0711373973325644,11.385272761854134,-2.0330713266708664,14.795244615696838,-7.575398244311691,8.957460830212831,-64.76099257177138,21.0,10.0,2.6634303585422128
01-04,7.5098814229249,23.015873015873016,16.56441717791411,19.758064516129032,13.992537313432836,-1.509433962264151,1.773049645390071,14.610389610389609,30.980751604033,18.12688821752266,-16.413793103448278,10.654782420842967,-2.6694002283074023,9.361808827684923,-0.1303532473551255,1.0807023591213514,2.3008925040864314,-4.041383729927823,-2.6790025263774617,-33.5660172841953,7.949125644393495,5.5384635925292836,13.75041103704141,8.15694298012527,3.1507193494483037,11.325812120520274,-2.0330713266708664,13.710650678614554,-6.597698693987951,7.862185632879159,-63.0979766647439,21.0,10.0,3.4979425452780126
01-05,9.266409266409266,20.816326530612248,16.307692307692307,19.758064516129032,15.471698113207545,-0.3731343283582089,11.26760563380282,13.77049180327869,30.980751604033,18.026183282980863,-5.243445692883896,15.408163265306122,-0.13516867338594218,10.845136237528724,-0.1303532473551255,1.5914652720450082,4.604394811566863,-2.120147036793204,5.632544397012273,-33.5660172841953,8.903019812015476,5.3680967125222505,13.285100389510571,9.100426789189225,2.6623708365712346,11.325812120520274,-2.249937231735469,14.916795482536148,-10.432447666080268,7.539870132877594,-85.09690047324078,22.0,9.0,4.1129312155909465
01-06,8.108108108108109,18.143459915611814,16.307692307692307,24.806201550387602,18.421052631578945,1.8382352941176472,17.192982456140353,13.77049180327869,31.25572868927589,19.538017324350342,-2.187120291616039,20.835336146272518,0.9801707121663435,10.845136237528724,-2.979512944858858,0.9822795563602512,4.852945664349745,-1.3103222608365204,5.632544397012273,-33.5660172841953,7.710843798026025,7.900769243873142,13.724207139931108,9.502737673467694,2.6623708365712346,11.124521819076232,0.10807106901922488,13.843353657694864,-9.308288131419586,7.664827775563372,-85.09690047324078,25.0,6.0,4.945287884557657
01-07,10.526315789473683,18.143459915611814,14.461538461538463,24.62121212121212,17.723880597014926,0.7326007326007326,16.014234875444842,13.77049180327869,33.57466063348416,15.588235294117649,-6.304079110012361,20.42707396117123,0.9801707121663435,9.745964820737626,-0.8388021210662758,-0.1768006925266823,3.7847391805055657,1.7358883686610556,5.632544397012273,-25.667225404626503,4.6004893680710905,8.85258339939968,14.677998524750938,9.502737673467694,2.4203322279585593,8.530044016368818,3.8168965684016,13.24462733964534,-7.404010412003044,7.664827775563372,-83.98954695451383,25.0,6.0,5.044938189126116
01-08,10.526315789473683,18.565400843881854,18.975903614457827,25.283018867924532,13.394495412844035,1.094890510948905,16.014234875444842,15.032679738562093,36.12334801762114,10.896130346232178,-8.845208845208845,20.42707396117123,1.492533254744976,9.693881664865113,0.8468318981166829,-2.8266669379340286,3.2267630764986057,1.7358883686610556,8.27000586528867,-28.89019305884165,5.299075483380033,8.090741910282048,15.424498168302538,9.450666707981792,2.0181635023155717,7.430551266577807,5.76974727047816,13.697630829758511,-7.404010412003044,5.753450424915839,-73.93730356657528,26.0,5.0,5.246146414521512
01-09,10.902255639097744,14.732142857142858,16.049382716049386,21.73913043478261,13.235294117647062,1.094890510948905,14.23487544483986,14.423076923076923,36.624775583482936,10.31578947368421,-9.789343246592317,21.837227080846677,3.7474910474172898,9.68500859876147,0.30097789291075644,-2.8266669379340286,3.2267630764986057,1.208919722849082,6.048203444971778,-17.331124920672313,5.799438334604231,9.862810215553006,15.424498168302538,7.627111709312781,1.0152284263959392,9.340587314555462,3.4152819864773667,13.697630829758511,-8.366765675367104,8.763516528956153,-83.92103967630027,26.0,5.0,4.907011858776068
01-10,11.02661596958175,16.666666666666664,13.125,25.283018867924532,13.235294117647062,-2.18978102189781,14.982578397212544,8.832807570977918,37.142857142857146,11.25,-9.789343246592317,12.588930997138537,4.108368919103016,5.736700416932655,2.609190932199796,-2.8266669379340286,1.9479517599907064,-0.7133980467188946,10.546702125999964,-13.333328346801064,4.060704697280355,9.862810215553006,14.355153005699536,6.026969293251486,-1.0166734381808844,10.263195441858064,3.4152819864773667,13.527625496130689,-9.88331566198131,8.546921250252447,-78.46606866319735,23.0,8.0,4.545895803465537
01-11,13.79310344827586,19.40928270042194,7.936507936507937,25.283018867924532,10.845588235294118,-10.486891385767793,14.930555555555555,10.725552050473187,38.353765323993,11.25,-6.319702602230482,10.66637095370841,4.390355653709464,8.313254850456515,2.3322019677443278,-2.3644476996527777,-0.4206080525469177,-2.1007115465363024,16.385349113102535,-9.588301980212345,4.060704697280355,9.566184610277435,14.281098440509867,6.0073377885503,-0.620345809086552,8.631838779576341,3.4152819864773667,13.57185594444135,-14.289127014897476,8.233514880737388,-56.597669175648385,22.0,9.0,5.1482231780141525
