,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,-89.39448843387419,-7.220168445453543,-6.288861111567836,-121.36299978845837,-40.62037806416329,-65.79894287219584,7.09198775271963,-173.15914253907107,1.0,7.0,-49.67529935020646
01-03,0.0,0.0,-89.39448843387419,-1.7291671958095292,-6.288861111567836,-115.41593188867488,-40.62037806416329,-81.71428952898297,-7.97552493228924,-173.15914253907107,0.0,8.0,-51.629778369443315
01-04,0.0,0.0,-89.39448843387419,-3.6815562088176113,-6.288861111567836,-115.41593188867488,-46.55535692511193,-83.8400023324149,-25.25403006044278,-173.15914253907107,0.0,8.0,-54.35893694999752
01-05,0.0,0.0,-89.39448843387419,-5.4240837610001655,-6.288861111567836,-115.41593188867488,-46.55535692511193,-83.8400023324149,-39.27928140784379,-407.726285073033,0.0,8.0,-79.39242909335208
01-06,0.0,0.0,-103.08742517363993,-5.4240837610001655,-6.288861111567836,-107.40830037055728,-39.214887295514686,-83.8400023324149,-36.79801728067002,-407.726285073033,0.0,8.0,-78.97878623983979
01-07,0.0,0.0,-103.08742517363993,-1.222273111220035,-6.288861111567836,-98.76492167494354,-39.214887295514686,-83.8400023324149,-36.79801728067002,-407.726285073033,0.0,8.0,-77.69426730530041
01-08,0.0,0.0,-103.08742517363993,-1.222273111220035,-6.288861111567836,-113.31922757492121,-35.64406287892727,-83.8400023324149,-56.028777383146256,-407.726285073033,0.0,8.0,-80.71569146388704
01-09,0.0,0.0,-103.08742517363993,-1.222273111220035,-9.589168550918464,-96.59275600925821,-35.64406287892727,-59.24570901053292,-51.14285522091143,-250.07609911653356,0.0,8.0,-60.660034907194174
01-10,0.0,0.0,-103.08742517363993,0.8064287508299535,-7.990972149738363,-96.59275600925821,-35.64406287892727,-59.24570901053292,-50.51714267930205,-352.75591919669245,1.0,7.0,-70.50275583472613
01-11,0.0,0.0,-103.08742517363993,1.7870980820541689,-10.513987513196838,-96.59275600925821,-35.64406287892727,-47.60592641907672,-50.51714267930205,-401.08935121267126,1.0,7.0,-74.32635538040181
01-12,0.0,0.0,-103.08742517363993,1.7870980820541689,-10.513987513196838,-85.94817950730267,-31.07344396853521,-47.60592641907672,-50.51714267930205,-401.08935121267126,1.0,7.0,-72.80483583916705
01-13,0.0,0.0,-103.08742517363993,1.7870980820541689,-10.513987513196838,-88.90488231050344,-28.81355909372921,-38.77117953802865,-50.51714267930205,-401.08935121267126,1.0,7.0,-71.99104294390172
01-14,0.0,0.0,-103.08742517363993,-2.2814273016540016,-10.513987513196838,-91.66124957616238,-34.125532660181996,-38.77117953802865,-50.51714267930205,-372.76688520351166,0.0,8.0,-70.37248296456775
01-15,0.0,0.0,-103.08742517363993,-2.6616350921137615,-11.189470104607462,-90.31963890247864,-34.125532660181996,-38.77117953802865,-50.51714267930205,-372.76688520351166,0.0,8.0,-70.34389093538641
01-16,0.0,0.0,-103.08742517363993,-0.1901941746775998,-4.646072616666609,-97.6014519692735,-34.125532660181996,-38.77117953802865,-54.53504968131885,-372.76688520351166,0.0,8.0,-70.57237910172988
01-17,0.0,0.0,-103.08742517363993,-0.1901941746775998,-4.646072616666609,-97.6014519692735,-34.125532660181996,-38.77117953802865,-22.26008127596033,-372.76688520351166,0.0,8.0,-67.34488226119402
01-18,0.0,0.0,-103.08742517363993,-0.1901941746775998,-4.646072616666609,-97.6014519692735,-34.125532660181996,-38.77117953802865,-28.071252447181653,-372.76688520351166,0.0,8.0,-67.92599937831615
01-19,0.0,0.0,-100.88424686170154,-0.1901941746775998,-4.646072616666609,-97.6014519692735,-28.065540185109032,-32.044492341434605,-28.071252447181653,-372.76688520351166,0.0,8.0,-66.42701357995561
