,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,-30.11363828785657,50.0,57.14285840996271,0.0,46.61921959412499,0.0,69.32515338825432,-2.3419605386454942,4.0,4.0,21.181292507315554
01-03,0.0,-30.11363828785657,50.0,57.14285840996271,0.0,46.61921959412499,0.0,-22.699386446982718,-2.3419605386454942,3.0,5.0,10.956343636733656
01-04,0.0,-30.11363828785657,45.45454468485739,57.14285840996271,0.0,46.61921959412499,0.0,-22.699386446982718,-2.3419605386454942,3.0,5.0,10.451293046162254
01-05,0.0,-30.11363828785657,45.45454468485739,57.14285840996271,0.0,46.61921959412499,0.0,-22.699386446982718,-2.3419605386454942,3.0,5.0,10.451293046162254
01-06,0.0,-30.11363828785657,45.45454468485739,57.14285840996271,0.0,46.61921959412499,0.0,-26.582274541433293,-2.3419605386454942,3.0,5.0,10.019861035667748
01-07,0.0,-30.11363828785657,45.45454468485739,57.14285840996271,0.0,55.4896158916239,0.0,-26.582274541433293,-2.3419605386454942,3.0,5.0,11.005460624278737
01-08,0.0,-30.11363828785657,45.45454468485739,57.14285840996271,0.0,55.4896158916239,0.0,-26.582274541433293,-2.3419605386454942,3.0,5.0,11.005460624278737
01-09,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,0.0,19.999998807907104,-2.3419605386454942,4.0,4.0,15.474198323697431
01-10,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,0.0,19.999998807907104,-2.3419605386454942,4.0,4.0,15.474198323697431
01-11,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,0.0,19.999998807907104,-2.3419605386454942,4.0,4.0,15.474198323697431
01-12,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,-17.43589611330919,-54.55950774117627,-2.3419605386454942,3.0,5.0,5.2524869167649255
01-13,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,-17.43589611330919,-54.55950774117627,-2.3419605386454942,3.0,5.0,5.2524869167649255
01-14,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,-17.43589611330919,-54.55950774117627,-2.3419605386454942,3.0,5.0,5.2524869167649255
01-15,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,-17.43589611330919,-54.55950774117627,-2.3419605386454942,3.0,5.0,5.2524869167649255
01-16,0.0,-30.11363828785657,39.09091063028526,57.14285840996271,0.0,55.4896158916239,-17.43589611330919,-54.55950774117627,-2.3419605386454942,3.0,5.0,5.2524869167649255
01-17,0.0,-30.11363828785657,39.09091063028526,-199.99998447795718,0.0,55.4896158916239,-17.43589611330919,-53.78670864786702,-2.3419605386454942,2.0,6.0,-23.233073504858478
01-18,0.0,-30.11363828785657,58.385095970184715,-199.99998447795718,0.0,55.4896158916239,-17.43589611330919,-53.78670864786702,-2.3419605386454942,2.0,6.0,-21.089275133758534
01-19,0.0,-30.11363828785657,58.385095970184715,-199.99998447795718,0.0,55.4896158916239,-17.43589611330919,-53.78670864786702,-2.3419605386454942,2.0,6.0,-21.089275133758534
01-20,0.0,-30.11363828785657,58.385095970184715,-199.99998447795718,0.0,55.4896158916239,-17.43589611330919,-53.78670864786702,-2.3419605386454942,2.0,6.0,-21.089275133758534
01-21,0.0,-30.11363828785657,58.385095970184715,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-2.3419605386454942,2.0,6.0,-24.403829522537922
01-22,0.0,-30.11363828785657,58.385095970184715,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-2.3419605386454942,2.0,6.0,-24.403829522537922
01-23,0.0,-146.23655560788762,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-2.3419605386454942,2.0,6.0,-40.27393972057504
01-24,0.0,-108.1818212605705,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-2.3419605386454942,2.0,6.0,-36.04563590420646
01-25,0.0,-108.1818212605705,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-28.4310481774722,2.0,6.0,-38.94442341963165
01-26,0.0,-108.1818212605705,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-28.4310481774722,2.0,6.0,-38.94442341963165
01-27,0.0,-186.25000908039533,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-28.4310481774722,2.0,6.0,-47.618666510723294
01-28,0.0,-186.25000908039533,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-28.4310481774722,2.0,6.0,-47.618666510723294
01-29,0.0,-186.25000908039533,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-53.78670864786702,-46.387904329090645,2.0,6.0,-49.61387274979202
01-30,0.0,-154.44443671791672,31.677021507881765,-199.99998447795718,0.0,55.4896158916239,-47.26688561232365,-0.5050515313012816,-46.387904329090645,2.0,6.0,-40.15973614100932
01-31,0.0,-257.81248635758016,31.677021507881765,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-0.5050515313012816,-46.387904329090645,2.0,6.0,-51.315368686560404
02-01,0.0,-257.81248635758016,31.677021507881765,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-0.5050515313012816,-46.387904329090645,2.0,6.0,-51.315368686560404
02-02,0.0,-257.81248635758016,31.677021507881765,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-0.5050515313012816,-46.387904329090645,2.0,6.0,-51.315368686560404
02-03,0.0,-257.81248635758016,31.677021507881765,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-0.5050515313012816,-46.387904329090645,2.0,6.0,-51.315368686560404
02-04,0.0,-257.81248635758016,37.88820242254925,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-0.5050515313012816,-46.387904329090645,2.0,6.0,-50.625237473819574
02-05,0.0,-257.81248635758016,37.88820242254925,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-46.387904329090645,2.0,6.0,-50.79358798425333
02-06,0.0,-257.81248635758016,37.88820242254925,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-46.387904329090645,2.0,6.0,-50.79358798425333
02-07,0.0,-257.81248635758016,37.88820242254925,-199.99998447795718,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-46.387904329090645,2.0,6.0,-50.79358798425333
02-08,0.0,-257.81248635758016,37.88820242254925,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-46.387904329090645,3.0,5.0,-27.264177168415138
02-09,0.0,-257.81248635758016,37.88820242254925,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-46.387904329090645,3.0,5.0,-27.264177168415138
02-10,0.0,-257.81248635758016,37.88820242254925,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-46.387904329090645,3.0,5.0,-27.264177168415138
02-11,0.0,-257.81248635758016,50.310558467272166,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-46.387904329090645,3.0,5.0,-25.883915385668143
02-12,0.0,-257.81248635758016,31.055904573337433,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-13.981709568238356,3.0,5.0,-24.422633067121755
02-13,0.0,-227.14285881543643,31.055904573337433,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-13.981709568238356,3.0,5.0,-21.014896673550233
02-14,0.0,-227.14285881543643,31.055904573337433,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-2.020206125205126,-13.981709568238356,3.0,5.0,-21.014896673550233
02-15,0.0,-227.14285881543643,31.055904573337433,11.764712864586524,0.0,58.45697262132757,-47.26688561232365,-102.00000402331348,-13.981709568238356,3.0,5.0,-32.12376310667337
02-16,0.0,-227.14285881543643,31.055904573337433,11.764712864586524,0.0,37.68546169555977,-47.26688561232365,-102.99999113380922,-13.981709568238356,3.0,5.0,-34.54281844403599
02-17,0.0,-227.14285881543643,31.055904573337433,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-102.99999113380922,-13.981709568238356,3.0,5.0,-36.88373531620468
02-18,0.0,-227.14285881543643,31.055904573337433,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-102.99999113380922,-13.981709568238356,3.0,5.0,-36.88373531620468
02-19,0.0,-227.14285881543643,31.055904573337433,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-102.99999113380922,-13.981709568238356,3.0,5.0,-36.88373531620468
02-20,0.0,-227.14285881543643,56.521739381939646,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-102.99999113380922,-13.981709568238356,3.0,5.0,-34.05419811524887
02-21,0.0,-227.14285881543643,56.521739381939646,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-227.41935076841324,14.481794391946027,4.0,4.0,-44.715959856851065
02-22,0.0,-227.14285881543643,56.521739381939646,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-66.12903516541911,14.481794391946027,4.0,4.0,-26.794813678740603
02-23,0.0,-227.14285881543643,56.521739381939646,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-66.12903516541911,14.481794391946027,4.0,4.0,-26.794813678740603
02-24,0.0,-227.14285881543643,56.521739381939646,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-66.12903516541911,14.481794391946027,4.0,4.0,-26.794813678740603
02-25,0.0,-227.14285881543643,56.521739381939646,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-66.12903516541911,14.481794391946027,4.0,4.0,-26.794813678740603
02-26,0.0,-227.14285881543643,31.677021507881765,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-66.12903516541911,14.481794391946027,4.0,4.0,-29.55533788696925
02-27,0.0,-227.14285881543643,59.62732983927339,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-66.12903516541911,14.481794391946027,4.0,4.0,-26.44974807237018
02-28,0.0,-420.45455315142624,31.677021507881765,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-162.90323414086814,14.481794391946027,4.0,4.0,-61.78710381046247
02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.481794391946027,1.0,1.0,1.6090882657717809
03-01,0.0,-420.45455315142624,31.677021507881765,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-162.90323414086814,14.481794391946027,4.0,4.0,-61.78710381046247
03-02,0.0,-420.45455315142624,31.677021507881765,11.764712864586524,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,4.0,4.0,-55.21452309296726
03-03,0.0,-420.45455315142624,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-68.2864181597406
03-04,0.0,-420.45455315142624,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-68.2864181597406
03-05,0.0,-420.45455315142624,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-68.2864181597406
03-06,0.0,-420.45455315142624,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-68.2864181597406
03-07,0.0,-420.45455315142624,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-68.2864181597406
03-08,0.0,-420.45455315142624,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-68.2864181597406
03-09,0.0,-240.90910630285256,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-48.336924065454646
03-10,0.0,-240.90910630285256,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-48.336924065454646
03-11,0.0,-240.90910630285256,25.46584059321428,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-49.02705527819547
03-12,0.0,-240.90910630285256,25.46584059321428,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-49.02705527819547
03-13,0.0,-300.0,25.46584059321428,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-55.59271013343407
03-14,0.0,-300.0,25.46584059321428,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,14.481794391946027,3.0,5.0,-55.59271013343407
03-15,0.0,-300.0,25.46584059321428,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,17.083102610505907,3.0,5.0,-55.30367588692742
03-16,0.0,-309.30230946331994,25.46584059321428,-105.88234273637352,0.0,16.617209846041604,-47.26688561232365,-103.75000768341141,17.083102610505907,3.0,5.0,-56.33726582729629
03-17,0.0,-433.33333333333326,25.46584059321428,-105.88234273637352,0.0,16.617209846041604,-228900.00793079397,-103.75000768341141,17.083102610505907,3.0,5.0,-25498.20082905526
03-18,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-228900.00793079397,-103.75000768341141,17.083102610505907,3.0,5.0,-25497.51069784252
03-19,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-228900.00793079397,-103.75000768341141,17.083102610505907,3.0,5.0,-25497.51069784252
03-20,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,16.617209846041604,-228900.00793079397,-97.50001350417764,17.083102610505907,3.0,5.0,-25496.816254044825
03-21,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,0.0,-228900.00793079397,-212.50000698491948,17.083102610505907,2.0,6.0,-25511.440387747796
03-22,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,0.0,-228900.00793079397,-18.48341486599195,-0.9923899579090264,1.0,7.0,-25491.891376686635
03-23,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,0.0,-228900.00793079397,-177.77776673988103,-0.9923899579090264,1.0,7.0,-25509.590749117066
03-24,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,0.0,-194900.0089494281,-177.77776673988103,-0.9923899579090264,1.0,7.0,-21731.813084520858
03-25,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,20.142177208002558,-194900.0089494281,-177.77776673988103,-0.9923899579090264,2.0,6.0,-21729.575064831082
03-26,0.0,-433.33333333333326,31.677021507881765,-105.88234273637352,0.0,20.142177208002558,-194900.0089494281,-43.77777203807148,-0.9923899579090264,2.0,6.0,-21714.686176530882
03-27,0.0,-309.30230946331994,31.677021507881765,-105.88234273637352,0.0,20.142177208002558,-194900.0089494281,-17.6363642521141,-0.9923899579090264,2.0,6.0,-21698.000350791324
03-28,0.0,-309.30230946331994,31.677021507881765,-105.88234273637352,0.0,20.142177208002558,-194900.0089494281,-17.6363642521141,-0.9923899579090264,2.0,6.0,-21698.000350791324
03-29,0.0,-309.30230946331994,31.677021507881765,-105.88234273637352,0.0,20.142177208002558,-194900.0089494281,35.30000097602604,-0.9923899579090264,3.0,5.0,-21692.118532432643
03-30,0.0,-309.30230946331994,31.677021507881765,-105.88234273637352,0.0,20.142177208002558,-194900.0089494281,-29.39999804794791,-0.9923899579090264,2.0,6.0,-21699.307421213085
03-31,0.0,-417.6470278868643,31.677021507881765,70.58823609975998,52.09125473938725,20.142177208002558,-194900.0089494281,-29.39999804794791,-0.9923899579090264,4.0,4.0,-21685.949963973977
04-01,0.0,-417.6470278868643,0.0,70.58823609975998,52.09125473938725,20.142177208002558,-194900.0089494281,-29.39999804794791,-0.9923899579090264,3.0,5.0,-21689.469633030407
04-02,0.0,-417.6470278868643,0.0,70.58823609975998,52.09125473938725,20.142177208002558,-194900.0089494281,-29.39999804794791,-0.9923899579090264,3.0,5.0,-21689.469633030407
04-03,0.0,-151.42856899572882,0.0,70.58823609975998,52.09125473938725,20.142177208002558,-194900.0089494281,-29.39999804794791,-0.9923899579090264,3.0,5.0,-21659.88980426473
04-04,0.0,-32.85714544203815,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-29.39999804794791,-0.9923899579090264,3.0,5.0,-17261.621675723938
04-05,0.0,-57.1428556223305,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-29.39999804794791,-0.9923899579090264,3.0,5.0,-17264.320087966193
04-06,0.0,-57.1428556223305,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-29.39999804794791,-0.9923899579090264,3.0,5.0,-17264.320087966193
04-07,0.0,-57.1428556223305,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-29.39999804794791,-0.9923899579090264,3.0,5.0,-17264.320087966193
04-08,0.0,-57.1428556223305,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-29.39999804794791,11.395968405398333,4.0,4.0,-17262.943603703603
04-09,0.0,-57.1428556223305,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-29.39999804794791,11.395968405398333,4.0,4.0,-17262.943603703603
04-10,0.0,-14.285711244660995,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-29.39999804794791,11.395968405398333,4.0,4.0,-17258.18169877275
04-11,0.0,-28.571433133008515,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-97.99999597668652,11.395968405398333,4.0,4.0,-17267.391223196868
04-12,0.0,8.571424618059293,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-97.99999597668652,11.395968405398333,5.0,3.0,-17263.264239002307
04-13,0.0,8.571424618059293,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-97.99999597668652,11.395968405398333,5.0,3.0,-17263.264239002307
04-14,0.0,8.571424618059293,-34.16667041782701,70.58823609975998,52.09125473938725,20.142177208002558,-155400.00054569685,-97.99999597668652,11.395968405398333,5.0,3.0,-17263.264239002307
