,2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,ups,downs,avg
01-02,-89.54545801336114,12.903225806451612,-5.555555555555555,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,2.0,7.0,-8.676851260412588
01-03,-29.181818528608844,12.903225806451612,-5.555555555555555,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,2.0,7.0,-2.640487311937359
01-04,-29.181818528608844,12.903225806451612,-5.555555555555555,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,2.0,7.0,-2.640487311937359
01-05,-29.181818528608844,12.903225806451612,8.277776506212023,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.257154105760601
01-06,-29.181818528608844,12.903225806451612,-1.3888888888888888,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,2.0,7.0,-2.2238206452706923
01-07,-29.181818528608844,12.903225806451612,3.9473684210526314,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.6901949142765402
01-08,-29.181818528608844,12.903225806451612,3.9473684210526314,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.6901949142765402
01-09,-29.181818528608844,12.903225806451612,3.9473684210526314,5.0,-6.122448979591836,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.6901949142765402
01-10,-29.181818528608844,12.903225806451612,3.9473684210526314,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.4779500163173567
01-11,-29.181818528608844,12.903225806451612,3.9473684210526314,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.4779500163173567
01-12,-29.181818528608844,12.903225806451612,3.9473684210526314,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.4779500163173567
01-13,-29.181818528608844,12.903225806451612,3.9473684210526314,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.4779500163173567
01-14,-29.181818528608844,12.903225806451612,2.564102564102564,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.6162766020123633
01-15,-29.181818528608844,12.903225806451612,2.564102564102564,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.6162766020123633
01-16,-29.181818528608844,12.903225806451612,2.564102564102564,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.6162766020123633
01-17,-29.181818528608844,12.903225806451612,2.564102564102564,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.6162766020123633
01-18,-52.79569620120764,12.903225806451612,2.564102564102564,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-3.9776643692722438
01-19,-52.79569620120764,12.903225806451612,2.564102564102564,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-3.9776643692722438
01-20,-52.79569620120764,12.903225806451612,2.564102564102564,5.0,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-3.9776643692722438
01-21,-52.79569620120764,12.903225806451612,2.564102564102564,9.523809523809524,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-3.525283416891291
01-22,-35.33333369663784,12.903225806451612,2.564102564102564,9.523809523809524,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,-1.7790471664343102
01-23,-35.33333369663784,51.78571428571429,5.0,9.523809523809524,-4.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,2.3527914250817017
01-24,-35.33333369663784,36.560152422964585,5.0,9.523809523809524,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.2302352388067306
01-25,-35.33333369663784,36.560152422964585,5.0,9.523809523809524,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.2302352388067306
01-26,-35.33333369663784,36.560152422964585,5.0,7.317073170731707,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.009561603498949
01-27,-35.33333369663784,43.75,5.0,7.317073170731707,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.7285463612024905
01-28,-35.33333369663784,43.75,5.0,7.317073170731707,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.7285463612024905
01-29,-35.33333369663784,43.75,5.0,7.317073170731707,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.7285463612024905
01-30,-35.33333369663784,43.75,5.0,7.317073170731707,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.7285463612024905
01-31,-35.33333369663784,38.63636363636363,5.0,7.317073170731707,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.2171827248388538
02-01,-35.33333369663784,38.63636363636363,5.0,13.636363636363635,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.8491117714020464
02-02,-35.33333369663784,38.63636363636363,7.317073170731707,9.523809523809524,0.0,-3.4482758620689653,0.0,0.0,0.0,0.0,3.0,6.0,1.6695636772198061
