,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,14.299999237060547,0.0,120.0,43.0,3.700000047683716,-0.20000004768371604,0.10000002384185792,-0.5,0.25,-0.07699999213218689,6.0,4.0,18.057299926877025
01-03,14.299999237060547,0.0,100.10000610351562,10.0,8.399999976158142,-0.20000004768371604,0.10000002384185792,-1.25,0.25,-0.07699999213218689,6.0,4.0,13.162300530076028
01-04,14.299999237060547,0.0,110.0,13.0,7.399999976158142,-0.20000004768371604,0.10000002384185792,-1.25,0.25,-0.07699999213218689,6.0,4.0,14.352299919724464
01-05,14.299999237060547,0.0,80.10000610351555,3.0,7.399999976158142,0.10000002384185792,0.10000002384185792,-1.25,0.25,-0.07699999213218689,7.0,3.0,10.39230053722858
01-06,14.299999237060547,0.0,100.0,3.0,7.600000023841858,0.0,0.10000002384185792,-1.25,0.25,-0.07699999213218689,6.0,4.0,12.392299929261208
01-07,14.299999237060547,0.0,100.0,-13.900001525878904,6.5,0.0,0.10000002384185792,-1.25,0.25,-0.07699999213218689,5.0,5.0,10.592299774289133
01-08,15.700000762939453,0.0,100.0,-16.0,6.199999570846558,0.0,0.10000002384185792,-1.25,0.25,-0.09399999678134917,5.0,5.0,10.490600036084652
01-09,15.700000762939453,0.0,105.0,-73.0,6.199999570846558,0.0,0.10000002384185792,-6.550000190734862,0.25,-0.09399999678134917,5.0,5.0,4.760600017011166
01-10,15.700000762939453,0.0,-35.0,-85.0,5.8999996185302725,0.0,0.10000002384185792,-1.75,0.25,-0.09399999678134917,4.0,6.0,-9.989399959146976
01-11,15.700000762939453,0.0,-70.0,-82.0,5.8999996185302725,0.0,0.10000002384185792,-1.0499999523162842,0.25,-0.08999998867511749,4.0,6.0,-13.118999953567982
01-12,15.700000762939453,0.0,-52.0,-83.0,5.8999996185302725,0.0,0.10000002384185792,-1.75,0.25,-0.08999998867511749,4.0,6.0,-11.488999958336356
01-13,15.700000762939453,0.0,-52.0,-83.0,5.399999618530273,-0.10000002384185812,0.10000002384185792,-1.75,0.25,-0.08999998867511749,4.0,6.0,-11.54899996072054
01-14,15.700000762939453,0.0,-52.0,-78.0,5.399999618530273,-0.20000004768371585,0.10000002384185792,-1.75,0.25,-0.08999998867511749,4.0,6.0,-11.058999963104725
01-15,15.700000762939453,0.0,-12.0,-68.0,2.5999999046325684,-0.5,0.10000002384185792,-1.75,0.5999999940395355,-0.08999998867511749,4.0,6.0,-6.33399993032217
01-16,15.700000762939453,0.0,-70.0,-105.5,5.8999996185302725,-0.5,0.10000002384185792,-1.75,0.5999999940395355,-0.08999998867511749,4.0,6.0,-15.5539999589324
01-17,15.700000762939453,0.0,-79.39999389648438,-133.5,6.300000190734862,-0.5,0.10000002384185792,-0.20000004768371585,0.5999999940395355,-0.09399999678134917,4.0,6.0,-19.09939929693937
