,2016,2017,2018,2019,2020,ups,downs,avg
02-14,-0.015000000596046446,-0.09999999403953552,-0.07000000774860382,-0.05000000074505806,-0.015000000596046446,0.0,5.0,-0.05000000074505806
02-15,-0.015000000596046446,-0.03999999165534973,-0.07000000774860382,-0.05000000074505806,-0.015000000596046446,0.0,5.0,-0.0380000002682209
02-16,-0.015000000596046446,-0.03999999165534973,-0.049999997019767733,-0.05000000074505806,0.0,0.0,5.0,-0.030999998003244395
02-17,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-18,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-19,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-20,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-21,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-22,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-23,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-24,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-25,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-26,0.0,-0.03999999165534973,-0.01999999582767484,-0.05000000074505806,0.0,0.0,5.0,-0.021999997645616533
02-27,0.0,-0.03999999165534973,0.0,-0.05000000074505806,0.0,0.0,5.0,-0.01799999848008156
02-28,0.0,-0.03999999165534973,0.0,-0.05000000074505806,0.0,0.0,5.0,-0.01799999848008156
03-01,0.0,0.06799998879432684,-0.07000000774860385,-0.05000000074505806,0.0,1.0,4.0,-0.010400003939867014
03-02,0.0,0.06799998879432684,-0.07000000774860385,-0.05000000074505806,0.0,1.0,4.0,-0.010400003939867014
03-03,0.0,0.027999997138977103,-0.06000000238418578,-0.05000000074505806,0.0,1.0,4.0,-0.01640000119805335
03-04,0.0,-0.09999999403953552,-0.06000000238418578,-0.05000000074505806,0.0,0.0,5.0,-0.04199999943375588
03-05,0.0,-0.09999999403953552,-0.06000000238418578,-0.05000000074505806,0.0299999974668026,1.0,4.0,-0.035999999940395364
03-06,0.0299999974668026,-0.09999999403953552,-0.06000000238418578,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.03000000044703484
03-07,0.0299999974668026,-0.09999999403953552,-0.06000000238418578,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.03000000044703484
03-08,0.0299999974668026,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.027999999374151232
03-09,0.0299999974668026,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.027999999374151232
03-10,0.0299999974668026,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.027999999374151232
03-11,0.0299999974668026,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.027999999374151232
03-12,0.0299999974668026,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.027999999374151232
03-13,0.0299999974668026,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.0299999974668026,2.0,3.0,-0.027999999374151232
03-14,0.0299999974668026,-0.12000000476837155,-0.04999999701976776,-0.05000000074505806,0.03500000014901161,2.0,3.0,-0.031000000983476637
03-15,0.03500000014901161,-0.12000000476837155,-0.04999999701976776,-0.05000000074505806,0.03500000014901161,2.0,3.0,-0.03000000044703484
03-16,0.03500000014901161,-0.12000000476837155,-0.04999999701976776,-0.05000000074505806,0.03500000014901161,2.0,3.0,-0.03000000044703484
03-17,0.03500000014901161,-0.12000000476837155,-0.04999999701976776,-0.05000000074505806,0.03500000014901161,2.0,3.0,-0.03000000044703484
03-18,0.03500000014901161,-0.08799999952316284,-0.04999999701976776,-0.05000000074505806,0.03500000014901161,2.0,3.0,-0.023599999397993086
03-19,0.03500000014901161,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.020000003278255463,2.0,3.0,-0.02899999767541885
03-20,0.020000003278255463,-0.09999999403953552,-0.04999999701976776,-0.05000000074505806,0.020000003278255463,2.0,3.0,-0.031999997049570086
03-21,0.020000003278255463,-0.09999999403953552,-0.04999999701976776,-0.04000000283122064,0.020000003278255463,2.0,3.0,-0.0299999974668026
03-22,0.020000003278255463,-0.09999999403953552,-0.04999999701976776,0.0,0.020000003278255463,2.0,3.0,-0.021999996900558472
03-23,0.020000003278255463,-0.09999999403953552,-0.04999999701976776,0.0,0.020000003278255463,2.0,3.0,-0.021999996900558472
03-24,0.020000003278255463,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,2.0,3.0,-0.02499999701976776
03-25,0.020000003278255463,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,2.0,3.0,-0.02499999701976776
03-26,0.020000003278255463,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,2.0,3.0,-0.02499999701976776
03-27,0.020000003278255463,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,2.0,3.0,-0.02499999701976776
03-28,0.020000003278255463,-0.09999999403953552,-0.06000000238418578,0.0,0.020000003278255463,2.0,3.0,-0.023999997973442082
03-29,0.020000003278255463,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,2.0,3.0,-0.02499999701976776
03-30,0.0,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,1.0,4.0,-0.02899999767541885
03-31,0.0,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,1.0,4.0,-0.02899999767541885
04-01,0.0,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,1.0,4.0,-0.02899999767541885
04-02,0.0,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,1.0,4.0,-0.02899999767541885
04-03,0.0,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,1.0,4.0,-0.02899999767541885
04-04,0.0,-0.09999999403953552,-0.06499999761581421,0.0,0.020000003278255463,1.0,4.0,-0.02899999767541885
04-05,0.0,-0.09999999403953552,-0.06999999284744263,0.0,0.020000003278255463,1.0,4.0,-0.029999996721744537
04-06,0.0,-0.09999999403953552,-0.06999999284744263,0.0,0.020000003278255463,1.0,4.0,-0.029999996721744537
04-07,0.0,-0.09999999403953552,-0.06000000238418578,0.0,0.020000003278255463,1.0,4.0,-0.027999998629093168
04-08,0.0,-0.09999999403953552,-0.06000000238418578,0.0,0.005000002682209015,1.0,4.0,-0.030999998748302462
04-09,0.0,-0.09999999403953552,-0.06000000238418578,0.0,0.005000002682209015,1.0,4.0,-0.030999998748302462
04-10,0.0,-0.09999999403953552,-0.06000000238418578,0.0,0.005000002682209015,1.0,4.0,-0.030999998748302462
04-11,0.0,-0.09999999403953552,-0.06000000238418578,0.0,0.005000002682209015,1.0,4.0,-0.030999998748302462
04-12,0.0,-0.09999999403953552,-0.04999999701976776,0.0,0.005000002682209015,1.0,4.0,-0.02899999767541885
04-13,0.0,0.007999986410141047,-0.04999999701976776,0.0,0.005000002682209015,2.0,3.0,-0.007400001585483541
04-14,0.0,0.007999986410141047,-0.04999999701976776,0.0,0.005000002682209015,2.0,3.0,-0.007400001585483541
04-15,0.0,0.007999986410141047,-0.04999999701976776,0.0,0.005000002682209015,2.0,3.0,-0.007400001585483541
04-16,0.0,0.007999986410141047,-0.04999999701976776,0.0,0.005000002682209015,2.0,3.0,-0.007400001585483541
04-17,0.0,0.007999986410141047,-0.04999999701976776,0.0,0.005000002682209015,2.0,3.0,-0.007400001585483541
04-18,0.0,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,2.0,3.0,0.015599997341632857
04-19,0.0,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,2.0,3.0,0.015599997341632857
04-20,0.0,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,2.0,3.0,0.015599997341632857
04-21,0.0,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,2.0,3.0,0.015599997341632857
04-22,0.19999998807907104,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,3.0,2.0,0.055599994957447066
04-23,0.19999998807907104,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,3.0,2.0,0.055599994957447066
04-24,0.19999998807907104,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,3.0,2.0,0.055599994957447066
04-25,0.19999998807907104,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,3.0,2.0,0.055599994957447066
04-26,0.19999998807907104,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,3.0,2.0,0.055599994957447066
04-27,0.19999998807907104,0.10799998044967657,-0.04999999701976776,0.0,0.020000003278255463,3.0,2.0,0.055599994957447066
04-28,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,0.020000003278255463,3.0,2.0,0.0495999924838543
04-29,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,0.005000002682209015,3.0,2.0,0.046599992364645015
04-30,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,0.005000002682209015,3.0,2.0,0.046599992364645015
05-01,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-02,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-03,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-04,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-05,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-06,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-07,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-08,0.19999998807907104,0.10799998044967657,-0.07000000774860385,-0.010000001639127731,-0.009999997913837431,2.0,3.0,0.04359999224543572
05-09,0.19999998807907104,0.10799998044967657,-0.07000000774860385,0.0049999989569187156,-0.009999997913837431,3.0,2.0,0.046599992364645015
05-10,0.19999998807907104,0.10799998044967657,-0.07000000774860385,0.0049999989569187156,0.039999999105930335,4.0,1.0,0.056599991768598576
05-11,0.19999998807907104,0.0,0.0,0.0049999989569187156,0.039999999105930335,3.0,2.0,0.04899999722838402
05-12,0.19999998807907104,0.0,0.0,0.04000000283122064,0.039999999105930335,3.0,2.0,0.0559999980032444
05-13,-0.03600001335144043,-0.027999997138977103,0.0,0.04000000283122064,0.039999999105930335,2.0,3.0,0.003199998289346687
05-14,-0.03600001335144043,-0.027999997138977103,0.0,0.04000000283122064,0.039999999105930335,2.0,3.0,0.003199998289346687
05-15,0.1600000262260438,-0.027999997138977103,0.0,0.04000000283122064,0.039999999105930335,3.0,2.0,0.042400006204843535
05-16,0.1600000262260438,0.09999999403953552,0.0,0.04000000283122064,0.039999999105930335,4.0,1.0,0.06800000444054606
05-17,0.1600000262260438,0.09999999403953552,0.0,0.04000000283122064,0.039999999105930335,4.0,1.0,0.06800000444054606
05-18,0.020000040531158447,0.09999999403953552,0.0,0.04000000283122064,0.039999999105930335,4.0,1.0,0.04000000730156898
05-19,0.06000000238418578,0.09999999403953552,-0.006999999284744264,0.04000000283122064,0.039999999105930335,4.0,1.0,0.0465999998152256
05-20,0.06000000238418578,0.09999999403953552,-0.006999999284744264,0.04000000283122064,0.04999999701976776,4.0,1.0,0.04859999939799309
05-21,0.12000000476837155,0.09999999403953552,-0.006999999284744264,0.04000000283122064,0.04999999701976776,4.0,1.0,0.06059999987483025
05-22,0.12000000476837155,0.09999999403953552,-0.006999999284744264,0.04000000283122064,0.04999999701976776,4.0,1.0,0.06059999987483025
05-23,0.12000000476837155,0.09999999403953552,-0.006999999284744264,0.04000000283122064,0.044999994337558746,4.0,1.0,0.059599999338388436
05-24,0.12000000476837155,0.09999999403953552,-0.006999999284744264,0.04000000283122064,0.044999994337558746,4.0,1.0,0.059599999338388436
05-25,-0.0040000081062316895,0.09999999403953552,-0.006999999284744264,0.04000000283122064,0.044999994337558746,3.0,2.0,0.03479999676346779
05-26,0.1600000262260438,0.09999999403953552,-0.006999999284744264,0.0299999974668026,0.044999994337558746,4.0,1.0,0.06560000255703928
05-27,-0.022000014781951904,0.06799998879432677,-0.006999999284744264,0.0299999974668026,0.044999994337558746,3.0,2.0,0.02279999330639839
05-28,-0.023999989032745358,0.06799998879432677,-0.006999999284744264,0.0299999974668026,0.044999994337558746,3.0,2.0,0.0223999984562397
05-29,-0.023999989032745358,0.06799998879432677,-0.006999999284744264,0.0299999974668026,0.044999994337558746,3.0,2.0,0.0223999984562397
05-30,-0.023999989032745358,0.06799998879432677,-0.006999999284744264,0.0299999974668026,0.044999994337558746,3.0,2.0,0.0223999984562397
05-31,-0.023999989032745358,0.07999998331069946,-0.006999999284744264,0.0299999974668026,0.044999994337558746,3.0,2.0,0.024799997359514242
06-01,-0.023999989032745358,0.07999998331069946,-0.006999999284744264,0.0299999974668026,0.044999994337558746,3.0,2.0,0.024799997359514242
06-02,0.1600000262260438,0.07999998331069946,-0.006999999284744264,0.0299999974668026,0.044999994337558746,4.0,1.0,0.061600000411272074
06-03,0.020000040531158447,0.07999998331069946,-0.006999999284744264,0.0299999974668026,0.044999994337558746,4.0,1.0,0.033600003272294995
06-04,0.020000040531158447,0.30000001192092896,-0.006999999284744264,0.0299999974668026,0.044999994337558746,4.0,1.0,0.0776000089943409
06-05,0.1600000262260438,0.30000001192092896,-0.006999999284744264,0.0299999974668026,0.044999994337558746,4.0,1.0,0.10560000613331796
06-06,0.1600000262260438,0.30000001192092896,-0.006999999284744264,0.0299999974668026,0.044999994337558746,4.0,1.0,0.10560000613331796
06-07,0.1600000262260438,0.30000001192092896,-0.006999999284744264,0.0299999974668026,0.044999994337558746,4.0,1.0,0.10560000613331796
06-08,0.13999998569488525,0.30000001192092896,-0.0020000040531158447,0.0299999974668026,0.044999994337558746,4.0,1.0,0.10259999707341194
06-09,0.13999998569488525,0.30000001192092896,-0.0020000040531158447,0.0299999974668026,0.044999994337558746,4.0,1.0,0.10259999707341194
06-10,0.06000000238418578,0.30000001192092896,-0.0020000040531158447,0.0299999974668026,0.044999994337558746,4.0,1.0,0.08660000041127205
06-11,-0.022000014781951904,0.19999998807907104,-0.0020000040531158447,0.0299999974668026,0.044999994337558746,3.0,2.0,0.05019999220967293
06-12,-0.022000014781951904,0.19999998807907104,-0.0020000040531158447,0.0299999974668026,0.044999994337558746,3.0,2.0,0.05019999220967293
06-13,-0.022000014781951904,0.19999998807907104,-0.0020000040531158447,0.0299999974668026,0.044999994337558746,3.0,2.0,0.05019999220967293
06-14,-0.022000014781951904,0.19999998807907104,-0.0020000040531158447,0.009999997913837426,0.015000000596046446,3.0,2.0,0.04019999355077744
06-15,0.04000002145767212,0.19999998807907104,0.0029999911785125732,0.009999997913837426,0.015000000596046446,5.0,0.0,0.053599999845027925
06-16,0.04000002145767212,0.07999998331069946,0.0029999911785125732,0.009999997913837426,0.015000000596046446,5.0,0.0,0.029599998891353608
06-17,-0.06000000238418578,0.07999998331069946,0.0029999911785125732,0.009999997913837426,0.015000000596046446,4.0,1.0,0.009599994122982023
06-18,-0.039999961853027344,0.07999998331069946,0.0029999911785125732,0.009999997913837426,0.03000000119209289,4.0,1.0,0.016600002348423005
06-19,-0.12000000476837155,0.07999998331069946,-0.006999999284744264,0.009999997913837426,0.03000000119209289,3.0,2.0,-0.0014000043272972126
06-20,-0.12000000476837155,0.07999998331069946,-0.006999999284744264,0.009999997913837426,0.03000000119209289,3.0,2.0,-0.0014000043272972126
06-21,-0.12000000476837155,0.07999998331069946,-0.006999999284744264,0.009999997913837426,0.03000000119209289,3.0,2.0,-0.0014000043272972126
06-22,-0.12000000476837155,0.07999998331069946,-0.006999999284744264,0.0299999974668026,0.03000000119209289,3.0,2.0,0.0025999955832958213
06-23,-0.13999998569488525,-0.027999997138977103,-0.005999997258186368,0.0299999974668026,0.03000000119209289,2.0,3.0,-0.022799996286630646
06-24,-0.13999998569488525,-0.027999997138977103,-0.03999999910593032,0.0299999974668026,0.03000000119209289,2.0,3.0,-0.029599996656179437
06-25,-0.039999961853027344,-0.1879999935626984,-0.03999999910593032,0.0299999974668026,0.03000000119209289,2.0,3.0,-0.04159999117255212
06-26,-0.06000000238418578,-0.1879999935626984,-0.03999999910593032,0.0299999974668026,0.03000000119209289,2.0,3.0,-0.04559999927878381
06-27,-0.06000000238418578,-0.1879999935626984,-0.03999999910593032,0.0299999974668026,0.02499999850988388,2.0,3.0,-0.04659999981522561
06-28,-0.06000000238418578,-0.1879999935626984,-0.03999999910593032,0.0299999974668026,0.08000000566244125,2.0,3.0,-0.035599998384714136
06-29,-0.039999961853027344,-0.1879999935626984,-0.03999999910593032,0.05000000074505806,0.08000000566244125,2.0,3.0,-0.027599989622831358
06-30,-0.06000000238418578,-0.1879999935626984,-0.03999999910593032,0.05000000074505806,0.0650000050663948,2.0,3.0,-0.034599997848272335
07-01,-0.2399999499320984,-0.1879999935626984,-0.03999999910593032,0.05000000074505806,0.0650000050663948,2.0,3.0,-0.07059998735785486
07-02,-0.2999999523162842,0.1660000085830688,-0.03999999910593032,0.05000000074505806,0.034999996423721334,3.0,2.0,-0.017799989134073258
07-03,-0.2399999499320984,0.1660000085830688,-0.03999999910593032,0.05000000074505806,0.034999996423721334,3.0,2.0,-0.005799988657236105
07-05,-0.2399999499320984,0.09200000762939448,-0.03999999910593032,0.05000000074505806,0.0650000050663948,3.0,2.0,-0.014599987119436275
07-06,-0.2399999499320984,0.15200001001358027,-0.03999999910593032,0.05000000074505806,0.0650000050663948,3.0,2.0,-0.002599986642599117
07-07,-0.2399999499320984,0.15200001001358027,-0.03999999910593032,0.05000000074505806,0.0650000050663948,3.0,2.0,-0.002599986642599117
07-08,-0.2799999713897705,0.15200001001358027,-0.03999999910593032,0.05000000074505806,0.0650000050663948,3.0,2.0,-0.010599990934133541
07-09,-0.2999999523162842,0.15200001001358027,-0.03999999910593032,0.05000000074505806,0.0650000050663948,3.0,2.0,-0.014599987119436275
07-10,-0.3399999737739563,0.15200001001358027,-0.03999999910593032,0.06000000238418578,0.0650000050663948,3.0,2.0,-0.020599991083145152
07-11,-0.3399999737739563,0.15200001001358027,-0.03999999910593032,0.06000000238418578,0.08000000566244125,3.0,2.0,-0.01759999096393586
07-12,-0.3399999737739563,0.1320000290870666,-0.03999999910593032,0.06000000238418578,0.039999999105930335,3.0,2.0,-0.02959998846054078
07-13,-0.25999999046325684,0.1320000290870666,-0.03999999910593032,0.06000000238418578,0.039999999105930335,3.0,2.0,-0.013599991798400888
07-14,-0.2399999499320984,0.1320000290870666,-0.03999999910593032,0.06000000238418578,0.039999999105930335,3.0,2.0,-0.009599983692169198
07-15,-0.13999998569488525,0.1320000290870666,-0.03999999910593032,0.06000000238418578,0.039999999105930335,3.0,2.0,0.010400009155273431
07-16,-0.25999999046325684,0.1320000290870666,-0.03999999910593032,0.06000000238418578,0.039999999105930335,3.0,2.0,-0.013599991798400888
07-17,-0.2399999499320984,0.1320000290870666,-0.03999999910593032,0.06000000238418578,0.039999999105930335,3.0,2.0,-0.009599983692169198
07-18,-0.2399999499320984,0.1320000290870666,-0.03999999910593032,0.06000000238418578,0.039999999105930335,3.0,2.0,-0.009599983692169198
07-19,-0.2399999499320984,0.1320000290870666,-0.03999999910593032,0.045000001788139336,0.039999999105930335,3.0,2.0,-0.012599983811378487
07-20,-0.2399999499320984,0.1320000290870666,-0.03999999910593032,0.045000001788139336,0.039999999105930335,3.0,2.0,-0.012599983811378487
07-21,-0.13999998569488525,0.1320000290870666,-0.03999999910593032,0.045000001788139336,0.039999999105930335,3.0,2.0,0.007400009036064142
07-22,-0.13999998569488525,0.1320000290870666,-0.03999999910593032,0.045000001788139336,-0.009999997913837431,2.0,3.0,-0.0025999903678894125
07-23,0.09600001573562622,0.2919999957084655,-0.03999999910593032,0.045000001788139336,-0.009999997913837431,3.0,2.0,0.07660000324249266
07-24,0.09600001573562622,0.2919999957084655,-0.03999999910593032,0.009999997913837431,0.0,3.0,2.0,0.07160000205039976
07-25,0.09600001573562622,0.3199999928474426,-0.03999999910593032,0.009999997913837431,0.0,3.0,2.0,0.0772000014781952
07-26,0.09600001573562622,0.1139999926090241,-0.03999999910593032,0.009999997913837431,0.0,3.0,2.0,0.036000001430511484
07-27,-0.10000002384185802,0.1139999926090241,-0.03999999910593032,0.009999997913837431,0.0,2.0,3.0,-0.00320000648498536
07-28,0.039999961853027344,0.1139999926090241,-0.03999999910593032,0.009999997913837431,0.0,3.0,2.0,0.024799990653991712
07-29,0.0,0.1139999926090241,-0.03999999910593032,0.009999997913837431,0.00999999791383742,3.0,2.0,0.018799997866153727
07-30,0.0,0.12000000476837155,-0.03999999910593032,0.009999997913837431,0.0,2.0,3.0,0.018000000715255742
07-31,0.0,0.12000000476837155,-0.03299999982118605,0.009999997913837431,0.0,2.0,3.0,0.0194000005722046
08-01,0.0,0.12000000476837155,-0.03299999982118605,0.009999997913837431,0.0,2.0,3.0,0.0194000005722046
08-02,-0.06000000238418578,0.2800000309944153,-0.03299999982118605,0.009999997913837431,0.0,2.0,3.0,0.039400005340576166
