,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-0.20165491104125974,11.213233828544617,1.9672727584838867,0.0,1.4389019012451172,0.6587915420532227,0.0,0.20981979370117188,-4.678060531616211,5.0,4.0,1.1787004868189497
01-03,-4.678060531616211,11.213233828544617,1.9672727584838867,0.0,1.4389019012451172,0.6587915420532227,0.008993148803710938,0.20981979370117188,-4.678060531616211,6.0,3.0,0.6823213232888116
01-04,-4.678060531616211,11.213233828544617,2.026449203491211,1.4928579330444336,1.4389019012451172,0.6657819747924805,0.008993148803710938,0.20981979370117188,-4.678060531616211,7.0,2.0,0.8555463022655911
01-05,-4.678060531616211,11.213233828544617,2.026449203491211,1.4928579330444336,1.4389019012451172,0.6657819747924805,0.008993148803710938,0.20981979370117188,-4.678060531616211,7.0,2.0,0.8555463022655911
01-06,-4.678060531616211,11.213233828544617,2.026449203491211,1.4928579330444336,1.5487022399902344,0.6657819747924805,0.008993148803710938,0.7093887329101562,-4.678060531616211,7.0,2.0,0.9232539998160468
01-07,-4.678060531616211,11.213233828544617,2.026449203491211,1.5419788360595703,1.5487022399902344,0.6657819747924805,0.008993148803710938,0.7093887329101562,-4.678060531616211,7.0,2.0,0.9287118779288398
01-08,-4.678060531616211,11.213233828544617,2.026449203491211,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.7093887329101562,-4.674060821533203,7.0,2.0,0.8626114394929674
01-09,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,-0.5994796752929688,-4.674060821533203,6.0,3.0,0.7544463343090482
01-10,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,-0.5914840698242188,-4.674060821533203,6.0,3.0,0.755334734916687
01-11,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,-0.5914840698242188,-4.674060821533203,6.0,3.0,0.755334734916687
01-12,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-13,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-14,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-15,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-16,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-17,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-18,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-19,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-20,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-21,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-22,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-23,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-24,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-25,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-26,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
01-27,-4.674060821533203,11.213233828544617,2.3578319549560547,1.5419788360595703,0.949798583984375,0.6657819747924805,0.008993148803710938,0.3876667022705078,-4.674060821533203,7.0,2.0,0.8641292651494344
