,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,-2.1621621621621623,0.0,0.0,11.0,-1.7723973186722402
01-03,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,-2.1621621621621623,0.0,0.0,11.0,-1.7723973186722402
01-04,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,-2.1621621621621623,0.0,0.0,11.0,-1.7723973186722402
01-05,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1.5758371221120435
01-06,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1.5758371221120435
01-07,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1.5758371221120435
01-08,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-09,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-10,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-11,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-1.5758371221120435
01-12,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-1.5758371221120435
01-13,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-14,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-15,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-16,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-17,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-18,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-19,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-20,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-21,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-22,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-23,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
01-24,0.0,0.0,-16.892565263405462,-0.44164307982701895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.5758371221120435
