,2009,2010,2011,2012,2013,2020,ups,downs,avg
02-08,79.99999922389787,-400.00003637978864,0.0,0.0,0.0,0.0,1.0,4.0,-53.33333952598182
02-09,79.99999922389787,-900.0000727595773,0.0,0.0,0.0,0.0,1.0,4.0,-136.66667892261327
02-10,79.99999922389787,-200.0000218278733,0.0,0.0,0.0,0.0,1.0,4.0,-20.000003767329247
02-11,79.99999922389787,-200.0000218278733,0.0,0.0,0.0,0.0,1.0,4.0,-20.000003767329247
02-12,79.99999922389787,-200.0000218278733,0.0,0.0,0.0,0.0,1.0,4.0,-20.000003767329247
02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
02-21,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.33333320398298
02-22,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.33333320398298
02-23,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.33333320398298
02-24,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33333320398298
02-25,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
02-26,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
02-27,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
02-28,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
03-01,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-02,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-04,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-05,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-06,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-07,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-08,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-09,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-11,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-12,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-13,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-14,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-15,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-16,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-18,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-19,79.99999922389787,33.333338183971485,0.0,0.0,0.0,0.0,2.0,2.0,18.88888956797823
03-20,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33333320398298
03-21,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33333320398298
03-22,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33333320398298
03-23,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33333320398298
03-25,79.99999922389787,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33333320398298
03-26,73.33333423878581,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.22222237313097
03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05-06,0.0,83.33333454599287,0.0,0.0,0.0,0.0,1.0,3.0,13.888889090998811
05-07,0.0,83.33333454599287,0.0,0.0,0.0,0.0,1.0,3.0,13.888889090998811
05-08,0.0,83.33333454599287,0.0,0.0,0.0,0.0,1.0,3.0,13.888889090998811
05-09,0.0,83.33333454599287,0.0,0.0,0.0,0.0,1.0,3.0,13.888889090998811
05-10,0.0,83.33333454599287,0.0,0.0,0.0,0.0,1.0,3.0,13.888889090998811
05-11,0.0,83.33333454599287,0.0,0.0,0.0,0.0,1.0,3.0,13.888889090998811
05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05-15,86.00000018626451,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.33333336437742
05-16,86.00000018626451,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.33333336437742
05-17,86.00000018626451,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.33333336437742
05-18,86.00000018626451,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.33333336437742
05-20,30.000005820765786,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.000000970127631
05-21,30.000005820765786,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.000000970127631
05-22,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
05-23,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
05-24,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
05-25,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
05-28,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
05-29,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
05-30,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
05-31,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
06-01,30.000005820765786,-60.00000620881709,0.0,0.0,0.0,0.0,1.0,3.0,-5.000000064675216
06-03,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-04,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-05,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-06,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-07,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-08,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-10,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-11,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-12,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-13,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-14,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-15,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-17,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-18,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-19,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-20,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-21,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-22,30.000005820765786,-140.00000000000006,0.0,0.0,0.0,0.0,1.0,3.0,-18.333332363205713
06-24,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
06-25,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
06-26,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
06-27,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
06-28,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
06-29,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
06-30,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-01,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-02,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-03,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-05,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-06,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-08,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-09,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-10,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-11,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-12,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-13,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-14,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-15,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-16,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-17,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-18,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-19,30.000005820765786,-49.99999417923425,0.0,0.0,0.0,0.0,1.0,3.0,-3.333331393078077
07-20,30.000005820765786,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.000000970127631
07-21,30.000005820765786,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.000000970127631
07-22,30.000005820765786,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.000000970127631
07-23,30.000005820765786,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.000000970127631
07-24,30.000005820765786,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.000000970127631
07-25,-399.99996507540527,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-66.66666084590088
07-26,-399.99996507540527,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-66.66666084590088
07-27,-399.99996507540527,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-66.66666084590088
07-28,-399.99996507540527,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-66.66666084590088
07-29,-399.99996507540527,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-66.66666084590088
07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-12,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.333333333333334
08-13,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.333333333333334
08-14,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.333333333333334
08-15,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.333333333333334
08-16,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.333333333333334
08-17,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.333333333333334
08-18,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.333333333333334
08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
08-23,79.99999860301611,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.333333100502687
08-24,79.99999860301611,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.333333100502687
08-25,79.99999860301611,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.333333100502687
08-26,79.99999860301611,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.333333100502687
08-27,79.99999860301611,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.333333100502687
08-28,79.99999860301611,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.333333100502687
08-29,75.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.5
08-30,75.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.5
08-31,75.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.5
09-01,75.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.5
09-02,75.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.5
09-03,75.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.5
09-04,75.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.5
09-05,75.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.5
09-06,75.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.5
09-07,75.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.5
09-08,75.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.5
09-09,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-10,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-11,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-12,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-13,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-14,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-16,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-17,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-18,50.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.333333333333334
09-19,66.66666537316311,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.111110895527185
09-20,66.66666537316311,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.111110895527185
09-21,66.66666537316311,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.111110895527185
09-23,66.66666537316311,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.111110895527185
09-24,66.66666537316311,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.111110895527185
09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
09-26,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
09-27,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
09-28,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
09-30,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-01,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-02,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-03,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-04,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-05,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-07,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-08,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.5151507133931024
10-09,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-10,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-11,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-12,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-14,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-15,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-16,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-17,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-18,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-19,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-21,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-22,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-23,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-24,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-25,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-26,9.090904280358616,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.5151507133931024
10-28,-354.5454468485737,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-59.090907808095615
10-29,-354.5454468485737,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-59.090907808095615
10-30,-354.5454468485737,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-59.090907808095615
10-31,-263.63638287856554,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-43.939397146427595
11-01,-263.63638287856554,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-43.939397146427595
11-02,-263.63638287856554,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-43.939397146427595
11-04,-263.63638287856554,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-43.939397146427595
11-05,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-06,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-07,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-08,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-09,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-11,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-12,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-13,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.555556417891256
11-14,-33.333338507347534,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.555556417891256
