,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,ups,downs,end_day_sum,avg
01-02,-0.4383900165557861,-0.4891996383666992,-0.05080986022949219,0.0,0.5062499046325684,0.03750014305114746,2.2400007247924805,-0.9650001525878906,-0.3400001525878906,0.0,3.0,5.0,03-17,0.05003509521484375
01-03,-0.3885698318481445,-0.40948963165283203,-0.05080986022949219,0.0,0.4500000476837158,0.03750014305114746,2.3199996948242188,-0.9650001525878906,-0.3400001525878906,0.0,3.0,5.0,03-18,0.06536302566528321
01-04,-0.4483499526977539,-0.40948963165283203,-0.05080986022949219,0.0,0.4124999046325684,0.16875004768371582,2.424999237060547,-0.9650001525878906,-0.30500030517578125,0.0,3.0,5.0,03-19,0.0827599287033081
01-05,-0.4483499526977539,-0.40948963165283203,0.0996403694152832,0.0,0.4124999046325684,0.1875,2.424999237060547,-0.9650001525878906,-0.2350006103515625,0.0,4.0,4.0,03-20,0.10667991638183594
01-06,-0.3985300064086914,-0.40948963165283203,-0.047820091247558594,0.0,0.20624995231628412,0.1875,10.299999237060547,-0.9650001525878906,-0.4050006866455078,0.0,3.0,5.0,03-21,0.846790862083435
01-07,-0.3985300064086914,-0.3487200736999512,0.4991593360900879,0.0,0.20624995231628412,0.16875004768371582,2.429999351501465,-0.9650001525878906,-0.2299995422363281,0.0,4.0,4.0,03-22,0.13619089126586914
01-08,-0.28892993927001953,-0.3088703155517578,0.4483494758605957,0.0,0.07500004768371582,0.11249995231628418,2.494999885559082,-1.125,-0.2299995422363281,0.0,4.0,4.0,03-23,0.11780495643615722
01-09,-0.4682700634002686,-0.2789802551269531,0.3885693550109863,0.0,0.13125014305114746,0.11249995231628418,2.114999771118164,-1.125,-0.2299995422363281,0.0,4.0,4.0,03-24,0.06450693607330323
01-10,-0.4682700634002686,-0.3178300857543945,0.3885693550109863,0.0,0.03750014305114746,0.14999985694885254,2.59000015258789,-1.125,-0.5349998474121094,0.0,4.0,4.0,03-25,0.07199695110321044
01-11,-0.30886006355285645,-0.3178300857543945,0.3995294570922852,0.0,0.15000009536743164,0.03750014305114746,2.59000015258789,-1.125,-0.20000076293945312,0.0,4.0,4.0,03-26,0.12253389358520507
01-12,-0.30886006355285645,-0.26800966262817383,0.3995294570922852,0.0,0.2999999523162842,0.05625009536743164,2.59000015258789,-1.0249996185302734,-0.2399997711181641,0.0,4.0,4.0,03-27,0.1503910541534424
01-13,-0.30886006355285645,-0.2988996505737305,0.36963987350463867,0.0,0.2999999523162842,0.05625009536743164,2.685000419616699,-1.0249996185302734,-0.2399997711181641,0.0,4.0,4.0,03-28,0.15381312370300293
01-14,-0.30886006355285645,-0.2998995780944824,0.36963987350463867,0.0,0.2999999523162842,0.03750014305114746,2.59000015258789,-1.0249996185302734,-0.2399997711181641,0.0,4.0,4.0,03-29,0.14233810901641847
01-15,-0.3786098957061768,-0.1444697380065918,0.36963987350463867,0.0,0.3187499046325684,0.03750014305114746,1.829999923706055,-1.0249996185302734,-0.2399997711181641,0.0,4.0,4.0,03-30,0.07678108215332033
01-16,-0.3786098957061768,-0.0498199462890625,0.36963987350463867,0.0,0.3187499046325684,0.01875019073486328,1.8450002670288088,-0.3649997711181641,-0.2399997711181641,0.0,4.0,4.0,03-31,0.15187108516693115
01-17,-0.4881999492645264,-0.0498199462890625,0.36963987350463867,0.0,0.2249999046325684,0.07500004768371582,1.635000228881836,-0.3649997711181641,-0.2399997711181641,0.0,4.0,4.0,04-01,0.11616206169128418
01-18,-0.4981598854064941,-0.0498199462890625,0.36963987350463867,0.0,0.16875004768371582,0.0,1.635000228881836,-0.3649997711181641,-0.2399997711181641,0.0,3.0,5.0,04-02,0.10204107761383056
01-19,-0.4981598854064941,-0.0498199462890625,0.4194598197937012,0.0,0.28125,0.01875019073486328,1.635000228881836,-0.3649997711181641,-0.2399997711181641,0.0,4.0,4.0,04-03,0.12014808654785154
01-20,-0.4981598854064941,-0.0498199462890625,0.4194598197937012,0.0,0.2249999046325684,0.01875019073486328,1.635000228881836,-0.2350006103515625,-0.2399997711181641,0.0,4.0,4.0,04-04,0.12752299308776854
