,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.016999999526888132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0018888888363209038
01-03,0.0,0.016999999526888132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0018888888363209038
01-04,0.0,0.016999999526888132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0018888888363209038
01-05,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-06,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-07,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-08,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-09,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-10,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-11,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-12,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-13,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-14,0.0,0.01599999936297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.001777777706997262
01-15,0.0,0.01599999936297536,-0.013699999544769527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.00025555553535620373
01-16,0.0,0.01599999936297536,-0.013699999544769527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.00025555553535620373
01-17,0.0,0.01599999936297536,-0.013699999544769527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.00025555553535620373
01-18,0.0,0.001999999862164259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0002222222069071399
01-19,0.0,-0.008999999612569809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.000999999956952201
