,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.014600001275539396,0.055000007152557366,0.008400000631809235,3.0,6.0,03-17,0.011270000587683172
01-03,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.012890003621578215,0.06000000238418578,0.008400000631809235,3.0,6.0,03-18,0.011940999876242132
01-04,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.010399989783763884,0.06000000238418578,0.008400000631809235,3.0,6.0,03-19,0.012190001260023564
01-05,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.01229999214410782,0.06000000238418578,0.008400000631809235,3.0,6.0,03-20,0.012000001023989171
01-06,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.01229999214410782,0.02799999713897705,0.008400000631809235,3.0,6.0,03-21,0.008800000499468297
01-07,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.01229999214410782,0.02799999713897705,0.008400000631809235,3.0,6.0,03-22,0.008800000499468297
01-08,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.01229999214410782,0.02799999713897705,0.008400000631809235,3.0,6.0,03-23,0.008800000499468297
01-09,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.01229999214410782,0.02799999713897705,0.008400000631809235,3.0,6.0,03-24,0.008800000499468297
01-10,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,0.0008999928832053998,0.006500005722045898,-0.03250000253319741,3.0,6.0,03-25,0.003879999544005839
01-11,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,0.0008999928832053998,0.006500005722045898,-0.03250000253319741,3.0,6.0,03-26,0.003879999544005839
