,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.048126220703125,0.0,0.30273377895355225,0.08527708053588867,-0.35064446926116943,-0.20165491104125974,3.0,3.0,-0.019360383351643886
01-03,0.048126220703125,-0.06951016187667848,0.30273377895355225,0.08527708053588867,-0.35064446926116943,-0.20165491104125974,3.0,3.0,-0.030945410331090287
01-04,0.048126220703125,-0.06951016187667848,0.30273377895355225,0.08527708053588867,0.08304733037948607,-0.2089436054229737,4.0,2.0,0.04012177387873332
01-05,0.048126220703125,-0.06951016187667848,0.30273377895355225,0.08527708053588867,0.08304733037948607,-0.2089436054229737,4.0,2.0,0.04012177387873332
01-06,0.048126220703125,0.06951010227203369,0.30273377895355225,0.08527708053588867,0.08304733037948607,-0.2089436054229737,5.0,1.0,0.06329181790351868
01-07,0.048126220703125,0.2432854175567627,0.30273377895355225,0.08527708053588867,0.08304733037948607,-0.2089436054229737,5.0,1.0,0.09225437045097352
01-08,0.048126220703125,0.2780405879020691,0.30273377895355225,0.08527708053588867,0.08304733037948607,-0.2089436054229737,5.0,1.0,0.09804689884185792
01-09,0.048126220703125,-0.006951034069061279,0.30273377895355225,-0.05969393253326416,0.08304733037948607,-0.2089436054229737,3.0,3.0,0.026386459668477368
01-10,0.048126220703125,-0.006951034069061279,0.30273377895355225,-0.05969393253326416,0.08304733037948607,-0.2089436054229737,3.0,3.0,0.026386459668477368
01-11,0.048126220703125,-0.006951034069061279,0.30273377895355225,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,0.034028579791386925
01-12,0.048126220703125,0.02780419588088989,0.30273377895355225,0.0,0.0692061185836792,-0.2089436054229737,4.0,2.0,0.039821118116378784
01-13,0.048126220703125,0.02780419588088989,0.30273377895355225,0.0,0.0692061185836792,-0.2089436054229737,4.0,2.0,0.039821118116378784
01-14,0.07218945026397705,0.3266976475715637,0.30273377895355225,0.0,0.0692061185836792,-0.2089436054229737,4.0,2.0,0.09364723165829976
01-15,0.07218945026397705,0.048657000064849854,0.30273377895355225,0.0,0.0692061185836792,-0.2089436054229737,4.0,2.0,0.04730712374051412
01-16,0.07218945026397705,0.2849913835525513,0.30273377895355225,0.0,0.0692061185836792,-0.2089436054229737,4.0,2.0,0.08669618765513103
01-17,0.07218945026397705,0.3127955794334412,0.30273377895355225,0.0,0.0692061185836792,-0.2089436054229737,4.0,2.0,0.091330220301946
01-18,0.07218945026397705,0.3127955794334412,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,0.03423569599787394
01-19,0.07218945026397705,0.3127955794334412,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,0.03423569599787394
01-20,0.07218945026397705,0.3127955794334412,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,0.03423569599787394
01-21,0.07218945026397705,0.06951016187667848,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,-0.006311873594919841
01-22,0.07218945026397705,0.0973142385482788,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,-0.0016778608163197837
01-23,0.07218945026397705,0.08341223001480103,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,-0.003994862238566081
01-24,0.07218945026397705,0.07646113634109497,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,-0.005153377850850423
01-25,0.07218945026397705,0.07646113634109497,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,-0.005153377850850423
01-26,0.07218945026397705,0.3197465538978577,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,0.03539419174194336
01-27,0.07218945026397705,0.3197465538978577,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,3.0,3.0,0.03539419174194336
01-28,-0.006015777587890625,0.3127955794334412,-0.03983336687088013,0.0,0.0692061185836792,-0.2089436054229737,2.0,4.0,0.021201491355896
01-29,-0.006015777587890625,0.3127955794334412,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.08733180661996205
01-30,-0.006015777587890625,0.3127955794334412,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.08733180661996205
01-31,-0.006015777587890625,0.3127955794334412,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.08733180661996205
02-01,-0.006015777587890625,0.3127955794334412,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.08733180661996205
02-02,-0.006015777587890625,0.3127955794334412,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.08733180661996205
02-03,-0.006015777587890625,0.3127955794334412,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.08733180661996205
02-04,-0.006015777587890625,0.06951016187667848,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.046784237027168274
02-05,-0.018047213554382324,0.06951016187667848,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.044778997699419655
02-06,-0.018047213554382324,0.10426539182662964,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.05057153602441152
02-07,-0.018047213554382324,0.06951040029525757,-0.03983336687088013,0.0,0.4659880101680756,-0.2089436054229737,2.0,4.0,0.04477903743584951
02-08,-0.018047213554382324,0.06951040029525757,-0.03983336687088013,0.0,0.4659880101680756,0.0,2.0,4.0,0.07960297167301178
02-09,-0.018047213554382324,0.06951040029525757,-0.03983336687088013,0.0,0.4659880101680756,0.0,2.0,4.0,0.07960297167301178
02-10,0.0,0.12511831521987915,-0.03983336687088013,0.0,0.4659880101680756,0.0,2.0,4.0,0.09187882641951244
02-11,0.0,0.10426539182662964,-0.03983336687088013,0.0,0.4659880101680756,0.0,2.0,4.0,0.08840333918730417
02-12,0.07820510864257812,0.03475522994995117,0.1354336142539978,0.0,0.4659880101680756,0.0,4.0,2.0,0.11906366050243378
02-13,0.07820510864257812,0.006951034069061279,0.1354336142539978,0.0,0.4659880101680756,0.0,4.0,2.0,0.1144296278556188
02-14,0.0721893310546875,0.006951034069061279,0.1354336142539978,0.0,0.4659880101680756,0.0,4.0,2.0,0.11342699825763702
