,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,-293.4579446410725,9.090907243657695,-67.77776342851202,0.0,0.0,-21.666660043928623,0.0,-844.4445119940767,1.0,7.0,-121.82559728639322
01-03,0.0,0.0,-293.4579446410725,9.090907243657695,-67.77776342851202,0.0,0.0,-21.666660043928623,0.0,-844.4445119940767,1.0,7.0,-121.82559728639322
01-04,0.0,0.0,-293.4579446410725,9.090907243657695,-67.77776342851202,0.0,0.0,-21.666660043928623,0.0,-844.4445119940767,1.0,7.0,-121.82559728639322
01-05,0.0,0.0,-293.4579446410725,9.090907243657695,-67.77776342851202,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2299.6587950760804
01-06,0.0,0.0,-293.4579446410725,9.090907243657695,-67.77776342851202,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2299.6587950760804
01-07,0.0,0.0,-293.4579446410725,9.090907243657695,-67.77776342851202,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2299.6587950760804
01-08,0.0,0.0,-293.4579446410725,9.090907243657695,-67.77776342851202,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2299.6587950760804
01-09,0.0,0.0,-293.4579446410725,9.090907243657695,-11.111108351636926,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2293.992129568393
01-10,0.0,0.0,-293.4579446410725,9.090907243657695,-11.111108351636926,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2293.992129568393
01-11,0.0,0.0,-293.4579446410725,9.090907243657695,-11.111108351636926,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2293.992129568393
01-12,0.0,0.0,-293.4579446410725,9.090907243657695,-11.111108351636926,0.0,0.0,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2293.992129568393
01-13,0.0,0.0,-293.4579446410725,9.090907243657695,-11.111108351636926,0.0,60.869563222119204,-21799.9986379408,0.0,-844.4445119940767,2.0,6.0,-2287.905173246181
01-14,0.0,0.0,-293.4579446410725,9.090907243657695,-23.333330021964308,0.0,60.869563222119204,-21799.9986379408,0.0,-844.4445119940767,2.0,6.0,-2289.127395413213
01-15,0.0,0.0,-293.4579446410725,9.090907243657695,-23.333330021964308,0.0,60.869563222119204,-21799.9986379408,0.0,-844.4445119940767,2.0,6.0,-2289.127395413213
01-16,0.0,0.0,-293.4579446410725,0.0,-15.555553347976206,0.0,60.869563222119204,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2289.25870847018
01-17,0.0,0.0,-293.4579446410725,0.0,-15.555553347976206,0.0,60.869563222119204,-21799.9986379408,0.0,-844.4445119940767,1.0,7.0,-2289.25870847018
01-18,0.0,0.0,-293.4579446410725,0.0,-15.555553347976206,0.0,61.42857059228177,-21799.9986379408,0.0,-1677.7778927558752,1.0,7.0,-2372.536145809344
01-19,0.0,0.0,-293.4579446410725,0.0,-15.555553347976206,0.0,61.42857059228177,-13899.999394640356,0.0,-1677.7778927558752,1.0,7.0,-1582.5362214793
01-20,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-21,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-22,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-23,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-24,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-25,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-26,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-27,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-28,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-29,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-30,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
01-31,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
02-01,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
02-02,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-16899.999371357295,0.0,-1677.7778927558752,1.0,7.0,-1868.705575419351
02-03,0.0,0.0,-155.1515073246429,0.0,-15.555553347976206,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1968.7056243137838
02-04,0.0,0.0,-155.1515073246429,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1968.2611798141495
02-05,0.0,0.0,-155.1515073246429,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1968.2611798141495
02-06,0.0,0.0,-155.1515073246429,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1968.2611798141495
02-07,0.0,0.0,-155.1515073246429,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1968.2611798141495
02-08,0.0,0.0,-155.1515073246429,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1968.2611798141495
02-09,0.0,0.0,-318.9054659978492,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1984.6365756814707
02-10,0.0,0.0,-318.9054659978492,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1984.6365756814707
02-11,0.0,0.0,-318.9054659978492,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1984.6365756814707
02-12,0.0,0.0,-318.9054659978492,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1984.6365756814707
02-13,0.0,0.0,-318.9054659978492,0.0,-11.111108351636926,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1984.6365756814707
02-14,0.0,0.0,-318.9054659978492,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1986.8587973517974
02-15,0.0,0.0,-318.9054659978492,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,-1677.7778927558752,1.0,7.0,-1986.8587973517974
02-16,0.0,0.0,-318.9054659978492,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,-164.46282391168415,1.0,7.0,-1835.5272904673786
02-17,0.0,0.0,-318.9054659978492,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,-164.46282391168415,1.0,7.0,-1835.5272904673786
02-18,0.0,0.0,-318.9054659978492,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,-164.46282391168415,1.0,7.0,-1835.5272904673786
02-19,0.0,0.0,-318.9054659978492,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,-164.46282391168415,1.0,7.0,-1835.5272904673786
02-20,0.0,0.0,-211.8518422856747,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,85.12396711707788,2.0,6.0,-1799.863248993285
02-21,0.0,0.0,-211.8518422856747,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,85.12396711707788,2.0,6.0,-1799.863248993285
02-22,0.0,0.0,-211.8518422856747,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,85.12396711707788,2.0,6.0,-1799.863248993285
02-23,0.0,0.0,-211.8518422856747,0.0,-33.33332505491078,0.0,61.42857059228177,-17899.999860301617,0.0,85.12396711707788,2.0,6.0,-1799.863248993285
02-24,0.0,0.0,-211.8518422856747,0.0,-33.33332505491078,0.0,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,2.0,6.0,-59.86326668841296
02-25,0.0,0.0,-211.8518422856747,0.0,-33.33332505491078,0.0,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,2.0,6.0,-59.86326668841296
02-26,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,0.0,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-57.05280926755663
02-27,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,0.0,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-57.05280926755663
02-28,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,0.0,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-57.05280926755663
02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.12396711707788,1.0,1.0,8.512396711707787
03-01,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,0.0,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-57.05280926755663
03-02,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.05281019887922
03-03,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.05281019887922
03-04,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.05281019887922
03-05,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.05281019887922
03-06,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.05281019887922
03-07,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,61.42857059228177,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.05281019887922
03-08,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.1662553806116
03-09,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.1662553806116
03-10,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.1662553806116
03-11,0.0,0.0,-211.8518422856747,28.10457420856328,-33.33332505491078,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,3.0,5.0,-62.1662553806116
03-12,0.0,0.0,20.74074331624998,28.10457420856328,-33.33332505491078,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,4.0,4.0,-38.90699682041914
03-13,0.0,0.0,20.74074331624998,28.10457420856328,-33.33332505491078,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,4.0,4.0,-38.90699682041914
03-14,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,4.0,4.0,-35.573664314928045
03-15,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,4.0,4.0,-35.573664314928045
03-16,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,-500.00003725290384,0.0,85.12396711707788,4.0,4.0,-35.573664314928045
03-17,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,24.093006053745928
03-18,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,24.093006053745928
03-19,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,24.093006053745928
03-20,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,24.093006053745928
03-21,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,24.093006053745928
03-22,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,24.093006053745928
03-23,0.0,0.0,20.74074331624998,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,24.093006053745928
03-24,0.0,0.0,19.548872391050388,28.10457420856328,0.0,-50.000009313225966,60.294118774958065,96.666666433836,0.0,85.12396711707788,5.0,3.0,23.973818961225966
03-25,0.0,0.0,19.548872391050388,28.10457420856328,0.0,-50.000009313225966,-1.4705801788708996,96.666666433836,0.0,85.12396711707788,4.0,4.0,17.79734906584307
03-26,0.0,0.0,19.548872391050388,28.10457420856328,0.0,-50.000009313225966,-129.9999993791183,96.666666433836,0.0,85.12396711707788,4.0,4.0,4.944407145818329
03-27,0.0,0.0,19.548872391050388,28.10457420856328,0.0,-50.000009313225966,-129.9999993791183,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,5.159671158920269
03-28,0.0,0.0,19.548872391050388,28.10457420856328,0.0,-50.000009313225966,-129.9999993791183,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,5.159671158920269
03-29,0.0,0.0,46.50000040978193,28.10457420856328,0.0,-50.000009313225966,-129.9999993791183,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,7.854783960793424
03-30,0.0,0.0,46.50000040978193,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,7.521449944490189
03-31,0.0,0.0,46.50000040978193,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,7.521449944490189
04-01,0.0,0.0,46.50000040978193,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,7.521449944490189
04-02,0.0,0.0,46.50000040978193,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,7.521449944490189
04-03,0.0,0.0,17.499997951090364,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,5.0,3.0,4.621449698621033
04-04,0.0,0.0,17.499997951090364,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,5.0,4.0,4.621449698621033
04-05,0.0,0.0,17.499997951090364,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,5.0,4.0,4.621449698621033
04-06,0.0,0.0,-22.222222222222218,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,4.0,5.0,0.6492276812897743
04-07,0.0,0.0,-22.222222222222218,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,4.0,5.0,0.6492276812897743
04-08,0.0,0.0,-22.222222222222218,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,4.0,5.0,0.6492276812897743
04-09,0.0,0.0,-22.222222222222218,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,4.0,5.0,0.6492276812897743
04-10,0.0,0.0,-22.222222222222218,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,4.0,5.0,0.6492276812897743
04-11,0.0,0.0,-22.222222222222218,28.10457420856328,0.0,-50.000009313225966,-133.33333954215064,96.666666433836,2.152640131019413,85.12396711707788,4.0,5.0,0.6492276812897743
