,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,7.792206127419561,8.133971026598697,8.955227895844079,4.669262961519464,-1.3559269958514977,-2.266287650009205,10.322575000520539,15.277776718139648,8.28104852582287,9.661016699295905,-33.73287844376032,-2.064489223115128,14.070911092664328,-21.008615695603407,-6.923767674064888,-10.147491216279912,18.92713693981147,6.750034264891461,-10.51162601441376,-48.211358270754005,15.394167609882695,-1.873836876934987,11.665168401960695,9.861178753615038,-9.510280738599443,-7.5974697409406176,10.690196189560591,10.67176249147203,-11.37857873899624,11.530093223218241,-49.49400892473819,17.0,14.0,-1.0781574929620736
01-03,8.119659859596393,10.426542915902301,8.55019142476771,3.921573775312227,-1.3559269958514977,-2.266287650009205,10.491802522105203,15.342472427891881,7.5159199714775315,10.570469528032607,-33.73287844376032,-2.040817650526626,7.745097665225768,-16.027196531645323,-7.985057350203345,-10.147491216279912,18.92713693981147,6.659379385059125,-14.249356103015034,-44.21119396443076,16.597830553687206,-1.873836876934987,11.665168401960695,8.664190216137778,-6.19210386010557,-3.5083332753074443,12.079314611962635,10.67176249147203,-11.900262359996095,15.18417010355014,-75.6283997727508,17.0,14.0,-1.5479502986085234
01-04,6.751050909875929,8.695650280986667,10.035841235371322,3.921573775312227,-1.3559269958514977,-0.2808977995929166,9.966774111866213,15.041782569972572,6.080203277872273,10.570469528032607,-28.424654178759063,-7.511133985586668,6.114395550482856,-18.59052447245412,-6.246722213733992,-7.8318603003871505,16.727405478330557,7.547622441613213,-12.550091212781458,-40.19789715109114,16.597830553687206,-1.8040073146999216,13.49862258953168,7.556205243414049,-4.979981112347686,-1.627756796176132,12.079314611962635,9.858446386485712,-10.793051960638657,13.058713114072908,-68.19217144221172,17.0,14.0,-1.1704766218529516
01-05,8.403361980949265,4.950495238818778,9.712230382415552,3.137252961613102,-0.3322246347013393,-2.247189629666397,12.380954197474887,14.804470023800516,6.080203277872273,11.744971262657335,-16.459624569824776,-3.637410735919204,6.916760776324468,-21.8781229916926,-6.246722213733992,-6.149300658547029,17.8433268992599,8.723712984148127,-3.381043965109733,-40.19789715109114,16.99556976939202,0.5336677896352332,12.434829611461135,7.2809416715235455,-5.172985644803046,-1.627756796176132,13.53465940729166,11.143941110091728,-12.045082131546335,11.994435466808154,-101.88311832842042,18.0,13.0,-1.3755707948288542
01-06,8.403361980949265,4.477613947922039,9.712230382415552,1.5686315296704754,0.6535922963084135,-6.59025472973809,10.256414770844726,14.804470023800516,5.692104944309761,7.178635963640268,-25.657894092913825,-6.185690312312256,5.738026754584334,-21.8781229916926,-5.161856309859961,-5.886668044818437,12.187649464269585,9.720268094120264,-3.381043965109733,-41.80581445260687,17.63719506699156,3.1563470310680892,13.328870503848341,7.075919905577709,-5.172985644803046,-0.13975515438862585,16.63703710433958,10.585186690178418,-13.947560145927449,10.082291403748943,-101.88311832842042,19.0,12.0,-2.2191908488388226
01-07,8.786610067250683,4.477613947922039,12.589926558260018,-0.3891035769355238,-0.32894611461834244,-13.173656895510565,10.543134389685138,15.363127098656188,6.909551307657086,12.419356994152512,-32.802550997461964,-10.084350140382467,5.738026754584334,-17.657342332551195,-6.562561372182603,-5.761257968766882,10.146733972686446,11.366263554946068,-3.381043965109733,-31.469597864701925,16.034406916817687,4.6326057294273335,10.32992226784139,7.075919905577709,-6.6605326319510185,-2.667895332899586,17.948032267220796,10.274057198385076,-13.094912270568258,10.082291403748943,-101.47332402878195,17.0,14.0,-2.2835321018581483
01-08,8.786610067250683,7.462689913203398,11.971830730517688,-1.1673207499531606,-1.320126964832262,-13.855423322002926,10.543134389685138,15.40616090257916,5.105849444657966,7.094594777457644,-33.549424490177785,-10.084350140382467,7.696870819773087,-11.757457188850713,-7.3480247244822205,-6.5262555931470745,11.064619538184076,11.366263554946068,-0.5330466868722613,-37.53581971602184,14.23341174170164,3.5698532682316424,9.75497710133311,7.002212741289541,-7.0871397385990225,-5.375269652245494,19.38211957106121,10.64424242946648,-13.094912270568258,8.205553436655746,-98.24426578517141,17.0,14.0,-2.5221884708165354
01-09,8.786610067250683,8.040202663076098,12.720844937915313,3.088801361466996,-1.9933478082079563,-13.855423322002926,7.348247507400088,11.484597743552143,12.561571189300508,8.333333333333332,-37.79264055316225,-9.1540598774991,3.7325727565848976,-8.230259264892682,-7.6436565424160365,-6.5262555931470745,11.064619538184076,10.916225248404864,-3.159363365601604,-24.690261224605543,13.144058945639904,5.317418822291409,9.75497710133311,2.010430929808656,-6.324345137762736,-5.7207640341218005,19.37009165756216,10.64424242946648,-14.068779820753093,7.822544355224548,-102.21615177750442,18.0,13.0,-2.426900572060708
01-10,6.410264733744941,7.0707059541462565,11.191339565756829,6.343288027541676,-1.9933478082079563,-14.45783067119884,6.752418603809075,12.707181534470651,11.338965869384847,7.692310154726517,-37.79264055316225,-11.935560358764414,4.7279410289933885,-12.410556856847627,-7.04710394500865,-6.5262555931470745,8.836923245076749,10.734919245031113,-0.8444696375738735,-20.253155743853586,11.509025198254493,5.317418822291409,7.007093397979075,2.6933137571867354,-6.962663056497693,-5.237180791567722,19.37009165756216,9.977785411745652,-17.47882319134716,3.323332331271963,-110.4448572123899,18.0,13.0,-3.2380686090513944
01-11,5.128207385422363,5.527636500392988,12.408758300947113,6.343288027541676,-3.654479536267944,-9.941519939484863,6.796113052964925,10.084033290188787,10.909090909090908,7.692310154726517,-34.28093477793754,-9.638259222014396,5.036115027179443,-10.882708233857727,-7.436360188003534,-5.903289276748509,9.027865124111695,10.43178023549396,4.133827181110616,-19.584305200797022,11.509025198254493,4.731416753289063,3.73424218604938,2.1323393820895062,-3.706765949784083,-7.522013174156222,19.37009165756216,8.094932459577729,-23.109193654529435,3.505989158542844,-80.1090660691177,19.0,12.0,-2.2313494592955747
