,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-27,-0.0014999998966231944,0.09000003337860107,0.10000000149011612,-0.0130000002682209,-0.020099999383091927,0.0035499995574355125,-0.0014999998966231944,3.0,4.0,0.02249286214022764
01-28,-0.0014999998966231944,0.06000003218650817,0.10000000149011612,-0.0130000002682209,-0.03099999949336052,0.0035499995574355125,-0.0014999998966231944,3.0,4.0,0.01665000481131886
01-29,-0.0014999998966231944,0.009999990463256836,0.0819999985396862,-0.0130000002682209,-0.03099999949336052,-0.00535000115633011,-0.0014999998966231944,2.0,5.0,0.005664284041683588
01-30,-0.0014999998966231944,0.019999980926513672,0.09399999864399433,-0.0130000002682209,-0.03099999949336052,0.005049999803304672,-0.0014999998966231944,3.0,4.0,0.01029285425985498
01-31,-0.0014999998966231944,-0.07499998807907103,0.10500000603497027,-0.012000000104308128,-0.03099999949336052,0.0035499995574355125,-0.0015999999595806005,2.0,5.0,-0.001792854562933956
02-01,-0.0015999999595806005,-0.07999998331069946,0.10500000603497027,-0.012000000104308128,-0.03099999949336052,0.003889999818056822,-0.0023999999393709004,2.0,5.0,-0.002587139564898929
02-02,-0.0023999999393709004,-0.07999998331069946,0.10500000603497027,-0.015000000596046446,-0.01616000011563301,-0.0044499998912215216,-0.0023999999393709004,1.0,6.0,-0.00220142539391028
02-03,-0.0023999999393709004,-0.07999998331069946,0.08999999798834324,-0.012999998405575752,-0.011799998581409454,-0.0044499998912215216,-0.0023999999393709004,1.0,6.0,-0.003435711725614965
02-04,-0.0023999999393709004,-0.08000001311302185,0.09399999864399433,-0.014999999664723871,-0.011799998581409454,-0.0044499998912215216,-0.0023999999393709004,1.0,6.0,-0.0031500017835891674
02-05,-0.0023999999393709004,-0.05000001192092896,0.09799999371170998,-0.014999999664723871,-0.011799998581409454,-0.0044499998912215216,-0.002300000109244138,1.0,6.0,0.0017214262292587332
02-06,-0.002300000109244138,-0.02000001072883606,0.07899999991059302,-0.014999999664723871,-0.011799998581409454,-0.0044499998912215216,-0.0027000001282431185,1.0,6.0,0.003249998686702124
02-07,-0.0027000001282431185,-0.010000020265579224,0.06500000134110451,-0.014999999664723871,-0.002799998968839645,-0.0013700006529688835,-0.0027000001282431185,1.0,6.0,0.004347140218929521
02-08,-0.0027000001282431185,-0.05000001192092896,0.06500000134110451,-0.014999999664723871,-0.002799998968839645,-0.0013700006529688835,-0.003800000180490315,1.0,6.0,-0.0015242871678700404
02-09,-0.003800000180490315,-0.05000001192092896,0.06600000150501728,-0.019000002183020115,-0.002799998968839645,-0.0013700006529688835,-0.003800000180490315,1.0,6.0,-0.002110001797388707
02-10,-0.003800000180490315,-0.03499999642372132,0.05500000342726708,-0.019000002183020115,-0.014499997720122337,-0.0013700006529688835,-0.003800000180490315,1.0,6.0,-0.003209999130506601
02-11,-0.003800000180490315,-0.02000001072883606,0.05500000342726708,-0.019000002183020115,-0.014499997720122337,-0.0013700006529688835,-0.003800000180490315,1.0,6.0,-0.0010671440312372787
02-12,-0.003800000180490315,-0.04899999499320984,0.06399999931454659,-0.02000000141561032,-0.014499997720122337,-0.0013700006529688835,-0.004200000199489296,1.0,6.0,-0.004124285121049199
02-13,-0.004200000199489296,-0.05000001192092896,0.051999997347593314,-0.02000000141561032,-0.014499997720122337,0.0018799994140863414,-0.004200000199489296,2.0,5.0,-0.005574287813422936
02-14,-0.004200000199489296,-0.060999989509582526,0.05100000277161598,-0.02000000141561032,-0.005549998953938484,0.0018799994140863414,-0.004200000199489296,2.0,5.0,-0.006009998298915369
02-15,-0.004200000199489296,-0.06700000166893005,0.05100000277161598,-0.02000000141561032,-0.005549998953938484,-0.0014100000262260435,-0.004200000199489296,1.0,6.0,-0.0073371428131525016
02-16,-0.004200000199489296,-0.06700000166893005,0.05100000277161598,-0.015999998897314068,-0.018200000748038292,-0.007809999398887157,-0.004300000204239041,1.0,6.0,-0.009501428335040276
02-17,-0.004300000204239041,-0.06700000166893005,0.05299999937415123,-0.015999998897314068,-0.007799999788403511,-0.007809999398887157,-0.004300000204239041,1.0,6.0,-0.007744285826837378
02-18,-0.004300000204239041,-0.07499998807907103,0.04000000283122064,-0.015999998897314068,-0.007799999788403511,-0.007809999398887157,-0.004300000204239041,1.0,6.0,-0.01074428339156189
02-19,-0.004300000204239041,-0.10499998927116394,0.04400000348687172,-0.015999998897314068,-0.007799999788403511,-0.007809999398887157,-0.0020599999115802348,1.0,6.0,-0.014138569140673747
02-20,-0.0020599999115802348,-0.12999999523162842,0.03400000371038914,-0.015999998897314068,-0.007799999788403511,-0.01691999938338995,-0.0021599999454338104,1.0,6.0,-0.02013428420676584
02-21,-0.0021599999454338104,-0.1340000033378601,0.03400000371038914,-0.015999998897314068,-0.02680000104010105,-0.017109999433159828,-0.0021599999454338104,1.0,6.0,-0.02346142841270193
02-22,-0.0021599999454338104,-0.07999998331069946,0.03400000371038914,-0.016999999061226845,-0.01972999982535839,-0.01638999953866005,-0.0016000001050997525,1.0,6.0,-0.014697139725155597
02-23,-0.0016000001050997525,-0.07999998331069946,0.04300000332295895,-0.017999999225139618,-0.01972999982535839,-0.01730000041425228,-0.0016000001050997525,1.0,6.0,-0.013604282808955759
02-24,-0.0016000001050997525,-0.07999998331069946,0.04300000332295895,-0.017999999225139618,-0.021889999508857727,-0.01730000041425228,-0.0016000001050997525,1.0,6.0,-0.013912854192312809
02-25,-0.0016000001050997525,-0.10999998450279236,0.039000000804662704,-0.016999999061226845,-0.02198999933898449,-0.01730000041425228,-0.0016000001050997525,1.0,6.0,-0.018641426103256108
02-26,-0.0016000001050997525,-0.03000000119209289,0.04100000113248825,-0.016999999061226845,-0.02198999933898449,-0.01730000041425228,-0.0016000001050997525,1.0,6.0,-0.006927142726323965
02-27,-0.0016000001050997525,-0.10999998450279236,0.042000001296401024,-0.016999999061226845,-0.01517999917268753,-0.011499999556690454,-0.0016000001050997525,1.0,6.0,-0.01641142588674224
02-28,-0.0016000001050997525,-0.10999998450279236,0.042000001296401024,-0.016999999061226845,-0.01517999917268753,-0.011499999556690454,0.0009500000160187484,2.0,5.0,-0.01604714015515388
02-29,0.0,0.0,0.042000001296401024,0.0,0.0,0.0,0.0013500000350177288,2.0,0.0,0.0061928573330598214
03-01,0.0013500000350177288,-0.10999998450279236,0.040000000968575485,-0.014000000432133676,-0.006579998880624771,-0.011899999342858791,-0.0018500000151107086,2.0,5.0,-0.0147114260242753
03-02,-0.0018500000151107086,-0.10999998450279236,0.045000003650784486,-0.014000000432133676,-0.006579998880624771,-0.011659999378025532,-0.0018500000151107086,1.0,6.0,-0.014419997081859037
03-03,-0.0018500000151107086,-0.10999998450279236,0.06400000117719172,-0.018000001087784767,-0.006579998880624771,-0.011899999342858791,-0.0018500000151107086,1.0,6.0,-0.012311426095298623
03-04,-0.0018500000151107086,-0.10999998450279236,0.04300000332295895,-0.01899999938905239,-0.006579998880624771,-0.011899999342858791,-0.0018500000151107086,1.0,6.0,-0.01545428268894154
03-05,-0.0018500000151107086,-0.125,0.055000001564621925,-0.019999999552965164,-0.006579998880624771,-0.010899999178946018,-0.0018500000151107086,1.0,6.0,-0.015882856582590782
03-06,-0.0018500000151107086,-0.2199999988079071,0.055000001564621925,-0.019999999552965164,-0.006579998880624771,-0.0010000001639127733,-0.0018500000151107086,1.0,6.0,-0.028039999410144185
03-07,-0.0018500000151107086,-0.12299999594688416,0.055000001564621925,-0.019999999552965164,-0.006579998880624771,-0.0010000001639127733,-0.0016500000201631335,1.0,6.0,-0.014154284716434113
03-08,-0.0016500000201631335,-0.12299999594688416,0.055000001564621925,-0.019999999552965164,0.00633000023663044,-0.0010000001639127733,-0.0016500000201631335,2.0,5.0,-0.012281427700405145
03-09,-0.0016500000201631335,-0.12299999594688416,0.03999999910593033,-0.019999999552965164,0.00633000023663044,-0.0010000001639127733,-0.0016500000201631335,2.0,5.0,-0.014424285194503941
03-10,-0.0016500000201631335,-0.12299999594688416,-0.0560000017285347,-0.019999999552965164,-0.007099999114871025,-0.0010000001639127733,-0.0016500000201631335,0.0,7.0,-0.030057142363927727
03-11,-0.0016500000201631335,-0.12299999594688416,-0.04999999701976776,-0.016999999061226845,-0.007099999114871025,-0.0010000001639127733,-0.0016500000201631335,0.0,7.0,-0.02877142733528412
03-12,-0.0016500000201631335,-0.1850000023841858,-0.038999997079372406,-0.016999999061226845,-0.007099999114871025,-0.0010000001639127733,-0.0016500000201631335,0.0,7.0,-0.03605714254912788
03-13,-0.0016500000201631335,-0.1850000023841858,-0.038999997079372406,-0.016999999061226845,-0.009999999776482582,-0.0010000001639127733,-0.0016500000201631335,0.0,7.0,-0.036471428357929526
03-14,-0.0016500000201631335,-0.20999997854232788,-0.038999997079372406,-0.003999998793005943,-0.009999999776482582,-0.0010000001639127733,-0.0016500000201631335,0.0,7.0,-0.038185710627918264
03-15,-0.0016500000201631335,-0.1599999964237213,-0.0599999949336052,-0.003999998793005943,-0.008999999612569809,-0.006500000134110451,-0.0015499999863095582,0.0,7.0,-0.034671427129069336
03-16,-0.0015499999863095582,-0.1599999964237213,-0.0689999982714653,-0.003999998793005943,-0.0149999987334013,-0.022370000369846814,-0.0015499999863095582,0.0,7.0,-0.03906714179486569
03-17,-0.0015499999863095582,-0.1599999964237213,-0.08000000566244125,-0.0010000001639127733,-0.013899998739361765,-0.022370000369846814,-0.0015499999863095582,0.0,7.0,-0.04005285733312902
03-18,-0.0015499999863095582,-0.12000000476837155,-0.04599999636411667,-0.006999999284744264,-0.013899998739361765,-0.022370000369846814,-0.0013000001199543474,0.0,7.0,-0.03030285709038643
03-19,-0.0013000001199543474,-0.1599999964237213,-0.04099999368190765,-0.0059999991208314896,-0.013899998739361765,-0.011769999749958515,-0.0013000001199543474,0.0,7.0,-0.033609998279384205
03-20,-0.0013000001199543474,-0.2399999797344208,-0.04099999368190765,-0.0059999991208314896,-0.006400000303983688,-0.011769999749958515,-0.00139999995008111,0.0,7.0,-0.0439814246658768
03-21,-0.00139999995008111,-0.22999998927116394,-0.04099999368190765,-0.0059999991208314896,-0.010399999096989632,-0.018040000461041927,-0.0013000001199543474,0.0,7.0,-0.04401999738599573
03-22,-0.0013000001199543474,-0.22999998927116394,-0.04599999636411667,-0.0059999991208314896,-0.0068999994546175,-0.018040000461041927,-0.0013000001199543474,0.0,7.0,-0.04421999784452575
03-23,-0.0013000001199543474,-0.22999998927116394,-0.0599999949336052,-0.0010000001639127733,-0.0068999994546175,-0.018040000461041927,-0.0013000001199543474,0.0,7.0,-0.04550571207489286
03-24,-0.0013000001199543474,-0.16999998688697815,-0.05799999833106995,-0.004000000655651093,-0.013799998909235,-0.018040000461041927,-0.0013000001199543474,0.0,7.0,-0.0380628550691264
03-25,-0.0013000001199543474,-0.06999999284744263,-0.05699999630451201,0.0059999991208314896,-0.013799998909235,-0.018040000461041927,-0.0010000000474974509,1.0,6.0,-0.022162855652693127
03-26,-0.0010000000474974509,-0.1550000011920929,-0.05699999630451201,0.006999999284744264,-0.013799998909235,-0.012500000186264515,-0.0010000000474974509,1.0,6.0,-0.033328571057479286
03-27,-0.0010000000474974509,-0.1499999761581421,-0.059999998658895486,0.006999999284744264,-0.013799998909235,-0.012500000186264515,-0.0010000000474974509,1.0,6.0,-0.033042853531826816
03-28,-0.0010000000474974509,-0.14000001549720764,-0.059999998658895486,0.004000000655651093,-0.013799998909235,-0.0015300000086426735,-0.0010000000474974509,1.0,6.0,-0.030475716073332087
03-29,-0.0010000000474974509,-0.12000000476837155,-0.08000000193715097,0.005000000819563866,-0.013799998909235,-0.0015000002458691595,-0.0010000000474974509,1.0,6.0,-0.03032857216229396
03-30,-0.0010000000474974509,-0.12000000476837155,-0.06200000271201134,0.012000000104308128,-0.013799998909235,-0.0002000001259148121,-0.0010000000474974509,1.0,6.0,-0.0265714295008885
03-31,-0.0010000000474974509,-0.13999998569488525,-0.06099999696016312,0.012000000104308128,-0.01289999857544899,-0.0002000001259148121,-0.0010000000474974509,1.0,6.0,-0.029157140192442706
04-01,-0.0010000000474974509,-0.13999998569488525,-0.035999998450279236,0.012000000104308128,-0.01289999857544899,-0.0002000001259148121,-0.0010000000474974509,1.0,6.0,-0.025585711833887862
04-02,-0.0010000000474974509,-0.15000000596046448,-0.026000000536441803,0.012000000104308128,-0.01289999857544899,-0.004399999976158142,-0.0010000000474974509,1.0,6.0,-0.026185715005600026
04-03,-0.0010000000474974509,-0.19999998807907104,-0.04000000283122064,0.012000000104308128,-0.01289999857544899,-0.0021000001579523087,-0.0010000000474974509,1.0,6.0,-0.034999998519197106
04-04,-0.0010000000474974509,-0.19999998807907104,-0.04000000283122064,0.012000000104308128,-0.009369999170303343,-0.002350000198930502,-0.0010000000474974509,1.0,6.0,-0.0345314271814589
04-05,-0.0010000000474974509,-0.19999998807907104,-0.08499999716877937,0.012000000104308128,-0.008899999782443047,-0.002350000198930502,-0.0010000000474974509,1.0,6.0,-0.04089285503141582
04-06,-0.0010000000474974509,-0.19999998807907104,-0.08000000193715097,0.012000000104308128,-0.008899999782443047,-0.002350000198930502,-0.0010000000474974509,1.0,6.0,-0.04017856999832605
04-07,-0.0010000000474974509,-0.21999996900558472,-0.08000000193715097,0.012000000104308128,-0.008899999782443047,-0.002350000198930502,-0.0010000000474974509,1.0,6.0,-0.043035710130685134
04-08,-0.0010000000474974509,-0.2300000190734864,-0.08000000193715097,0.012000000104308128,-0.008899999782443047,-0.002350000198930502,-0.0010000000474974509,1.0,6.0,-0.044464288711813946
04-09,-0.0010000000474974509,-0.20000001788139346,-0.05400000140070915,0.012000000104308128,-0.008899999782443047,-0.0055499998852610605,-0.0010000000474974509,1.0,6.0,-0.03692143127721336
04-10,-0.0010000000474974509,-0.19999998807907104,-0.05400000140070915,0.012000000104308128,-0.008899999782443047,-0.006849999772384764,-0.0008999999845400453,1.0,6.0,-0.0370928555660482
04-11,-0.0008999999845400453,-0.1599999964237213,-0.05400000140070915,0.012000000104308128,0.0020000003278255467,-0.006849999772384764,-0.0008999999845400453,2.0,5.0,-0.02980714244768024
04-12,-0.0008999999845400453,-0.13999998569488525,-0.06399999931454659,0.00950000062584877,-0.001999998465180397,-0.006849999772384764,-0.0008999999845400453,1.0,6.0,-0.029307140370032618
04-13,-0.0008999999845400453,-0.13999998569488525,-0.07600000500679016,0.00950000062584877,-0.001999998465180397,-0.006849999772384764,-0.0008999999845400453,1.0,6.0,-0.03102142689749598
04-14,-0.0008999999845400453,-0.03499999642372132,-0.06099999696016312,0.0054999999701976785,-0.001999998465180397,-0.006849999772384764,-0.00010000000474974512,1.0,6.0,-0.014335713091505956
04-15,-0.00010000000474974512,-0.09000000357627869,-0.06599999964237213,0.0054999999701976785,-0.001999998465180397,-0.006849999772384764,0.0002000000677071512,2.0,5.0,-0.02275000020329441
04-16,0.0002000000677071512,-0.1069999933242798,-0.07599999383091928,0.0054999999701976785,-0.001999998465180397,-0.006849999772384764,0.005899999814573675,3.0,4.0,-0.025749997934326533
04-17,0.005899999814573675,-0.12700000405311584,-0.07599999383091928,0.0054999999701976785,-0.002199999988079071,-0.0015500001609325411,0.005899999814573675,3.0,4.0,-0.02706428549052881
04-18,0.005899999814573675,-0.15700000524520874,-0.07599999383091928,0.0075000012293457985,0.009199999272823334,-0.0015500001609325411,0.005899999814573675,4.0,3.0,-0.02943571415796344
04-19,0.005899999814573675,-0.15700000524520874,-0.0559999980032444,0.0144000006839633,-0.0021500010043382645,-0.0015500001609325411,0.005899999814573675,3.0,4.0,-0.02721428630008761
04-20,0.005899999814573675,-0.15700000524520874,-0.04199999943375588,0.0144000006839633,-0.0021500010043382645,-0.0015500001609325411,0.005899999814573675,3.0,4.0,-0.0252142865044464
04-21,0.005899999814573675,-0.16200000047683716,-0.029000002890825268,0.0144000006839633,-0.0021500010043382645,-0.0015500001609325411,0.005699999746866524,3.0,4.0,-0.02410000061250425
04-22,0.005699999746866524,-0.12200000882148745,-0.033000003546476364,0.0144000006839633,-0.002199999988079071,-0.0015500001609325411,0.005000000004656613,3.0,4.0,-0.01909285886878414
04-23,0.005000000004656613,-0.13699999451637268,-0.03799999877810478,0.0144000006839633,-0.002199999988079071,-0.0015500001609325411,0.005400000023655593,3.0,4.0,-0.021992856104459082
04-24,0.005400000023655593,-0.1080000102519989,-0.03799999877810478,0.0144000006839633,-0.002199999988079071,-0.0015500001609325411,0.005400000023655593,3.0,4.0,-0.017792858349691545
04-25,0.005400000023655593,-0.1069999933242798,-0.03799999877810478,0.0144000006839633,-0.002199999988079071,-0.007699999958276749,0.005400000023655593,3.0,4.0,-0.01852857018820941
04-26,0.005400000023655593,-0.10999998450279236,-0.025999996811151505,0.015399999916553497,-0.002199999988079071,-0.007699999958276749,0.005400000023655593,3.0,4.0,-0.017099997328062142
04-27,0.005400000023655593,-0.10999998450279236,-0.025000002235174186,0.015399999916553497,-0.002199999988079071,-0.004089999943971635,0.005400000023655593,3.0,4.0,-0.01644142667230751
04-28,0.005400000023655593,-0.0990000069141388,-0.026999998837709427,0.01640000008046627,-0.002199999988079071,-0.004089999943971635,0.005400000023655593,3.0,4.0,-0.015012857936588781
04-29,0.005400000023655593,-0.02300000190734864,-0.018000002950429916,0.00950000062584877,0.0015999991446733475,-0.004089999943971635,0.0055000000284053385,4.0,3.0,-0.003298572139881019
04-30,0.0055000000284053385,-0.01500001549720764,-0.025000002235174186,0.00950000062584877,0.0015999991446733475,-0.004089999943971635,0.0055000000284053385,4.0,3.0,-0.003141431121288666
05-01,0.0055000000284053385,0.014999985694885254,-0.025000002235174186,0.00950000062584877,0.0015999991446733475,-0.004089999943971635,0.005600000062258914,5.0,2.0,0.0011585690538465445
05-02,0.005600000062258914,-0.009999990463256836,-0.025000002235174186,0.00950000062584877,0.0015999991446733475,-0.004089999943971635,0.005089999904157594,4.0,3.0,-0.002471427557923432
05-03,0.005089999904157594,0.009999990463256836,-0.014000002294778824,0.00950000062584877,0.0015999991446733475,-0.003899999894201757,0.0012799999967683107,5.0,2.0,0.0013671411351034687
05-04,0.0012799999967683107,0.009999990463256836,-0.01700000464916229,0.00950000062584877,-0.002119999378919601,-0.003899999894201757,0.0012799999967683107,4.0,3.0,-0.00013714469137734599
05-05,0.0012799999967683107,0.0040000081062316895,-0.012000001966953278,0.00950000062584877,-0.002119999378919601,-0.003899999894201757,0.0012799999967683107,4.0,3.0,-0.0002799989306367935
05-06,0.0012799999967683107,-0.04500001668930054,-0.010999999940395357,0.00950000062584877,0.011539999395608902,-0.003899999894201757,0.0012799999967683107,4.0,3.0,-0.00518571664412905
05-07,0.0012799999967683107,-0.009000003337860106,-0.010999999940395357,0.00950000062584877,0.011539999395608902,-0.003899999894201757,0.00020000003860332072,4.0,3.0,-0.00019714330223255923
05-08,0.00020000003860332072,-0.13999998569488525,-0.010999999940395357,0.00950000062584877,0.013699999079108238,-0.0005999999120831492,0.00020000003860332072,4.0,3.0,-0.018285712252171443
05-09,0.00020000003860332072,-0.009999990463256836,-0.010999999940395357,0.008500000461935997,0.013799998909235,0.001999999862164259,-0.002399999997578561,4.0,3.0,0.00015714412438683212
05-10,-0.002399999997578561,-0.011000007390975952,-0.010999999940395357,0.008500000461935997,0.013799998909235,0.001999999862164259,-0.002300000051036477,3.0,4.0,-0.0003428583066644413
05-11,-0.002300000051036477,-0.011000007390975952,-0.02199999988079071,0.008500000461935997,-0.006419999524950981,-0.003200000151991844,-0.002300000051036477,1.0,6.0,-0.00553142951269235
05-12,-0.002300000051036477,-0.011000007390975952,-0.03500000387430191,0.008500000461935997,-0.006419999524950981,-0.003200000151991844,-0.0027000000700354576,1.0,6.0,-0.007445715800193805
05-13,-0.0027000000700354576,-0.0010000169277191162,-0.045000001788139336,0.008500000461935997,-0.006419999524950981,-0.003200000151991844,0.00049999998009298,2.0,5.0,-0.007045716860115395
05-14,0.00049999998009298,-0.03999999165534973,-0.028000004589557648,0.008500000461935997,-0.006419999524950981,-0.0034400001168251038,0.00049999998009298,3.0,4.0,-0.009765713637794502
05-15,0.00049999998009298,-0.04499998688697815,-0.02300000190734864,0.008500000461935997,-0.006419999524950981,-0.003200000151991844,0.00049999998009298,3.0,4.0,-0.00973142686416395
05-16,0.00049999998009298,0.06000000238418578,-0.02300000190734864,0.008500000461935997,-0.006419999524950981,-0.003200000151991844,0.00049999998009298,4.0,3.0,0.005268571603145185
05-17,0.0,0.04000002145767212,-0.03999999910593033,0.01900000125169754,-0.0035200007259845725,-0.003200000151991844,0.00049999998009298,3.0,4.0,0.001825717529365128
05-18,0.0,0.04000002145767212,-0.055000001564621925,0.016999999061226845,-0.008530000224709509,-0.003200000151991844,0.00049999998009298,3.0,4.0,-0.0013185687774759053
05-19,0.0,-0.02699998021125793,-0.04800000041723251,0.016999999061226845,-0.008530000224709509,-0.003200000151991844,0.00029999998514540493,2.0,5.0,-0.009918568851259937
05-20,0.0,-0.08699999749660492,-0.031999997794628136,0.006999999284744264,-0.011180000379681587,-0.003200000151991844,0.00029999998514540493,2.0,5.0,-0.018011428079002405
05-21,0.0,-0.08499997854232788,-0.03400000184774399,0.006999999284744264,-0.011180000379681587,-0.003200000151991844,0.00029999998514540493,2.0,5.0,-0.01801142595026509
05-22,0.0,-0.04499998688697815,-0.03400000184774399,0.006999999284744264,0.0022499989718198768,-0.003200000151991844,0.00029999998514540493,3.0,4.0,-0.010378570092143493
05-23,0.0,-0.08000001311302185,-0.03400000184774399,0.003999998793005943,0.0022499989718198768,-0.003200000151991844,0.00029999998514540493,3.0,4.0,-0.015807145337540924
05-24,0.0,-0.11000001430511476,-0.03400000184774399,0.003999998793005943,0.0022499989718198768,-0.003200000151991844,0.003100000118138269,3.0,4.0,-0.019692859774555208
05-25,0.0,-0.11000001430511476,-0.03400000184774399,0.005090000107884407,0.0022499989718198768,-0.0033299997448921204,0.003100000118138269,3.0,4.0,-0.01955571667141548
05-26,0.0,-0.11000001430511476,-0.040000000968575485,0.0149999987334013,0.0011499989777803419,-0.0033299997448921204,0.003100000118138269,3.0,4.0,-0.019154288169894642
05-27,0.0,-0.2299999967217445,-0.05000000447034837,0.003999998793005943,0.0011499989777803419,-0.0033299997448921204,0.003000000084284693,3.0,4.0,-0.039311429011702
05-28,0.0,-0.19999998807907104,-0.05000000447034837,0.003999998793005943,0.0011499989777803419,-0.0033299997448921204,0.002800000132992864,3.0,4.0,-0.0350542849129332
05-29,0.0,-0.19999998807907104,-0.05000000447034837,0.003999998793005943,0.0011499989777803419,-0.0033299997448921204,0.002800000132992864,3.0,4.0,-0.0350542849129332
05-30,0.0,-0.16500001400709152,-0.05000000447034837,0.003999998793005943,0.0011499989777803419,-0.0033299997448921204,0.0004000000189989805,3.0,4.0,-0.030397145776078105
05-31,0.0,-0.16500001400709152,-0.05000000447034837,0.0029999986290931697,0.0011499989777803419,-0.0011999998241662981,0.0004000000189989805,3.0,4.0,-0.030235717239390524
06-01,0.0,-0.16500001400709152,-0.04800000414252281,0.015999998897314068,0.0011499989777803419,-0.0011999998241662981,0.0004000000189989805,3.0,4.0,-0.02809286001138389
06-02,0.0,-0.17500000447034836,-0.039000000804662704,0.010999999940395357,0.0011499989777803419,-0.0009999996982514858,0.0004000000189989805,3.0,4.0,-0.028921429433726838
