,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-0.424999952316284,-0.14999961853027344,-0.060000419616699226,2.6700000762939453,4.189999580383304,2.0,3.0,1.244999933242798
01-03,4.189999580383304,-0.14999961853027344,-0.2799997329711932,2.550000190734865,3.3100004196166988,3.0,2.0,1.92400016784668
01-04,3.3100004196166988,-0.39999961853027344,-1.0599994659423793,2.4600000381469727,3.5269994735717773,3.0,2.0,1.5674001693725592
01-05,3.5269994735717773,0.2299995422363281,-2.1000003814697266,2.950000762939455,2.666999816894533,4.0,1.0,1.4547998428344733
01-06,2.666999816894533,0.7900009155273438,-2.699999809265135,2.9000005722045934,2.666999816894533,4.0,1.0,1.2648002624511736
01-07,2.666999816894533,0.4500007629394531,-2.5399999618530282,2.9000005722045934,2.8800001144409197,4.0,1.0,1.2714002609252943
01-08,2.8800001144409197,0.3099994659423864,-2.5399999618530282,3.0399999618530287,1.4300003051757797,4.0,1.0,1.0239999771118176
01-09,1.4300003051757797,0.3099994659423864,-2.7400007247924805,2.514999389648436,2.0419998168945312,4.0,1.0,0.7113996505737304
01-10,2.0419998168945312,0.2899990081787145,-2.9099998474121094,2.2100000381469727,2.6800003051757795,4.0,1.0,0.8623998641967777
01-11,2.6800003051757795,0.6800003051757812,-2.6240005493164062,2.1099996566772456,2.075000762939452,4.0,1.0,0.9842000961303704
01-12,2.075000762939452,1.3599987030029261,-2.09000015258789,2.260000228881836,1.515000343322752,4.0,1.0,1.023999977111815
01-13,1.515000343322752,0.5450000762939453,-2.550000190734864,2.1799993515014653,1.515000343322752,4.0,1.0,0.6409999847412102
01-14,1.515000343322752,1.0650005340576136,-2.550000190734864,2.1799993515014653,1.7899999618530271,4.0,1.0,0.7999999999999989
01-15,1.7899999618530271,1.2150001525878906,-2.550000190734864,2.2899999618530296,0.9300003051757812,4.0,1.0,0.7350000381469729
01-16,0.9300003051757812,1.2150001525878906,-2.550000190734864,2.219999313354492,1.7600002288818375,4.0,1.0,0.7149999618530277
01-17,1.7600002288818375,1.2150001525878906,-3.0100002288818364,2.410000801086426,2.1699991226196294,4.0,1.0,0.9090000152587894
01-18,2.1699991226196294,1.739999771118164,-3.290000915527348,2.4800004959106463,3.270000457763672,4.0,1.0,1.2739997863769528
01-19,3.270000457763672,2.260000228881836,-2.399999618530273,2.689999580383301,2.4700002670288064,4.0,1.0,1.6580001831054685
01-20,2.4700002670288064,5.299999237060547,-1.25,2.6700000762939453,2.4700002670288064,4.0,1.0,2.331999969482421
01-21,2.4700002670288064,4.692998886108398,-1.6000003814697266,2.6700000762939453,2.4700002670288064,4.0,1.0,2.140599822998046
01-22,2.4700002670288064,3.602998733520508,-1.6000003814697266,2.6700000762939453,2.1199998855590816,4.0,1.0,1.852599716186523
01-23,2.1199998855590816,3.602998733520508,-1.3800010681152344,2.390000343322754,1.5,4.0,1.0,1.646599578857422
01-24,1.5,3.5799999237060547,-1.420000076293945,2.352999687194824,2.0,4.0,1.0,1.6025999069213868
01-25,2.0,3.5699996948242188,-1.5799999237060531,2.3219995498657244,1.6499996185302734,4.0,1.0,1.5923997879028329
01-26,1.6499996185302734,2.3570003509521515,-1.7599992752075195,1.1700000762939435,1.6499996185302734,4.0,1.0,1.0134000778198249
01-27,1.6499996185302734,2.55000114440918,-1.5,1.1100006103515592,1.6499996185302734,4.0,1.0,1.092000198364257
01-28,1.6499996185302734,2.3500003814697266,-1.5399999618530271,1.1100006103515592,1.6199998855590818,4.0,1.0,1.0380001068115228
01-29,1.6199998855590818,2.3500003814697266,-1.5399999618530271,0.8800001144409162,1.7199993133544942,4.0,1.0,1.0059999465942382
01-30,1.7199993133544942,2.3500003814697266,-1.5399999618530271,1.0899991989135742,2.4900007247924787,4.0,1.0,1.2219999313354493
01-31,2.4900007247924787,2.560001373291016,-1.8850011825561523,1.1929998397827148,2.3299999237060507,4.0,1.0,1.3376001358032217
02-01,2.3299999237060507,0.8199996948242188,-2.75,1.2100000381469729,3.0,4.0,1.0,0.9219999313354486
02-02,3.0,0.4900016784667969,-2.899999618530273,0.7799997329711932,3.5,4.0,1.0,0.9740003585815432
02-03,3.5,-0.14999961853027344,-2.620000839233401,0.7799997329711932,3.5,3.0,2.0,1.0019998550415037
02-04,3.5,0.75,-2.620000839233401,0.7799997329711932,3.689999580383301,4.0,1.0,1.2199996948242184
02-05,3.689999580383301,0.7000007629394531,-2.620000839233401,0.9299993515014666,3.6000003814697266,4.0,1.0,1.259999847412109
02-06,3.6000003814697266,0.7000007629394531,-2.399999618530273,0.5999994277954102,2.950000762939455,4.0,1.0,1.0900003433227543
02-07,2.950000762939455,0.35000038146972656,-2.25,0.7300004959106445,2.779999732971193,4.0,1.0,0.9120002746582042
02-08,2.779999732971193,-0.6299991607666016,-2.274999618530273,0.9200000762939452,2.989999771118164,3.0,2.0,0.7570001602172856
02-09,2.989999771118164,-1.6999988555908203,-2.1300010681152344,1.1999998092651367,2.75,3.0,2.0,0.6219999313354492
02-10,2.75,-1.3100013732910156,-2.1000003814697266,0.9000005722045898,2.75,3.0,2.0,0.5979997634887695
02-11,2.75,-1.470001220703125,-2.1599998474121094,0.9000005722045898,2.3600006103515625,3.0,2.0,0.4760000228881836
02-12,2.3600006103515625,-1.4999999999999964,-2.1599998474121094,0.75,2.13000011444092,3.0,2.0,0.3160001754760753
02-13,2.13000011444092,-1.4999999999999964,-2.1700000762939453,0.8599996566772461,1.3000001907348648,3.0,2.0,0.12399997711181784
02-14,1.3000001907348648,-1.1299991607665978,-2.14699935913086,0.7200002670288086,0.8900003433227557,3.0,2.0,-0.07339954376220563
02-15,0.8900003433227557,-1.1499996185302734,-1.7800006866455078,0.5500001907348633,0.9099998474121094,3.0,2.0,-0.11599998474121058
02-16,0.9099998474121094,-0.4099998474121094,-1.920000076293945,0.6599998474121094,0.9099998474121094,3.0,2.0,0.029999923706054688
02-17,0.9099998474121094,0.14999961853026988,-1.510000228881836,0.5100002288818359,0.9099998474121094,4.0,1.0,0.19399986267089767
02-18,0.9099998474121094,-0.4000015258789063,-1.5399999618530271,0.5100002288818359,0.9099998474121094,3.0,2.0,0.07799968719482422
02-19,0.9099998474121094,-0.3600006103515625,-1.5399999618530271,0.5100002288818359,0.3800001144409162,3.0,2.0,-0.02000007629394567
02-20,0.3800001144409162,-0.3600006103515625,-1.5399999618530271,0.6549997329711932,-0.4949998855590802,2.0,3.0,-0.27200012207031216
02-21,-0.4949998855590802,-0.3600006103515625,-1.6000003814697266,0.25,-1.2599992752075213,1.0,4.0,-0.6930000305175781
02-22,-1.2599992752075213,-0.06500053405761719,-1.3099994659423793,0.19999980926513672,-1.6999988555908203,1.0,4.0,-0.8269996643066403
02-23,-1.6999988555908203,-0.3799991607666016,-1.0600004196166957,0.1700000762939453,-1.5899991989135742,1.0,4.0,-0.9119995117187492
02-24,-1.5899991989135742,2.6599998474121094,-1.1000003814697266,-0.029999732971191406,-1.5899991989135742,1.0,4.0,-0.3299997329711914
02-25,-1.5899991989135742,0.4099998474121094,-0.8600006103515625,-0.029999732971191406,-2.0740003585815434,1.0,4.0,-0.8288000106811524
02-26,-2.0740003585815434,0.030000686645507806,-0.8600006103515625,-0.10000038146972656,-2.0920009613037145,1.0,4.0,-1.0192003250122077
02-27,-2.0920009613037145,0.030000686645507806,-0.6800003051757812,0.2799997329711914,-1.5,2.0,3.0,-0.7924001693725593
02-28,-1.5,-0.1100006103515625,-1.4600000381469709,0.13000011444091794,-1.020000457763672,1.0,4.0,-0.7920001983642575
03-01,-1.020000457763672,-0.4699993133544922,-1.4050006866455078,0.17599964141845706,0.0,1.0,4.0,-0.543800163269043
03-02,0.0,-0.3600006103515625,-0.8500003814697301,0.2200002670288068,0.0,1.0,4.0,-0.1980001449584972
03-03,0.0,0.019998550415039062,-1.1999988555908203,0.8000001907348651,0.25,3.0,2.0,-0.02600002288818324
03-04,0.25,-0.1100006103515625,-0.9699993133544922,0.8000001907348651,-1.2200012207031286,2.0,3.0,-0.2500001907348636
03-05,-1.2200012207031286,-0.12000083923339845,-0.9699993133544922,0.8000001907348651,-1.5000000000000018,1.0,4.0,-0.6020002365112311
03-06,-1.5000000000000018,-0.12000083923339845,-0.7399997711181641,0.2799997329711932,-1.439999580383299,1.0,4.0,-0.7040000915527341
03-07,-1.439999580383299,-0.030000686645507806,-0.8599996566772443,0.4299993515014648,-0.7299995422363281,1.0,4.0,-0.5260000228881829
03-08,-0.7299995422363281,0.4599990844726527,-0.7700004577636754,1.3100004196166992,-0.8499994277954084,2.0,3.0,-0.115999984741212
03-09,-0.8499994277954084,0.5,-0.870000839233402,1.1999998092651352,-0.8499994277954084,2.0,3.0,-0.17399997711181675
03-10,-0.8499994277954084,-0.9600009918212892,0.9099998474121076,1.1999998092651352,-0.9900007247924822,2.0,3.0,-0.13800029754638746
