,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.019298434257507324,0.18205249309539795,0.13112467527389526,0.2809854745864866,0.4346935749053955,-0.1127398014068608,0.12277078628539995,0.38337182998657227,2.0210466384887704,2.271634101867676,-1.999806404113768,2.699748992919922,-0.6100540161132812,-0.1060972213745135,-0.5353183746337855,-0.21397018432616832,0.17640686035156605,-0.7560329437255895,-0.3452968597412109,-5.723999977111816,1.6269302368164062,0.7975425720214844,4.3691673278808585,2.7647495269775355,-0.14661026000977273,7.191787719726577,-1.7200088500976562,11.804954528808608,-4.642982482910156,8.721771240234375,-23.124694824218736,18.0,13.0,03-17,0.1923362843451974
01-03,0.035765767097473145,0.16806036233901978,0.15106189250946056,0.28676199913024897,0.4346935749053955,-0.1127398014068608,0.09933495521545366,0.2887938022613521,2.133975505828859,2.1637287139892583,-1.999806404113768,1.4919109344482422,0.23618316650391336,1.2411766052246076,-0.547012329101559,-0.21397018432616832,0.17640686035156605,-0.6145820617675781,-0.4419307708740199,-5.205869674682622,1.7173137664794955,0.7975425720214844,4.3691673278808585,2.7197971343994105,0.6323509216308594,7.8630828857421875,-1.097381591796875,11.804954528808608,-5.819068908691406,9.132797241210938,-45.86968994140625,21.0,10.0,03-18,-0.4508771338770456
01-04,0.055004000663757324,0.16526168584823608,0.15683573484420776,0.28676199913024897,0.4405086040496826,-0.04261493682861328,0.0641031265258789,0.5367856025695796,2.015063762664795,2.1637287139892583,-1.4233789443969709,1.2403688430786115,-0.4439353942871058,1.4695892333984342,-0.0152130126953125,0.256689071655277,0.6331577301025391,-0.9444789886474608,-0.3725032806396485,-4.5838041305542045,1.7173137664794955,1.2975540161132812,3.7315254211425817,2.8933963775634663,1.552581787109375,7.817985534667969,-1.097381591796875,10.960739135742188,-5.113731384277344,8.21633911132814,-45.42218017578125,21.0,10.0,03-19,-0.38025576068508987
01-05,0.06874924898147583,0.14567339420318592,0.15398895740509033,0.28676199913024897,0.4811491966247559,-0.007514238357543945,0.38106441497802734,0.5013113021850577,2.015063762664795,2.15175151824951,-0.4980878829956055,1.826770782470705,-0.015018463134762072,1.7290897369384748,-0.0152130126953125,0.36942291259765625,1.2579059600830114,-0.4812831878662145,1.0657691955566442,-4.5838041305542045,1.913772583007816,1.2645187377929652,3.5770072937011754,3.1697196960449148,1.3308181762695312,7.817985534667969,-1.2433090209960938,11.935989379882812,-8.154747009277344,8.021690368652344,-54.07844543457031,22.0,9.0,03-20,-0.5681112331728784
01-06,0.06054550409317016,0.12328606843948366,0.15398895740509033,0.373315691947937,0.5741739273071294,0.06265425682067828,0.5806274414062496,0.5013113021850577,2.03287649154663,2.4396581649780296,-0.20970726013183594,2.5123825073242188,0.17823791503906605,1.7290897369384748,-0.6087760925293004,0.23323059082031605,1.3123130798339844,-0.2849140167236328,1.0657691955566442,-4.5838041305542045,1.6510086059570312,1.823312759399414,3.7052574157714915,3.318145751953125,1.3308181762695312,7.683174133300781,0.3444061279296875,10.947509765625014,-7.237358093261719,8.157257080078125,-54.07844543457031,25.0,6.0,03-21,-0.4551178832207949
01-07,0.07977139949798584,0.12328606843948366,0.1369786262512207,0.3791855573654175,0.5567693710327148,0.02761673927307173,0.533597469329834,0.5013113021850577,2.2111291885375977,1.9122600555419904,-0.6061143875122088,2.4506855010986306,0.17823791503906605,1.5549106597900408,-0.166265487670902,-0.023607254028320312,1.0233745574951172,0.4773769378662109,1.0657691955566442,-3.5767612457275386,1.0121555328369176,2.0404415130615265,3.9609451293945312,3.318145751953125,1.224773406982422,5.9488182067871085,2.883026123046875,10.4354248046875,-5.7939300537109375,8.157257080078125,-53.37098693847656,25.0,6.0,03-22,-0.3659489443225243
01-08,0.07977139949798584,0.1260688304901123,0.1824193000793456,0.3907202482223511,0.4249703884124752,0.03931665420532271,0.533597469329834,0.5485570430755611,2.442943572998047,1.288865089416504,-0.8582611083984375,2.4506855010986306,0.26709556579589844,1.5549716949462873,0.19053077697754264,-0.6032485961914062,0.8710289001464879,0.4773769378662109,1.5327606201171875,-3.900522232055664,1.1599063873291016,1.8825912475585973,4.192047119140621,3.3007602691650426,1.047931671142578,5.258914947509767,4.23382568359375,10.836196899414062,-5.7939300537109375,6.249488830566406,-50.45081329345703,26.0,5.0,03-23,-0.3239816850231538
01-09,0.08250588178634644,0.09525591135025024,0.15114206075668335,0.3177058696746826,0.4191493988037105,0.03931665420532271,0.4749083518981934,0.5368549823760982,2.4309163093566912,1.180800437927246,-0.9423799514770508,2.6192789077758767,0.6572799682617223,1.605642318725586,0.07390022277832031,-0.6032485961914062,0.8710289001464879,0.3439731597900355,1.1200084686279297,-2.456986427307129,1.2578811645507777,2.3178825378418004,4.192047119140621,2.6462802886962926,0.6050796508788991,6.562469482421867,2.619712829589829,10.836196899414062,-6.588569641113281,9.50042724609375,-54.426246643066406,26.0,5.0,03-24,-0.3696705237511675
01-10,0.07965105772018433,0.10923296213150024,0.1227453351020813,0.3870230913162232,0.4191493988037105,-0.07020092010498047,0.5102379322052011,0.33623647689819336,2.478466033935546,1.3007001876831057,-0.9423799514770508,1.4057483673095683,0.7229804992675781,0.9162092208862288,0.547134399414066,-0.6032485961914062,0.5353889465332102,-0.14254951477051134,2.0102977752685547,-1.854326248168941,0.8881111145019496,2.3178825378418004,3.9110832214355433,2.124950408935554,-0.27886962890625,7.210277557373048,2.619712829589829,10.706352233886731,-7.701011657714844,9.156326293945312,-51.973182678222635,23.0,8.0,03-25,-0.4112861714055448
01-11,0.09887814521789552,0.13163524866104126,0.07116281986236572,0.3870230913162232,0.3434703350067139,-0.3276031017303471,0.5102591514587407,0.4070746898651119,2.609266757965087,1.3007001876831057,-0.6061229705810547,1.156480789184572,0.7536983489990199,1.3460407257080045,0.4889068603515625,-0.502120971679684,-0.08539009094238993,-0.4955101013183594,3.2245578765869176,-1.3615264892578072,0.8881111145019496,2.251209259033203,3.902978897094727,2.134725570678711,-0.1048431396484375,5.992809295654298,2.619712829589829,10.753196716308594,-11.01898956298828,8.930381774902344,-42.64553833007813,22.0,9.0,03-26,-0.22081820234175692
