,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-17.241379310344826
01-03,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-04,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-05,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-06,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-07,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-08,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-09,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-10,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-11,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-12,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-21.924923614142294
01-13,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-14,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-15,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-16,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-17,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-18,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-19,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-20,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-21,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-22,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-23,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-24,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-25,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-26,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-27,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-28,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-29,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-30,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
01-31,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-01,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-02,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-03,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-04,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-05,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-06,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-07,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-08,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-09,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-10,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-11,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-12,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-13,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-14,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-15,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-16,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-17,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-18,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-19,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-20,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-21,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-22,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-23,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
02-24,0.0,0.0,-46.83544303797469,-172.41379310344826,0.0,0.0,5.454545454545454,0.0,0.0,0.0,1.0,7.0,-21.379469068687747
