,2017,2018,2019,2020,ups,downs,avg
08-23,-0.01250000298023224,0.3496600389480591,-0.10399997234344482,-0.01250000298023224,1.0,3.0,0.05516501516103745
08-24,-0.01250000298023224,0.2856000065803528,-0.15386000275611875,-0.01250000298023224,1.0,3.0,0.026684999465942383
08-25,-0.01250000298023224,0.35500001907348633,-0.15386000275611875,-0.01250000298023224,1.0,3.0,0.04403500258922577
08-26,-0.01250000298023224,0.25,-0.15386000275611875,0.0599999874830246,2.0,2.0,0.0359099954366684
08-27,0.0599999874830246,0.25,-0.14730000495910645,0.0599999874830246,3.0,1.0,0.05567499250173569
08-28,0.0599999874830246,0.25,-0.16978999972343445,0.0599999874830246,3.0,1.0,0.050052493810653687
08-29,0.0599999874830246,0.3489900231361389,-0.13329997658729553,0.0599999874830246,3.0,1.0,0.08392250537872313
08-30,0.0599999874830246,0.28939998149871826,-0.1926800012588501,0.0599999874830246,3.0,1.0,0.05417998880147934
08-31,0.0599999874830246,0.2400000095367432,-0.21028000116348267,0.0599999874830246,3.0,1.0,0.037429995834827416
09-01,0.0599999874830246,0.2335000038146973,-0.21028000116348267,0.0599999874830246,3.0,1.0,0.03580499440431595
09-02,0.0599999874830246,0.2200000286102295,-0.21028000116348267,0.0599999874830246,3.0,1.0,0.032430000603199005
09-03,0.0599999874830246,0.2200000286102295,-0.21028000116348267,0.0599999874830246,3.0,1.0,0.032430000603199005
09-04,0.0599999874830246,0.2200000286102295,-0.2311999797821045,0.0599999874830246,3.0,1.0,0.02720000594854355
09-05,0.0599999874830246,0.2283999919891357,-0.22339999675750727,0.0,2.0,2.0,0.016249995678663254
09-06,0.0,0.2283999919891357,-0.21524998545646667,0.0,1.0,3.0,0.0032875016331672677
09-07,0.0,0.2200000286102295,-0.2082499861717224,0.0,1.0,3.0,0.00293751060962677
09-08,0.0,0.2200000286102295,-0.2349999845027924,0.0,1.0,3.0,-0.003749988973140717
09-09,0.0,0.22119998931884768,-0.2349999845027924,0.0,1.0,3.0,-0.0034499987959861755
09-10,0.0,0.22119998931884768,-0.2374500036239624,0.0,1.0,3.0,-0.0040625035762786865
09-11,0.0,0.22119998931884768,-0.18629999458789825,0.0,1.0,3.0,0.00872499868273735
09-12,0.0,0.2508000135421753,-0.16739998757839206,0.0,1.0,3.0,0.020850006490945816
09-13,0.0,0.1899999976158142,-0.16429999470710754,0.0,1.0,3.0,0.0064250007271766645
09-14,0.0,0.21099001169204712,-0.16429999470710754,0.0,1.0,3.0,0.011672504246234894
09-15,0.0,0.13999998569488525,-0.16429999470710754,0.0,1.0,3.0,-0.0060750022530555725
09-16,0.0,0.1590999960899353,-0.16429999470710754,0.0,1.0,3.0,-0.0012999996542930605
09-17,0.0,0.1590999960899353,-0.16429999470710754,0.0,1.0,3.0,-0.0012999996542930605
09-18,0.0,0.1590999960899353,-0.11910000443458554,0.0,1.0,3.0,0.009999997913837431
09-19,0.0,0.026809990406036373,-0.08500000834465027,0.0,1.0,3.0,-0.014547504484653471
09-20,0.0,-0.013289988040924072,-0.06690001487731934,0.0,0.0,4.0,-0.02004750072956085
09-21,0.0,-0.013289988040924072,-0.06059998273849487,0.0,0.0,4.0,-0.018472492694854736
09-22,0.0,-0.013289988040924072,-0.06000000238418578,0.0,0.0,4.0,-0.018322497606277462
09-23,0.0,-0.0032899975776672363,-0.06000000238418578,0.0299999862909317,1.0,3.0,-0.008322503417730331
09-24,0.0,-0.0032899975776672363,-0.05000001192092896,0.0299999862909317,1.0,3.0,-0.005822505801916122
09-25,0.0,-0.0032899975776672363,-0.04490000009536743,0.0299999862909317,1.0,3.0,-0.0045475028455257424
09-26,0.0,0.0067099928855896,-0.02500000596046448,0.0299999862909317,2.0,2.0,0.002927493304014206
09-27,0.0,0.026709973812103268,-0.06700000166893005,0.0299999862909317,2.0,2.0,-0.0025725103914737697
09-28,0.0,0.02640998363494873,-0.06464999914169313,0.0299999862909317,2.0,2.0,-0.0020600073039531708
09-29,0.0,1.0013580322265623e-05,-0.0734499990940094,0.0299999862909317,2.0,2.0,-0.010859999805688858
09-30,0.0,0.0017099976539611814,-0.0734499990940094,0.0299999862909317,2.0,2.0,-0.010435003787279127
10-01,0.0,0.0017099976539611814,-0.06399998068809509,0.0299999862909317,2.0,2.0,-0.008072499185800552
10-02,0.0,0.0017099976539611814,-0.06469997763633728,0.0299999862909317,2.0,2.0,-0.0082474984228611
10-03,0.0,0.006489992141723633,-0.07419998943805695,0.009999990463256836,2.0,2.0,-0.01442750170826912
10-04,0.0,0.009009957313537598,-0.09030002355575564,0.009999990463256836,2.0,2.0,-0.017822518944740295
10-05,0.0,-0.04000002145767212,-0.06380000710487366,0.009999990463256836,1.0,3.0,-0.023450009524822242
10-06,0.0,-0.018000006675720215,-0.055900007486343384,0.0299999862909317,1.0,3.0,-0.010975006967782974
10-07,0.0,-0.021099984645843502,-0.055900007486343384,0.0299999862909317,1.0,3.0,-0.011750001460313795
10-08,0.07249999046325684,-0.021099984645843502,-0.053400009870529175,0.0299999862909317,2.0,2.0,0.006999995559453964
10-09,0.07249999046325684,-0.021099984645843502,-0.09435001015663147,0.0299999862909317,2.0,2.0,-0.003237504512071609
10-10,0.07249999046325684,-0.04145997762680054,-0.07844999432563783,0.0299999862909317,2.0,2.0,-0.004352498799562454
10-11,0.07249999046325684,-0.04145997762680054,-0.07844999432563783,0.0299999862909317,2.0,2.0,-0.004352498799562454
10-12,0.07249999046325684,-0.05000001192092896,-0.07844999432563783,0.0299999862909317,2.0,2.0,-0.0064875073730945605
10-13,0.07249999046325684,-0.046339988708496094,-0.07844999432563783,0.0299999862909317,2.0,2.0,-0.005572501569986343
10-14,0.07249999046325684,-0.046339988708496094,-0.07844999432563783,0.0299999862909317,2.0,2.0,-0.005572501569986343
10-15,0.07249999046325684,-0.046339988708496094,-0.03999999165534973,0.0299999862909317,2.0,2.0,0.004039999097585678
10-16,0.07249999046325684,-0.046339988708496094,-0.0737999826669693,0.0299999862909317,2.0,2.0,-0.004409998655319214
10-17,0.07249999046325684,-0.046339988708496094,-0.04409998655319214,0.0299999862909317,2.0,2.0,0.003015000373125077
10-18,0.07249999046325684,-0.046339988708496094,-0.03949999809265137,0.0299999862909317,2.0,2.0,0.004164997488260269
10-19,0.07249999046325684,-0.04000002145767212,-0.04589998722076416,0.0299999862909317,2.0,2.0,0.004149992018938065
10-20,0.07249999046325684,-0.0340999960899353,-0.05589999258518219,0.019999995827674862,2.0,2.0,0.0006249994039535522
10-21,0.07249999046325684,-0.031400024890899665,-0.05589999258518219,0.019999995827674862,2.0,2.0,0.0012999922037124634
10-22,0.07249999046325684,-0.031400024890899665,-0.04999999701976776,0.009999990463256836,2.0,2.0,0.0002749897539615631
10-23,0.07249999046325684,-0.031400024890899665,-0.02500000596046448,0.009999990463256836,2.0,2.0,0.006524987518787384
10-24,0.07249999046325684,-0.08257997035980225,-0.004019990563392639,0.009999990463256836,2.0,2.0,-0.0010249949991703033
10-25,0.07249999046325684,-0.08449995517730713,-0.03560000658035278,0.009999990463256836,2.0,2.0,-0.00939999520778656
10-26,0.07249999046325684,-0.2650999426841736,-0.0406000167131424,0.009999990463256836,2.0,2.0,-0.05579999461770058
10-27,0.07249999046325684,-0.2700999975204468,-0.031730011105537415,0.009999990463256836,2.0,2.0,-0.05483250692486763
10-28,0.265999972820282,-0.2700999975204468,-0.031730011105537415,0.009999990463256836,2.0,2.0,-0.006457511335611343
10-29,0.265999972820282,-0.2700999975204468,-0.04112999141216278,0.009999990463256836,2.0,2.0,-0.008807506412267685
10-30,0.265999972820282,-0.2767999768257141,-0.031130000948905945,0.009999990463256836,2.0,2.0,-0.00798250362277031
10-31,0.265999972820282,-0.292680025100708,-0.0537099838256836,0.009999990463256836,2.0,2.0,-0.017597511410713196
11-01,0.265999972820282,-0.2559000253677368,-0.048250004649162286,0.009999990463256836,2.0,2.0,-0.0070375166833400735
11-02,0.3122999668121338,-0.1956600546836853,-0.04900000989437103,0.009999990463256836,2.0,2.0,0.01940997317433357
11-03,0.2896999716758728,-0.131600022315979,-0.06050001084804535,0.009999990463256836,2.0,2.0,0.026899982243776318
11-04,0.2872999906539917,-0.14465999603271484,-0.06050001084804535,0.009999990463256836,2.0,2.0,0.02303499355912209
11-05,0.2872999906539917,-0.14465999603271484,-0.046499982476234436,0.0,1.0,3.0,0.024035003036260605
11-06,0.2872999906539917,-0.2140600085258484,-0.046499982476234436,0.0,1.0,3.0,0.006684999912977219
11-07,0.2872999906539917,-0.10905998945236206,-0.06171000003814697,0.0,1.0,3.0,0.02913250029087067
11-08,0.2872999906539917,-0.22391998767852786,-0.07510000467300415,0.0,1.0,3.0,-0.0029300004243850712
11-09,0.2872999906539917,-0.13439995050430298,-0.06251999735832214,0.0,1.0,3.0,0.022595010697841644
11-10,0.2289000153541565,-0.05000001192092896,-0.07062000036239624,0.0,1.0,3.0,0.027070000767707825
11-11,0.2289000153541565,-0.009999990463256836,-0.07062000036239624,0.0,1.0,3.0,0.037070006132125854
11-12,0.2289000153541565,-0.009999990463256836,-0.07062000036239624,-0.07062000036239624,1.0,3.0,0.0194150060415268
11-13,0.2289000153541565,-0.003499984741210937,-0.07062000036239624,-0.07062000036239624,1.0,3.0,0.02104000747203827
11-14,0.2289000153541565,-0.020000040531158447,-0.09799998998641968,-0.09799998998641968,1.0,3.0,0.003224998712539673
11-15,0.2289000153541565,-0.004249989986419678,-0.09950001537799837,-0.09950001537799837,1.0,3.0,0.006412498652935028
11-16,0.2289000153541565,-0.03179997205734253,-0.07520000636577606,-0.07520000636577606,1.0,3.0,0.01167500764131546
11-18,0.2289000153541565,0.0664299726486206,-0.08435000479221344,-0.08435000479221344,2.0,2.0,0.031657494604587555
11-19,0.2289000153541565,0.0664299726486206,-0.05609999597072601,-0.05609999597072601,2.0,2.0,0.04578249901533127
11-20,0.2289000153541565,0.06523001194000244,-0.025949999690055847,-0.025949999690055847,2.0,2.0,0.06055750697851181
11-21,0.2289000153541565,0.08920001983642578,-0.03944998979568482,-0.03944998979568482,2.0,2.0,0.05980001389980316
11-22,0.2289000153541565,0.1243799924850464,-0.04979999363422394,-0.04979999363422394,2.0,2.0,0.06342000514268875
11-23,0.2892999649047852,0.1243799924850464,-0.0577399879693985,-0.0577399879693985,2.0,2.0,0.07454999536275864
11-25,0.29159998893737793,0.1845099925994873,-0.03979998826980592,-0.03979998826980592,2.0,2.0,0.09912750124931337
11-26,0.29159998893737793,0.1845099925994873,-0.03979998826980592,-0.03979998826980592,2.0,2.0,0.09912750124931337
11-27,0.29159998893737793,0.2555000185966492,-0.08499999344348907,-0.08499999344348907,2.0,2.0,0.09427500516176224
11-28,0.29159998893737793,0.17760002613067627,-0.09853999316692352,-0.09853999316692352,2.0,2.0,0.06803000718355179
11-29,0.29159998893737793,0.11379998922348022,-0.1224999874830246,-0.1224999874830246,2.0,2.0,0.04010000079870224
11-30,0.29159998893737793,0.19189995527267456,-0.09139998257160188,-0.09139998257160188,2.0,2.0,0.07517499476671219
12-01,0.29159998893737793,0.1899999976158142,-0.09139998257160188,-0.09139998257160188,2.0,2.0,0.0747000053524971
12-02,0.29159998893737793,0.1899999976158142,-0.09139998257160188,-0.09139998257160188,2.0,2.0,0.0747000053524971
12-03,0.2669999599456787,0.1899999976158142,-0.08940000832080841,-0.08940000832080841,2.0,2.0,0.06954998522996902
12-04,0.2669999599456787,0.18000000715255735,-0.08999998867511749,-0.08999998867511749,2.0,2.0,0.06674999743700027
12-05,0.2669999599456787,0.17000001668930054,-0.08999998867511749,-0.08999998867511749,2.0,2.0,0.06424999982118608
12-06,0.2669999599456787,0.06739997863769531,-0.08999998867511749,-0.08999998867511749,2.0,2.0,0.03859999030828476
12-07,0.2669999599456787,0.1322299838066101,-0.062450006604194634,-0.062450006604194634,2.0,2.0,0.06858248263597487
12-08,0.2669999599456787,0.1534000039100647,-0.062450006604194634,-0.062450006604194634,2.0,2.0,0.07387498766183853
12-09,0.2669999599456787,0.18029999732971191,-0.062450006604194634,-0.062450006604194634,2.0,2.0,0.08059998601675034
12-10,0.2409999966621399,0.18029999732971191,-0.06480000913143158,-0.06480000913143158,2.0,2.0,0.07292499393224716
12-11,0.2409999966621399,0.2066999673843384,-0.03660000860691071,-0.03660000860691071,2.0,2.0,0.09362498670816424
12-12,0.2409999966621399,0.19019997119903564,-0.03660000860691071,-0.03660000860691071,2.0,2.0,0.08949998766183853
12-13,0.2409999966621399,0.12022000551223755,-0.0770999938249588,-0.0770999938249588,2.0,2.0,0.05175500363111496
12-14,0.2409999966621399,0.13950002193450928,-0.09499998390674592,-0.09499998390674592,2.0,2.0,0.04762501269578934
12-15,0.2409999966621399,0.2097800374031067,-0.06439998745918274,-0.06439998745918274,2.0,2.0,0.08049501478672028
12-16,0.2409999966621399,0.15000003576278687,-0.06439998745918274,-0.06439998745918274,2.0,2.0,0.06555001437664032
12-17,0.2409999966621399,0.15000003576278687,-0.05059999227523804,-0.05059999227523804,2.0,2.0,0.07245001196861267
12-18,0.2409999966621399,0.12800002098083496,-0.005799993872642517,-0.005799993872642517,2.0,2.0,0.08935000747442245
12-19,0.2409999966621399,0.14719998836517334,-0.048899993300437934,-0.048899993300437934,2.0,2.0,0.07259999960660933
12-20,0.16850000619888306,0.15145999193191528,-0.06350001692771913,-0.06350001692771913,2.0,2.0,0.048239991068840034
12-21,0.16850000619888306,0.15000003576278687,-0.06371000409126283,-0.06371000409126283,2.0,2.0,0.04777000844478607
12-22,0.16850000619888306,0.125,-0.061100006103515625,-0.061100006103515625,2.0,2.0,0.04282499849796295
12-23,0.16850000619888306,0.10633999109268187,-0.061100006103515625,-0.061100006103515625,2.0,2.0,0.038159996271133416
12-24,0.16850000619888306,0.10633999109268187,-0.061100006103515625,-0.061100006103515625,2.0,2.0,0.038159996271133416
12-26,0.16850000619888306,0.10633999109268187,-0.04110001027584076,-0.04110001027584076,2.0,2.0,0.048159994184970856
12-27,0.16850000619888306,0.1363399624824524,-0.06870000064373016,-0.06870000064373016,2.0,2.0,0.04185999184846878
12-28,0.17518997192382812,0.12070000171661376,-0.06870000064373016,-0.06870000064373016,2.0,2.0,0.03962249308824538
12-29,0.17518997192382812,0.14410001039505005,-0.08567999303340912,-0.08567999303340912,2.0,2.0,0.036982499063014984
12-30,0.17518997192382812,0.1510000228881836,-0.08567999303340912,-0.08567999303340912,2.0,2.0,0.03870750218629837
12-31,0.1714000105857849,0.1510000228881836,-0.07567998766899109,-0.07567998766899109,2.0,2.0,0.04276001453399658
