,2015,2016,2017,2018,2019,2020,ups,downs,avg
08-03,-304.0,112.0,-43.19999694824219,-1.0,-0.9000000357627869,-0.2560000419616699,1.0,5.0,-39.55933283766111
08-04,-168.0,180.0,-47.19999694824219,-0.8999996185302734,-0.8800000548362732,-0.16500002145767212,1.0,5.0,-6.190832773844402
08-05,-120.0,104.0,-54.0,-1.2999992370605469,-0.8800000548362732,-0.22299998998641968,1.0,5.0,-12.067166546980536
08-06,68.0,52.0,-52.39999389648438,-1.2999992370605469,-0.6200000643730164,-0.2709999978542328,2.0,4.0,10.901501134037971
08-07,1044.0,60.0,-52.39999389648438,-1.2999992370605469,-0.8899999260902405,-0.2270000278949737,2.0,4.0,174.86383448541164
08-08,803.2001953125,60.0,-47.19999694824219,-1.1999998092651367,-0.6499999761581421,-0.2639999985694885,2.0,4.0,135.64769976337752
08-09,800.0,48.0,-34.39999389648437,-0.6999998092651367,-0.6999999284744263,-0.26100000739097595,2.0,4.0,135.32316772639751
08-10,800.0,72.0,27.19999694824219,-2.59999942779541,-0.75,-0.26100000739097595,3.0,3.0,149.26483291884261
08-11,600.0,316.0,19.199996948242188,-4.40000057220459,-0.6499999761581421,-0.2330000102519989,3.0,3.0,154.9861660649379
08-12,172.0,256.0,23.600006103515625,-5.740000247955322,-0.6499999761581421,-0.2540000081062317,3.0,3.0,74.15933431188266
08-13,256.0,112.0,21.600006103515625,-5.740000247955322,-0.6099998950958252,-0.2639999985694885,3.0,3.0,63.831000993649155
08-14,520.0,-8.0,21.600006103515625,-4.740000247955322,-0.4600000381469727,-0.289000004529953,2.0,4.0,88.01850096881391
08-15,1092.0,-8.0,18.40000915527344,-4.7900004386901855,-0.3899999856948853,-0.4080000221729279,2.0,4.0,182.80200145145253
08-16,1068.0,-140.0,22.39999389648437,-3.8000001907348633,-0.16999995708465576,-0.4230000376701355,2.0,4.0,157.66783228516582
08-17,1068.0,-288.0,15.599998474121096,-5.700000286102295,-0.4600000381469727,-0.4230000376701355,2.0,4.0,131.50283301870027
08-18,1048.0,-476.0,10.400001525878906,-8.230000019073486,-0.3700000047683716,-0.4580000042915344,2.0,4.0,95.55700024962424
08-19,924.0,-316.0,9.599998474121094,-8.200000047683716,-0.3700000047683716,-0.4309999942779541,2.0,4.0,101.43316640456516
08-20,788.0,-316.0,12.400001525878904,-8.200000047683716,-0.31999993324279785,-0.37300001084804535,2.0,4.0,79.25116692235072
08-21,912.0,-316.0,12.400001525878904,-9.200000047683718,-0.4099999666213989,-0.24700000882148745,2.0,4.0,99.7571669171254
08-22,1288.0,-316.0,12.0,-8.910000085830687,0.19000005722045896,-0.24799998104572296,3.0,3.0,162.50533333172405
08-23,1492.0,-364.0,14.0,-9.309999704360964,0.2940000295639038,-0.2439999878406525,3.0,3.0,188.79000005622703
08-24,1492.0,-300.0,9.199996948242188,-10.429999589920042,0.2890000343322754,-0.2439999878406525,3.0,3.0,198.46916623413563
08-25,1268.0,-72.0,1.1999969482421875,-10.700000047683718,0.02799999713897705,-0.292000025510788,3.0,3.0,197.7059994786977
08-26,1008.0,160.0,6.0,-10.720000028610231,0.02799999713897705,-0.2749999761581421,4.0,2.0,193.83883333206177
08-27,904.0,60.0,3.5999984741210938,-10.720000028610231,0.04999995231628418,-0.2440000027418137,4.0,2.0,159.44766639918092
08-28,70.0,40.0,3.5999984741210938,-11.419999837875366,-0.029999971389770508,-0.25099998712539673,3.0,3.0,16.983166446288426
08-29,536.0,40.0,-3.5999984741210938,-11.250000476837158,-0.04999995231628418,-0.22600001096725464,2.0,4.0,93.4790001809597
08-30,364.0,64.0,0.0,-11.799999713897705,-0.09000003337860107,-0.22600001096725464,2.0,4.0,69.31400004029274
08-31,364.0,108.0,-0.8000030517578125,-12.669999837875366,-0.15999996662139893,-0.22600001096725464,2.0,4.0,76.35733285546303
09-01,224.0,76.0,-16.400001525878903,-12.849999904632568,-0.1549999713897705,-0.20899999141693115,2.0,4.0,45.064333101113654
09-02,132.0,4.0,-21.199996948242188,-12.80999994277954,-0.1549999713897705,-0.20100000500679016,2.0,4.0,16.939000522096947
09-03,598.0,-124.0,-30.400001525878906,-12.80999994277954,-0.1549999713897705,-0.17100000381469727,1.0,5.0,71.74399975935619
09-04,400.0,-124.0,-30.400001525878906,-12.80999994277954,-0.2200000286102295,-0.16099998354911804,1.0,5.0,38.734833086530365
09-05,140.0,-124.0,-30.400001525878906,-13.249999284744264,-0.19999998807907104,-0.1550000011920929,1.0,5.0,-4.6675001333157216
09-06,188.0,-124.0,-28.80000305175781,-13.0,-0.12000000476837155,-0.1550000011920929,1.0,5.0,3.6541661570469537
09-07,188.0,-108.0,-31.19999694824219,-13.100000381469727,0.1499999761581421,-0.1550000011920929,2.0,4.0,5.9491671075423564
09-08,188.0,-156.0,-35.599998474121094,-12.899999618530273,0.2400000095367432,-0.1550000011920929,2.0,4.0,-2.7358330140511202
09-09,812.0,-72.0,-30.79999542236328,-12.999999523162842,0.2400000095367432,-0.16999998688697815,2.0,4.0,116.04500084618729
09-10,960.0,-156.0,-30.79999542236328,-12.999999523162842,0.2200000286102295,-0.15599998831748962,2.0,4.0,126.71066751579443
09-11,1180.0,-156.0,-30.79999542236328,-12.900000095367432,0.31000006198883057,-0.10600000619888306,2.0,4.0,163.41733408967653
09-12,1460.0,-156.0,-35.99999237060547,-12.750000476837158,0.3400000333786011,-0.08100000023841858,2.0,4.0,209.25150119761622
09-13,1232.0,-128.0,-16.0,-11.850000143051147,0.3799999952316284,-0.08100000023841858,2.0,4.0,179.4081666419903
09-14,1232.0,-196.0,-3.5999984741210938,-11.350000143051147,0.3999999761581421,-0.08100000023841858,2.0,4.0,170.2281668931246
09-15,1152.0,-144.0,-1.2000045776367188,-11.849999904632568,0.3500000238418579,-0.08699998259544373,2.0,4.0,165.8688325931629
09-16,1524.0,-276.0,0.4000015258789063,-11.799999713897705,0.3500000238418579,-0.11699998378753662,3.0,3.0,206.13883364200592
09-17,1536.0,-252.0,8.0,-11.799999713897705,0.36000001430511475,-0.085999995470047,3.0,3.0,213.41233338415626
09-18,1536.0,-272.0,8.0,-11.099999904632568,0.3899999856948853,-0.09099999070167544,3.0,3.0,210.19983334839344
09-19,1448.0,-272.0,4.0,-11.299999713897705,0.43999993801116943,-0.0729999840259552,3.0,3.0,194.84450004001462
09-20,1388.0,-276.0,-1.5999984741210938,-11.700000286102295,0.3299999237060547,-0.0729999840259552,2.0,4.0,183.1595001965761
09-21,1388.0,-264.0,3.2000045776367188,-10.900000095367432,0.2699999809265137,-0.0729999840259552,3.0,3.0,186.08283407986164
09-22,1520.0,-384.0,-2.0,-10.790000200271606,0.4299999475479126,-0.058999985456466675,2.0,4.0,187.2634999603033
09-23,1176.0,-420.0,0.0,-10.450000286102297,0.4299999475479126,-0.03200000524520874,2.0,4.0,124.32466660936672
09-24,452.0,-360.0,-4.400001525878906,-10.450000286102297,0.4900000095367432,-0.04399999976158142,2.0,4.0,12.932666366298996
09-25,204.0,-380.0,-4.400001525878906,-10.250000476837158,0.4999999403953552,-0.060999989509582526,2.0,4.0,-31.701833675305053
09-26,1176.0,-380.0,4.0,-9.85000014305115,0.5269999504089355,-0.0690000057220459,3.0,3.0,131.7679999669393
09-27,808.0,-332.0,-76.80000305175781,-10.299999713897703,0.5299999713897705,-0.0690000057220459,2.0,4.0,64.89349953333537
09-28,808.0,-220.0,-54.80000305175781,-9.81999969482422,0.51500004529953,-0.0690000057220459,2.0,4.0,87.30433288216591
09-29,640.0,-196.0,-56.0,-9.950000286102297,0.49000006914138794,-0.0690000057220459,2.0,4.0,63.078499962886184
09-30,648.0,-328.0,-50.4000015258789,-9.910000085830687,0.49000006914138794,-0.06299999356269836,2.0,4.0,43.35283307731152
10-01,520.0,-332.0,-50.4000015258789,-9.910000085830687,0.4890000820159912,-0.06499999761581421,2.0,4.0,21.352333078781765
10-02,184.0,-392.0,-50.4000015258789,-9.210000276565554,0.5119999647140503,-0.05799999833106995,2.0,4.0,-44.526000306010246
10-03,1052.0,-392.0,-29.59999847412109,-10.37999987602234,0.4699999690055847,-0.06299999356269836,2.0,4.0,103.40450027088323
10-04,1040.0,-404.0,-43.599998474121094,-9.850000381469727,0.3739999532699585,-0.06299999356269836,2.0,4.0,97.14350018401942
10-05,1040.0,-472.0,-42.79999542236328,-9.410000324249268,0.39000004529953003,-0.06299999356269836,2.0,4.0,86.0195007175207
10-06,1052.0,-460.0,-42.79999542236328,-9.200000286102297,0.44999998807907104,-0.057000011205673225,2.0,4.0,90.06550071140127
10-07,1708.0,-340.0,-40.79999542236328,-9.300000429153444,0.44999998807907104,-0.050999999046325684,2.0,4.0,219.71650068958598
10-08,1304.0,-148.0,-38.0,-9.300000429153444,0.4160000085830689,-0.046000003814697266,2.0,4.0,184.8449999292692
10-09,1472.0,-148.0,-38.0,-8.800000429153444,0.40400004386901855,-0.04399999976158142,2.0,4.0,212.92666660249242
10-10,1660.0,-148.0,-44.400001525878906,-9.200000047683718,0.4999999403953552,-0.04499998688697815,2.0,4.0,243.14249972999096
10-11,1660.0,-92.0,-56.79999542236328,-8.300000429153442,0.4799999594688416,-0.04499998688697815,2.0,4.0,250.55583402017746
10-12,1660.0,-80.0,-47.19999694824219,-9.12000012397766,0.4959999918937683,-0.04499998688697815,2.0,4.0,254.02183382213119
10-13,1728.0,-260.0,-52.0,-9.449999570846556,0.44999998807907104,-0.04499998688697815,2.0,4.0,234.49250007172432
10-14,2904.0,-308.0,-55.60000610351562,-9.389999628067015,0.44999998807907104,-0.04299998283386231,2.0,4.0,421.9028323789437
10-15,2964.0,-400.0,-58.40000915527344,-9.389999628067015,0.4599999785423279,-0.03799998760223389,2.0,4.0,416.1053318679333
10-16,3352.0,-420.0,-58.40000915527344,-9.490000009536745,0.4200000166893005,-0.039000004529953,2.0,4.0,477.4151651412249
10-17,1040.0,-420.0,-52.80000305175781,-9.110000371932985,0.22999995946884155,-0.04899999499320984,2.0,4.0,93.0451660901308
10-18,1040.0,-400.0,-54.40000915527344,-9.310000181198118,0.029999971389770508,-0.04899999499320984,2.0,4.0,96.04516510665415
10-19,1040.0,-408.0,-54.80000305175781,-9.25000023841858,0.039999961853027344,-0.04899999499320984,2.0,4.0,94.65683277944723
10-20,1276.7998046875,-420.0,-67.19999694824219,-6.100000381469728,0.04999995231628418,-0.03700000047683717,2.0,4.0,130.58546788493788
10-21,1768.0,-336.0,-61.19999694824219,-6.300000429153442,0.04999995231628418,-0.03999999165534973,2.0,4.0,227.4183337638776
10-22,2388.0,-220.0,-60.0,-6.300000429153442,0.16999995708465576,-0.041999995708465576,2.0,4.0,350.30466658870387
10-23,1524.0,-160.0,-60.0,-5.599999666213988,0.12000000476837155,-0.03200000524520874,2.0,4.0,216.41466672221816
10-24,1272.0,-160.0,-56.40000915527344,-4.379999876022339,0.039999961853027344,-0.020999997854232788,2.0,4.0,175.20649848878384
10-25,1136.0,-72.0,-50.00000762939453,-4.2100000381469735,0.09000003337860107,-0.020999997854232788,2.0,4.0,168.30983206133047
10-26,1136.0,48.0,-54.39999389648438,-5.100000143051148,-0.25,-0.020999997854232788,2.0,4.0,187.37150099376842
10-27,568.0,-152.0,-46.0,-2.820000171661377,-0.2200000286102295,-0.006999999284744264,1.0,5.0,61.15883330007394
10-28,324.0,-100.0,-42.80000305175781,-2.830000162124634,-0.2200000286102295,0.008000016212463379,2.0,4.0,29.69299946228663
10-29,304.0,-100.0,-45.20000457763672,-2.830000162124634,-0.009999990463256836,0.004999995231628418,2.0,4.0,25.994165877501175
10-30,532.0,-120.0,-45.20000457763672,-0.20000004768371585,-0.10000002384185792,0.02199999988079071,2.0,4.0,61.08699922511976
10-31,908.0,-120.0,-46.80000305175781,-0.2799999713897705,-0.059999942779541016,0.03400000929832458,2.0,4.0,123.48233284056187
11-01,808.0,-140.0,-49.60000610351562,-0.10000014305114746,-0.1350001096725464,0.03400000929832458,2.0,4.0,103.03316560884315
11-02,808.0,-140.0,-48.0,0.059999942779541016,-0.343999981880188,0.03400000929832458,3.0,3.0,103.2916666616996
11-03,616.0,-200.0,-50.0,-0.5,-0.3740000724792481,0.028999999165534977,2.0,4.0,60.8591666544477
11-04,412.0,-320.0,-43.19999694824219,-0.6700000762939453,-0.3740000724792481,0.02500000596046448,2.0,4.0,7.963500484824181
11-05,660.0,-560.0,-41.19999694824219,-0.6700000762939453,-0.3710000514984131,0.018000006675720215,2.0,4.0,9.629500488440195
11-06,784.0,-660.0,-41.19999694824219,-0.5,-0.11000001430511476,0.012000009417533876,2.0,4.0,13.700333841145039
11-07,706.0,-660.0,-44.0,-0.4800000190734863,0.0,0.0,1.0,5.0,0.2533333301544189
11-08,806.0,-640.0,-39.19999694824219,-0.5699999332427979,0.04999995231628418,0.0,2.0,4.0,21.04666717847188
11-09,806.0,-740.0,-40.0,-0.019999980926513672,0.18000006675720215,0.0,2.0,4.0,4.360000014305116
11-10,548.0,-800.0,-38.79999542236328,0.20000004768371585,0.09000003337860107,0.0,3.0,3.0,-48.418332556883485
11-11,640.0,-860.0,-28.0,0.16000008583068848,0.09000003337860107,0.0,3.0,3.0,-41.291666646798454
11-12,420.0,-860.0,-26.400001525878906,0.16000008583068848,0.13999998569488525,0.13999998569488525,4.0,2.0,-77.6600002447764
11-13,-244.0,-780.0,-26.400001525878906,0.039999961853027344,0.08500003814697266,0.08500003814697266,3.0,3.0,-175.03166691462195
11-14,176.0,-780.0,-20.80000305175781,0.009999990463256836,0.11000001430511476,0.11000001430511476,4.0,2.0,-104.0950005054474
11-15,-252.0,-660.0,-16.799995422363278,0.2899999618530273,-0.05900001525878906,-0.05900001525878906,1.0,5.0,-154.77133258183795
11-16,-252.0,-340.0,-15.199996948242188,0.5299999713897705,-0.15299999713897705,-0.15299999713897705,1.0,5.0,-101.16266616185509
11-17,-440.0,-520.0,-22.0,0.440000057220459,-0.3869999647140503,-0.3869999647140503,1.0,5.0,-163.72233331203458
11-18,-1340.0,-640.0,-19.599998474121094,0.2899999618530273,-0.3869999647140503,-0.3869999647140503,1.0,5.0,-333.34733307361597
11-19,-820.0,-560.0,-27.400001525878906,0.2899999618530273,-0.6469999551773071,-0.6469999551773071,1.0,5.0,-234.7340002457301
11-20,-980.0,-600.0,-27.400001525878906,0.3899998664855957,-0.7559999823570251,-0.7559999823570251,1.0,5.0,-268.08700027068454
11-21,-1440.0,-600.0,-27.400001525878906,0.5500001907348633,-0.8400000333786011,-0.8400000333786011,1.0,5.0,-344.7550002336502
11-22,-1172.0,-600.0,-29.29999923706055,0.5799999237060547,-0.8450000286102295,-0.8450000286102295,1.0,5.0,-300.4016665617625
11-23,-1172.0,-600.0,-31.29999923706055,0.6399998664855957,-0.8999999761581421,-0.8999999761581421,1.0,5.0,-300.7433332204819
11-24,-944.0,-600.0,-40.599998474121094,0.9199998378753662,-0.902999997138977,-0.902999997138977,1.0,5.0,-264.2476664384206
11-25,-1356.0,-580.0,-44.64999771118164,0.9500000476837158,-0.902999997138977,-0.902999997138977,1.0,5.0,-330.25099960962933
11-26,-1908.0,-600.0,-48.49999618530274,0.9500000476837158,-0.8530000448226929,-0.8530000448226929,1.0,5.0,-426.20933270454407
11-27,-1804.0,-620.0,-48.49999618530274,1.0500001907348633,-0.9299999475479126,-0.9299999475479126,1.0,5.0,-412.2183326482773
11-28,-1884.0,-620.0,-53.70000076293945,0.7999999523162842,-0.9099999666213988,-0.9099999666213988,1.0,5.0,-426.4533334573111
11-29,-1640.0,-620.0,-64.90000152587889,0.9499998092651368,-0.8809999823570251,-0.8809999823570251,1.0,5.0,-387.61866694688797
11-30,-1640.0,-580.0,-51.0,0.7100000381469727,-0.7699999809265137,-0.7699999809265137,1.0,5.0,-378.6383333206177
12-01,-1612.0,-580.0,-62.50000381469727,0.7899999618530273,-0.7739999890327454,-0.7739999890327454,1.0,5.0,-375.8763339718183
12-02,-1552.0,-640.0,-66.00000381469728,1.0899999141693115,-0.7739999890327454,-0.7739999890327454,1.0,5.0,-376.4096673130989
12-03,-936.0,-620.0,-77.10000324249269,1.0899999141693115,-0.7040000557899475,-0.7040000557899475,1.0,5.0,-272.23633390665054
12-04,-524.0,-640.0,-77.10000324249269,0.75,-0.8640000224113464,-0.8640000224113464,1.0,5.0,-207.0130005478859
12-05,-280.0,-640.0,-76.70000171661377,0.6499998569488525,-0.8199999332427979,-0.8199999332427979,1.0,5.0,-166.28166695435846
12-06,-276.0,-660.0,-72.30000019073486,0.8500001430511475,-0.8009999394416809,-0.8009999394416809,1.0,5.0,-168.17533332109448
12-07,-276.0,-640.0,-92.1999969482422,0.9899997711181641,-0.7870000004768372,-0.7870000004768372,1.0,5.0,-168.13066619634628
12-08,-768.0,-660.0,-83.89999675750731,1.2300000190734863,-0.7479999661445618,-0.7479999661445618,1.0,5.0,-252.0276661117872
12-09,-388.0,-640.0,-81.0,1.2699999809265137,-0.7479999661445618,-0.7479999661445618,1.0,5.0,-184.87099999189377
12-10,124.0,-620.0,-81.02999973297119,1.2699999809265137,-0.6930000185966492,-0.6930000185966492,2.0,4.0,-96.19099996487301
12-11,-120.0,-660.0,-81.02999973297119,1.3000001907348633,-0.6800000667572021,-0.6800000667572021,1.0,5.0,-143.51499994595846
12-12,-372.0,-660.0,-75.4300012588501,1.1400001049041748,-0.6199999451637268,-0.6199999451637268,1.0,5.0,-184.58833350737893
12-13,-140.0,-680.0,-76.3000011444092,1.000000238418579,-0.6129999756813049,-0.6129999756813049,1.0,5.0,-149.42100014289218
12-14,-140.0,-620.0,-79.4000015258789,1.369999885559082,-0.5659999847412109,-0.5659999847412109,1.0,5.0,-139.8603336016337
12-15,-912.0,-620.0,-78.70000171661377,2.190000057220459,-0.5899999737739563,-0.5899999737739563,1.0,5.0,-268.2816669344902
12-16,-528.0,-580.0,-75.9000015258789,3.2899999618530287,-0.5899999737739563,-0.5899999737739563,1.0,5.0,-196.96500025192898
12-17,-1428.0,-600.0,-77.3000011444092,3.2899999618530287,-0.6200000643730164,-0.6200000643730164,1.0,5.0,-350.5416668852169
12-18,-1532.0,-500.0,-77.3000011444092,3.489999771118164,-0.7450000047683716,-0.7450000047683716,1.0,5.0,-351.2166668971379
12-19,-1724.0,-500.0,-73.7000026702881,3.750000238418578,-0.6000000238418579,-0.6000000238418579,1.0,5.0,-382.5250004132589
12-20,-2692.0,-660.0,-76.6999988555908,4.4700000286102295,-0.7079999446868896,-0.7079999446868896,1.0,5.0,-570.940999786059
12-21,-2692.0,-700.0,-73.90000343322755,4.620000123977661,-0.7260000109672546,-0.7260000109672546,1.0,5.0,-577.1220005551974
12-22,-2684.0,-480.0,-72.80000019073486,3.850000143051148,-0.722000002861023,-0.722000002861023,1.0,5.0,-539.0656666755676
12-23,-3900.0,-590.0,-68.89999961853027,3.9599997997283936,-0.722000002861023,-0.722000002861023,1.0,5.0,-759.3973333040872
12-24,-3960.0,-700.0,-69.0,3.9599997997283936,-0.6759999990463257,-0.6759999990463257,1.0,5.0,-787.7320000330608
12-26,-4880.0,-720.0,-69.0,4.319999933242799,-0.706000030040741,-0.706000030040741,1.0,5.0,-944.3486666878064
12-27,-5068.0,-720.0,-65.7999973297119,4.140000104904175,-0.6759999990463257,-0.6759999990463257,1.0,5.0,-975.1686662038167
12-28,-5068.0,-680.0,-58.19999694824219,4.350000143051148,-0.671999990940094,-0.671999990940094,1.0,5.0,-967.198999464512
12-29,-3628.0,-680.0,-59.90000343322754,3.5,-0.703000009059906,-0.703000009059906,1.0,5.0,-727.6343339085579
12-30,-4148.0,-660.0,-61.19999980926514,3.489999771118164,-0.703000009059906,-0.703000009059906,1.0,5.0,-811.1860000093777
12-31,-4564.0,-680.0,-62.30000019073486,3.489999771118164,-0.7129999995231628,-0.7129999995231628,1.0,5.0,-884.0393334031105
