,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-0.011999994516372679,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0902111099825965
01-03,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-04,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-05,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-06,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-07,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-08,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-09,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-10,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-11,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-12,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-13,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-14,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-15,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-16,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-17,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-18,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-19,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-20,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-21,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-22,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-23,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-24,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-25,0.0,0.0,-0.8000000119209291,0.0,0.0,0.00010001659393310548,0.0,0.0,0.0,1.0,8.0,-0.0888777772585551
01-26,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
01-27,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
01-28,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
01-29,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
01-30,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
01-31,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-01,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-02,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-03,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-04,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-05,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-06,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-07,0.0,0.0,-0.8000000119209291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.08888889021343654
02-08,0.0,0.0,-0.8000000119209291,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.04999999867545234
02-09,0.0,0.0,-0.8000000119209291,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.04999999867545234
02-10,0.0,0.0,-0.8000000119209291,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.04999999867545234
02-11,0.0,0.0,-0.8000000119209291,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.04999999867545234
02-12,0.0,0.0,-0.8000000119209291,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.04999999867545234
02-13,0.0,0.0,-0.8000000119209291,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.04999999867545234
02-14,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.1388888888888889
02-15,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.1388888888888889
02-16,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.1388888888888889
