,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,142.28400301933286,0.0,0.0,0.0,0.02460000105202198,0.009700000286102295,0.01782999932765961,-0.125,4.0,4.0,03-17,15.801237002222074
01-03,0.0,142.28400301933286,0.0,0.0,0.0,0.02460000105202198,0.009700000286102295,0.01782999932765961,-0.125,4.0,4.0,03-18,15.801237002222074
01-04,0.0,142.28400301933286,0.0,0.0,0.0,0.02460000105202198,0.009700000286102295,0.01782999932765961,-0.125,4.0,4.0,03-19,15.801237002222074
01-05,0.0,142.28400301933286,0.0,0.0,0.0,0.02460000105202198,0.009700000286102295,0.01669999957084656,-0.2135000042617321,4.0,4.0,03-20,15.79127811288668
01-06,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,0.009700000286102295,0.04169999808073044,-0.2135000042617321,4.0,4.0,03-21,15.793267001501384
01-07,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,0.009700000286102295,0.04169999808073044,-0.2135000042617321,4.0,4.0,03-22,15.793267001501384
01-08,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,0.009700000286102295,0.04169999808073044,-0.2135000042617321,4.0,4.0,03-23,15.793267001501384
01-09,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.034699998795986176,0.01669999957084656,-0.1984999887645245,3.0,5.0,03-24,15.787222559046414
01-10,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.035999998450279236,0.01669999957084656,-0.2634999863803387,3.0,5.0,03-25,15.779855892683067
01-11,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.03230000287294388,0.01669999957084656,-0.30800000950694084,3.0,5.0,03-26,15.775322556288707
01-12,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.03230000287294388,0.01669999957084656,-0.30800000950694084,3.0,5.0,03-27,15.775322556288707
01-13,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.017900004982948303,0.01669999957084656,-0.30800000950694084,3.0,5.0,03-28,15.776922556054261
01-14,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.017900004982948303,0.01669999957084656,-0.3385000042617321,3.0,5.0,03-29,15.773533667748175
01-15,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.017900004982948303,0.01669999957084656,-0.3110000006854534,3.0,5.0,03-30,15.776589223701091
01-16,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.017900004982948303,0.034199997782707214,-0.34074999019503593,3.0,5.0,03-31,15.7752281135569
01-17,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.035999998450279236,0.034199997782707214,-0.2280000001192093,3.0,5.0,04-01,15.785744779846736
01-18,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.04399999976158142,0.02669999748468399,-0.2967499941587448,3.0,5.0,04-02,15.776383669219086
01-19,0.0,142.28400301933286,0.0,0.0,0.0,0.017500000074505806,-0.04399999976158142,0.01669999957084656,-0.2967499941587448,3.0,5.0,04-03,15.775272558339767
01-20,0.0,142.28400301933286,0.0,0.0,0.0,0.018799999728798863,-0.04399999976158142,0.01669999957084656,-0.2967499941587448,3.0,5.0,04-04,15.7754170027458
01-21,0.0,142.28400301933286,0.0,0.0,0.0,0.018799999728798863,-0.04399999976158142,0.01669999957084656,-0.2967499941587448,3.0,5.0,04-05,15.7754170027458
01-22,0.0,142.28400301933286,0.0,0.0,0.0,0.018799999728798863,-0.04399999976158142,0.01669999957084656,-0.2824999839067459,3.0,5.0,04-06,15.777000337218244
01-23,0.0,142.28400301933286,-0.05699999816715717,0.0,0.0,0.018799999728798863,-0.04399999976158142,0.014519996941089632,-0.328000009059906,3.0,5.0,04-07,15.765369223223793
01-24,0.0,142.28400301933286,-0.05699999816715717,0.0,0.0,0.018799999728798863,-0.04339999705553055,0.006700001657009125,-0.328000009059906,3.0,5.0,04-08,15.764567001826231
01-25,0.0,142.28400301933286,-0.05699999816715717,0.0,0.0,0.018799999728798863,-0.04339999705553055,-0.007300004363059997,-0.35850001126527786,2.0,6.0,04-09,15.759622556467853
01-26,0.0,142.28400301933286,-0.05699999816715717,0.0,0.0,0.018799999728798863,-0.03849999606609345,-0.007300004363059997,-0.35850001126527786,2.0,6.0,04-10,15.760167001022232
