,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.13109999895095825,-0.5043100118637085,3.0,5.0,03-17,-0.12113100439310073
01-03,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.18869996070861816,-0.4448999762535096,3.0,5.0,03-18,-0.10943000465631485
01-04,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.18869996070861816,-0.23309999704360962,3.0,5.0,03-19,-0.08825000673532486
01-05,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.29100000858306885,-0.3250899910926819,3.0,5.0,03-20,-0.08721900135278701
01-06,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.3950500488281248,-0.3250899910926819,3.0,5.0,03-21,-0.07681399732828142
01-07,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.3950500488281248,-0.33890002965927124,3.0,5.0,03-22,-0.07819500118494035
01-08,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.41905003786087014,-0.3220999836921692,3.0,5.0,03-23,-0.07411499768495562
01-09,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.11800000071525568,0.06790000200271606,0.41905003786087014,-0.22670000791549683,3.0,5.0,03-24,-0.06457500010728838
01-10,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.05700001120567322,0.06790000200271606,0.6753399968147278,-0.3223199844360352,3.0,5.0,03-25,-0.042408002912998205
01-11,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,-0.10099998116493225,-0.05700001120567322,0.06790000200271606,0.7071999907493591,-0.2478100061416626,3.0,5.0,03-26,-0.03177100569009781
01-12,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.1021999716758728,-0.22854998707771307,3.0,5.0,03-27,0.019754992425441736
01-13,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.0722000002861023,-0.22854998707771307,3.0,5.0,03-28,0.016754995286464687
01-14,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.0722000002861023,-0.17440000176429754,3.0,5.0,03-29,0.02216999381780624
01-15,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.0722000002861023,-0.15209999680519104,3.0,5.0,03-30,0.024399994313716887
01-16,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.1013999581336975,-0.1688800156116485,3.0,5.0,03-31,0.025641988217830664
01-17,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.1919000148773193,-0.2074500024318695,3.0,5.0,04-01,0.030834995210170746
01-18,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.0319000482559204,-0.14173999428749084,3.0,5.0,04-02,0.02140599936246872
01-19,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.0400000214576721,-0.11537998914718633,3.0,5.0,04-03,0.02485199719667434
01-20,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.9422000050544739,-0.11537998914718633,3.0,5.0,04-04,0.015071995556354518
01-21,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.9422000050544739,-0.11537998914718633,3.0,5.0,04-05,0.015071995556354518
01-22,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.9422000050544739,-0.11537998914718633,3.0,5.0,04-06,0.015071995556354518
01-23,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.5760000348091125,-0.1209199726581573,3.0,5.0,04-07,0.07789800018072128
01-24,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.9408000707626347,-0.10115000605583191,3.0,5.0,04-08,0.11635500043630605
01-25,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.9977000951766968,-0.0938200056552887,3.0,5.0,04-09,0.12277800291776657
01-26,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.9828001260757446,-0.0938200056552887,3.0,5.0,04-10,0.12128800600767135
01-27,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.9828001260757446,-0.0938200056552887,3.0,5.0,04-11,0.12128800600767135
01-28,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.9828001260757446,-0.11542001366615295,3.0,5.0,04-12,0.11912800520658492
01-29,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.9828001260757446,-0.07380002737045288,3.0,5.0,04-13,0.12329000383615493
01-30,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,1.741629958152771,-0.0728999674320221,3.0,5.0,04-14,0.09926299303770066
01-31,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,2.215799927711487,-0.04968997836112976,3.0,5.0,04-15,0.14900098890066146
02-01,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,2.3518999814987187,0.014250010251998901,4.0,4.0,04-16,0.16900499314069753
02-02,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,2.3068000078201294,0.014250010251998901,4.0,4.0,04-17,0.1644949957728386
02-03,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,2.3068000078201294,0.014250010251998901,4.0,4.0,04-18,0.1644949957728386
02-04,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,2.3068000078201294,-0.03939998149871832,3.0,5.0,04-19,0.1591299965977669
02-05,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,2.3068000078201294,-0.056169986724853516,3.0,5.0,04-20,0.15745299607515334
02-06,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,2.2294000387191772,0.021609961986541748,4.0,4.0,04-21,0.15749099403619765
02-07,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,-0.009000003337860107,2.0984100103378296,0.07266002893447876,3.0,5.0,04-22,0.14180699735879898
