,2017,2018,2019,2020,ups,downs,avg
01-21,-34.399999618530266,5.79000091552734,2.540000915527344,-34.399999618530266,2.0,2.0,-15.117499351501465
01-22,-34.399999618530266,5.79000091552734,2.540000915527344,-34.31000137329102,2.0,2.0,-15.094999790191656
01-23,-34.31000137329102,6.229999542236332,1.529998779296875,-35.91000175476074,2.0,2.0,-15.61500120162964
01-24,-35.91000175476074,5.439998626708984,0.5300006866455114,-33.72999858856201,2.0,2.0,-15.917500257492065
01-25,-33.72999858856201,6.290000915527344,-0.5400009155273402,-31.84000015258789,1.0,3.0,-14.954999685287476
01-26,0.0,5.259998321533197,-0.379999160766598,-31.84000015258789,1.0,3.0,-6.740000247955322
01-27,0.0,4.199998855590824,-0.05999946594237926,-31.84000015258789,1.0,3.0,-6.9250001907348615
01-28,0.0,3.4200000762939418,-0.05999946594237926,-35.38999938964844,1.0,3.0,-8.007499694824219
01-29,0.0,3.4200000762939418,0.2600002288818395,-32.600001335144036,2.0,2.0,-7.230000257492065
01-30,0.0,3.4200000762939418,-1.8899993896484344,-32.25999832153321,1.0,3.0,-7.6824994087219265
01-31,0.0,3.370000839233402,-4.260000228881837,-32.130000114440925,1.0,3.0,-8.254999876022339
02-01,0.4400005340576136,2.759998321533196,-4.869998931884768,-33.26000213623047,2.0,2.0,-8.732500553131107
02-02,0.3799991607666016,2.6599998474121063,-5.569999694824215,-33.29000186920166,2.0,2.0,-8.955000638961794
02-03,0.5599994659423864,4.410001754760748,-5.569999694824215,-33.29000186920166,2.0,2.0,-8.472500085830685
02-04,1.60000038146973,4.839998245239252,-5.569999694824215,-33.36000156402588,2.0,2.0,-8.122500658035277
02-05,1.4300003051757812,4.839998245239252,-6.180000305175778,-34.130000114440925,2.0,2.0,-8.510000467300415
02-06,1.4300003051757812,4.099998474121088,-5.8600006103515625,-31.979999542236328,2.0,2.0,-8.077500343322756
02-07,1.4300003051757812,4.1499977111816415,-3.560001373291012,-29.900001525878906,2.0,2.0,-6.970001220703124
02-08,1.2199993133544886,5.029998779296875,-3.8899993896484375,-30.65999794006348,2.0,2.0,-7.074999809265138
02-09,1.5,5.009998321533208,-3.5200004577636648,-30.219998359680176,2.0,2.0,-6.8075001239776585
02-10,1.7199993133544886,3.670000076293945,-4.340000152587886,-30.219998359680176,2.0,2.0,-7.292499780654907
02-11,1.5200004577636719,1.8700008392333984,-4.340000152587886,-31.34000110626221,2.0,2.0,-8.072499990463259
02-12,1.020000457763672,1.8700008392333984,-5.579999923706055,-32.07000160217285,2.0,2.0,-8.690000057220459
02-13,1.020000457763672,1.9000015258789027,-5.329999923706055,-33.159998893737786,2.0,2.0,-8.89249920845032
02-14,1.020000457763672,2.1000003814697195,-5.389999389648441,-34.100000381469734,2.0,2.0,-9.092499732971195
02-15,0.8899993896484409,3.0,-5.420000076293938,-30.82999992370605,2.0,2.0,-8.090000152587889
02-16,1.2099990844726562,3.6299991607666016,-4.990001678466792,-29.82999992370605,2.0,2.0,-7.4950008392333975
02-18,2.6700000762939453,2.1700000762939453,-5.300001144409175,-29.82999992370605,2.0,2.0,-7.572500228881835
02-19,3.1100006103515585,2.1700000762939453,-5.300001144409175,-30.25999927520752,2.0,2.0,-7.569999933242798
02-20,3.1100006103515585,2.1700000762939453,-4.300001144409176,-29.85999965667725,2.0,2.0,-7.220000028610229
02-21,3.1100006103515585,0.26000022888183594,-2.5500011444091726,-29.57000160217285,2.0,2.0,-7.187500476837157
02-22,3.1800003051757812,-1.0,-3.5,-27.949999809265137,1.0,3.0,-7.317499876022339
02-23,3.59000015258789,-2.6999988555908203,-3.9399986267089915,-28.27999973297119,1.0,3.0,-7.832499265670777
02-24,2.790000915527344,-3.7699985504150426,-2.1399993896484406,-28.27999973297119,1.0,3.0,-7.849999189376832
02-25,2.75,-5.60000038146973,-2.1399993896484406,-27.21000003814697,1.0,3.0,-8.049999952316286
02-26,2.989999771118164,-5.60000038146973,-2.5,-25.42999935150147,1.0,3.0,-7.6349999904632595
02-27,2.989999771118164,-5.0600013732910165,-1.8700008392333949,-23.009999275207523,1.0,3.0,-6.737500429153442
02-28,2.989999771118164,-3.920000076293952,-0.8400001525878906,-22.679999828338623,1.0,3.0,-6.112500071525576
03-01,2.59000015258789,-5.0499992370605495,-1.4200000762939382,-23.84999942779541,1.0,3.0,-6.932499647140503
03-02,2.7000007629394496,-5.8999996185302725,-2.6200008392333984,-23.84999942779541,1.0,3.0,-7.41749978065491
03-03,3.3600006103515585,-7.809999465942383,-3.1499996185302805,-22.949999809265137,1.0,3.0,-7.63749957084656
03-04,3.9300003051757812,-8.279998779296875,-3.1499996185302805,-23.300000190734874,1.0,3.0,-7.69999957084656
03-05,3.7000007629394496,-8.279998779296875,-3.59000015258789,-19.249999523162845,1.0,3.0,-6.85499942302704
03-06,3.7000007629394496,-8.949998855590824,-3.840000152587884,-17.179999828338627,1.0,3.0,-6.56749951839447
03-07,3.7000007629394496,-9.770000457763668,-4.170000076293944,-13.059999465942385,1.0,3.0,-5.824999809265138
03-08,-0.9500007629394532,-10.830001831054695,-4.299999237060542,-12.01999950408936,0.0,4.0,-7.0250003337860125
03-09,-0.11000061035155896,-11.219997406005852,-4.920000076293941,-12.01999950408936,0.0,4.0,-7.067499399185178
03-10,-1.1800003051757812,-10.5,-4.3700008392333975,-15.109999656677244,0.0,4.0,-7.7900002002716064
03-11,-1.2000007629394531,-11.11000061035156,-4.3700008392333975,-11.130000114440918,0.0,4.0,-6.952500581741332
03-12,0.4799995422363281,-11.11000061035156,-4.970001220703125,-4.279999732971191,1.0,3.0,-4.970000505447387
03-13,0.4799995422363281,-11.250000000000005,-5.300001144409175,-7.560000419616699,1.0,3.0,-5.907500505447388
03-14,0.4799995422363281,-11.170001983642576,-5.930000305175785,-1.5900001525878906,1.0,3.0,-4.5525007247924805
03-15,0.4799995422363281,-10.939998626708977,-5.8400020599365225,-1.390000343322754,1.0,3.0,-4.422500371932982
03-16,1.5499992370605504,-10.390001296997074,-4.939998626708976,-1.390000343322754,1.0,3.0,-3.792500257492064
03-17,1.8199996948242188,-11.220001220703123,-4.489997863769523,-1.079999923706055,1.0,3.0,-3.7424998283386213
03-18,1.5,-11.410001754760742,-4.489997863769523,2.1499996185302748,2.0,2.0,-3.0624999999999982
03-19,0.5599994659423864,-11.410001754760742,-4.540000915527344,0.9099998474121084,2.0,2.0,-3.6200008392333975
03-20,0.5599994659423864,-11.829999923706055,-3.229999542236328,0.6700000762939471,2.0,2.0,-3.4574999809265123
03-21,0.5599994659423864,-12.770002365112305,-2.520000457763672,1.7100000381469735,2.0,2.0,-3.2550008296966544
03-22,-0.11000061035155896,-12.619998931884773,0.18000030517578125,3.0200004577636714,2.0,2.0,-2.3824996948242188
03-23,0.059999465942386365,-12.029998779296884,0.38999938964844105,3.0200004577636714,3.0,1.0,-2.1399998664855966
03-24,-0.04999923706054688,-14.250001907348633,0.6800003051757812,1.1500005722045863,2.0,2.0,-3.1175000667572017
03-25,-0.10000038146972656,-15.120000839233404,0.6800003051757812,-0.34999942779541016,1.0,3.0,-3.72250008583069
03-26,0.13999938964844105,-15.120000839233404,0.5400009155273402,0.4700002670288104,3.0,1.0,-3.4925000667572026
03-27,0.13999938964844105,-14.909997940063471,4.339998245239247,5.859999656677246,3.0,1.0,-1.142500162124635
03-28,0.13999938964844105,-15.979999542236328,5.190000534057613,4.649999618530273,3.0,1.0,-1.5
03-29,-0.35000038146972656,-15.940000534057615,4.6599998474121165,3.0199995040893555,2.0,2.0,-2.1525003910064666
03-30,-0.5100002288818359,-14.310001373291016,3.7899990081787145,3.0199995040893555,2.0,2.0,-2.0025007724761954
03-31,-0.8400001525878906,-14.450000762939455,3.9499988555908168,3.890000343322754,2.0,2.0,-1.8625004291534442
04-01,-0.3700008392333984,-14.520000457763672,3.9499988555908168,2.59000015258789,2.0,2.0,-2.0875005722045907
04-02,-0.4899997711181605,-14.520000457763672,3.979999542236328,4.699999809265132,2.0,2.0,-1.5825002193450928
04-03,-0.4899997711181605,-14.479999542236328,3.9699974060058523,5.010000228881834,2.0,2.0,-1.4975004196167006
04-04,-0.4899997711181605,-14.239999771118164,3.470001220703125,4.0600004196166966,2.0,2.0,-1.7999994754791255
04-05,-0.4400005340576136,-14.81999969482422,5.219999313354488,3.980000495910645,2.0,2.0,-1.5150001049041748
04-06,-0.7600002288818359,-16.010000228881836,6.840000152587892,3.980000495910645,2.0,2.0,-1.4874999523162842
04-07,-0.9099998474121094,-15.329998016357415,7.0,3.9400005340576167,2.0,2.0,-1.3249993324279767
04-08,-0.9400005340576136,-15.399997711181635,7.0,2.5299997329711914,2.0,2.0,-1.7024996280670142
04-09,-0.7399997711181605,-15.399997711181635,7.379999160766598,2.359999656677246,2.0,2.0,-1.5999996662139877
04-10,-0.7399997711181605,-14.599998474121099,7.600000381469723,2.2300004959106445,2.0,2.0,-1.3774993419647237
04-11,-0.7399997711181605,-14.460000991821284,7.219999313354489,3.670000076293945,2.0,2.0,-1.0775003433227528
04-12,-1.2700004577636683,-14.760002136230467,8.260000228881836,2.4600000381469727,2.0,2.0,-1.327500581741332
04-13,-0.9899997711181604,-14.719997406005847,7.5299987792968786,2.4600000381469727,2.0,2.0,-1.4299995899200395
04-14,-0.8699989318847727,-14.270000457763665,7.509998321533207,2.3500003814697266,2.0,2.0,-1.3200001716613758
04-15,-1.0399990081787145,-15.069999694824213,7.509998321533207,2.390000343322754,2.0,2.0,-1.5525000095367425
04-16,-1.0699996948242223,-15.069999694824213,7.559999465942383,1.6499996185302734,2.0,2.0,-1.732500076293945
04-17,-1.0699996948242223,-15.820001602172859,8.779998779296875,2.039999961853028,2.0,2.0,-1.5175006389617949
04-18,-2.1100006103515656,-16.059997558593746,7.559999465942383,1.77000045776367,2.0,2.0,-2.209999561309814
04-19,-2.09000015258789,-16.079998016357422,7.229999542236327,1.77000045776367,2.0,2.0,-2.292499542236329
04-20,-1.8799991607665985,-15.919998168945312,7.229999542236327,1.77000045776367,2.0,2.0,-2.199999332427978
04-21,-1.9200000762939489,-16.169999122619632,7.079998016357415,2.6700000762939435,2.0,2.0,-2.085000276565555
04-22,-1.8199996948242152,-15.959999084472654,7.079998016357415,2.659999847412108,2.0,2.0,-2.0100002288818373
04-23,-1.2099990844726491,-15.959999084472654,6.7899990081787,2.7799997329711896,2.0,2.0,-1.8999998569488536
04-24,-1.2099990844726491,-15.09000015258789,8.609998703002923,5.000000000000003,2.0,2.0,-0.6725001335144036
04-25,-1.0100002288818324,-13.64000129699707,12.920000076293945,4.510000228881834,2.0,2.0,0.6949996948242192
04-26,-0.4600009918212855,-13.570001602172852,12.819999694824224,4.609999656677248,2.0,2.0,0.8499991893768333
04-27,0.4800014495849574,-14.5,12.969999313354487,4.609999656677248,3.0,1.0,0.8900001049041735
04-28,0.4400005340576172,-14.709999084472651,14.33999824523926,3.2899999618530287,3.0,1.0,0.8399999141693137
04-29,-0.2800006866455078,-14.850000381469727,14.33999824523926,1.9300003051757808,2.0,2.0,0.2849993705749521
04-30,0.0699996948242223,-14.850000381469727,13.909999847412115,2.719999313354494,3.0,1.0,0.4624996185302766
05-01,0.0699996948242223,-14.64000129699707,13.920000076293945,3.09999942779541,3.0,1.0,0.6124994754791269
05-02,-0.7399997711181641,-13.31999969482422,12.989999771118164,3.979999542236328,2.0,2.0,0.7274999618530273
05-03,-1.090000152587887,-11.579999923706055,12.319999694824213,4.329999923706056,2.0,2.0,0.994999885559082
05-04,-0.8099994659423828,-11.020000457763672,13.120000839233404,4.329999923706056,2.0,2.0,1.4050002098083505
05-05,-0.7000007629394496,-9.140001296997074,12.899999618530268,4.470000267028809,2.0,2.0,1.8824994564056388
05-06,0.1999988555908203,-8.989999771118173,12.899999618530268,4.590000152587892,3.0,1.0,2.1749997138977024
05-07,0.8699989318847656,-8.989999771118173,13.049999237060552,4.9499998092651385,3.0,1.0,2.469999551773071
05-08,0.8699989318847656,-8.930000305175785,11.720001220703132,4.7100000381469735,3.0,1.0,2.0924999713897714
05-09,0.9099998474121094,-7.239999771118168,10.97000122070312,5.820000171661378,3.0,1.0,2.6150003671646096
05-10,0.399999618530277,-7.7399997711181605,11.079998016357422,5.730000019073487,3.0,1.0,2.367499470710756
05-11,0.8999996185302734,-5.89000129699707,11.179998397827143,5.730000019073487,3.0,1.0,2.9799991846084586
05-12,0.7299995422363317,-4.440000534057613,11.789999008178706,6.120000362396243,3.0,1.0,3.5499995946884173
05-13,0.2299995422363317,-3.5100002288818364,11.789999008178706,5.770000457763669,3.0,1.0,3.5699996948242183
05-14,0.5299987792968821,-3.5100002288818364,12.930000305175776,5.75,3.0,1.0,3.9249997138977055
05-15,0.5299987792968821,-2.0799999237060547,13.13999938964844,6.320000171661376,3.0,1.0,4.477499604225161
05-16,-0.0400009155273402,-2.0599994659423837,16.069997787475582,4.9900002479553205,2.0,2.0,4.739999413490295
05-17,-0.1400012969970632,-0.6099987030029332,17.999998092651364,4.570000171661379,2.0,2.0,5.454999566078186
05-18,4.800001144409184,-1.6800003051757812,17.429998397827152,4.570000171661379,3.0,1.0,6.279999852180482
05-19,4.970001220703119,-3.1400012969970703,16.350000381469723,5.050000190734865,3.0,1.0,5.8075001239776585
05-20,5.579999923706055,-3.4100017547607417,16.350000381469723,4.140000343322752,3.0,1.0,5.664999723434447
05-21,5.780000686645511,-3.4100017547607417,14.850000381469725,3.399999618530273,3.0,1.0,5.154999732971191
05-22,5.780000686645511,-4.620000839233398,15.260000228881836,3.2899999618530287,3.0,1.0,4.927500009536744
05-23,5.800001144409182,-3.9499988555908274,15.280000686645513,2.9999999999999982,3.0,1.0,5.032500743865967
05-24,4.75,-2.5200004577636683,12.730001449584961,3.229999542236328,3.0,1.0,4.547500133514405
05-25,3.4800014495849614,-3.55999946594238,11.84000015258789,3.229999542236328,3.0,1.0,3.747500419616701
05-26,3.229999542236332,-2.3600006103515625,11.810001373291016,3.229999542236328,3.0,1.0,3.9774999618530287
05-27,3.729999542236328,-3.200000762939453,11.810001373291016,3.5799999237060547,3.0,1.0,3.9800000190734863
05-28,3.60000038146973,-3.200000762939453,11.810001373291016,3.4600000381469718,3.0,1.0,3.9175002574920663
05-29,3.60000038146973,-3.200000762939453,12.979999542236328,3.940000057220459,3.0,1.0,4.329999804496766
05-30,3.60000038146973,-2.59000015258789,12.450000762939453,4.4800004959106445,3.0,1.0,4.485000371932983
05-31,3.350000381469723,-3.6299991607666016,11.14999771118164,4.039999961853024,3.0,1.0,3.727499723434448
06-01,4.0,-3.0100002288818324,10.289999008178713,4.039999961853024,3.0,1.0,3.829999685287476
06-02,4.120000839233395,-2.8900012969970703,7.559999465942383,2.8299999237060534,3.0,1.0,2.90499973297119
06-03,4.170000076293944,-2.9899997711181605,7.559999465942383,1.4699993133544942,3.0,1.0,2.5524997711181654
06-04,4.4899997711181605,-2.9899997711181605,7.090000152587888,1.3099994659423808,3.0,1.0,2.474999904632567
06-05,4.4899997711181605,-1.439998626708988,6.5600013732910165,-1.2300004959106443,2.0,2.0,2.095000505447386
06-06,4.540000915527339,-0.07999992370605469,4.790000915527352,-5.359999656677246,2.0,2.0,0.9725005626678476
06-07,3.44000053405761,0.9300003051757812,3.0299987792968817,-5.709999084472656,3.0,1.0,0.4225001335144043
06-08,4.220001220703125,-0.2600002288818395,2.79999923706054,-5.709999084472656,2.0,2.0,0.26250028610229226
06-09,3.9600009918212855,-1.7800006866455078,3.680000305175774,-4.119999885559082,2.0,2.0,0.4350001811981175
06-10,4.460000991821289,-3.0,3.680000305175774,-2.4499998092651367,2.0,2.0,0.6725003719329816
06-11,4.180000305175781,-3.0,3.749999999999993,0.5699996948242188,3.0,1.0,1.3749999999999982
06-12,4.180000305175781,-2.8600006103515585,1.9300003051757808,-1.0199995040893537,2.0,2.0,0.5575001239776625
06-13,3.7100009918212886,-3.1700000762939418,-0.00999832153319602,-0.9800004959106444,1.0,3.0,-0.11249947547912333
06-14,4.020000457763672,-2.760000228881836,-0.15000152587889914,-1.3800001144409144,1.0,3.0,-0.0675003528594944
06-15,3.890001296997063,-1.8799991607666016,-1.229999542236328,-1.3800001144409144,1.0,3.0,-0.14999938011169522
06-16,3.989999771118164,-1.6300010681152344,-0.9199981689453054,-1.3800001144409144,1.0,3.0,0.01500010490417747
06-17,4.270000457763667,-1.4600009918212855,-0.9199981689453054,-0.8100004196166992,1.0,3.0,0.2700002193450945
06-18,4.059999465942384,-1.4600009918212855,-1.6699981689453054,0.4600000381469709,2.0,2.0,0.3475000858306907
06-19,4.059999465942384,-1.9500007629394496,-1.8299980163574148,0.01999950408935547,2.0,2.0,0.07500004768371847
06-20,4.090000152587886,-1.8800010681152308,-0.5300025939941477,1.170000076293945,2.0,2.0,0.7124991416931135
06-21,3.8899993896484335,-1.7799987792968786,0.799999237060554,1.3399991989135742,3.0,1.0,1.062499761581421
06-22,4.340000152587893,-0.9799995422363246,-1.0699996948242188,1.3399991989135742,2.0,2.0,0.9075000286102312
06-23,4.569999694824214,-1.4500007629394567,0.1100006103515554,-0.10000038146972656,2.0,2.0,0.7824997901916468
06-24,5.010000228881836,-1.4100017547607493,0.1100006103515554,1.109999656677246,3.0,1.0,1.2049996852874718
06-25,5.5,-1.4100017547607493,1.3800010681152273,1.8699998855590816,3.0,1.0,1.83499979972839
06-26,5.5,-1.1800003051757884,3.0300025939941406,3.0600004196166988,3.0,1.0,2.6025006771087638
06-27,5.670000076293943,0.049999237060550435,3.1700019836425715,3.340000152587889,4.0,0.0,3.0575003623962385
06-28,5.7100009918212855,0.5699996948242188,1.5800018310546875,3.5,4.0,0.0,2.8400006294250484
06-29,5.8999996185302725,0.4799995422363281,2.0800018310546946,3.5,4.0,0.0,2.990000247955324
06-30,5.790000915527347,0.07999992370605469,3.389999389648437,3.6999998092651385,4.0,0.0,3.2400000095367445
07-01,4.149999618530277,0.1599998474121076,3.389999389648437,3.280000686645512,4.0,0.0,2.744999885559084
07-02,5.25,0.1599998474121076,3.540000915527351,3.369999885559084,4.0,0.0,3.080000162124636
07-03,5.25,-0.050000190734865065,4.520000457763687,3.8800001144409126,3.0,1.0,3.4000000953674334
07-05,5.44000053405761,0.6400012969970739,-3.6599998474121023,4.429999351501463,3.0,1.0,1.7125003337860112
07-06,6.25,0.9400005340576244,-2.5100021362304688,4.429999351501463,3.0,1.0,2.2774994373321547
07-07,5.529998779296875,0.6599998474121129,-2.310001373291016,4.799999237060549,3.0,1.0,2.1699991226196302
07-08,5.370000839233398,0.8900012969970739,-2.310001373291016,4.61999988555908,3.0,1.0,2.1425001621246342
07-09,5.440000534057617,0.8900012969970739,-2.540000915527344,4.1599998474121085,3.0,1.0,1.987500190734864
07-10,5.440000534057617,1.0,-4.340000152587898,2.2899999618530282,3.0,1.0,1.0975000858306867
07-11,5.5100002288818395,1.829999923706055,-4.619998931884774,2.75,3.0,1.0,1.3675003051757804
07-12,5.45999908447266,1.6599998474121094,-4.619998931884767,2.6599998474121094,3.0,1.0,1.2899999618530282
07-13,4.7399997711181685,0.350000381469723,-5.369998931884767,2.6599998474121094,3.0,1.0,0.5950002670288086
07-14,3.6399993896484415,-0.26999855041503906,-4.579998016357422,2.1599998474121094,2.0,2.0,0.2375006675720224
07-15,2.7600002288818324,0.04000091552734375,-4.579998016357422,2.149999618530273,3.0,1.0,0.09250068664550692
07-16,2.3299999237060485,0.04000091552734375,-4.840000152587899,2.1400003433227544,3.0,1.0,-0.08249974250793812
07-17,2.3299999237060485,-0.7899990081787109,-3.560001373291016,1.7200002670288068,2.0,2.0,-0.07500004768371804
07-18,2.229999542236325,-0.35000038146971946,-4.280002593994148,0.689999580383299,2.0,2.0,-0.4275009632110609
07-19,1.2000007629394496,-0.6799983978271449,-3.700000762939453,1.1499996185302734,2.0,2.0,-0.5074996948242188
07-20,2.5600013732910085,-2.1600017547607457,-4.779998779296875,1.1499996185302734,2.0,2.0,-0.8074998855590847
07-21,2.3600006103515656,-1.4399986267089808,-5.239997863769531,0.5199995040893537,2.0,2.0,-0.949999094009398
07-22,3.4099998474121094,-0.6700000762939418,-5.239997863769531,1.1599998474121076,2.0,2.0,-0.33499956130981395
07-23,3.4099998474121094,-0.6700000762939418,-3.939998626708984,0.9899997711181658,2.0,2.0,-0.05249977111816273
07-24,3.4099998474121094,-1.0100002288818395,-2.889999389648437,1.3999996185302717,2.0,2.0,0.227499961853026
07-25,3.25,-1.8099994659423828,-1.220001220703118,2.0100002288818337,2.0,2.0,0.5574998855590834
07-26,3.2300014495849574,-1.0700016021728551,-3.949996948242181,1.3000001907348633,2.0,2.0,-0.12249922752380372
07-27,3.1700000762939418,1.670000076293945,-5.289997100830072,1.3000001907348633,3.0,1.0,0.21250081062316986
07-28,2.789999008178711,3.14999961853027,-5.759998321533196,0.7899999618530291,3.0,1.0,0.2425000667572035
07-29,2.1299991607666047,1.4899997711181676,-5.759998321533196,1.4899997711181625,3.0,1.0,-0.16249990463256525
07-30,1.5,1.4899997711181676,-5.599998474121102,1.6199998855590856,3.0,1.0,-0.2474997043609619
07-31,1.5,1.909999847412113,-4.6399993896484375,2.5799999237060547,3.0,1.0,0.3375000953674325
08-01,1.9600009918212853,1.670000076293945,-4.819999694824219,2.369999885559082,3.0,1.0,0.2950003147125235
08-02,1.8199996948242152,1.85000038146973,-4.029998779296869,2.630000114440918,3.0,1.0,0.5675003528594988
08-03,0.9899997711181604,1.5100002288818324,-2.3600006103515625,2.630000114440918,3.0,1.0,0.6924998760223371
08-04,0.529998779296875,2.340000152587886,-2.290000915527344,2.6999998092651385,3.0,1.0,0.8199994564056392
08-05,0.4500007629394496,3.139999389648437,-2.290000915527344,2.4200000762939453,3.0,1.0,0.9299998283386222
08-06,0.610000610351559,3.139999389648437,-3.25,1.640000343322754,3.0,1.0,0.5350000858306876
08-07,0.610000610351559,3.34000015258789,-3.2600021362304616,2.609999656677246,3.0,1.0,0.8249995708465585
08-08,0.4300003051757813,4.159999847412114,-4.569999694824219,2.13000011444092,3.0,1.0,0.5375001430511488
08-09,0.14999961853026988,3.4400005340576167,-4.970001220703125,2.0100002288818337,3.0,1.0,0.15749979019164906
08-10,1.969999313354492,5.440000534057614,-1.9299964904785158,2.0100002288818337,3.0,1.0,1.872500896453856
08-11,1.1800003051757777,5.090000152587886,-2.21999740600586,1.0399999618530238,3.0,1.0,1.2725007534027073
08-12,1.8199996948242188,3.909999847412114,-2.21999740600586,1.9899997711181656,3.0,1.0,1.3750004768371595
08-13,1.8699989318847687,3.909999847412114,-2.009998321533203,2.09000015258789,3.0,1.0,1.4650001525878924
08-14,1.8699989318847687,3.290000915527351,1.2000007629394531,1.5399999618530291,4.0,0.0,1.9750001430511503
08-15,1.929998397827152,3.8799991607666016,1.2599983215332031,2.159999847412108,4.0,0.0,2.307498931884766
08-16,0.779998779296875,4.689998626708992,2.0800018310546946,0.6400003433227521,4.0,0.0,2.0474998950958283
08-17,2.1900005340576207,4.319999694824221,3.430000305175774,0.6400003433227521,4.0,0.0,2.6450002193450923
08-18,0.6499996185302734,6.3700008392333975,3.430000305175774,0.2700004577636719,4.0,0.0,2.6800003051757795
08-19,0.3400001525878942,5.829999923706055,3.430000305175774,0.7100000381469744,4.0,0.0,2.5775001049041744
08-20,-0.07000160217284801,5.829999923706055,3.2900009155273438,0.2200002670288086,3.0,1.0,2.3174998760223398
08-21,-0.07000160217284801,6.6599998474121085,1.4300003051757812,0.310000419616701,3.0,1.0,2.082499742507936
08-22,-0.2400016784667969,8.729999542236326,4.25,-0.21000003814697266,2.0,2.0,3.13249945640564
08-23,-0.10000038146972656,9.199998855590817,5.819999694824219,0.25,3.0,1.0,3.7924995422363272
08-24,-0.9800014495849608,9.539999008178713,6.5400009155273375,0.25,3.0,1.0,3.837499618530272
08-25,-0.28000068664550426,8.710000991821289,4.880001068115226,0.3900003433227557,3.0,1.0,3.425000429153442
08-26,-1.3099994659423828,8.420000076293945,4.880001068115226,2.25,3.0,1.0,3.560000419616697
08-27,-0.07999992370605469,8.420000076293945,5.25,2.34000015258789,3.0,1.0,3.982500076293945
08-28,-0.07999992370605469,8.600000381469728,4.8899993896484375,4.550000190734865,3.0,1.0,4.490000009536743
08-29,-0.2100009918212855,7.889999389648434,0.960002899169922,5.100000381469727,3.0,1.0,3.4350004196166988
08-30,0.5500011444091761,9.469999313354492,1.420001983642571,5.100000381469727,4.0,0.0,4.1350007057189915
08-31,-0.14999961853028054,8.979999542236328,1.8299980163574148,5.100000381469727,3.0,1.0,3.939999580383297
09-01,-1.1799983978271449,9.79999923706055,1.3899993896484375,4.479999542236328,3.0,1.0,3.622499942779543
09-02,-2.25,10.079999923706056,1.3899993896484375,4.310000419616698,3.0,1.0,3.3824999332427983
09-03,-2.210000991821285,10.079999923706056,1.3899993896484375,3.5399999618530287,3.0,1.0,3.1999995708465585
09-04,-2.210000991821285,10.079999923706056,1.5400009155273509,3.239999771118164,3.0,1.0,3.1624999046325715
09-05,-2.210000991821285,10.88000106811524,1.1499977111816406,2.5299997329711936,3.0,1.0,3.0874993801116966
09-06,-2.3700008392333958,11.140001296997065,0.07999801635742898,2.5299997329711936,3.0,1.0,2.8449995517730726
09-07,-2.0200004577636683,10.079999923706056,0.970001220703125,2.5299997329711936,3.0,1.0,2.8900001049041766
09-08,-1.239999771118164,10.51000022888184,1.2000007629394602,2.5299997329711936,3.0,1.0,3.250000238418582
09-09,-1.3700008392333984,9.90999984741211,1.2000007629394602,2.369999885559082,3.0,1.0,3.0274999141693133
09-10,-0.9800014495849574,9.90999984741211,1.1399993896484375,2.3599996566772443,3.0,1.0,3.1074993610382085
09-11,-0.9800014495849574,10.880000114440918,0.9000015258789062,2.270000457763672,3.0,1.0,3.2675001621246347
