,2013,2014,2015,2016,2017,2018,ups,downs,avg
01-02,0.0,-2.05999994277954,-0.9999999999999992,-0.20580002665519714,-0.030940001830458638,0.007800000719726081,1.0,5.0,-0.5481566617575782
01-03,0.0,-2.7800002098083465,-0.6499996185302734,-0.3058000206947327,-0.030940001830458638,0.007800000719726081,1.0,5.0,-0.6264899750240143
01-04,0.0,-2.7800002098083465,-0.6499996185302734,-0.3058000206947327,-0.008999999612569805,-0.09189999708905816,0.0,6.0,-0.6394499742891635
01-05,0.0,-2.7800002098083465,-0.6499996185302734,-0.3999999761581421,-0.008999999612569805,-0.0913999970071018,0.0,6.0,-0.6550666335194056
01-06,0.0,-2.7800002098083465,-0.25009965896606445,-0.6399999856948853,-0.008999999612569805,-0.006899999920278789,0.0,6.0,-0.6143333090003575
01-07,0.0,-2.7800002098083465,-0.25009965896606445,-0.6379999816417694,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.6238483080329991
01-08,0.0,-2.7800002098083465,-1.1999001502990732,-0.6432999968528749,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.7830317257903513
01-09,0.0,-2.380000114440918,-0.3899998664855948,-0.5779999792575837,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.5704983263276516
01-10,0.0,-2.380000114440918,-0.7000002861022949,-0.5779999792575837,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.6221650629304349
01-11,0.0,-1.5799999237060531,-0.8899998664855948,-0.5779999792575837,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.5204982945385074
01-12,0.0,-1.880000114440916,-0.8899998664855948,-0.3785999715328217,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.5372649917068576
01-13,0.0,-1.880000114440916,-0.5999999046325666,-0.3785999715328217,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.4889316647313529
01-14,0.0,-1.880000114440916,-0.7999000549316397,-0.38609999418258667,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.5234983602228259
01-15,0.0,-2.079999923706051,-0.7999000549316397,-0.3206000328063965,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.54591500153765
01-16,0.0,-2.079999923706051,-0.6498999595642081,-0.3274000287055969,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.5220483182929448
01-17,0.0,-2.079999923706051,-0.7100000381469727,-0.3274000287055969,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.532064998056739
01-18,0.0,-0.9200000762939452,-0.7100000381469727,-0.3274000287055969,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.3387316901547213
01-19,0.0,-0.9200000762939452,-0.7100000381469727,-0.3274000287055969,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.3387316901547213
01-20,0.0,-0.9200000762939452,-0.7100000381469727,-0.4283000230789185,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.3555483558836083
01-21,0.0,-0.9200000762939452,-0.4499998092651367,-0.2825000286102295,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.28791498532518744
01-22,0.0,-1.1400003433227577,-0.3246998786926269,-0.3198999762535095,-0.07699999772012234,0.0020099999383091944,1.0,5.0,-0.3099316993417845
