,2018,2019,2020,ups,downs,avg
11-14,-0.3000001907348633,1.6300010681152344,1.6300010681152344,2.0,1.0,0.9866673151652018
11-15,-0.15999984741210938,3.5,3.5,2.0,1.0,2.2800000508626304
11-16,-0.6999998092651367,7.3400001525878915,7.3400001525878915,2.0,1.0,4.660000165303548
11-18,-1.010000228881836,6.920000076293945,6.920000076293945,2.0,1.0,4.2766666412353525
11-19,-1.010000228881836,7.3600006103515625,7.3600006103515625,2.0,1.0,4.570000330607097
11-20,0.1899995803833008,7.939998626708983,7.939998626708983,3.0,0.0,5.35666561126709
11-21,-0.12999916076660156,6.9099998474121085,6.9099998474121085,2.0,1.0,4.563333511352539
11-22,-0.1099996566772461,7.279998779296875,7.279998779296875,2.0,1.0,4.816665967305501
11-23,0.26000022888183594,6.5600013732910165,6.5600013732910165,3.0,0.0,4.460000991821289
11-25,-0.07999992370605469,5.829999923706055,5.829999923706055,2.0,1.0,3.8599999745686855
11-26,-0.07999992370605469,4.969999313354492,4.969999313354492,2.0,1.0,3.2866662343343105
11-27,0.09000015258789062,5.369998931884767,5.369998931884767,3.0,0.0,3.609999338785807
11-28,0.7100000381469727,5.819999694824219,5.819999694824219,3.0,0.0,4.116666475931804
11-29,1.5,6.5600013732910165,6.5600013732910165,3.0,0.0,4.873334248860677
11-30,1.3600006103515625,8.319999694824219,8.319999694824219,3.0,0.0,6.0
12-02,1.6899995803833008,10.119998931884766,10.119998931884766,3.0,0.0,7.3099991480509425
12-03,1.6899995803833008,9.749998092651367,9.749998092651367,3.0,0.0,7.063331921895344
12-04,1.359999656677246,9.289999008178713,9.289999008178713,3.0,0.0,6.6466658910115575
12-05,0.8999996185302734,8.680002212524414,8.680002212524414,3.0,0.0,6.086668014526367
12-06,0.8499994277954102,8.760000228881836,8.760000228881836,3.0,0.0,6.12333329518636
12-07,1.270000457763672,10.299999237060547,10.299999237060547,3.0,0.0,7.28999964396159
12-09,5.029998779296875,10.759998321533203,10.759998321533203,3.0,0.0,8.849998474121094
12-10,5.029998779296875,9.819997787475586,9.819997787475586,3.0,0.0,8.223331451416017
12-11,5.6499996185302725,10.69999885559082,10.69999885559082,3.0,0.0,9.01666577657064
12-12,6.069999694824219,10.270000457763672,10.270000457763672,3.0,0.0,8.870000203450521
12-13,5.539999961853027,9.899999618530273,9.899999618530273,3.0,0.0,8.446666399637857
12-14,5.150001525878906,10.089998245239258,10.089998245239258,3.0,0.0,8.443332672119139
12-16,5.390000343322754,10.69999885559082,10.69999885559082,3.0,0.0,8.929999351501465
12-17,5.390000343322754,11.239999771118164,11.239999771118164,3.0,0.0,9.289999961853027
12-18,5.300000190734863,8.709999084472656,8.709999084472656,3.0,0.0,7.573332786560059
12-19,6.270000457763673,8.560001373291017,8.560001373291017,3.0,0.0,7.796667734781902
12-20,7.600000381469727,10.879999160766602,10.879999160766602,3.0,0.0,9.78666623433431
12-21,7.550000190734862,9.44999885559082,9.44999885559082,3.0,0.0,8.816665967305502
12-23,6.199999809265138,10.809999465942383,10.809999465942383,3.0,0.0,9.273332913716636
12-24,6.199999809265138,10.65999984741211,10.65999984741211,3.0,0.0,9.173333168029783
12-26,6.19999885559082,8.950000762939453,8.950000762939453,3.0,0.0,8.033333460489906
12-27,5.3800010681152335,5.579998016357422,5.579998016357422,3.0,0.0,5.513332366943359
12-28,6.859999656677246,4.899999618530273,4.899999618530273,3.0,0.0,5.5533329645792655
12-30,6.890000343322754,3.09000015258789,3.09000015258789,3.0,0.0,4.356666882832846
12-31,6.890000343322754,2.510000228881836,2.510000228881836,3.0,0.0,3.9700002670288086
