,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.1878434419631958,0.11813092231750487,0.14277827739715576,0.4711554050445557,0.9253816604614258,0.5732860565185547,1.7917184829711896,1.263768196105957,0.3182544708251953,-0.016620635986328125,-1.4949693679809568,-0.7497758865356445,1.2290792465209943,-2.5934801101684597,-0.18072891235351207,-1.9493789672851487,3.7437534332275284,6.322502136230469,-4.498481750488281,-8.763166427612306,2.254215240478516,2.664398193359375,1.866752624511733,3.5259170532226562,-2.6243667602539062,0.7043991088867188,4.142051696777344,6.2824859619140625,2.090316772460937,9.351119995117188,-37.3662261962891,21.0,10.0,03-17,-0.3312221496335929
01-03,0.1749780178070066,0.15644156932830788,0.13053941726684548,0.4278314113616944,0.9253816604614258,0.5732860565185547,1.6154890060424805,1.1712989807128906,0.7160768508911151,0.8809986114501953,-1.4949693679809568,-0.6565074920654297,1.0826921463012695,-1.899131774902344,0.13143539428710582,-1.9493789672851487,3.7437534332275284,6.322502136230469,-8.303726196289054,-9.331525802612301,2.782310485839844,2.664398193359375,1.866752624511733,3.7436599731445312,-2.71868896484375,1.9195404052734373,4.830879211425781,6.2824859619140625,0.826629638671875,13.649185180664091,-54.718345642089844,23.0,8.0,03-18,-0.7888299303670068
01-04,0.2007102966308596,0.15324938297271729,0.14277875423431394,0.4278314113616944,0.8991315364837642,0.7382102012634268,1.409881591796875,0.5856475830078125,0.731989860534668,0.8809986114501953,-1.4775876998901367,-1.266387939453125,0.6618099212646484,-1.908652305603028,0.6834793090820277,-1.3584537506103516,3.6412372589111364,6.5613136291503835,-6.7439727783203125,-9.085756301879892,2.782310485839844,3.1218338012695312,0.95794677734375,2.6381378173828125,-1.9211196899414065,2.5271148681640625,4.830879211425781,4.5767364501953125,4.0286712646484375,8.34442138671875,-49.39439392089844,23.0,8.0,03-19,-0.6977420314665771
01-05,0.21357595920562766,0.1532508134841919,0.17949330806732178,0.4494931697845457,0.8925695419311523,0.7382035255432129,1.5567417144775373,0.5856475830078125,0.731989860534668,0.7313909530639648,-1.1994504928588867,-0.8211860656738263,0.8753023147582991,-1.9371910095214864,0.6834793090820277,-0.9373397827148438,3.6058769226074254,8.045501708984366,-3.744953155517578,-9.085756301879892,2.94781494140625,4.125000000000013,1.2936248779296875,1.649871826171875,-2.2470245361328125,2.5271148681640625,4.432106018066406,4.7537994384765625,-0.7505950927734375,6.59228515625,-61.71833801269531,22.0,9.0,03-20,-1.1186355044764855
01-06,0.18269705772399905,0.1404796838760376,0.17949330806732178,0.4169996976852421,0.8597531318664551,0.6439642906188965,1.4392566680908183,0.5856475830078125,0.7797298431396484,0.4820489883422852,-2.1902980804443377,-1.0514392852783203,0.6526641845703107,-1.9371910095214864,1.2716674804687464,-1.0595932006836044,3.35134315490723,7.663429260253906,-3.744953155517578,-10.376031875610364,2.798053741455071,4.694816589355469,0.7041015625,-0.7202606201171875,-2.2470245361328125,3.1610794067382812,6.707069396972643,4.092033386230469,-1.064178466796875,5.3241729736328125,-61.71833801269531,21.0,10.0,03-21,-1.2896389307514329
01-07,0.1698322296142578,0.1404796838760376,0.20397019386291504,0.3411805629730225,0.7875614166259757,0.565432071685791,1.2630205154418928,0.4623537063598633,1.2730226516723633,0.7480192184448242,-2.138155937194826,-1.6809949874877912,0.6526641845703107,-1.6645193099975604,0.6407604217529297,-0.631683349609375,2.6549129486083984,8.846393585205078,-3.744953155517578,-8.310050964355469,2.2778549194335938,5.834419250488281,-0.27837371826171875,-0.7202606201171875,-2.590049743652344,2.39501953125,6.9245758056640625,4.1199722290039205,-2.907440185546875,5.3241729736328125,-58.69158935546875,20.0,11.0,03-22,-1.2171759105497788
01-08,0.1698322296142578,0.11493706703186013,0.21212804317474365,0.3790910243988039,0.6891188621520978,0.5575804710388184,1.2630205154418928,0.924708366394043,2.005014419555664,0.3656978607177717,-2.3293704986572266,-1.6809949874877912,0.8234605789184553,-1.55037212371826,0.8050632476806641,-0.9882717132568359,2.990758895874027,8.846393585205078,-3.488712310791016,-11.10565185546875,1.883769989013679,5.1923828125,-0.6058883666992188,0.05023956298828125,-1.51800537109375,2.368621826171875,8.120956420898438,4.269119262695327,-2.907440185546875,2.6523895263671875,-55.447914123535156,21.0,10.0,03-23,-1.1915592570458682
01-09,0.1801244020462036,0.0989738702774048,0.20804810523986814,0.3736748695373535,0.6956820487976056,0.5575804710388184,1.5237016677856428,0.4931802749633807,2.737006187438965,0.3490753173828125,-2.433667182922365,-1.7356414794921855,0.8509016036987305,-1.017740249633789,0.502752304077152,-0.9882717132568359,2.990758895874027,8.5120849609375,-6.148693084716798,-8.901430130004881,1.584259033203125,5.497352600097656,-0.6058883666992188,-1.8173828125,0.7375411987304688,3.2931594848632812,7.3505859375,4.269119262695327,-7.1736297607421875,5.22735595703125,-65.04088592529297,21.0,10.0,03-24,-1.5429132984530534
01-10,0.1518181562423706,0.16170692443847656,0.1754136085510256,0.3682587146759033,0.6956820487976056,0.5340213775634766,1.9385886192321784,0.18494987487793324,2.561955451965332,0.2825813293457031,-2.433667182922365,-1.7567729949951172,1.1131830215454102,-1.7184114456176758,0.4173126220703125,-0.9882717132568359,2.980152130126953,7.446693420410156,-8.296184539794924,-5.061302185058594,0.4256172180175781,5.497352600097656,-1.4410018920898438,-1.8341293334960933,-1.0720291137695312,2.6591949462890625,7.3505859375,4.548736572265625,-12.693939208984375,-3.078353881835937,-61.40283203125,19.0,12.0,03-25,-2.0091319660986624
01-11,0.15439188480377194,0.15471041202545166,0.1958110332489013,0.3682587146759033,0.7678747177124019,0.5261635780334455,1.7329769134521469,0.30823135375976385,2.5937795639038086,0.2825813293457031,-2.433667182922365,-2.0176248550415044,0.15249156951904294,-1.2872314453125,0.4008865356445313,-0.6724338531494034,3.128625869750969,6.1278076171875,-5.88494873046875,-5.291709899902344,0.4256172180175781,4.630607604980469,-3.332328796386733,-2.294746398925781,-0.35162353515625,2.509521484375,7.3505859375,3.5606994628906112,-18.48983764648435,-0.9196319580078124,-48.05354309082031,19.0,12.0,03-26,-1.795409825540358
