,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,1.907791309743828,-3.0748328384088017,-4.755779952580079,1.0903822581731992,-7.4108606769607475,7.835367018694569,8.592970964089611,-1.8818466547053585,10.428664576775578,-10.516937052325543,-24.093921779428715,5.0,6.0,-1.9890002569938603
01-03,1.970126931720857,-3.0748328384088017,-4.755779952580079,-1.284222857809957,-5.132299252209701,9.273497417961783,8.592970964089611,-1.8818466547053585,8.701219346113554,-10.516937052325543,-64.70189084667798,4.0,7.0,-5.709999526802874
01-04,1.970126931720857,-3.0748328384088017,-3.689569442973623,4.8854609916429785,-7.510435151383531,11.36143111772851,8.592970964089611,-1.8818466547053585,8.701219346113554,-13.51682847251472,-68.70228815656937,5.0,6.0,-5.714962851387263
01-05,1.970126931720857,1.3351134574469763,-2.904044369169461,7.014785585710358,-7.835393810966089,11.36143111772851,4.048424171932853,-7.604504343564937,8.701219346113554,-19.244937218723148,-82.50750767951273,6.0,5.0,-7.787753346480298
01-06,0.9523785303509424,-1.4661099776647637,-2.904044369169461,7.014785585710358,-7.835393810966089,9.471899135261332,4.048424171932853,-7.604504343564937,10.428664576775578,-19.244937218723148,-82.50750767951273,5.0,6.0,-8.149667763597279
01-07,3.1746031746031744,0.3505961750151744,0.5545687324434488,7.014785585710358,-8.323650245906517,7.073639184334901,4.048424171932853,-7.604504343564937,10.428664576775578,-19.244937218723148,-82.50750767951273,7.0,4.0,-7.7304834442628945
01-08,6.06532090323484,0.40430651577053495,0.5545687324434488,7.014785585710358,-8.323650245906517,5.6928259292965055,4.048424171932853,-12.64330985381942,10.428664576775578,-19.244937218723148,-86.4263768179325,7.0,4.0,-8.402670701928862
01-09,5.989498806007978,1.98938988016488,0.5545687324434488,7.014785585710358,-7.653059644721806,6.2015446567252885,4.048424171932853,-12.64330985381942,10.428664576775578,-19.244937218723148,-78.06747991780557,7.0,4.0,-7.398355475028142
01-10,3.4865245664696203,1.98938988016488,-2.7224650388316394,7.014785585710358,-7.653059644721806,6.128873193101312,4.048424171932853,-12.64330985381942,10.684578772984466,-19.244937218723148,-73.80239453635973,6.0,5.0,-7.519417283826568
01-11,3.4865245664696203,1.8567659118659243,-2.0075359658478797,8.004427755636744,-10.188057045935004,9.778814175397024,4.048424171932853,-6.733405697394782,12.035281166990671,-21.436609847327688,-47.52223412329155,6.0,5.0,-4.425236811954917
01-12,3.4865245664696203,1.8567659118659243,-2.3797696599935945,9.600882844468444,-8.407494352327397,9.778814175397024,4.048424171932853,-6.733405697394782,12.035281166990671,-23.33333333333333,-32.685710362025674,6.0,5.0,-2.975729142540932
01-13,-1.7944572634730531,2.064581271835053,-2.3797696599935945,9.600882844468444,-8.407494352327397,9.778814175397024,8.11669022053629,-6.733405697394782,10.535752300675213,-23.33333333333333,-32.685710362025674,5.0,6.0,-3.2034045323305285
01-14,-2.7419367144184728,3.123346594236556,-2.3797696599935945,9.600882844468444,-11.194376332296395,3.012348693094136,10.961539928729717,-6.733405697394782,10.535752300675213,-23.33333333333333,-37.771432059151785,5.0,6.0,-4.265489403216755
01-15,-0.4823138800334148,3.123346594236556,0.3618854598744013,9.600882844468444,-8.824199816338464,3.8765424563560953,10.961539928729717,-6.733405697394782,10.535752300675213,-23.33333333333333,-38.68571690150669,6.0,5.0,-3.5999109131151146
01-16,-2.17391536134719,3.123346594236556,0.3618854598744013,9.600882844468444,-2.6351309205774904,6.658795269018586,10.961539928729717,-6.733405697394782,10.535752300675213,-14.285714285714285,-34.38538856843342,6.0,5.0,-1.724668403314932
