,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-2.809536457061768,0.05000019073486328,-1.75,-0.8499999046325684,0.5500001907348633,-1.1999998092651367,-0.05000019073486328,7.65000057220459,-15.099998474121096,3.0,6.0,-1.5010593202379017
01-03,-15.099998474121096,0.19999980926513672,-2.1500005722045903,-0.6500000953674316,0.5500001907348633,-1.1999998092651367,0.0,9.000000476837158,-21.450000762939453,3.0,6.0,-3.422222137451172
01-04,-21.450000762939453,-0.10000038146972656,-2.200000762939453,-0.9499998092651368,0.5500001907348633,-0.6999998092651367,-0.09999990463256836,7.500000476837157,-20.749998092651367,2.0,7.0,-4.2444443172878685
01-05,-20.749998092651367,0.5500001907348633,-2.450000762939453,-0.9499998092651368,0.4499998092651367,0.05000019073486328,0.05000019073486328,7.500000476837157,-24.14999771118164,5.0,4.0,-4.411110613081191
01-06,-24.14999771118164,0.5500001907348633,-2.450000762939453,-0.6999998092651367,1.299999713897705,-0.20000028610229487,0.3499999046325684,8.000000476837156,-24.14999771118164,4.0,5.0,-4.605555110507542
01-07,-24.14999771118164,0.5500001907348633,-2.800000190734864,-0.75,1.4499998092651367,-0.5,0.19999980926513672,8.000000476837156,-23.34999847412109,4.0,5.0,-4.594444009992812
01-08,-23.34999847412109,0.25,-1.9499998092651367,-1.1500000953674316,1.3999996185302734,-0.25,0.19999980926513672,7.15000057220459,-21.049999237060547,4.0,5.0,-4.305555290646023
01-09,-21.049999237060547,0.14999961853027344,-2.25,-0.75,1.299999713897705,-0.25,-0.05000019073486328,9.25,-21.849998474121094,3.0,6.0,-3.944444285498725
01-10,-21.849998474121094,-0.2999992370605469,-1.4499998092651367,-0.9499998092651368,1.299999713897705,-0.14999961853027344,0.19999980926513672,11.800000190734865,-24.79999923706055,3.0,6.0,-4.022221830156116
01-11,-24.79999923706055,0.10000038146972656,-2.0,-0.9499998092651368,1.299999713897705,-0.3000001907348633,0.04999971389770508,10.65000057220459,-23.49999809265137,4.0,5.0,-4.383332994249131
01-12,-23.49999809265137,0.0,-2.050000190734864,-0.9499998092651368,1.3999996185302734,-0.8500003814697266,0.25,11.500000953674315,-20.999998092651367,3.0,6.0,-3.911110666063097
01-13,-20.999998092651367,0.0,-2.050000190734864,-0.9499998092651368,2.549999713897705,-0.8500003814697266,0.3000001907348633,11.000000953674316,-20.999998092651367,3.0,6.0,-3.555555078718397
01-14,-20.999998092651367,0.0,-1.6500005722045898,-0.9499998092651368,1.4000000953674316,-0.6500005722045898,0.3000001907348633,11.000000953674316,-24.35000038146973,3.0,6.0,-3.988888687557645
01-15,-24.35000038146973,-0.14999961853027344,-1.5,-1.1499996185302734,1.25,-1.1000003814697266,0.3000001907348633,10.80000114440918,-19.950000762939453,3.0,6.0,-3.983333269755045
01-16,-19.950000762939453,-0.15000057220458984,-1.9499998092651367,-0.19999980926513672,1.3499999046325684,-1.1000003814697266,0.3000001907348633,11.899999618530273,-23.55000114440918,3.0,6.0,-3.705555862850613
01-17,-23.55000114440918,0.0,-1.6999998092651367,-0.3499999046325684,1.549999713897705,-1.1000003814697266,0.20000028610229487,12.450000762939453,-20.39999771118164,3.0,6.0,-3.6555553542243113
01-18,-20.39999771118164,-0.05000019073486328,-1.5,-0.3499999046325684,1.549999713897705,-0.9500002861022948,0.14999961853027344,12.55000114440918,-18.75,3.0,6.0,-3.083333068423801
01-19,-18.75,0.39999961853027344,-1.6000003814697266,-0.3499999046325684,1.549999713897705,-0.6999998092651367,-0.15000009536743164,12.550000190734865,-20.899999618530273,3.0,6.0,-3.1055555873446994
01-20,-20.899999618530273,0.19999980926513672,-1.6000003814697266,-0.3499999046325684,1.4499998092651367,-0.75,-0.09999990463256836,13.34999942779541,-20.899999618530273,3.0,6.0,-3.2888889312744136
01-21,-20.899999618530273,0.19999980926513672,-1.6000003814697266,-0.5500001907348633,1.8499994277954104,-0.8000001907348633,-0.05000019073486328,13.34999942779541,-20.899999618530273,3.0,6.0,-3.2666668362087674
01-22,-20.899999618530273,0.19999980926513672,-1.75,-0.5500001907348633,1.700000286102295,-0.8000001907348633,-0.05000019073486328,13.34999942779541,-18.400001525878906,3.0,6.0,-3.022222465938992
01-23,-18.400001525878906,-0.3000001907348633,-1.75,0.19999980926513672,1.950000286102295,-0.8000001907348633,0.09999990463256836,14.649999618530273,-20.39999771118164,4.0,5.0,-2.75
01-24,-20.39999771118164,-0.25,-1.5500001907348633,0.0,2.250000476837158,-0.6999998092651367,0.25,15.899999618530273,-17.75,3.0,6.0,-2.4722219573126902
01-25,-17.75,-0.39999961853027344,-1.8500003814697263,-0.3499999046325684,2.250000476837158,-0.4000000953674317,0.05000019073486328,28.399999618530273,-15.5,3.0,6.0,-0.6166666348775228
01-26,-15.5,-0.4499998092651367,-1.3500003814697266,-0.3499999046325684,1.6500005722045898,-0.4999995231628418,0.20000028610229487,24.449999809265137,-15.5,3.0,6.0,-0.8166665501064725
01-27,-15.5,-0.8500003814697266,-1.3500003814697266,-0.09999990463256836,2.84999942779541,-0.34999942779541016,0.3000001907348633,18.800000190734863,-15.5,3.0,6.0,-1.3000000317891438
01-28,-15.5,-0.8500003814697266,-1.6000003814697266,-0.25,3.25,-1.0500001907348633,0.15000009536743164,18.800000190734863,-15.0,3.0,6.0,-1.3388889630635579
01-29,-15.0,-0.8500003814697266,-0.4000005722045897,-0.25,3.0999999046325684,-1.0500001907348633,0.15000009536743164,18.90000057220459,-14.75,3.0,6.0,-1.1277778413560655
01-30,-14.75,-1.0500001907348633,-0.6999998092651367,-0.3000001907348633,3.25,-1.0500001907348633,-0.2999997138977051,19.950000762939453,-10.050003051757812,2.0,7.0,-0.5555558204650879
01-31,-10.050003051757812,-1.1999998092651367,0.05000019073486328,0.05000019073486328,3.25,-1.1000003814697266,-0.25,17.05000114440918,-10.25,4.0,5.0,-0.2722224129570855
02-01,-10.25,-1.75,-0.05000019073486328,0.4500002861022949,3.25,-0.3000001907348633,-0.4499998092651367,15.950000762939453,-11.150001525878906,3.0,6.0,-0.4777778519524468
02-02,-11.150001525878906,-1.6000003814697266,-0.05000019073486328,0.4500002861022949,3.5,0.10000038146972656,-0.5499997138977051,17.09999942779541,-12.85000228881836,4.0,5.0,-0.5611115561591254
02-03,-12.85000228881836,-3.1000003814697266,-0.05000019073486328,0.5500001907348633,3.149999618530273,0.0,-0.15000009536743164,17.09999942779541,-12.85000228881836,3.0,6.0,-0.9111117786831326
02-04,-12.85000228881836,-3.1000003814697266,0.05000019073486328,0.25,3.25,-0.8999996185302734,-0.15000009536743164,17.09999942779541,-15.150001525878904,4.0,5.0,-1.2777782546149359
02-05,-15.150001525878904,-2.8500003814697266,-0.05000019073486328,-0.9499998092651368,3.200000286102295,-1.0499997138977049,-0.15000009536743164,17.499999046325687,-16.700000762939453,2.0,7.0,-1.8000003496805828
02-06,-16.700000762939453,-3.1999998092651367,-0.2999992370605469,-0.2999997138977051,3.549999713897705,-1.0499997138977049,-0.4500002861022949,16.399999618530273,-17.049999237060547,2.0,7.0,-2.1222221586439343
