,2018,2019,2020,ups,downs,avg
02-13,-3.3687005043029785,4.990499496459961,-3.4549999237060547,1.0,2.0,-0.6110669771830239
02-14,-3.4549999237060547,5.001200675964356,-3.739999771118164,1.0,2.0,-0.7312663396199545
02-15,-3.739999771118164,4.953099250793457,-3.670000076293945,1.0,2.0,-0.8189668655395508
02-18,-3.670000076293945,4.752399444580078,-3.1100001335144043,1.0,2.0,-0.6758669217427572
02-19,-3.1100001335144043,4.752399444580078,-2.8408102989196777,1.0,2.0,-0.39947032928466797
02-20,-2.8408102989196777,4.654699325561523,-3.2495498657226562,1.0,2.0,-0.4785536130269368
02-21,-3.2495498657226562,4.500900268554688,-3.050000190734864,1.0,2.0,-0.599549929300944
02-22,-3.050000190734864,4.322500228881837,-2.3199996948242188,1.0,2.0,-0.3491665522257487
02-24,-2.3199996948242188,2.6912994384765625,-2.5699996948242188,1.0,2.0,-0.7328999837239584
02-25,-2.5699996948242188,2.6912994384765625,-2.3500003814697266,1.0,2.0,-0.7429002126057943
02-26,-2.3500003814697266,2.0469999313354488,-2.4900002479553223,1.0,2.0,-0.9310002326965332
02-27,-2.4900002479553223,1.2089004516601562,-2.8643693923950195,1.0,2.0,-1.3818230628967283
02-28,-2.8643693923950195,-0.010000228881835938,-3.299999713897705,0.0,3.0,-2.058123111724853
03-01,-3.299999713897705,-0.01309967041015625,-3.1302394866943364,0.0,3.0,-2.1477796236673994
03-02,-3.1302394866943364,2.0883007049560547,-3.1302394866943364,1.0,2.0,-1.390726089477539
03-03,-3.1302394866943364,2.1361007690429688,-2.608240127563477,1.0,2.0,-1.200792948404948
03-04,-2.608240127563477,2.1361007690429688,-3.092790603637696,1.0,2.0,-1.1883099873860676
03-05,-3.092790603637696,2.590900421142578,-2.1800999641418457,1.0,2.0,-0.8939967155456543
03-06,-2.1800999641418457,1.5951995849609375,-1.130000114440918,1.0,2.0,-0.571633497873942
03-07,-1.130000114440918,1.7312002182006836,-0.11001014709472656,1.0,2.0,0.16372998555501306
03-08,-0.11001014709472656,2.4330997467041016,-0.2400002479553223,1.0,2.0,0.6943631172180176
03-09,-0.2400002479553223,2.291998863220215,-0.2400002479553223,1.0,2.0,0.6039994557698568
03-10,-0.2400002479553223,2.0749998092651367,0.309999942779541,2.0,1.0,0.7149998346964518
03-11,0.309999942779541,2.0749998092651367,0.6100001335144043,3.0,0.0,0.9983332951863608
03-12,0.6100001335144043,2.1333999633789062,1.6731700897216797,3.0,0.0,1.4721900622049968
03-13,1.6731700897216797,2.2484006881713867,2.2251195907592773,3.0,0.0,2.048896789550781
03-14,2.2251195907592773,2.657099723815918,3.562500476837158,3.0,0.0,2.814906597137451
03-15,3.562500476837158,3.8411998748779297,3.4225001335144043,3.0,0.0,3.6087334950764975
03-16,3.4225001335144043,3.8012008666992174,3.4225001335144043,3.0,0.0,3.548733711242676
03-17,3.4225001335144043,2.9850006103515625,3.4499998092651367,3.0,0.0,3.285833517710368
03-18,3.4499998092651367,2.9850006103515625,4.150000095367432,3.0,0.0,3.5283335049947104
03-19,4.150000095367432,2.123600006103516,4.139999866485597,3.0,0.0,3.471199989318848
03-20,4.139999866485597,2.4820995330810547,4.050000190734863,3.0,0.0,3.5573665301005044
03-21,4.050000190734863,1.3514995574951172,4.5350003242492685,3.0,0.0,3.312166690826416
03-22,4.5350003242492685,0.006899833679199219,4.349999904632568,3.0,0.0,2.9639666875203456
03-23,4.349999904632568,0.0084991455078125,4.349999904632568,3.0,0.0,2.9028329849243164
03-24,4.349999904632568,0.2436990737915039,3.2600002288818364,3.0,0.0,2.617899735768636
03-25,3.2600002288818364,0.2436990737915039,1.5311799049377441,3.0,0.0,1.6782930692036946
03-26,1.5311799049377441,0.4300994873046875,1.570000171661377,3.0,0.0,1.1770931879679365
03-27,1.570000171661377,0.020700454711914062,1.4334001541137695,3.0,0.0,1.0080335934956868
03-28,1.4334001541137695,0.04090023040771485,1.9499998092651367,3.0,0.0,1.1414333979288738
03-29,1.9499998092651367,-0.07229995727539062,2.0699996948242188,2.0,1.0,1.3158998489379885
03-30,2.0699996948242188,-0.06400012969970703,2.0699996948242188,2.0,1.0,1.3586664199829102
03-31,2.0699996948242188,-0.3736000061035156,1.9449996948242188,2.0,1.0,1.213799794514974
04-01,1.9449996948242188,-0.3736000061035156,1.101600170135498,2.0,1.0,0.8909999529520669
04-02,1.101600170135498,-0.4586000442504883,1.3681998252868652,2.0,1.0,0.6703999837239584
04-03,1.3681998252868652,-1.360300064086914,1.4323997497558594,2.0,1.0,0.4800998369852702
04-04,1.4323997497558594,-2.2699995040893555,1.4889001846313477,2.0,1.0,0.2171001434326172
04-05,1.4889001846313477,-2.771498680114746,1.4659700393676758,2.0,1.0,0.061123847961425774
04-06,1.4659700393676758,-1.866899490356445,1.4659700393676758,2.0,1.0,0.35501352945963544
04-07,1.4659700393676758,-1.4868993759155271,1.686269760131836,2.0,1.0,0.5551134745279948
04-08,1.686269760131836,-1.4868993759155271,1.5413999557495115,2.0,1.0,0.5802567799886068
04-09,1.5413999557495115,-1.74639892578125,1.8457999229431152,2.0,1.0,0.546933650970459
04-10,1.8457999229431152,-1.5909004211425781,1.8686003684997559,2.0,1.0,0.7078332901000977
04-11,1.8686003684997559,-0.4781999588012695,1.568580150604248,2.0,1.0,0.9863268534342448
04-12,1.568580150604248,-1.3699007034301758,1.5500001907348633,2.0,1.0,0.5828932126363119
04-13,1.5500001907348633,-1.1978998184204102,1.5500001907348633,2.0,1.0,0.6340335210164388
04-14,1.5500001907348633,-0.952899932861328,1.75,2.0,1.0,0.7823667526245117
04-15,1.75,-0.952899932861328,2.0792999267578125,2.0,1.0,0.9587999979654948
04-16,2.0792999267578125,-1.4833002090454102,1.8265399932861328,2.0,1.0,0.8075132369995117
04-17,1.8265399932861328,-2.3810997009277344,1.827700138092041,2.0,1.0,0.4243801434834798
04-18,1.827700138092041,-2.637200355529785,2.189999580383301,2.0,1.0,0.4601664543151856
04-20,2.189999580383301,-3.2100009918212886,2.189999580383301,2.0,1.0,0.3899993896484375
04-21,2.189999580383301,-3.850000381469727,2.1999998092651367,2.0,1.0,0.17999966939290366
04-22,2.1999998092651367,-3.850000381469727,2.4780001640319824,2.0,1.0,0.2759998639424642
04-23,2.4780001640319824,-3.2444992065429688,2.1100001335144043,2.0,1.0,0.44783369700113934
04-24,2.1100001335144043,-2.9908008575439453,2.921839714050293,2.0,1.0,0.6803463300069174
04-25,2.921839714050293,-3.0060997009277344,2.6000003814697266,2.0,1.0,0.8385801315307617
04-26,2.6000003814697266,-3.361701011657715,2.4000000953674316,2.0,1.0,0.5460998217264811
04-27,2.4000000953674316,-4.032599449157715,2.4000000953674316,2.0,1.0,0.2558002471923828
04-28,2.4000000953674316,-4.492599487304688,2.3499999046325684,2.0,1.0,0.0858001708984375
04-29,2.3499999046325684,-4.492599487304688,1.9872999191284184,2.0,1.0,-0.051766554514567055
04-30,1.9872999191284184,-4.25,1.5708098411560059,2.0,1.0,-0.23063007990519205
05-01,1.5708098411560059,-4.749999046325684,2.6999998092651367,2.0,1.0,-0.159729798634847
05-02,2.6999998092651367,-5.809598922729492,2.75,2.0,1.0,-0.11986637115478516
05-03,2.75,-5.229999542236328,2.7799997329711914,2.0,1.0,0.10000006357828777
05-04,2.7799997329711914,-4.934000015258789,2.7799997329711914,2.0,1.0,0.2086664835611979
05-05,2.7799997329711914,-5.563000679016113,2.2799997329711914,2.0,1.0,-0.1676670710245768
05-06,2.2799997329711914,-5.563000679016113,2.4099998474121094,2.0,1.0,-0.2910003662109375
05-07,2.4099998474121094,-4.425000190734863,2.5099997520446777,2.0,1.0,0.16499980290730795
05-08,2.5099997520446777,-5.010000228881836,2.112070083618164,2.0,1.0,-0.12931013107299805
05-09,2.112070083618164,-5.0277204513549805,2.200000286102295,2.0,1.0,-0.2385500272115072
05-10,2.200000286102295,-5.253999710083008,2.4599995613098145,2.0,1.0,-0.1979999542236328
05-11,2.4599995613098145,-5.793000221252441,2.4599995613098145,2.0,1.0,-0.2910003662109375
05-12,2.4599995613098145,-5.963000297546388,2.1099996566772456,2.0,1.0,-0.4643336931864421
05-13,2.1099996566772456,-5.963000297546388,2.084239959716797,2.0,1.0,-0.5895868937174479
05-14,2.084239959716797,-8.072200775146483,2.0850000381469727,2.0,1.0,-1.300986925760905
05-15,2.0850000381469727,-6.6200008392333975,1.7800993919372559,2.0,1.0,-0.91830046971639
05-16,1.7800993919372559,-4.725199699401856,1.5699996948242188,2.0,1.0,-0.458366870880127
05-17,1.5699996948242188,-5.770000457763673,1.6199998855590818,2.0,1.0,-0.8600002924601237
05-18,1.6199998855590818,-5.869999885559082,1.6199998855590818,2.0,1.0,-0.8766667048136393
05-19,1.6199998855590818,-5.944999694824219,1.3100099563598633,2.0,1.0,-1.0049966176350908
05-20,1.3100099563598633,-5.944999694824219,1.8399996757507324,2.0,1.0,-0.9316633542378744
05-21,1.8399996757507324,-6.0219993591308585,1.2879505157470703,2.0,1.0,-0.9646830558776855
05-22,1.2879505157470703,-5.952000617980957,0.7463502883911133,2.0,1.0,-1.3058999379475908
05-23,0.7463502883911133,-5.9604997634887695,1.359999656677246,2.0,1.0,-1.2847166061401367
05-24,1.359999656677246,-7.050100326538086,1.7599992752075195,2.0,1.0,-1.3100337982177734
05-26,1.7599992752075195,-7.720000267028809,1.7599992752075195,2.0,1.0,-1.4000005722045898
05-27,1.7599992752075195,-7.720000267028809,1.7700004577636719,2.0,1.0,-1.3966668446858723
05-28,1.7700004577636719,-7.720000267028809,1.4499998092651367,2.0,1.0,-1.5
05-29,1.4499998092651367,-6.657500267028809,1.4250001907348633,2.0,1.0,-1.2608334223429365
05-30,1.4250001907348633,-6.2823991775512695,2.0,2.0,1.0,-0.952466328938802
05-31,2.0,-5.264399528503418,2.5,2.0,1.0,-0.25479984283447266
06-01,2.5,-3.9197998046875,2.5,2.0,1.0,0.3600667317708333
06-02,2.5,-3.979100227355957,2.364999771118164,2.0,1.0,0.2952998479207357
06-03,2.364999771118164,-3.979100227355957,2.6999998092651367,2.0,1.0,0.36196645100911456
06-04,2.6999998092651367,-4.127099990844728,3.9300003051757812,2.0,1.0,0.8343000411987305
06-05,3.9300003051757812,-4.643099784851074,4.012499809265137,2.0,1.0,1.0998001098632812
06-06,4.012499809265137,-2.317500114440918,3.850000381469727,2.0,1.0,1.8483333587646484
06-07,3.850000381469727,-4.582300186157227,3.75,2.0,1.0,1.0059000651041667
06-08,3.75,-4.0,3.75,2.0,1.0,1.1666666666666667
06-09,3.75,-4.350000381469728,3.670000076293945,2.0,1.0,1.023333231608073
06-10,3.670000076293945,-4.350000381469728,3.1000003814697266,2.0,1.0,0.8066666920979818
06-11,3.1000003814697266,-4.550000190734863,4.150000095367432,2.0,1.0,0.9000000953674316
06-12,4.150000095367432,-4.221400260925293,4.696499824523926,2.0,1.0,1.5416998863220217
06-13,4.696499824523926,-3.811699867248535,4.611100196838379,2.0,1.0,1.8319667180379229
06-14,4.611100196838379,-2.9770002365112305,3.7660999298095694,2.0,1.0,1.8000666300455732
06-15,3.7660999298095694,-2.45560073852539,3.7660999298095694,2.0,1.0,1.69219970703125
06-16,3.7660999298095694,-3.0600004196166988,3.6384997367858887,2.0,1.0,1.44819974899292
06-17,3.6384997367858887,-3.0600004196166988,4.87293004989624,2.0,1.0,1.8171431223551435
06-18,4.87293004989624,-3.423600196838379,5.283469676971436,2.0,1.0,2.2442665100097656
06-19,5.283469676971436,-3.803600311279297,5.926199913024902,2.0,1.0,2.4686897595723467
06-20,5.926199913024902,-3.7069997787475586,5.790999889373777,2.0,1.0,2.6700666745503745
06-21,5.790999889373777,-4.926799774169922,5.681399822235107,2.0,1.0,2.1818666458129883
06-22,5.681399822235107,-4.0941991806030265,5.681399822235107,2.0,1.0,2.4228668212890625
06-23,5.681399822235107,-4.015399932861328,5.981420040130615,2.0,1.0,2.549139976501465
06-24,5.981420040130615,-4.015399932861328,6.0,2.0,1.0,2.655340035756429
06-25,6.0,-3.6274003982543945,5.770700454711914,2.0,1.0,2.7144333521525064
06-26,5.770700454711914,-3.74020004272461,6.07390022277832,2.0,1.0,2.7014668782552085
06-27,6.07390022277832,-3.2488994598388667,6.341999530792236,2.0,1.0,3.0556667645772304
06-28,6.341999530792236,-3.784000396728516,6.3460001945495605,2.0,1.0,2.9679997762044272
06-29,6.3460001945495605,-4.359999656677246,6.3460001945495605,2.0,1.0,2.7773335774739585
06-30,6.3460001945495605,-4.274000167846681,6.020000457763673,2.0,1.0,2.697333494822184
07-01,6.020000457763673,-4.274000167846681,4.997000217437744,2.0,1.0,2.247666835784912
07-02,4.997000217437744,-3.6340007781982417,5.760000228881836,2.0,1.0,2.374333222707113
07-03,5.760000228881836,-3.8199996948242174,4.712160110473633,2.0,1.0,2.2173868815104165
07-05,4.712160110473633,-4.077500343322754,4.813159942626953,2.0,1.0,1.815939903259277
07-06,4.813159942626953,-3.911299705505371,4.813159942626953,2.0,1.0,1.9050067265828448
07-07,4.813159942626953,-3.861299514770508,4.979999542236328,2.0,1.0,1.9772866566975908
07-08,4.979999542236328,-3.861299514770508,5.200000286102295,2.0,1.0,2.1062334378560386
07-09,5.200000286102295,-3.1599998474121094,4.972700595855713,2.0,1.0,2.3375670115153
07-10,4.972700595855713,-2.4927997589111333,4.5,2.0,1.0,2.32663361231486
07-11,4.5,-2.4800004959106445,4.300000190734863,2.0,1.0,2.1066665649414062
07-12,4.300000190734863,-2.210400581359864,4.199999809265137,2.0,1.0,2.0965331395467124
07-13,4.199999809265137,-2.577000617980957,4.199999809265137,2.0,1.0,1.940999666849772
07-14,4.199999809265137,-2.6343002319335938,4.1499996185302725,2.0,1.0,1.905233065287272
07-15,4.1499996185302725,-2.6343002319335938,4.067999839782715,2.0,1.0,1.8612330754597977
07-16,4.067999839782715,-2.8183002471923837,4.239999771118163,2.0,1.0,1.829899787902832
07-17,4.239999771118163,-2.354680061340332,4.130000114440918,2.0,1.0,2.0051066080729165
07-18,4.130000114440918,-1.7973394393920898,4.539999961853027,2.0,1.0,2.290886878967285
07-19,4.539999961853027,0.03372001647949219,4.539999961853027,3.0,0.0,3.037906646728516
07-20,4.539999961853027,-0.948699951171875,4.539999961853027,2.0,1.0,2.7104333241780605
07-21,4.539999961853027,-1.1359996795654297,4.449999809265137,2.0,1.0,2.618000030517578
07-22,4.449999809265137,-1.1359996795654297,4.320000648498535,2.0,1.0,2.5446669260660806
07-23,4.320000648498535,-0.5699996948242188,4.595999717712402,2.0,1.0,2.7820002237955728
07-24,4.595999717712402,-0.10478019714355467,4.658699989318848,2.0,1.0,3.0499731699625645
07-25,4.658699989318848,-1.6499996185302734,4.600000381469727,2.0,1.0,2.5362335840861
07-26,4.600000381469727,-2.25,4.75,2.0,1.0,2.3666667938232417
07-27,4.75,-1.4499998092651367,4.75,2.0,1.0,2.683333396911621
07-28,4.75,-1.329999923706055,4.199999809265137,2.0,1.0,2.5399999618530282
07-29,4.199999809265137,-1.329999923706055,5.25,2.0,1.0,2.7066666285196934
07-30,5.25,-1.7799997329711914,4.969099998474121,2.0,1.0,2.8130334218343105
07-31,4.969099998474121,-2.4449996948242188,6.019999504089356,2.0,1.0,2.8480332692464194
08-01,6.019999504089356,-1.7579994201660156,5.869999885559082,2.0,1.0,3.3773333231608067
08-02,5.869999885559082,-2.2294998168945312,5.840000152587892,2.0,1.0,3.1601667404174805
08-03,5.840000152587892,-2.7100000381469727,5.840000152587892,2.0,1.0,2.9900000890096035
08-04,5.840000152587892,-2.6999998092651367,5.5,2.0,1.0,2.880000114440918
08-05,5.5,-2.6999998092651367,4.800000190734863,2.0,1.0,2.5333334604899087
08-06,4.800000190734863,-2.1000003814697266,4.779999732971191,2.0,1.0,2.4933331807454437
08-07,4.779999732971191,-1.9000005722045896,5.100000381469727,2.0,1.0,2.6599998474121094
08-08,5.100000381469727,-2.0462999343872066,5.036999702453613,2.0,1.0,2.696900049845377
08-09,5.036999702453613,-2.3496999740600586,4.934999465942383,2.0,1.0,2.540766398111979
08-10,4.934999465942383,-2.337100028991699,4.934999465942383,2.0,1.0,2.5109663009643555
08-11,4.934999465942383,-2.437100410461426,4.559999465942383,2.0,1.0,2.3526328404744468
08-12,4.559999465942383,-2.437100410461426,4.130000114440918,2.0,1.0,2.0842997233072915
08-13,4.130000114440918,-2.437100410461426,4.077000617980957,2.0,1.0,1.9233001073201497
08-14,4.077000617980957,-2.546269416809082,2.7699995040893555,2.0,1.0,1.4335769017537434
08-15,2.7699995040893555,-2.496999740600586,2.5915002822875977,2.0,1.0,0.9548333485921224
08-16,2.5915002822875977,-3.848799705505371,2.0675001144409184,2.0,1.0,0.27006689707438153
08-17,2.0675001144409184,-1.8399991989135744,2.0675001144409184,2.0,1.0,0.7650003433227539
08-18,0.0,-1.1499996185302734,2.239999771118164,1.0,2.0,0.3633333841959636
08-19,0.0,-1.1499996185302734,2.5,1.0,2.0,0.4500001271565755
08-20,0.0,-1.5,2.899999618530273,1.0,2.0,0.4666665395100911
08-21,0.0,-1.1499996185302734,3.314000129699707,1.0,2.0,0.7213335037231445
08-22,0.0,-1.3389997482299805,2.933500289916992,1.0,2.0,0.5315001805623373
08-23,0.23130035400390625,-1.248000144958496,3.953499794006348,2.0,1.0,0.9789333343505859
08-24,0.2405004501342773,-2.149999618530273,3.953499794006348,2.0,1.0,0.6813335418701172
08-25,0.19050025939941406,-2.229999542236328,4.056499481201172,2.0,1.0,0.6723333994547526
08-26,0.43850040435791016,-2.229999542236328,5.283499717712402,2.0,1.0,1.1640001932779949
08-27,0.43850040435791016,-2.184399604797364,4.279999732971191,2.0,1.0,0.8447001775105795
08-28,0.43850040435791016,-1.7299995422363281,4.1599998474121085,2.0,1.0,0.9561669031778972
08-29,0.3041000366210937,-0.7308998107910156,3.557999610900879,2.0,1.0,1.043733278910319
08-30,-0.060199737548828125,-0.9449996948242188,3.557999610900879,1.0,2.0,0.8509333928426107
08-31,-0.06079959869384765,-1.6951007843017578,3.557999610900879,1.0,2.0,0.6006997426350912
09-01,-0.3657999038696289,-2.1710004806518555,3.6203994750976562,1.0,2.0,0.361199696858724
09-02,-0.3657999038696289,-2.1710004806518555,3.729999542236328,1.0,2.0,0.39773305257161456
09-03,-0.3657999038696289,-2.1710004806518555,3.8799991607666016,1.0,2.0,0.4477329254150391
09-04,-0.3657999038696289,-2.2425994873046875,3.6910991668701167,1.0,2.0,0.3608999252319336
09-05,-1.0072994232177734,-2.57919979095459,3.5139999389648438,1.0,2.0,-0.024166425069173176
09-06,-1.5094995498657229,-2.0964002609252934,3.5139999389648438,1.0,2.0,-0.030633290608723964
09-08,-1.7594995498657229,-1.7676992416381836,3.5139999389648438,1.0,2.0,-0.004399617513020833
09-09,-2.267899513244629,-1.7676992416381836,3.5099992752075195,1.0,2.0,-0.17519982655843105
09-10,-2.267899513244629,-1.7876996994018557,4.2549991607666025,1.0,2.0,0.06646664937337239
09-11,-2.267899513244629,-1.1659994125366209,3.719999313354492,1.0,2.0,0.0953667958577474
09-12,-1.682600021362305,-1.2100000381469729,4.050999641418457,1.0,2.0,0.38613319396972656
09-13,-1.9338998794555664,-2.2200002670288086,4.050999641418457,1.0,2.0,-0.03430016835530598
09-14,-1.8608999252319336,-1.6211996078491209,4.050999641418457,1.0,2.0,0.1896333694458008
09-15,-1.8608999252319336,-1.455949783325195,4.529999732971191,1.0,2.0,0.4043833414713542
09-16,-1.7594995498657229,-1.455949783325195,3.9499998092651367,1.0,2.0,0.24485015869140625
09-17,-1.7594995498657229,-1.2547502517700195,3.929999351501465,1.0,2.0,0.3052498499552409
09-18,-1.7594995498657229,-1.5500001907348633,3.9599990844726562,1.0,2.0,0.21683311462402344
09-19,-2.0381994247436523,-1.0961999893188477,4.479999542236328,1.0,2.0,0.4485333760579427
09-20,-1.7094993591308594,-0.4530000686645508,4.479999542236328,1.0,2.0,0.7725000381469727
09-21,-1.7094993591308594,0.5500001907348633,4.479999542236328,2.0,1.0,1.1068334579467771
09-22,-1.7405996322631836,0.4601001739501953,4.229999542236328,2.0,1.0,0.9831666946411132
09-23,-2.1045999526977544,0.4601001739501953,4.329999923706056,2.0,1.0,0.8951667149861654
09-24,-2.1045999526977544,0.4671001434326172,4.381999969482422,2.0,1.0,0.9148333867390952
09-25,-2.1045999526977544,0.6672201156616211,4.329999923706056,2.0,1.0,0.9642066955566406
09-26,-2.266299247741699,0.6296806335449219,4.479999542236328,2.0,1.0,0.9477936426798502
09-27,-2.266299247741699,0.6073398590087891,4.479999542236328,2.0,1.0,0.9403467178344728
09-28,-3.0094995498657227,-1.1000003814697266,4.479999542236328,1.0,2.0,0.12349987030029295
09-29,-2.7696990966796875,-1.3999996185302734,4.179999351501465,1.0,2.0,0.0034335454305013022
09-30,-3.6364994049072266,-1.3999996185302734,4.179999351501465,1.0,2.0,-0.28549989064534503
10-01,-3.6364994049072266,-0.1872997283935547,4.049999237060547,1.0,2.0,0.07540003458658855
10-02,-3.6364994049072266,0.0,4.029999732971191,1.0,2.0,0.13116677602132162
10-03,-3.843499183654785,0.20478057861328125,4.036299705505371,2.0,1.0,0.13252703348795572
10-04,-4.205099105834962,0.14999961853027344,4.036299705505371,2.0,1.0,-0.006266593933105469
10-05,-3.694199562072754,-0.19999980926513672,4.036299705505371,1.0,2.0,0.04736677805582682
10-06,-4.096099853515625,-0.5699996948242188,3.979999542236328,1.0,2.0,-0.2287000020345052
10-07,-4.2584991455078125,-0.5699996948242188,3.829999923706055,1.0,2.0,-0.3328329722086589
10-08,-4.2584991455078125,-0.4499998092651367,2.729999542236328,1.0,2.0,-0.6594998041788737
10-09,-4.2584991455078125,-0.3021697998046875,2.6108999252319336,1.0,2.0,-0.6499230066935221
10-10,-4.261999130249023,0.2399997711181641,1.609999656677246,2.0,1.0,-0.8039999008178711
10-11,-4.261999130249023,-0.3000001907348633,1.609999656677246,1.0,2.0,-0.9839998881022136
10-12,-4.9631996154785165,-0.35000038146972656,1.609999656677246,1.0,2.0,-1.2344001134236653
10-13,-5.230109214782715,-0.29981040954589844,1.6999998092651367,1.0,2.0,-1.2766399383544922
10-14,-5.230109214782715,-0.29981040954589844,1.7299995422363281,1.0,2.0,-1.266640027364095
10-15,-5.230109214782715,-0.18980979919433594,2.0299997329711914,1.0,2.0,-1.12997309366862
10-16,-5.230109214782715,-0.19999980926513672,2.1799993515014653,1.0,2.0,-1.0833698908487956
10-17,-5.328699111938477,-0.39999961853027344,2.1299991607666016,1.0,2.0,-1.1995665232340496
10-18,-5.328699111938477,-0.5,2.1299991607666016,1.0,2.0,-1.2328999837239585
10-19,-3.8779993057250977,0.0,2.1299991607666016,1.0,2.0,-0.5826667149861654
10-20,-3.944499969482422,0.38000011444091797,1.7679996490478516,2.0,1.0,-0.5988334019978842
10-21,-3.91349983215332,0.38000011444091797,1.8699998855590816,2.0,1.0,-0.5544999440511068
10-22,-3.91349983215332,0.38000011444091797,1.7999992370605469,2.0,1.0,-0.5778334935506185
10-23,-3.91349983215332,0.5700006484985352,1.7029991149902344,2.0,1.0,-0.5468333562215171
10-24,-3.768999099731445,0.32847023010253906,2.3299999237060547,2.0,1.0,-0.3701763153076172
10-25,-3.79949951171875,0.2899999618530273,2.3299999237060547,2.0,1.0,-0.39316654205322266
10-26,-3.6016998291015625,-0.4977006912231445,2.3299999237060547,1.0,2.0,-0.5898001988728842
10-27,-3.371199607849121,-0.21152019500732425,2.1159992218017583,1.0,2.0,-0.4889068603515625
10-28,-3.2460994720458984,-0.21152019500732425,2.639999389648437,1.0,2.0,-0.2725400924682617
10-29,-3.2460994720458984,-0.12382030487060547,2.479999542236328,1.0,2.0,-0.2966400782267253
10-30,-3.2460994720458984,-0.5,2.5299997329711914,1.0,2.0,-0.405366579691569
10-31,-3.2069997787475586,-0.35000038146972656,2.1159992218017583,1.0,2.0,-0.4803336461385091
11-01,-3.409499168395996,-0.07999992370605469,2.1159992218017583,1.0,2.0,-0.4578332901000977
11-02,-3.54520034790039,-0.5510997772216797,2.1159992218017583,1.0,2.0,-0.6601003011067709
11-03,-3.5537996292114262,0.3400001525878906,1.8499994277954104,2.0,1.0,-0.4546000162760417
11-04,-2.795999526977539,0.3400001525878906,0.8299999237060547,2.0,1.0,-0.5419998168945312
11-05,-2.795999526977539,1.0900001525878906,0.4479999542236328,2.0,1.0,-0.41933314005533856
