,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.07501696050167084,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.04433333873748778,8.0,1.0,0.057413023379113935
01-03,0.0,0.07501696050167084,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.05962466696898142
01-04,0.0,0.07501696050167084,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.05962466696898142
01-05,0.0,0.0593884140253067,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.057888161804940975
01-06,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.05858276122146184
01-07,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.05858276122146184
01-08,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.05858276122146184
01-09,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.05858276122146184
01-10,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.2573242783546448,0.06423813104629518,8.0,1.0,0.05858276122146184
01-11,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.3167068362236023,0.06423813104629518,8.0,1.0,0.06518082320690155
01-12,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.3167068362236023,0.06423813104629518,8.0,1.0,0.06518082320690155
01-13,0.0,0.06563980877399445,0.002061590552330017,0.11856414377689364,0.0021178126335144047,0.002148181200027466,0.015150904655456543,0.3167068362236023,0.06423813104629518,8.0,1.0,0.06518082320690155
