,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.71428318007457,0.0,0.0,9.0,-18.571428318007463
01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,0.0,1.0,8.0,0.4761905606641802
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,0.0,1.0,8.0,0.4761905606641802
01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,0.0,1.0,8.0,0.4761905606641802
01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,0.0,1.0,8.0,0.4761905606641802
01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,0.0,1.0,8.0,0.4761905606641802
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,0.0,1.0,8.0,0.4761905606641802
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761905606641801,47.49999798213438,2.0,7.0,5.226190358877618
02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,1.0,0.15625030922818392
03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625030922818393,1.0,8.0,0.15625030922818392
03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.000000931322597,1.5625030922818393,1.0,8.0,-0.3437497839040756
03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.000000931322597,1.5625030922818393,1.0,8.0,-0.3437497839040756
