,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-12.404418770221252,27.227725365117173,8.325074806707647,3.0,6.0,-91.72547858192341
01-03,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-10.951574582367117,28.985508081000404,8.325074806707647,3.0,6.0,-91.40441589154969
01-04,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-8.836014877612666,28.985508081000404,8.325074806707647,3.0,6.0,-91.19285992107424
01-05,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-10.450290417547109,28.985508081000404,8.325074806707647,3.0,6.0,-91.35428747506771
01-06,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-10.450290417547109,15.999998637608096,8.325074806707647,3.0,6.0,-92.65283841940693
01-07,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-10.450290417547109,15.999998637608096,8.325074806707647,3.0,6.0,-92.65283841940693
01-08,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-10.450290417547109,15.999998637608096,8.325074806707647,3.0,6.0,-92.65283841940693
01-09,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,-10.450290417547109,15.999998637608096,8.325074806707647,3.0,6.0,-92.65283841940693
01-10,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,0.7263865296385077,4.234531260450834,-54.16667209938183,3.0,6.0,-98.96089215301302
01-11,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,0.7263865296385077,4.234531260450834,-54.16667209938183,3.0,6.0,-98.96089215301302
01-12,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,0.7263865296385077,-4.999999467815674,-54.16667209938183,2.0,7.0,-99.8843452258397
01-13,0.0,0.0,0.0,0.0,0.0,-999.9999417923424,59.596774571504476,4.2056033009089955,-4.999999467815674,-54.16667209938183,2.0,7.0,-99.53642354871263
01-14,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-4.999999467815674,-6.500004625568902,3.0,6.0,4.438302370535185
01-15,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-4.999999467815674,-6.322796960336679,3.0,6.0,4.456023137058407
01-16,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-4.999999467815674,-32.612313007938816,3.0,6.0,1.8270715322981927
01-17,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-0.0612640497788662,-34.45923878497022,3.0,6.0,2.1362524963987353
01-18,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-0.0612640497788662,-37.104827127005905,3.0,6.0,1.8716936621951652
01-19,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,11.30623981447136,-37.104827127005905,4.0,5.0,3.008444048620188
01-20,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-0.23077314563065845,-37.104827127005905,3.0,6.0,1.8547427526099858
01-21,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-0.23077314563065845,-37.104827127005905,3.0,6.0,1.8547427526099858
01-22,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-0.23077314563065845,-37.104827127005905,3.0,6.0,1.8547427526099858
01-23,0.0,0.0,0.0,0.0,0.0,17.00000640284238,34.67741809498505,4.2056033009089955,-13.04347206378942,-41.824443290309745,3.0,6.0,0.10151124446372677
