,2012,2013,2014,2015,2016,2017,2018,2019,ups,downs,avg
01-02,0.010999999940395357,-0.19999980926513672,2.9000000953674316,-0.2099999189376831,0.08249999955296516,0.0,0.0,0.0,3.0,5.0,0.3229375458322465
01-03,0.0,-0.19000029563903809,2.7299998998641968,-0.3899999856948853,0.09999999776482582,0.0,0.0,0.0,2.0,6.0,0.2812499520368874
01-04,0.0,-0.009999990463256836,2.4999998807907104,-0.3899999856948853,0.09999999776482582,0.0,0.0,0.0,2.0,6.0,0.2749999877996743
01-05,0.0,0.009999990463256836,2.4199999570846558,-0.3899999856948853,0.1030999980866909,0.0,0.0,0.0,3.0,5.0,0.2678874949924648
01-06,0.0,-0.18000006675720215,2.4199999570846558,-0.5299999713897705,0.117600005120039,0.0,0.0,0.0,2.0,6.0,0.2284499905072153
01-07,0.0,-0.18000006675720215,0.019999980926513672,-0.5820000171661377,0.12190000526607035,0.0,0.0,0.0,2.0,6.0,-0.07751251221634448
01-08,0.0,0.07999992370605469,-1.3199999332427979,-0.6599999666213989,0.11999999545514585,0.0,0.0,0.0,2.0,6.0,-0.22249999758787453
01-09,0.0,0.06999993324279785,-0.31999993324279785,-0.3399999141693115,0.1128000058233738,0.0,0.0,0.0,2.0,6.0,-0.05964998854324221
01-10,0.0,-0.19000029563903809,0.6499998569488525,-0.4700000286102295,0.1128000058233738,0.0,0.0,0.0,2.0,6.0,0.012849942315369844
01-11,0.0,-0.5199999809265137,-0.14999985694885254,-0.5199999809265137,0.1128000058233738,0.0,0.0,0.0,1.0,7.0,-0.13464997662231326
01-12,0.0,-1.920000076293945,-0.12999987602233887,-0.5199999809265137,0.12600000575184822,0.0,0.0,0.0,1.0,7.0,-0.3054999909363687
01-13,0.0,-1.920000076293945,-0.12999987602233887,-0.43999993801116943,0.07499999552965164,0.0,0.0,0.0,1.0,7.0,-0.30187498684972525
01-14,0.0,-1.920000076293945,-0.059999942779541016,-0.3500000238418579,0.07000000774860382,0.0,0.0,0.0,1.0,7.0,-0.2825000043958425
01-15,0.0,-2.179999828338623,-0.6499998569488525,-0.4200000762939453,0.0954899974167347,0.0,0.0,0.0,1.0,7.0,-0.3943137205205858
01-16,0.0,-1.7970998287200928,-0.4600000381469727,-0.3899999856948853,0.08100000768899918,0.0,0.0,0.0,1.0,7.0,-0.3207624806091189
01-17,0.0,-2.34000015258789,-0.4699997901916504,-0.31999993324279785,0.07300000637769699,0.0,0.0,0.0,1.0,7.0,-0.3821249837055801
01-18,0.0,-2.308500051498413,-0.6099998950958252,-0.31999993324279785,0.07300000637769699,0.0,0.0,0.0,1.0,7.0,-0.3956874841824174
01-19,0.0,-2.4600000381469727,-0.4500000476837158,-0.31999993324279785,0.07300000637769699,0.0,0.0,0.0,1.0,7.0,-0.3946250015869737
01-20,0.0,-2.4800000190734863,-0.4500000476837158,-0.31999993324279785,0.07649999856948853,0.0,0.0,0.0,1.0,7.0,-0.3966875001788139
01-21,0.0,-2.4800000190734863,-0.4500000476837158,-0.33000004291534424,0.0349000096321106,0.0,0.0,0.0,1.0,7.0,-0.4031375125050545
01-22,0.0,-2.4800000190734863,-1.0299997329711914,-0.3200000524520874,-0.01590000092983246,0.0,0.0,0.0,0.0,8.0,-0.4807374756783247
01-23,0.0,-3.1999998092651367,-0.8099999427795409,-0.3700000047683716,-0.019999995827674862,0.0,0.0,0.0,0.0,8.0,-0.5499999690800905
01-24,0.0,-3.4000000953674316,-0.9000000953674316,-0.3400000333786011,-0.00849999487400055,0.0,0.0,0.0,0.0,8.0,-0.5810625273734331
01-25,0.0,-3.2699997425079346,-0.930000066757202,-0.31000006198883057,-0.00849999487400055,0.0,0.0,0.0,0.0,8.0,-0.564812483265996
01-26,0.0,-2.809999704360962,-0.9800000190734864,-0.31000006198883057,0.011500000953674316,0.0,0.0,0.0,1.0,7.0,-0.5110624730587006
01-27,0.0,-2.929999828338623,-0.9800000190734864,-0.31000006198883057,0.01250000298023224,0.0,0.0,0.0,1.0,7.0,-0.5259374883025885
01-28,0.0,-2.929999828338623,-0.8099999427795409,-0.3400000333786011,0.019999995827674862,0.0,0.0,0.0,1.0,7.0,-0.5074999760836363
01-29,0.0,-1.9800000190734863,-0.75,-0.31000006198883057,-0.02449999749660492,0.0,0.0,0.0,0.0,8.0,-0.3830625098198652
01-30,0.0,-1.5,-1.119999885559082,-0.33000004291534424,-0.02449999749660492,0.0,0.0,0.0,0.0,8.0,-0.3718124907463789
01-31,0.0,-1.6300001144409182,-1.06000018119812,-0.2700001001358032,-0.014500007033348085,0.0,0.0,0.0,0.0,8.0,-0.3718125503510237
02-01,0.0,-1.6300001144409182,-1.190000057220459,-0.2700001001358032,-0.014500007033348085,0.0,0.0,0.0,0.0,8.0,-0.38806253485381603
02-02,0.0,-1.6999998092651367,-1.190000057220459,-0.2700001001358032,-0.06450000405311583,0.0,0.0,0.0,0.0,8.0,-0.4030624963343144
02-03,0.0,-1.6999998092651367,-1.190000057220459,-0.2900000810623169,-0.03000000119209289,0.0,0.0,0.0,0.0,8.0,-0.4012499935925007
02-04,0.0,-1.6999998092651367,-1.1500000953674316,-0.32999998331069946,-0.0039000064134597774,0.0,0.0,0.0,0.0,8.0,-0.39798748679459095
02-05,0.0,-1.6999998092651367,-1.0,-0.34999996423721313,-0.028800010681152344,0.0,0.0,0.0,0.0,8.0,-0.3848499730229378
02-06,0.0,-2.6800000667572017,-0.8199999332427979,-0.27000004053115845,0.004999995231628418,0.0,0.0,0.0,1.0,7.0,-0.4706250056624413
02-07,0.0,-2.6000001430511475,-0.6700000762939453,-0.3050000667572021,-0.02180001139640808,0.0,0.0,0.0,0.0,8.0,-0.4496000371873379
02-08,0.0,-2.5199999809265137,-0.25999999046325684,-0.5000000596046448,-0.02180001139640808,0.0,0.0,0.0,0.0,8.0,-0.4127250052988529
02-09,0.0,-2.2899997234344482,-0.2400000095367432,-0.5000000596046448,0.018199995160102844,0.0,0.0,0.0,1.0,7.0,-0.37647497467696667
02-10,0.0,-2.3499999046325684,-0.2400000095367432,-0.49000006914138794,-0.02450001239776612,0.0,0.0,0.0,0.0,8.0,-0.3880624994635582
02-11,0.0,-2.3499999046325684,-0.3599998950958252,-0.32999998331069946,-0.03200000524520874,0.0,0.0,0.0,0.0,8.0,-0.3839999735355377
02-12,0.0,-2.34000015258789,-0.3299999237060547,-0.27000004053115845,0.018999993801116943,0.0,0.0,0.0,1.0,7.0,-0.3651250153779984
02-13,0.0,-1.6899998188018799,-0.5,-0.3670000433921814,-0.022500000894069668,0.0,0.0,0.0,0.0,8.0,-0.3224374828860164
02-14,0.0,-2.299999952316284,-1.2200000286102295,-0.3700000047683716,-0.08749999850988388,0.0,0.0,0.0,0.0,8.0,-0.4971874980255962
02-15,0.0,-2.1099998950958248,-0.9699997901916504,-0.4000000357627869,-0.08749999850988388,0.0,0.0,0.0,0.0,8.0,-0.4459374649450183
