,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,5.536514282226559,-4.3983440399169815,-2.4230270385742148,4.659793853759767,9.208490371704098,-13.89970588684082,3.0,5.0,-0.1645348072051993
01-03,0.0,0.0,5.536514282226559,-4.3983440399169815,-2.4230270385742148,4.659793853759767,9.616407394409176,-13.89970588684082,3.0,5.0,-0.11354517936706456
01-04,0.0,0.0,5.536514282226559,-4.3983440399169815,-2.4230270385742148,4.659793853759767,9.6424446105957,-13.89970588684082,3.0,5.0,-0.11029052734374913
01-05,0.0,0.0,5.536514282226559,-4.3983440399169815,-4.575201034545894,4.659793853759767,9.11302185058594,-13.89970588684082,3.0,5.0,-0.4454901218414289
01-06,0.0,0.0,5.536514282226559,-4.3983440399169815,-4.267744064331051,4.5750694274902335,8.679069519042972,-13.89970588684082,3.0,5.0,-0.4718925952911359
01-07,0.0,0.0,5.536514282226559,-4.3983440399169815,-3.08917427062988,3.07315444946289,8.679069519042972,-14.952432632446287,3.0,5.0,-0.6439015865325911
01-08,0.0,0.0,5.536514282226559,-4.3983440399169815,-3.08917427062988,3.07315444946289,8.592279434204103,-14.952432632446287,3.0,5.0,-0.6547503471374498
01-09,0.0,0.0,5.536514282226559,-4.3983440399169815,-3.08917427062988,2.6033210754394496,8.592279434204103,-14.952432632446287,3.0,5.0,-0.71347951889038
01-10,0.0,0.0,5.536514282226559,-4.3983440399169815,-1.7056369781494105,2.6033210754394496,8.791896820068361,-14.952432632446287,3.0,5.0,-0.5155851840972892
01-11,0.0,0.0,5.536514282226559,-4.3983440399169815,-1.1932144165039062,2.6033210754394496,8.583599090576174,-14.952432632446287,3.0,5.0,-0.4775695800781246
01-12,0.0,0.0,5.536514282226559,-4.3983440399169815,-1.1932144165039062,2.6033210754394496,7.93266677856445,-14.952432632446287,3.0,5.0,-0.5589361190795898
01-13,0.0,0.0,5.536514282226559,-4.3983440399169815,-0.9296836853027308,-2.387657165527344,8.036815643310543,-14.952432632446287,2.0,6.0,-1.1368484497070304
