,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,38.00000201214801,-145.9016272336118,-69.5652238298295,60.52631488227686,-53.59736219338088,-26.80411811253581,-31.192053231088373,-7.76698945654188,38.77557375582639,-152.41935377267964,3.0,8.0,-31.813167016310604
01-03,0.0,38.00000201214801,-145.9016272336118,-72.72726190089149,59.72222343517794,-66.73913670161366,-32.25805947548403,-31.192053231088373,-13.402059683720024,39.78500451896151,-161.50628423760108,3.0,8.0,-35.11084113615664
01-04,0.0,38.00000201214801,-113.11474818385693,-85.71428571428571,58.904110080687616,-79.06615403976764,-32.25805947548403,-36.734691418701296,-6.000001089913504,25.531988132129268,-204.5356302534639,3.0,8.0,-39.544315450046184
01-05,0.0,29.54545844295189,-128.0701828574507,-90.47619463489582,61.03896059706791,-79.06615403976764,-25.089602899404213,-51.111111335373145,-6.134371634232144,23.917601776894358,-252.4999864026906,3.0,8.0,-47.08596208971819
01-06,0.0,40.90909264131196,-84.61538709584322,-81.81817857026743,61.03896059706791,-77.04280592934157,-10.033446492355845,-44.05594152423638,-11.655242790314741,25.45462214374486,-252.4999864026906,3.0,8.0,-39.483483038447744
01-07,0.0,45.833334061106775,-56.626505567719356,-81.81817857026743,59.740258149444465,-65.87812989991059,2.061855959696424,-52.98507682720896,-10.679611329439183,25.45462214374486,-237.50000093132255,4.0,7.0,-33.854312073806874
01-08,0.0,48.000000335358,-88.40580172398016,-77.27272023557946,49.36708806185233,-43.619049266687135,-0.699297634601933,-55.303038278465074,-10.679611329439183,26.262698614861698,-222.49998565763255,3.0,8.0,-34.07724701039213
01-09,0.0,48.000000335358,-88.40580172398016,-80.95237679367561,51.16279168955599,-23.535914230431494,3.666668846493676,-55.303038278465074,-5.825243745794608,23.19156790422453,-238.75339869653197,4.0,7.0,-33.3413404266588
01-10,0.0,48.000000335358,-59.42029843977265,-85.71428571428571,50.0,3.9808175226723903,3.666668846493676,-62.87879397764974,-3.8095267134884,22.60876763481299,-219.14895978002082,5.0,6.0,-27.519600935080017
01-11,0.0,40.000001676790006,-84.61538709584322,-80.95237679367561,48.42105408309378,5.342791961540224,3.666668846493676,-61.48148716278655,-6.796113294391852,24.444517441663766,-195.33677820378628,5.0,6.0,-27.937009867354732
01-12,0.0,38.00000201214801,-116.66666375557293,-52.17391502456292,47.87233852785194,5.342791961540224,7.333337692987351,-66.5671578360459,-8.870970566222857,22.000078564518766,-214.04957809189446,5.0,6.0,-30.70724877411389
01-13,0.0,40.000001676790006,-84.61538709584322,-52.17391502456292,47.87233852785194,1.6548455285977322,12.500001150668858,-57.14285019187829,-10.891088574691954,16.824724418574807,-214.04957809189446,5.0,6.0,-27.274627970580678
01-14,0.0,40.000001676790006,-77.41935265766135,-52.17391502456292,47.87233852785194,-1.0772850790072446,15.202701365438898,-57.971019357417,-10.891088574691954,16.824724418574807,-233.3333388066707,4.0,7.0,-28.451475773759594
01-15,0.0,25.00000523996855,-77.41935265766135,-43.478266317548034,43.181818452477714,-2.183396501116031,18.15068930961913,-45.33333551316034,-10.891088574691954,17.061689980924918,-238.15029036162707,4.0,7.0,-28.551047903892226
01-16,0.0,25.00000523996855,-77.41935265766135,-47.61905177775297,37.64706049161633,4.102567520084665,13.44827411250501,-45.33333551316034,-10.891088574691954,12.58750341788517,-178.86977293266708,5.0,6.0,-24.304290061261266
01-17,0.0,25.00000523996855,-77.41935265766135,-66.66666250796132,13.157892741009093,12.639999389648438,12.54355619026244,-45.33333551316034,-23.333329296616768,10.958993056551881,-200.0,5.0,6.0,-30.768384850723578
01-18,0.0,25.00000523996855,-83.33333624442706,-59.0908988058469,-23.74999402316079,12.639999389648438,12.54355619026244,-44.370867260801866,-15.789469155484117,15.80050071390961,-187.23406380201874,4.0,7.0,-31.598597068904592
01-19,0.0,29.54545844295189,-92.98246807502936,-57.14285714285714,-22.222222941010823,12.639999389648438,12.54355619026244,-40.13157299162156,-11.223457550919399,29.38060241653113,-200.0,4.0,7.0,-30.87208747836767
01-20,0.0,29.54545844295189,-66.66667248885415,-73.68421451798181,-22.222222941010823,12.639999389648438,7.581224134226984,-47.9999996366955,-17.89473744593545,28.622612221739654,-200.0,4.0,7.0,-31.82532298562825
01-21,0.0,27.906981051785998,-73.9130500818764,-73.68421451798181,-22.222222941010823,11.776444815242256,9.507039584681534,-41.17646901684905,-14.285714285714285,28.622612221739654,-200.0,4.0,7.0,-31.5880539245439
01-22,0.0,40.000001676790006,-73.9130500818764,-73.68421451798181,-59.72222343517794,4.394618099859174,4.659497262764368,-44.966437614157456,-14.285714285714285,28.622612221739654,-204.3478133172153,4.0,7.0,-35.749338544633645
01-23,0.0,34.78261146917057,-73.9130500818764,-100.0,-66.66666666666666,-3.2710329757415293,2.554743291562598,-44.966437614157456,-26.530614230891914,34.244145598107444,-215.15149106883132,3.0,8.0,-41.719799298120435
01-24,0.0,34.78261146917057,-59.42029843977265,-100.0,-40.000005988535854,2.2737846279080194,0.7434911854257901,-44.966437614157456,-19.58762785240268,31.318750348551145,-200.30029643018295,4.0,7.0,-35.92327533581783
01-25,0.0,32.60869882190923,-30.43477996724944,-94.11764207269422,-64.17910494452829,-0.09505662182364057,0.7434911854257901,-37.90850051499304,-17.40890710590108,32.456210797661704,-203.69231531041646,3.0,8.0,-34.729809612055405
01-26,0.0,43.47826205821596,-33.33333624442707,-82.35294162975507,-69.23077419168644,-0.09505662182364057,-2.230483685585073,-35.06494230314476,-16.32652862625094,49.33338231884135,-203.69231531041646,2.0,9.0,-31.774066748730196
01-27,0.0,43.47826205821596,-34.61538577809961,-93.75001074602993,-69.23077419168644,-1.9486736978780683,-1.1193980912076618,-32.27847702873724,-16.494843768061347,45.5587923715891,-203.69231531041646,2.0,9.0,-33.099347652937425
01-28,0.0,34.78261146917057,-23.63636484891836,-93.75001074602993,-83.07693225461992,2.2072098637663347,-5.323191473975414,-31.210194509647387,-15.306117980493191,45.5587923715891,-207.6923189783947,3.0,8.0,-34.31331973523208
01-29,0.0,32.60869882190923,-28.301892202175,-100.0,-101.587311356959,-1.179246556168975,-10.038619340431866,-31.210194509647387,-15.306117980493191,46.56165719775986,-174.99999172157746,2.0,9.0,-34.859365240707625
01-30,0.0,38.00000201214801,-28.301892202175,-128.5714152041618,-112.2807038510187,-5.665026762946835,-11.111117118130192,-31.210194509647387,-15.306117980493191,40.93755887283468,-159.45945031630734,2.0,9.0,-37.54257791453615
01-31,0.0,38.00000201214801,-1.886794131709484,-181.81817857026743,-83.07693225461992,-4.776119018557268,-4.477612699037572,-26.114649184083447,-18.085107462284213,39.6826008682536,-150.0,2.0,9.0,-35.68661731274162
02-01,0.0,50.0,-27.450985227191698,-172.72726190089145,-87.50000511715712,-8.27763403589794,-4.477612699037572,-31.81818543728666,-14.432990052713327,39.545515815496,-112.35955236777113,2.0,9.0,-33.590791911131895
02-02,0.0,47.91666703055338,-22.448977409425808,-181.81817857026743,-87.50000511715712,-8.27763403589794,-2.985071743657227,-46.20690354997996,-15.767199657455745,40.277839668780175,-103.22580335043476,2.0,9.0,-34.54866061226749
02-03,0.0,47.91666703055338,-25.0,-210.00000196498826,-87.50000511715712,-8.27763403589794,-1.92306845851234,-48.63012899704538,-9.57446993534436,40.277839668780175,-103.22580335043476,2.0,9.0,-36.9033277418224
02-04,0.0,40.47619237731286,-23.99999916160503,-210.00000196498826,-67.18751138567454,-3.488941695987103,-5.81395999700485,-44.520548648260004,-8.421051650354892,40.277839668780175,-102.36558656001154,2.0,9.0,-35.00396081979937
02-05,0.0,56.52173794178403,-10.714285380104043,-210.00000196498826,-30.64515338402242,-2.1204858703215623,-4.761905791679462,-46.52778342812995,-8.421051650354892,35.4167311200354,-109.0090003012451,2.0,9.0,-30.0237453371842
02-06,0.0,56.52173794178403,-10.714285380104043,-150.0,-40.62499565041646,-8.775506529992812,-0.40160466780618803,-46.52778342812995,-7.368417505129226,38.5714897399829,-111.66667293461563,2.0,9.0,-25.54418531040249
02-07,0.0,56.52173794178403,-16.0714233916127,-141.66665938893232,-83.33333624442706,-9.160306931288234,5.6603734784138515,-46.52778342812995,-14.285717375038386,39.67834435588196,-116.86746849517442,3.0,8.0,-29.641112679865753
02-08,0.0,56.52173794178403,1.923078667149416,-141.66665938893232,-70.31249782520823,-12.303668450591646,5.6603734784138515,-41.09588747091271,-10.756127498987999,46.70737223539615,-129.74360526195937,4.0,7.0,-26.824171233986263
02-09,0.0,37.50000218332031,-3.7735882634189672,-210.00000196498826,-87.9310326135664,-12.303668450591646,7.5471680652862325,-40.81632482833167,-11.70212750538797,49.06905305354538,-102.25734770222408,3.0,8.0,-34.060715275123364
02-10,0.0,40.000001676790006,-1.6949167595428936,-210.00000196498826,-87.9310326135664,-15.02617682662693,14.03509291894696,-45.45454632065598,-10.526312770322749,52.551065837730796,-102.25734770222408,3.0,8.0,-33.30037950222359
02-11,0.0,40.000001676790006,7.6923064520783875,-210.00000196498826,-55.1724094316549,4.27272732902446,21.666663033621653,-45.833332544912096,-12.903220372006214,52.551065837730796,-103.16027063738558,5.0,6.0,-27.35331551106379
02-12,0.0,40.000001676790006,-13.207549035232761,-199.99999345003926,-77.58621375025658,6.651983243420472,19.930068331096663,-45.833332544912096,-12.903220372006214,52.551065837730796,-82.66667743965459,4.0,7.0,-28.4603515911876
02-13,0.0,40.000001676790006,-13.207549035232761,-190.9090714216046,-56.66666375557292,8.434787100210555,14.59075154093309,-45.833332544912096,-11.827956280406609,50.526366737594635,-77.55556576929001,4.0,7.0,-25.677111977408252
02-14,0.0,40.000001676790006,-13.207549035232761,-233.33333333333331,-46.03174655983562,11.489363256327472,15.789480728895882,-50.0,-17.20429871246647,40.94407753452486,-74.2919448541452,4.0,7.0,-29.622359027134113
02-15,0.0,40.000001676790006,-1.6949167595428936,-154.54545238017832,-53.84616128752966,11.489363256327472,15.789480728895882,-49.305558577836955,-11.111111111111109,42.924582107583475,-66.66667108182564,4.0,7.0,-20.633313038947975
02-16,0.0,40.000001676790006,16.666671518489572,-163.63634523151552,-66.66667248885415,11.489363256327472,15.789480728895882,-51.428570038375646,-10.403402508710196,53.109292796835405,-67.41070911829965,5.0,6.0,-20.226444491674254
02-17,0.0,47.826087352738654,0.0,-163.63634523151552,-66.66667248885415,11.489363256327472,12.274364289238658,-59.25926449204025,-8.510637526939849,59.85615753938558,-67.41070911829965,4.0,7.0,-21.276150583632642
02-18,0.0,34.78261146917057,9.090907358688051,-163.63634523151552,-66.66667248885415,5.135137307929592,12.230212090120952,-59.12408744606618,-8.510637526939849,59.85615753938558,-67.41070911829965,5.0,6.0,-22.204856913307328
02-19,0.0,37.50000218332031,7.407404172858807,-163.63634523151552,-50.819664245142576,9.41935501261194,11.721610149529742,-61.48148716278655,-8.510637526939849,59.85615753938558,-47.97571339914257,5.0,6.0,-18.774483500710975
02-20,0.0,40.000001676790006,7.407404172858807,-107.14284444395372,-37.878789202012314,7.631581510501801,10.79135957306753,-61.48148716278655,-8.510637526939849,53.30583481432307,-59.148942052427614,5.0,6.0,-14.093319876416258
02-21,0.0,40.000001676790006,7.407404172858807,-38.09523393653275,-12.499990993803936,4.878045685984558,7.116104257367351,-61.48148716278655,-14.96746328911692,60.14602538978789,-53.556495790453006,5.0,6.0,-5.550280908173142
02-22,0.0,40.000001676790006,7.407404172858807,-40.00000130999216,-14.285720118703669,-1.8518567635739616,7.116104257367351,-62.59541683055235,-2.970297497144541,65.86829836449509,-48.20295772619239,4.0,7.0,-4.501312888604346
02-23,0.0,40.000001676790006,0.0,-76.47058370244932,1.1235906103056408,-1.8518567635739616,13.108617939710438,-47.48202524757308,0.9433985302105254,68.05558719749538,-31.273408636847304,5.0,6.0,-3.076970763266514
02-24,0.0,-5.93220421774859,-8.695660098251695,-114.2857076020809,1.1235906103056408,-11.728402449277912,10.11236620113006,-46.762594088355925,0.9345753933683856,64.50620829571342,-31.273408636847304,4.0,7.0,-12.909203326549529
02-25,0.0,-4.545453679344026,-25.99999035845786,-114.2857076020809,-1.1235906103056408,-45.348835367236525,10.074623489282805,-50.37037380905503,7.017543125827705,64.50620829571342,-32.20973736786102,3.0,8.0,-17.480483080319733
02-26,0.0,11.999997987851991,-18.867921543627585,-100.0,-8.045978257622407,-79.90275442897232,8.646619429571668,-47.10145199385067,7.017543125827705,67.3457118002527,-61.16279234171813,4.0,7.0,-20.006456929298825
02-27,0.0,11.999997987851991,-18.867921543627585,-93.33332751114584,-15.662651819415018,-58.071747468012965,9.796670686856057,-47.10145199385067,6.754386378997222,66.22519873985189,-61.81383620117265,4.0,7.0,-18.188607522151603
02-28,0.0,11.999997987851991,-13.207549035232761,-66.66666666666666,-4.651154572250394,-22.907387495419716,4.687500831538009,-42.75362504842415,12.605038697654095,63.357701891853246,-60.78432117320642,4.0,7.0,-10.756405871118432
02-29,0.0,0.0,20.00000104799371,0.0,0.0,0.0,4.687500831538009,0.0,0.0,0.0,-68.7804824152849,2.0,1.0,-4.008452775977561
03-01,0.0,0.0,18.000004611172322,-93.33332751114584,-5.882345688624662,-26.361646823632412,2.7343737111160853,-39.5683511058506,11.66666174691799,63.008166146964506,-86.02149340235081,4.0,7.0,-14.159814392312134
03-02,0.0,0.0,-25.0,-64.70588325951013,-12.499990993803936,-26.361646823632412,-14.049581379774153,-29.5301997467597,14.516131158780176,58.7302007363396,-86.02149340235081,2.0,9.0,-16.811133064610125
03-03,0.0,0.0,-29.999993712037732,-75.00001023431422,-12.499990993803936,-24.183007156742264,-25.523015986842605,-20.2531617191005,13.600000653948102,39.74513430833976,-85.48386592832749,2.0,9.0,-19.963446433534624
03-04,0.0,0.0,-22.641509807046557,-75.00001023431422,-3.7499966431451024,32.01754163197697,-22.594146981908573,-16.000002906436013,6.086959457706441,39.74513430833976,-79.21052705878367,3.0,8.0,-12.84968711214645
03-05,0.0,11.999997987851991,-22.641509807046557,-75.00001023431422,-1.2987024476234497,34.216331716748556,-36.91589356230345,-16.000002906436013,6.086959457706441,39.74513430833976,-81.33333524068198,4.0,7.0,-12.831002793432626
03-06,0.0,7.172991228070952,-13.207549035232761,-115.38462933719534,-17.64705837024493,36.84210526315789,-43.62745526896722,-16.000002906436013,10.434784256958002,44.46884005505669,-68.92231662197315,4.0,7.0,-15.988208248800536
03-07,0.0,7.172991228070952,-31.999995388827678,-86.66667248885416,-19.047619839753434,26.66666545565166,-43.62745526896722,-13.333329700288319,11.73949898766224,32.98298623108363,-47.72726810914424,4.0,7.0,-14.894563535760597
03-08,0.0,-4.641356629277018,-59.999997904012574,-86.66667248885416,-33.33333624442707,23.43387363919653,-44.607843169992115,-21.67832194481722,13.675207156353805,38.271668063817735,-51.51514941002168,3.0,8.0,-20.641993539275802
03-09,0.0,-11.11110904100003,-39.999991616050316,-92.8571368418728,-26.98413503749323,23.43387363919653,-50.248755139809866,-17.449660993020895,9.009006576363813,31.541728844600385,-51.51514941002168,3.0,8.0,-20.561939001737095
03-10,0.0,3.999999329283997,-5.769236001448247,-107.69231466859766,-26.98413503749323,22.737820991063913,-43.20388009205536,-6.918234466954758,7.964597342057786,25.538461280494104,-51.748260541217135,4.0,7.0,-16.552289260442418
03-11,0.0,3.8461532260391937,-1.8518534691261528,-107.69231466859766,-30.15873279917811,21.57772692217215,-46.19047653030183,0.6493478344913223,7.142856273984786,25.538461280494104,-42.424246002963145,5.0,6.0,-15.41482526663503
03-12,0.0,0.0,-1.8518534691261528,-84.61539081653127,-28.571429759630146,25.507899996869263,-44.54976113590679,0.6493478344913223,7.142856273984786,18.46153934830153,-21.111118028193527,4.0,7.0,-11.721628159612813
03-13,0.0,7.407406257345659,-48.14815138269675,-92.30770548512892,-23.07692741772564,25.62929098882215,-43.867925619573406,0.6493478344913223,6.2500030410532466,24.61538405108084,-6.896553053016793,5.0,6.0,-13.613257344122571
03-14,0.0,7.407406257345659,-12.962964580237262,-53.333327511145846,-20.634922879301392,29.53488765558277,-43.867925619573406,2.5974001846660317,8.03571558902282,33.78378291300823,7.003893667632672,6.0,5.0,-3.8578231202727022
03-15,0.0,14.814812514691319,-21.999997484815093,-46.666672488854154,-10.769232257505932,35.394462681967894,-37.2641551872299,1.948052350174709,12.612612889049563,48.39067810379132,6.274510949724066,6.0,5.0,0.2486429155448896
03-16,0.0,7.407406257345659,-13.999990777655348,-23.529408591714514,-12.50000307029426,35.394462681967894,-31.603776858720227,4.5454525348407415,12.280701964049227,55.66037608534169,6.274510949724066,6.0,5.0,3.6299755613531763
03-17,0.0,11.999997987851991,-29.999993712037732,-31.250003582009978,-12.50000307029426,41.151390139281176,-33.48214220548859,15.094342209359189,8.30357155890228,51.54639052180682,9.215684670386306,6.0,5.0,2.734475865250654
03-18,0.0,11.999997987851991,-22.641509807046557,-31.250003582009978,-14.062504477512471,44.7311822034231,-33.48624202953891,11.728394231128267,5.779816227086974,51.54639052180682,15.789471372673027,6.0,5.0,3.6486356952602073
03-19,0.0,0.0,-22.641509807046557,-31.250003582009978,-20.312501918933915,36.877826924574215,-22.746787941767284,14.371252453427203,5.779816227086974,50.0,11.111107431811952,5.0,6.0,1.9262908897402395
03-20,0.0,0.0,-56.60377451761639,-57.142858479583815,-27.41935265766136,29.84410110416248,-21.186440090896934,14.371252453427203,6.33027878412151,43.103445845914564,23.917530524336513,5.0,6.0,-4.071437912163296
03-21,0.0,0.0,-32.692307110950196,-61.53846696446485,-32.307696772517794,17.913833936853358,-21.186440090896934,19.760475182725717,9.649122544938466,43.09927348793827,25.54455630183981,5.0,6.0,-2.88705904404856
03-22,0.0,-4.166665938893231,-27.450985227191698,-75.0,-51.6128961373994,16.819854356805166,-27.118640545381613,18.518521633269003,9.482758519441743,46.44936300711774,28.10707729366194,5.0,6.0,-5.99741936714276
03-23,0.0,-4.166665938893231,-9.090907358688051,-75.0,-40.298503026981294,16.819854356805166,-19.35483055800933,17.68292520833797,10.434784256958002,46.682461949513105,28.10707729366194,5.0,6.0,-2.562163983390521
03-24,-81.81818528262392,-4.166665938893231,-18.181814717376103,-75.0,-40.298503026981294,4.1819857487301135,-24.369744916732675,19.277106653864557,16.638657492159382,47.05882329370407,26.195027536661982,5.0,6.0,-11.862119377953372
03-25,0.0,-4.166665938893231,-18.181814717376103,-75.0,-41.791049445282844,3.8636320006044063,-30.35714372601521,15.662648130367446,10.63063340605765,47.05882329370407,32.77777943346229,5.0,6.0,-5.409377960306501
03-26,0.0,0.0,-18.181814717376103,-91.6666593889323,-27.027021668403172,1.7035041445690933,-20.661156373421022,16.666666666666664,10.63063340605765,47.05882329370407,41.355931980792754,5.0,6.0,-3.647372059667489
03-27,0.0,0.0,-12.72727411304956,-49.99999532145663,-25.714293841584357,-9.832136987749648,-23.728813363632305,16.666666666666664,9.009006576363813,53.111113314483404,39.162931650314434,4.0,7.0,-0.3684359472403797
03-28,0.0,0.0,-16.981137298651728,-49.99999532145663,-21.428575706097032,-24.876852861341728,-23.728813363632305,17.857145753384042,21.052629377483115,49.52941028446153,39.49044864072941,4.0,7.0,-0.8259764086473941
03-29,0.0,19.999996646419987,-25.0,-57.142858479583815,-11.76470044293917,-26.750005994524273,-22.8813479089248,13.29479522973826,16.66666567076617,45.52238654222483,35.59321828424083,5.0,6.0,-1.1328954956892725
03-30,0.0,16.666663755572923,-16.326523192047738,-69.23078163306249,-11.76470044293917,-26.750005994524273,-17.622952238448953,9.036146308742786,14.000003791003405,35.262445382898676,35.59321828424083,5.0,6.0,-2.83058963441491
03-31,0.0,8.333331877786462,-22.448977409425808,-57.142858479583815,-11.76470044293917,-25.0,-17.37287440894708,8.433731083373214,10.900902498706495,35.6951866179011,36.2711857900096,5.0,6.0,-3.099552079374455
