,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.6666665077209473,0.6296296119689949,0.8888893127441406,0.4444446563720703,-0.1481475830078125,-0.2962961196899432,1.7777767181396518,3.0555553436279297,2.7499980926513667,2.375,-8.208333969116211,-0.5933341979980469,5.053333282470708,-5.526666641235352,-2.573333740234375,-4.5866661071777335,10.373332977294922,3.7066688537597594,-6.779998779296875,-14.690000534057619,9.920001983642578,-1.6100006103515625,10.409996032714844,9.589996337890623,-11.04999542236328,-9.120002746582033,11.56999969482422,17.029998779296875,-20.419998168945312,19.600006103515625,-69.44999694824213,17.0,14.0,03-17,-1.4584347509568718
01-03,0.7037038803100577,0.8148150444030762,0.8518524169921875,0.3703708648681641,-0.1481475830078125,-0.2962961196899432,1.7777776718139648,3.1111125946044917,2.458332061767578,2.625,-8.208333969116211,-0.6000003814697266,2.6333332061767614,-4.399999618530273,-2.9933319091796875,-4.5866661071777335,10.373332977294922,3.6533355712890634,-8.9599952697754,-13.899999618530275,10.85000228881836,-1.6100006103515625,10.409996032714844,8.3800048828125,-7.419998168945312,-4.190002441406263,13.279998779296859,17.029998779296875,-21.429992675781282,25.93000793457031,-89.06000518798827,17.0,14.0,03-18,-1.6951546669006363
01-04,0.5925922393798828,0.6666665077209473,1.037036895751957,0.3703708648681641,-0.1481475830078125,-0.037036895751953125,1.6666660308837926,3.0,1.958332061767578,2.625,-6.916666030883789,-2.136667251586914,2.0666656494140696,-5.100000381469727,-2.3800010681152344,-3.540000915527344,9.180000305175772,4.146663665771477,-7.830001831054673,-13.0,10.85000228881836,-1.5500030517578125,12.25,7.260002136230469,-5.970001220703138,-1.980003356933608,13.279998779296859,15.600006103515625,-19.719985961914066,22.729995727539066,-83.89000701904297,17.0,14.0,03-19,-1.4489846229553232
01-05,0.7407407760620117,0.37037038803100497,1.0,0.2962961196899432,-0.0370368957519549,-0.2962961196899432,2.166666984558105,2.9444446563720703,1.958332061767578,2.916667938232422,-4.416666030883789,-1.0499992370605504,2.359998703002933,-5.8400001525878915,-2.3800010681152344,-2.773334503173828,9.84000015258789,4.866668701171875,-2.2199935913085795,-13.0,11.110004425048828,0.470001220703125,11.209999084472656,6.930000305175781,-6.189994812011719,-1.980003356933608,14.880004882812473,17.730010986328125,-21.91000366210932,20.699996948242188,-104.42000579833986,18.0,13.0,03-20,-1.7426816417324924
01-06,0.7407407760620117,0.33333349227905273,1.0,0.14814853668213068,0.07407379150390625,-0.8518514633178693,1.7777786254882812,2.9444446563720703,1.833332061767578,1.791667938232422,-6.5,-1.7233333587646518,1.9333324432373007,-5.8400001525878915,-1.9666671752929688,-2.6733322143554688,6.633331298828117,5.513336181640632,-2.2199935913085795,-13.520000457763672,11.569999694824224,2.799995422363281,11.94000244140625,6.720001220703125,-6.189994812011719,-0.1699981689453267,18.71999359130861,16.75,-25.16000366210937,17.029998779296875,-104.42000579833986,19.0,12.0,03-21,-1.9671506420258549
01-07,0.7777776718139648,0.33333349227905273,1.2962961196899396,-0.037036895751953125,-0.03703689575195135,-1.6296300888061523,1.833333969116211,3.0555553436279297,2.291667938232422,3.2083339691162114,-8.583333969116211,-2.710000991821289,1.9333324432373007,-4.7133331298828125,-2.493335723876953,-2.593334197998047,5.44000244140625,6.566669464111327,-2.2199935913085795,-10.299999237060556,10.44000244140625,4.180000305175781,9.080001831054688,6.720001220703125,-7.9699935913085795,-3.1900024414062638,20.169998168945302,16.1199951171875,-23.80000305175781,17.029998779296875,-104.00000762939457,17.0,14.0,03-22,-2.058088410285213
01-08,0.7777776718139648,0.5555558204650879,1.2592592239379885,-0.11111164093017578,-0.14814758300781072,-1.7037038803100604,1.833333969116211,3.055555343627933,1.708332061767578,1.75,-8.624998092651367,-2.710000991821289,2.5933322906494105,-3.180000305175781,-2.7800025939941406,-2.9333343505859304,5.993335723876952,6.566669464111327,-0.34999847412107954,-11.790000915527346,9.330001831054679,3.2300033569335938,8.519996643066406,6.650001525878906,-8.449996948242188,-6.459999084472656,21.76999664306642,16.770004272460938,-23.80000305175781,13.860000610351562,-102.4000015258789,17.0,14.0,03-23,-2.232843322138632
01-09,0.7777776718139648,0.592592716217041,1.3333330154418963,0.2962961196899432,-0.22222137451172053,-1.7037038803100604,1.2777786254882812,2.277778625488281,4.249998092651366,2.0,-9.416666030883787,-2.460000991821289,1.2133350372314349,-2.30666732788086,-2.8199996948242188,-2.9333343505859304,5.993335723876952,6.3066673278808585,-2.040000915527344,-8.369998931884767,8.75,4.900001525878906,8.519996643066406,1.8499984741210935,-7.550003051757827,-6.80999755859375,21.709999084472642,16.770004272460938,-25.57000732421875,13.259994506835938,-104.70000457763672,18.0,13.0,03-24,-2.4136683402522925
01-10,0.5555562973022443,0.5185184478759766,1.1481485366821291,0.6296300888061541,-0.22222137451172053,-1.7777776718139648,1.1666679382324183,2.5555553436279297,3.916667938232422,1.833333969116211,-9.416666030883787,-3.1366653442382777,1.5466670989990163,-3.35333251953125,-2.593334197998047,-2.9333343505859304,4.7866668701171955,6.1933326721191415,-0.5500030517578125,-6.879997253417969,7.519996643066393,4.900001525878906,6.1199951171875,2.4800033569335938,-8.27999877929689,-6.260002136230469,21.709999084472642,15.720001220703125,-30.74000549316409,5.42999267578125,-107.74999999999996,18.0,13.0,03-25,-3.0697613992998685
01-11,0.4444446563720703,0.4074072837829581,1.2592592239379865,0.6296300888061541,-0.40740680694580256,-1.2592592239379898,1.166666030883789,2.0,3.75,1.833333969116211,-8.541666030883789,-2.593334197998047,1.6266651153564524,-3.0,-2.726665496826172,-2.653331756591797,4.8600006103515545,6.0400009155273375,2.779998779296889,-6.6899986267089835,7.519996643066393,4.3600006103515625,3.1699981689453125,1.94000244140625,-4.490005493164091,-8.800003051757828,21.709999084472642,12.789993286132812,-39.11000061035153,5.740005493164063,-92.5500030517578,19.0,12.0,03-26,-2.8643313530952716
