,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,30.90418365734236,12.727269259366123,-22.857146992975423,-36.000001430511475,0.0,36.36363574788591,1.454667904733387,32.89473725487982,5.0,3.0,5.54873454007207
01-03,0.0,0.0,30.90418365734236,11.636361208829028,-22.857146992975423,-69.99999925494194,0.0,36.36363574788591,1.454667904733387,32.89473725487982,5.0,3.0,2.0396439525753136
01-04,0.0,0.0,32.388659486524226,5.199995907870206,-22.857146992975423,-11.111114357551518,0.0,36.36363574788591,18.80920262655652,32.89473725487982,5.0,3.0,9.168796967318974
01-05,0.0,0.0,27.82956176952169,8.526308780011266,-22.857146992975423,-11.111114357551518,0.0,36.36363574788591,17.726655435344778,32.89473725487982,5.0,3.0,8.937263763711652
01-06,0.0,0.0,27.82956176952169,8.526308780011266,-30.00000596046459,-11.111114357551518,0.0,36.36363574788591,17.726655435344778,32.89473725487982,5.0,3.0,8.222977866962736
01-07,0.0,0.0,23.5543024027212,6.846848673542172,-30.00000596046459,-14.379085158287344,5.882356034843122,36.36363574788591,13.758865398130476,32.89473725487982,6.0,2.0,7.492165439325076
01-08,0.0,0.0,18.37349118558597,3.063064332461509,-30.00000596046459,6.344410223295026,5.882356034843122,36.36363574788591,13.758865398130476,32.89473725487982,7.0,2.0,8.668055421661723
01-09,0.0,0.0,18.37349118558597,3.063064332461509,-27.857142309753236,6.344410223295026,5.882356034843122,36.36363574788591,13.758865398130476,32.89473725487982,7.0,2.0,8.882341786732859
01-10,0.0,0.0,16.86746849517444,-6.126120073262821,-27.857142309753236,11.428569239013012,5.882356034843122,36.36363574788591,13.758865398130476,55.526315294144226,6.0,3.0,10.584394782617512
01-11,0.0,0.0,8.659635855828295,-6.126120073262821,-41.9508254604943,11.428569239013012,5.882356034843122,36.36363574788591,13.758865398130476,55.526315294144226,6.0,3.0,8.354243203608792
01-12,0.0,0.0,21.19636023813086,-6.126120073262821,-41.9508254604943,-2.6490121121775254,5.882356034843122,36.36363574788591,13.758865398130476,55.526315294144226,5.0,4.0,8.200157506719995
