,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.021379992365837097,-0.14316998422145844,0.004650000017136335,0.04370000213384628,-0.10139999911189079,0.0,0.0023400001227855682,4.0,4.0,02-16,-0.019166665410415992
01-03,0.0,0.0,0.021379992365837097,-0.14316998422145844,0.004650000017136335,0.04370000213384628,-0.017730001360178,0.0,0.0023400001227855682,4.0,4.0,02-17,-0.009869998993559016
01-04,0.0,0.0,0.021379992365837097,-0.14316998422145844,0.004650000017136335,0.04370000213384628,-0.017730001360178,0.0,0.0023400001227855682,4.0,4.0,02-18,-0.009869998993559016
01-05,0.0,0.0,0.021379992365837097,-0.17941998690366745,0.004650000017136335,0.04370000213384628,-0.017730001360178,0.0,0.0023400001227855682,4.0,4.0,02-19,-0.013897777069360018
01-06,0.0,0.0,0.021379992365837097,-0.17941998690366745,0.004650000017136335,0.04370000213384628,0.00968999788165091,0.0,0.0023400001227855682,5.0,3.0,02-20,-0.010851110486934584
01-07,0.0,0.0,0.021379992365837097,-0.036250002682209,0.0,0.04370000213384628,0.00968999788165091,0.0,0.0023400001227855682,4.0,4.0,02-21,0.004539998869101207
01-08,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,0.04370000213384628,0.00968999788165091,0.0,0.0023400001227855682,4.0,4.0,02-22,0.004023332200530503
01-09,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,-0.00928999949246645,0.0050400011241435935,0.0,0.0023400001227855682,3.0,5.0,02-23,-0.0023811120643383917
01-10,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,-0.00928999949246645,0.0050400011241435935,0.0,0.0023400001227855682,3.0,5.0,02-24,-0.0023811120643383917
01-11,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,-0.00928999949246645,0.0050400011241435935,0.0,0.0023400001227855682,3.0,5.0,02-25,-0.0023811120643383917
01-12,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,-0.00928999949246645,0.0050400011241435935,0.0,0.0023400001227855682,3.0,5.0,02-26,-0.0023811120643383917
01-13,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,-0.00928999949246645,0.0050400011241435935,0.0,0.0023400001227855682,3.0,5.0,02-27,-0.0023811120643383917
01-14,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,0.07437999919056892,0.0050400011241435935,0.0,-0.002739999443292618,3.0,5.0,02-28,0.006351110059767963
01-15,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,0.07437999919056892,-0.02231999859213829,0.0,-0.002739999443292618,2.0,6.0,02-29,0.0033111100912921972
01-16,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,0.07437999919056892,-0.02231999859213829,0.0,-0.002739999443292618,2.0,6.0,03-01,0.0033111100912921972
01-17,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,0.07437999919056892,0.0013899989426136017,0.0,-0.002739999443292618,3.0,5.0,03-02,0.005945554261820186
01-18,0.0,0.0,0.021379992365837097,-0.036250002682209,-0.004650000017136335,0.07437999919056892,0.0013899989426136017,0.0,-0.002739999443292618,3.0,5.0,03-03,0.005945554261820186
01-19,0.0,0.0,0.021379992365837097,0.028359994292259216,-0.004650000017136335,0.07437999919056892,-0.01251000165939331,0.0,-0.002739999443292618,3.0,5.0,03-04,0.011579998303204775
01-20,0.0,0.0,0.021379992365837097,0.018600001931190463,-0.004650000017136335,0.07437999919056892,-0.04649000242352486,0.031980998814105974,-0.002739999443292618,4.0,4.0,03-05,0.01027344337974985
01-21,0.0,0.0,0.021379992365837097,0.018600001931190463,-0.004650000017136335,0.07437999919056892,-0.04649000242352486,0.031980998814105974,-0.005100000649690625,4.0,4.0,03-06,0.010011221023483403
01-22,0.0,0.0,0.021379992365837097,0.018600001931190463,-0.004650000017136335,0.07437999919056892,-0.04649000242352486,0.031980998814105974,-0.005100000649690625,4.0,4.0,03-07,0.010011221023483403
01-23,0.0,0.0,0.021839991211891174,0.037189990282058716,-0.004650000017136335,0.07437999919056892,-0.016270000487565994,0.031980998814105974,-0.0037000011652708054,4.0,4.0,03-08,0.015641219758739073
01-24,0.0,0.0,0.020909994840621948,0.037189990282058716,-0.004650000017136335,0.07437999919056892,-0.016270000487565994,0.031980998814105974,-0.0037000011652708054,4.0,4.0,03-09,0.015537886828598049
01-25,0.0,0.0,0.020909994840621948,0.037189990282058716,-0.004650000017136335,0.07437999919056892,-0.033010002225637436,0.031980998814105974,-0.0037000011652708054,4.0,4.0,03-10,0.013677886635479
01-26,0.0,-1.2739899754524229,0.020909994840621948,0.037189990282058716,-0.004650000017136335,0.07437999919056892,-0.027359999716281884,0.031980998814105974,-0.0037000011652708054,4.0,4.0,03-11,-0.12724877702486181
01-27,0.0,-1.2739899754524229,0.020909994840621948,0.037189990282058716,-0.004650000017136335,0.07437999919056892,-0.027359999716281884,0.031980998814105974,-0.0037000011652708054,4.0,4.0,03-12,-0.12724877702486181
01-28,0.0,-1.2739899754524229,0.020909994840621948,0.037189990282058716,-0.004650000017136335,0.03067999705672264,-0.027359999716281884,0.031980998814105974,-0.006699999794363979,4.0,4.0,03-13,-0.13243766599852175
01-29,0.0,-1.2739899754524229,0.020909994840621948,0.037189990282058716,-0.004650000017136335,0.03067999705672264,-0.027359999716281884,0.031980998814105974,-0.006699999794363979,4.0,4.0,03-14,-0.13243766599852175
01-30,0.0,-1.2739899754524229,0.020909994840621948,0.034869998693466187,-0.004650000017136335,0.03067999705672264,-0.027359999716281884,0.031980998814105974,-0.006699999794363979,4.0,4.0,03-15,-0.1326954428416987
01-31,0.0,-1.2739899754524229,0.020909994840621948,0.034869998693466187,-0.004650000017136335,0.03067999705672264,-0.027359999716281884,0.031980998814105974,-0.006699999794363979,4.0,4.0,03-16,-0.1326954428416987
02-01,0.0,-1.2739899754524229,0.020909994840621948,0.034869998693466187,-0.004650000017136335,0.03067999705672264,-0.027359999716281884,0.031980998814105974,-0.006699999794363979,4.0,4.0,03-17,-0.1326954428416987
02-02,0.0,-1.2739899754524229,0.020909994840621948,0.052069991827011136,-0.004650000017136335,0.03067999705672264,-0.027359999716281884,0.031980998814105974,-0.006699999794363979,4.0,4.0,03-18,-0.13078433249352706
02-03,0.0,-1.2739899754524229,0.020909994840621948,0.052069991827011136,-0.004650000017136335,0.03067999705672264,-0.027359999716281884,0.031980998814105974,-0.006699999794363979,4.0,4.0,03-19,-0.13078433249352706
02-04,0.0,-1.2739899754524229,-0.005119994282722473,0.052069991827011136,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.031980998814105974,-0.010439999401569366,2.0,6.0,03-20,-0.14106544226201043
02-05,0.0,-1.2739899754524229,-0.005119994282722473,0.052069991827011136,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.031980998814105974,-0.010439999401569366,2.0,6.0,03-21,-0.14106544226201043
02-06,0.0,-1.2739899754524229,-0.005119994282722473,0.052069991827011136,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.031980998814105974,-0.010439999401569366,2.0,6.0,03-22,-0.14106544226201043
02-07,0.0,-1.2739899754524229,-0.005119994282722473,0.009299993515014648,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.031980998814105974,-0.010439999401569366,2.0,6.0,03-23,-0.1458176642966767
02-08,0.0,-1.2739899754524229,-0.027889996767044067,0.009299993515014648,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.031980998814105974,-0.010439999401569366,2.0,6.0,03-24,-0.14834766457271242
02-09,0.0,-1.2739899754524229,-0.027889996767044067,0.009299993515014648,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.031980998814105974,-0.010439999401569366,2.0,6.0,03-25,-0.14834766457271242
02-10,0.0,-1.2739899754524229,-0.027889996767044067,0.009299993515014648,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.030633002519607544,-0.013730000704526901,2.0,6.0,03-26,-0.1488629976390964
02-11,0.0,-1.2739899754524229,-0.02602998912334442,0.009299993515014648,-0.004650000017136335,-0.03208000212907791,-0.027359999716281884,0.02868100255727768,-0.013730000704526901,2.0,6.0,03-27,-0.14887321900783312
02-12,0.0,-1.2739899754524229,-0.02602998912334442,0.009299993515014648,-0.004650000017136335,-0.03208000212907791,-0.016669999808073037,0.02868100255727768,-0.013730000704526901,2.0,6.0,03-28,-0.14768544124025434
02-13,0.0,-1.2739899754524229,-0.02602998912334442,0.009299993515014648,-0.004650000017136335,-0.03208000212907791,-0.016669999808073037,0.02868100255727768,-0.013730000704526901,2.0,6.0,03-29,-0.14768544124025434
