,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,ups,downs,end_day_sum,avg
01-02,-0.08967018127441406,-0.16040992736816495,0.19529056549072088,0.0,0.48749995231628374,-0.018749952316283736,1.7300004959106428,-1.5900011062622124,-0.3950004577636754,0.0,3.0,5.0,02-16,0.015895938873289682
01-03,-0.04981994628906339,-0.16040992736816495,0.1295299530029297,0.0,0.46875,-0.018749952316283736,1.364999771118164,-1.9400005340576207,-0.3950004577636754,0.0,3.0,5.0,02-17,-0.06007010936737145
01-04,-0.15940999984741255,-0.21021986007690519,0.1295299530029297,0.0,0.46875,0.0,2.0849990844726527,-1.505001068115238,-0.3600006103515625,0.0,3.0,5.0,02-18,0.044864749908446425
01-05,-0.15940999984741255,-0.21021986007690519,0.1295299530029297,0.0,0.6187498569488521,0.0,2.0799999237060547,-1.4000005722045916,-0.29000091552735086,0.0,3.0,5.0,02-19,0.07686483860015762
01-06,-0.10959005355834917,-0.21021986007690519,-0.01992034912109375,0.0,0.4500000476837158,0.03749990463256836,9.879999160766598,-1.4000005722045916,-0.4600009918212926,0.0,3.0,5.0,02-20,0.816776728630065
01-07,-0.10959005355834917,-0.14945030212402344,0.029889583587646484,0.0,0.28125,0.0,2.069998741149899,-1.4000005722045916,-0.2849998474121129,0.0,3.0,5.0,02-21,0.04370975494384681
01-08,-0.10959005355834917,-0.19927024841308594,0.029889583587646484,0.0,0.1875,-0.03750014305114835,1.9899988174438423,-1.3250007629394567,-0.2849998474121129,0.0,3.0,5.0,02-22,0.025102734565733576
01-09,0.06974983215332031,-0.19927024841308594,0.0,0.0,0.2625000476837154,-0.03750014305114835,2.225000381469725,-1.2750015258789098,-0.2849998474121129,0.0,3.0,5.0,02-23,0.07604784965515035
01-10,0.06974983215332031,-0.19927024841308594,-0.04982042312622159,0.0,0.2625000476837154,0.018749952316283736,2.0599994659423864,-1.4250011444091832,-0.5900001525878977,0.0,4.0,4.0,02-24,0.01469073295593173
01-11,0.06974983215332031,-0.0996403694152832,-0.03886032104492276,0.0,0.28125,0.0,2.6949996948242188,-1.3400011062622124,-0.2550010681152379,0.0,3.0,5.0,02-25,0.1312496662139883
01-12,0.06974983215332031,-0.0498199462890625,-0.03886032104492276,0.0,0.24375009536743208,-0.018749952316283736,2.7049999237060547,-1.475000381469723,-0.2950000762939524,0.0,3.0,5.0,02-26,0.11410691738128627
01-13,0.06974983215332031,-0.0498199462890625,-0.028890132904053623,0.0,0.24375009536743208,0.0,2.564999580383301,-1.475000381469723,-0.2950000762939524,0.0,3.0,5.0,02-27,0.10297889709472616
01-14,0.06974983215332031,-0.0498199462890625,-0.028890132904053623,0.0,0.24375009536743208,-0.018749952316284624,2.469999313354492,-1.475000381469723,-0.2950000762939524,0.0,3.0,5.0,02-28,0.09160387516021684
01-15,0.0,-0.0508098602294913,-0.07871007919311523,0.0,0.29999995231628374,-0.018749952316284624,1.7099990844726562,-1.225000381469723,-0.2950000762939524,0.0,2.0,6.0,02-29,0.03417286872863734
01-16,0.0,-0.0508098602294913,-0.007969856262207031,0.0,0.29999995231628374,-0.018749952316284624,1.5950002670288086,-0.6750011444091797,-0.2950000762939524,0.0,2.0,6.0,03-01,0.08474693298339772
01-17,-0.10959005355834917,-0.09962987899780273,-0.007969856262207031,0.0,0.28125,-0.03749990463256836,1.1700000762939453,-0.7350006103515625,-0.2950000762939524,0.0,2.0,6.0,03-02,0.01665596961975031
01-18,-0.10959005355834917,-0.09962987899780273,0.02093029022216797,0.0,0.33750009536743253,-0.03749990463256836,1.4349994659423828,-0.08500099182128551,-0.2950000762939524,0.0,3.0,5.0,03-03,0.11667089462280252
01-19,-0.10959005355834917,-0.19926977157592773,0.02093029022216797,0.0,0.33749985694885165,-0.018749952316284624,1.5450000762939453,-0.4250011444091797,-0.2950000762939524,0.0,3.0,5.0,03-04,0.08558192253112713
