,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-9.203290936092241,0.0,0.0,6.432746907297468,18.31357464266741,7.399004862949579,-14.634147665223072,3.0,5.0,0.8307887811599144
01-03,0.0,0.0,0.0,-9.203290936092241,0.0,0.0,6.432746907297468,22.529644318438265,7.399004862949579,-14.634147665223072,3.0,5.0,1.2523957487369999
01-04,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,22.529644318438265,7.399004862949579,-20.90909264304423,3.0,5.0,0.47380151581564645
01-05,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,22.529644318438265,7.399004862949579,-20.90909264304423,3.0,5.0,0.47380151581564645
01-06,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,22.529644318438265,7.399004862949579,-20.90909264304423,3.0,5.0,0.47380151581564645
01-07,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,22.529644318438265,7.399004862949579,-20.90909264304423,3.0,5.0,0.47380151581564645
01-08,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,22.529644318438265,5.201695244971868,-20.90909264304423,3.0,5.0,0.25407055401787526
01-09,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,22.529644318438265,5.201695244971868,-13.636363636363635,3.0,5.0,0.9813434546859346
01-10,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,22.529644318438265,5.201695244971868,-13.636363636363635,3.0,5.0,0.9813434546859346
01-11,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,1.5594526690331918,22.529644318438265,5.201695244971868,-13.636363636363635,3.0,5.0,0.49401403085950746
01-12,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,1.5594526690331918,22.529644318438265,5.201695244971868,-13.636363636363635,3.0,5.0,0.49401403085950746
01-13,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,0.0,22.529644318438265,5.201695244971868,-11.607144757801205,2.0,6.0,0.5409906518124312
