,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.04080000519752504,0.03939999639987947,0.025999993085861206,4.0,4.0,02-16,0.014255554932687022
01-03,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.04080000519752504,0.03939999639987947,0.025999993085861206,4.0,4.0,02-17,0.014255554932687022
01-04,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.04080000519752504,0.03939999639987947,-0.025000005960464478,3.0,5.0,02-18,0.008588888371984167
01-05,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.04080000519752504,0.030400000512599945,-0.0049999952316283625,3.0,5.0,02-19,0.009811112243268232
01-06,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.039800003170967116,0.03269999474287032,-0.0049999952316283625,3.0,5.0,02-20,0.009955555821458505
01-07,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.039800003170967116,0.05590000003576279,0.0169999897480011,4.0,4.0,02-21,0.01497777696284983
01-08,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,0.03600000590085983,0.04203999787569046,0.0169999897480011,4.0,4.0,02-22,0.013015554803940985
01-09,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.008399993181228652,0.04203999787569046,0.03200000524520874,3.0,5.0,02-23,0.009748889961176448
01-10,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.009699992835521698,0.04203999787569046,0.05750000476837158,3.0,5.0,02-24,0.012437778835495314
01-11,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.005999997258186354,0.04203999787569046,-0.02150002121925354,2.0,6.0,02-25,0.00407110878990756
01-12,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.005999997258186354,0.04203999787569046,-0.03949999809265137,2.0,6.0,02-26,0.0020711113595300234
01-13,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0039000064134597917,0.04617000371217728,-0.04950001835823059,2.0,6.0,02-27,0.0016522198501560407
01-14,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0039000064134597917,0.04617000371217728,-0.06100001931190485,2.0,6.0,02-28,0.0003744419664144562
01-15,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0039000064134597917,0.026699997484684004,-0.033500015735626165,2.0,6.0,02-29,0.00126666389405728
01-16,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.0039000064134597917,0.026699997484684004,-0.06325000524520868,2.0,6.0,03-01,-0.0020388904958963333
01-17,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.021999999880790724,0.026699997484684004,-0.0990000069141388,2.0,6.0,03-02,-0.008022223288814226
01-18,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.015300005674362183,0.026699997484684004,-0.21224999427795402,2.0,6.0,03-03,-0.019861111417412744
01-19,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.031000003218650804,0.034199997782707214,-0.15375000238418574,2.0,6.0,03-04,-0.014272223123245763
01-20,0.0,0.0,0.0,0.0,0.0,0.022099999710917473,-0.02000000327825545,0.034199997782707214,-0.17125001549720759,2.0,6.0,03-05,-0.014994446809093152
01-21,0.0,0.0,0.0,0.0,0.0,0.02110000140964985,-0.02000000327825545,0.034199997782707214,-0.17425000667572016,2.0,6.0,03-06,-0.015438890084624284
01-22,0.0,142.28400301933289,0.0,0.0,0.0,0.02110000140964985,-0.02090000361204146,0.034199997782707214,-0.15999999642372126,3.0,5.0,03-07,15.795378113165498
01-23,0.0,142.28400301933289,0.0,0.0,0.0,0.02110000140964985,-0.02090000361204146,0.034199997782707214,-0.15600001811981196,3.0,5.0,03-08,15.795822555199265
01-24,0.0,142.28400301933289,0.0,0.0,0.0,0.02110000140964985,-0.0203000009059906,0.034199997782707214,-0.164000004529953,3.0,5.0,03-09,15.7950003347877
01-25,0.0,142.28400301933289,0.0,0.0,0.0,0.02110000140964985,-0.0203000009059906,0.019199997186660767,-0.1652000248432159,3.0,5.0,03-10,15.793200332464444
01-26,0.0,142.28400301933289,0.0,0.0,0.0,0.02110000140964985,-0.015399999916553511,0.014699995517730713,-0.24350000917911524,3.0,5.0,03-11,15.784544778573844
01-27,0.0,142.28400301933289,0.0,0.0,0.0,0.02110000140964985,-0.015399999916553511,0.014699995517730713,-0.24100001156330103,3.0,5.0,03-12,15.784822556086713
01-28,0.0,142.28400301933289,0.0,0.0,0.0,0.02460000105202198,-0.022799998521804823,0.014699995517730713,-0.24100001156330103,3.0,5.0,03-13,15.784389222868615
01-29,0.0,142.28400301933289,0.0,0.0,0.0,0.02460000105202198,-0.023800000548362746,0.017829999327659607,-0.18550001084804535,3.0,5.0,03-14,15.790792556479573
01-30,0.0,142.28400301933289,0.0,0.0,0.0,0.02460000105202198,-0.018700003623962402,0.017829999327659607,-0.18550001084804535,3.0,5.0,03-15,15.791359222804507
01-31,0.0,142.28400301933289,0.0,0.0,0.0,0.02460000105202198,-0.018700003623962402,0.017829999327659607,-0.23800000548362732,3.0,5.0,03-16,15.78552589006722
02-01,0.0,142.28400301933289,0.0,0.0,0.0,0.02460000105202198,-0.016000002622604384,0.02013000100851059,-0.25200000405311584,3.0,5.0,03-17,15.784525890524188
02-02,0.0,142.28400301933289,0.0,0.0,0.0,0.02460000105202198,-0.002199999988079071,0.02013000100851059,-0.25200000405311584,3.0,5.0,03-18,15.786059224150247
02-03,0.0,142.28400301933289,0.0,0.0,0.0,0.02460000105202198,-0.002199999988079071,0.02013000100851059,-0.25200000405311584,3.0,5.0,03-19,15.786059224150247
02-04,0.0,142.28400301933289,0.0,0.0,0.0,0.0025000013411045074,-0.002199999988079071,0.01900000125169754,-0.27749998494982725,3.0,5.0,03-20,15.780644781887531
02-05,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.002199999988079071,0.03999999910593033,-0.25300000235438347,2.0,6.0,03-21,15.784911446273327
02-06,0.0,142.28400301933289,0.0,0.0,0.0,-0.00459999963641166,-0.002199999988079071,0.03999999910593033,-0.23850001022219658,2.0,6.0,03-22,15.786522556510237
