,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,-0.0035999994724988955,0.001999999862164259,0.011600000783801079,-0.008999999612569809,0.00469999760389328,0.0025000013411045074,-0.0006299987435340916,4.0,4.0,02-16,0.0008411113069289255
01-03,0.0,0.0,-0.006000000052154068,0.001999999862164259,0.011600000783801079,-0.008999999612569809,0.0020999982953071594,0.0025000013411045074,-0.0005999989807605778,4.0,4.0,02-17,0.0002888890707658389
01-04,0.0,0.0,-0.006000000052154068,0.001999999862164259,0.011600000783801079,-0.008999999612569809,-0.0042999982833862305,0.0025000013411045074,0.00029999949038028717,4.0,4.0,02-18,-0.0003222218300733305
01-05,0.0,0.0,-0.006000000052154068,0.011100000236183405,0.011600000783801079,-0.006999999284744263,-0.0027000010013580322,0.005499999970197678,0.00029999949038028717,4.0,4.0,02-19,0.0014222222380340095
01-06,0.0,0.0,-0.006000000052154068,0.011100000236183405,0.011600000783801079,-0.006999999284744263,-0.0020999982953071733,0.005499999970197678,0.00029999949038028717,4.0,4.0,02-20,0.001488889205372994
01-07,0.0,-0.17000000551342964,-0.006000000052154068,0.011100000236183405,0.005499999970197678,-0.006999999284744263,-0.015200000256299993,-0.000999998301267624,0.00029999949038028717,3.0,5.0,02-21,-0.020255555967903804
01-08,0.0,-0.17000000551342964,-0.006000000052154068,0.012000000337138772,0.008999999612569812,-0.006999999284744263,-0.016899999231100103,0.0023000016808509827,0.00029999949038028717,4.0,4.0,02-22,-0.019588889217832025
01-09,0.0,-0.17000000551342964,-0.006000000052154068,0.012000000337138772,0.008999999612569812,-0.006999999284744263,-0.016899999231100103,0.0023000016808509827,0.00029999949038028717,4.0,4.0,02-23,-0.019588889217832025
01-10,0.0,-0.17000000551342964,-0.0027000000700354593,0.012000000337138772,0.008999999612569812,-0.009399998933076859,-0.01869999989867211,0.0023000016808509827,-0.0010999999940395355,3.0,5.0,02-24,-0.019844444753188226
01-11,0.0,-0.1722000055015087,0.0,0.012000000337138772,0.008999999612569812,-0.009399998933076859,-0.014500003308057806,0.0023000016808509827,0.002899998798966406,4.0,4.0,02-25,-0.01887777859034638
01-12,0.0,-0.1722000055015087,0.0,0.012000000337138772,0.010999999940395359,-0.009399998933076859,-0.0066000036895275185,0.0023000016808509827,0.002899998798966406,4.0,4.0,02-26,-0.017777778596306842
01-13,0.0,-0.1722000055015087,0.0,0.012000000337138772,0.010999999940395359,-0.009399998933076859,-0.020200002938508994,0.0023000016808509827,0.002899998798966406,4.0,4.0,02-27,-0.019288889623971447
01-14,0.0,-0.1722000055015087,0.0,0.012000000337138772,0.010999999940395359,-0.0071999989449977875,-0.020500004291534417,0.0023000016808509827,0.002899998798966406,4.0,4.0,02-28,-0.019077778664521046
01-15,0.0,-0.1722000055015087,0.0,0.012000000337138772,0.004499999806284908,-0.0071999989449977875,-0.024800002574920654,-0.0013999976217746665,0.001899999566376211,3.0,5.0,02-29,-0.02080000054815577
01-16,0.0,-0.1722000055015087,0.0,-0.0019999999276478775,0.004499999806284908,-0.0071999989449977875,-0.024800002574920654,-0.0009000003337860038,0.001899999566376211,2.0,6.0,03-01,-0.022300000878911104
01-17,0.0,-0.1722000055015087,0.0,-0.012300000358663963,0.012699998915195469,-0.0071999989449977875,-0.023900002241134644,-0.0009000003337860038,0.001899999566376211,2.0,6.0,03-02,-0.022433334322057717
01-18,0.0,-0.1722000055015087,0.0,-0.012300000358663963,0.004599999636411674,-0.0071999989449977875,-0.02929999679327011,-0.0009000003337860038,-0.002999999560415743,1.0,7.0,03-03,-0.02447777798402563
01-19,0.0,-0.17720000538975,0.0,-0.00740000046789646,0.004599999636411674,-0.015200000256299973,-0.03200000524520873,-0.0009000003337860038,-0.002999999560415743,1.0,7.0,03-04,-0.02567777906854947
01-20,0.0,-0.17720000538975,0.0,-0.00740000046789646,0.006100000813603405,-0.015200000256299973,-0.0293000042438507,-0.0010000020265579224,-0.002999999560415743,1.0,7.0,03-05,-0.025222223459018603
01-21,0.0,-0.17720000538975,0.0,-0.00740000046789646,0.006100000813603405,-0.015200000256299973,-0.0293000042438507,-0.0010000020265579224,-0.0020899996161460876,1.0,7.0,03-06,-0.02512111235409975
01-22,0.0,-0.17520000413060188,0.0,-0.00740000046789646,0.006100000813603405,-0.015200000256299973,-0.03420000150799752,-0.0010000020265579224,-0.0020899996161460876,1.0,7.0,03-07,-0.025443334132432938
01-23,0.0,-0.17520000413060188,0.0,-0.00740000046789646,0.006100000813603405,-0.015200000256299973,-0.022300004959106445,-0.0010000020265579224,-0.0020899996161460876,1.0,7.0,03-08,-0.024121112293667264
01-24,0.0,-0.17520000413060188,-0.0014000004157423956,-0.00740000046789646,0.006100000813603405,-0.015200000256299973,-0.02199999988079071,0.0032000001519918476,-0.0020899996161460876,2.0,6.0,03-09,-0.02377666708909803
01-25,0.0,-0.17520000413060188,-0.0014000004157423956,-0.010400000261142848,0.006100000813603405,-0.015200000256299973,-0.023000001907348633,-0.0017999988049268688,-0.0020899996161460876,1.0,7.0,03-10,-0.02477666717540059
01-26,0.0,-0.17520000413060188,-0.0014000004157423956,-0.010400000261142848,-0.00789999961853027,-0.015200000256299973,-0.027300000190734863,0.0,-0.0020899996161460876,0.0,8.0,03-11,-0.026610000498799816
01-27,0.0,-0.17520000413060188,-0.0014000004157423956,0.00379999983124435,-0.00789999961853027,-0.022100001573562615,-0.03420000150799751,0.0,-0.0020899996161460876,1.0,7.0,03-12,-0.02656555633681516
01-28,0.0,-0.17520000413060188,-0.0014000004157423956,0.00379999983124435,-0.00789999961853027,-0.012400001287460327,-0.03420000150799751,0.0,-0.0020899996161460876,1.0,7.0,03-13,-0.025487778527248237
01-29,0.0,-0.17520000413060188,-0.0014000004157423956,0.00379999983124435,-0.00789999961853027,0.0034999996423721313,-0.03420000150799751,-0.0010000001639127766,-0.0020899996161460876,2.0,6.0,03-14,-0.023832222886590496
01-30,0.0,-0.17520000413060188,-0.0014000004157423956,0.003400000045076013,-0.00789999961853027,0.0034999996423721313,-0.029999997466802597,-0.0010000001639127766,-0.0020899996161460876,2.0,6.0,03-15,-0.02341000019158754
01-31,0.0,-0.17520000413060188,-0.0014000004157423956,-0.003999999957159162,-0.00789999961853027,-0.001499999314546592,-0.029999997466802597,-0.004000002518296245,0.001000001095235346,1.0,7.0,03-16,-0.02477777803627153
02-01,0.0,-0.17620000429451466,-0.0014000004157423956,-0.0002000001259148121,-0.00789999961853027,-0.001499999314546592,-0.019999999552965164,0.002399999648332589,0.001000001095235346,2.0,6.0,03-17,-0.02264444473096066
02-02,0.0,-0.17620000429451466,-0.0014000004157423956,-0.0002000001259148121,-0.00789999961853027,-0.001499999314546592,-0.01599999889731407,-0.0005000010132789542,0.001000001095235346,1.0,7.0,03-18,-0.02252222250940071
02-03,0.0,-0.17620000429451466,-0.0014000004157423956,-0.0002000001259148121,0.001099999994039539,0.0015999972820282052,-0.01570000126957894,0.0,0.001000001095235346,3.0,5.0,03-19,-0.021088889748271968
02-04,0.0,-0.17620000429451466,-0.0014000004157423956,0.000800000037997961,0.001099999994039539,0.0015999972820282052,-0.01570000126957894,0.0,0.0,3.0,5.0,03-20,-0.021088889851752255
02-05,0.0,-0.17620000429451466,-0.0014000004157423956,0.000800000037997961,0.001099999994039539,0.0015999972820282052,-0.01570000126957894,-0.00520000234246254,0.0,3.0,5.0,03-21,-0.021666667889803648
02-06,0.0,-0.17620000429451466,-0.0014000004157423956,0.0021000001579523087,-0.006000000983476639,0.0015999972820282052,-0.016499999910593033,-0.011700000613927841,0.0,2.0,6.0,03-22,-0.023122223197586007
02-07,0.0,-0.17620000429451466,-0.0014000004157423956,0.0009000003337860116,-0.0022999998182058334,0.001499999314546585,-0.02430000528693199,-0.011700000613927841,0.0,2.0,6.0,03-23,-0.023722223420110013
02-08,0.0,-0.17620000429451466,-0.0014000004157423956,0.002199999988079071,-0.0022999998182058334,0.001499999314546585,-0.02430000528693199,-0.011700000613927841,0.0,2.0,6.0,03-24,-0.02357777901407745
02-09,0.0,-0.17620000429451466,-0.0014000004157423956,0.0,-0.0022999998182058334,0.0016000010073184967,-0.02430000528693199,-0.011700000613927841,0.0,1.0,7.0,03-25,-0.02381111215800047
02-10,0.0,-0.17500000447034836,-0.0014000004157423956,0.0,-0.0022999998182058334,0.0016000010073184967,-0.018500003963708878,-0.010500000789761547,0.0,1.0,7.0,03-26,-0.022900000938938722
02-11,0.0,-0.17500000447034836,-0.0014000004157423956,0.0,-0.0012999996542930603,0.0020000003278255463,-0.018500003963708878,-0.010500000789761547,0.0010000001639127766,2.0,6.0,03-27,-0.022633334311346214
02-12,0.0,-0.17500000447034836,-0.0014000004157423956,0.0,-0.0010000001639127731,0.0020000003278255463,-0.003800004720687866,-0.010500000789761547,0.0010000001639127766,2.0,6.0,03-28,-0.020966667785412736
02-13,0.0,-0.17500000447034836,-0.0014000004157423956,0.0,-0.0010000001639127731,-0.0012000016868114471,-0.005500003695487976,-0.010500000789761547,0.00010000169277191162,1.0,7.0,03-29,-0.021611112169921398
02-14,0.0,-0.17500000447034836,0.0009999992325902003,-0.009100000374019146,-0.0010000001639127731,0.0037999972701072693,-0.005500003695487976,-0.010500000789761547,0.00010000169277191162,3.0,5.0,03-30,-0.021800001255340047
02-15,0.0,-0.17500000447034836,0.0009999992325902003,-0.009100000374019146,-0.0010000001639127731,0.0037999972701072693,-0.005900003015995026,-0.010500000789761547,0.00010000169277191162,3.0,5.0,03-31,-0.021844445624285273
02-16,0.0,-0.00499999895691872,0.0009999992325902003,-0.009100000374019146,-0.0010000001639127731,0.0037999972701072693,0.007000003010034568,-0.004000002518296245,0.00010000169277191162,4.0,4.0,04-01,-0.0008000000897381039
02-17,0.0,-0.00499999895691872,0.0009999992325902003,-0.009100000374019146,-0.0010000001639127731,0.014249999076128013,0.007439997047185905,-0.004000002518296245,0.00010000169277191162,4.0,4.0,04-02,0.0004099994483921273
