,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.009999997913837447,-0.05099999159574509,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,2.0,6.0,02-16,-0.006499998271465307
01-03,0.0,0.0,0.0,0.009999997913837447,-0.05099999159574509,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,2.0,6.0,02-17,-0.006499998271465307
01-04,0.0,0.0,0.0,0.009999997913837447,-0.05099999159574509,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,2.0,6.0,02-18,-0.006499998271465307
01-05,0.0,0.0,0.0,0.009999997913837447,-0.030999995768070207,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,2.0,6.0,02-19,-0.004499998688697818
01-06,0.0,0.0,0.0,0.009999997913837447,-0.030999995768070207,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,2.0,6.0,02-20,-0.004499998688697818
01-07,0.0,0.0,0.0,0.009999997913837447,-0.030999995768070207,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,2.0,6.0,02-21,-0.004499998688697818
01-08,0.0,0.0,0.0,0.009999997913837447,-0.030999995768070207,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,2.0,6.0,02-22,-0.004499998688697818
01-09,0.0,0.0,0.0,0.009999997913837447,0.01999999582767488,0.0,0.0,-0.038999989628791865,0.0,0.01500000059604644,3.0,5.0,02-23,0.0006000004708766902
01-10,0.0,0.0,0.0,0.009999997913837447,0.01999999582767488,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,2.0,6.0,02-24,-0.002419999684207144
01-11,0.0,0.0,0.0,0.009999997913837447,0.01999999582767488,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,2.0,6.0,02-25,-0.002419999684207144
01-12,0.0,0.0,0.0,0.009999997913837447,0.01999999582767488,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,2.0,6.0,02-26,-0.002419999684207144
01-13,0.0,0.0,0.0,0.009999997913837447,0.01999999582767488,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,2.0,6.0,02-27,-0.002419999684207144
01-14,0.0,0.0,0.0,0.009999997913837447,0.008999995887279524,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,2.0,6.0,02-28,-0.0035199996782466795
01-15,0.0,0.0,0.0,0.009999997913837447,0.008999995887279524,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,2.0,6.0,02-29,-0.0035199996782466795
01-16,0.0,0.0,0.0,0.0,0.0159999951720238,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,1.0,7.0,03-01,-0.003819999541155997
01-17,0.0,0.0,0.0,0.0,0.0159999951720238,0.0,0.0,-0.038999989628791865,0.0,-0.015200000954791903,1.0,7.0,03-02,-0.003819999541155997
01-18,0.0,0.0,0.0,0.0,0.0159999951720238,0.0,0.0,-0.038999989628791865,0.0,-0.030200001550838344,1.0,7.0,03-03,-0.005319999600760641
01-19,0.0,0.0,0.0,0.0,0.0159999951720238,0.0,0.0,0.0400000065565109,0.0,-0.030200001550838344,2.0,6.0,03-04,0.0025800000177696354
01-20,0.0,0.0,0.0,0.0,0.0159999951720238,0.0,0.0,0.010000005364418002,0.0,-0.030200001550838344,2.0,6.0,03-05,-0.0004200001014396541
01-21,0.0,0.0,0.0,0.0,0.0159999951720238,0.0,0.0,0.010000005364418002,0.0,-0.030200001550838344,2.0,6.0,03-06,-0.0004200001014396541
