,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.009700000286102295,0.051340002566576004,-0.009000003337860107,-0.0024500004947185586,-0.054999999701976776,0.008650001138448722,3.0,4.0,02-16,0.00036000005073017545
01-03,0.0,0.0,0.0,-0.006300000473856926,0.051340002566576004,-0.016680002212524414,-0.0024500004947185586,-0.054999999701976776,0.003049999475479133,2.0,5.0,02-17,-0.0028933334267801708
01-04,0.0,0.0,0.0,-0.0040000006556510925,0.051340002566576004,-0.006680011749267578,-0.0032499991357326508,-0.054999999701976776,0.0060500018298626085,2.0,5.0,02-18,-0.0012822229829099429
01-05,0.0,0.0,0.0,0.018000001087784767,0.051340002566576004,-0.001480013132095337,-0.0032499991357326508,-0.05691000074148178,0.0060500018298626085,3.0,4.0,02-19,0.0015277769416570679
01-06,0.0,0.0,0.0,0.010999998077750206,0.051340002566576004,-0.011680006980895996,-0.0032499991357326508,-0.05100000277161598,-0.002719998359680169,2.0,5.0,02-20,-0.0007011118448442875
01-07,0.0,0.0,0.0,0.010999998077750206,0.04894000291824341,-0.011999994516372708,-0.0032499991357326508,-0.04440000280737877,-0.003509998321533196,2.0,5.0,02-21,-0.00035777708722485666
01-08,0.0,0.0,0.0,0.025499998591840267,0.04894000291824341,-0.011999994516372708,-0.0032499991357326508,-0.049000002443790436,-0.003509998321533196,2.0,5.0,02-22,0.0007422230102949649
01-09,0.0,0.0,0.0,0.009899998083710674,0.04894000291824341,-0.017000004649162292,-0.00039999932050704956,-0.038599997758865356,-0.003509998321533196,2.0,5.0,02-23,-7.444433867931251e-05
01-10,0.0,0.0,0.0,0.009899998083710674,0.04894000291824341,-0.017000004649162292,-0.00039999932050704956,-0.049800001084804535,0.0009500011801719666,3.0,4.0,02-24,-0.0008233336524830921
01-11,0.0,0.0,0.0,0.009899998083710674,0.04894000291824341,-0.0021000057458877563,-0.00039999932050704956,-0.035179998725652695,0.0009500011801719666,3.0,5.0,02-25,0.0024566664877865053
01-12,0.0,0.0,0.0,0.009899998083710674,0.04894000291824341,-0.0010000020265579224,-0.00039999932050704956,-0.03400000184774398,0.0009500011801719666,3.0,5.0,02-26,0.0027099998874796772
01-13,0.0,0.0,0.0,0.009899998083710674,0.04894000291824341,-0.025300011038780212,-0.011700000613927848,-0.03450000286102294,0.0009500011801719666,3.0,5.0,02-27,-0.0013011124812894394
01-14,0.0,0.0,0.0,0.01289999857544899,0.04894000291824341,-0.017300009727478027,-0.01200000196695327,-0.03450000286102294,0.001400001347064972,3.0,5.0,02-28,-6.22235238552078e-05
01-15,0.0,0.0,0.0,0.01289999857544899,0.015000000596046448,-0.017300009727478027,-0.005999997258186354,-0.033100001513957956,0.001400001347064972,3.0,5.0,02-29,-0.00301111199789577
01-16,0.0,0.0,0.0,0.01289999857544899,0.041399996727705,-0.02000001072883606,-0.005999997258186354,-0.029500000178813927,-0.006000000983476646,2.0,6.0,03-01,-0.0008000015384621106
01-17,0.0,0.0,0.0,0.01289999857544899,0.03439999744296074,-0.03000000864267348,0.004000004380941384,-0.026500001549720757,-0.006000000983476646,3.0,5.0,03-02,-0.0012444456418355299
01-18,0.0,0.0,0.0,0.01289999857544899,0.03839999809861183,-0.03000000864267348,0.004000004380941384,-0.006200000643730164,-0.006000000983476646,3.0,5.0,03-03,0.001455554531680213
01-19,0.0,0.0,0.0,0.01289999857544899,0.041600000113248825,-0.02780000120401381,-0.004999998956918723,-0.005259998142719269,-0.010900001972913749,2.0,6.0,03-04,0.000615555379125807
