,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.75,1.166666507720949,0.8541669845581055,0.8541665077209473,1.125,1.8541660308837908,2.0625,1.3125,-0.8125,0.125,-1.9375,-1.4262504577636719,0.9699993133544922,-2.944999694824215,0.09999847412109375,-1.7950019836425781,3.3349990844726562,9.21500015258789,-4.659996032714858,-3.229999542236321,-3.740001678466804,11.170005798339858,9.740005493164062,2.69000244140625,-3.3600006103515767,0.48000335693359375,0.3300018310546875,6.0,5.2700042724609375,14.599990844726562,-5.029998779296875,21.0,10.0,02-16,1.4538041391680314
01-03,0.5625,1.3749995231628436,0.8541669845581055,0.8541665077209473,1.208333969116211,1.7500000000000018,2.25,1.125,0.125,-0.28125,-1.21875,-1.1762504577636719,0.49500083923339844,-2.66500091552734,0.18500137329101562,-3.420001983642578,3.6500015258789062,9.21500015258789,-8.360000610351562,-5.590000152587891,-2.9500007629394602,10.03000640869142,4.970001220703125,2.910003662109375,-3.7600021362304688,2.9200057983398438,2.1899948120117188,5.069999694824247,4.5500030517578125,18.649993896484375,-3.720001220703125,21.0,10.0,02-17,1.3483200380879077
01-04,0.5625,1.416666507720949,0.6458334922790527,0.5625,0.9583330154418945,1.9583339691162092,1.8125,0.6875,0.53125,-0.03125,-1.75,-1.8325004577636719,0.15500068664550426,-2.7900009155273438,-0.18999862670898438,-2.250000000000007,3.605003356933601,9.865001678466797,-4.44000244140625,-6.779998779296875,-2.2800025939941406,12.840003967285156,3.80999755859375,2.0100021362304688,-4.060005187988281,3.5900039672851562,3.7299957275390625,3.3000030517578267,3.6399993896484375,11.020004272460938,-6.0500030517578125,20.0,11.0,02-18,1.1047313136439172
01-05,0.7291660308837926,1.2708334922790527,0.8333334922790527,0.5833330154418945,0.75,1.8958339691162092,1.5625,0.125,-0.09375,-0.3125,-2.25,-1.1137504577636719,0.8099994659423864,-2.5450000762939453,1.3050003051757812,-1.9050025939941477,3.5500030517578196,10.510002136230469,-2.0600051879882812,-9.399997711181634,0.6300010681152344,11.620002746582031,2.6399993896484375,1.970001220703125,-4.07000732421875,3.470001220703125,4.910003662109375,3.7700042724609517,2.959991455078125,8.259994506835938,-8.739990234375,21.0,10.0,02-19,1.0214516424363669
01-06,0.5625,1.2916665077209473,0.7708334922790527,0.47916650772094727,0.7291669845581055,1.5833339691162092,1.0625,0.0625,-0.21875,-1.0625,-3.375,-0.9437503814697266,0.22999954223632812,-2.0,2.0250015258788956,-2.395000457763686,3.4350013732910156,11.09000015258789,-3.4000015258789062,-12.34000015258789,0.779998779296875,11.610000610351562,1.9799957275390625,1.1500015258789062,-4.810005187988281,7.019996643066406,5.769996643066406,2.6300048828125284,5.6999969482421875,4.8300018310546875,-10.509994506835938,21.0,10.0,02-20,0.7656987559410834
01-07,0.4583339691162074,0.7500004768371582,0.8124995231628418,0.25,0.6875,1.375,0.1875,0.25,0.125,-0.59375,-3.34375,-1.0437507629394531,0.2599983215332067,-1.5650005340576136,1.2250022888183594,-1.9000015258789134,3.0849990844726562,11.295001983642578,-4.910003662109375,-10.420001983642578,0.3800010681152344,11.520004272460938,0.37999725341796875,1.7700042724609517,-6.0199966430664205,7.3899993896484375,6.44000244140625,3.9799957275390767,8.330001831054688,3.0999908447265625,-8.810012817382812,22.0,9.0,02-21,0.8207924135269662
01-08,0.4375,0.4999995231628418,0.8958330154418945,0.25,0.22916698455810547,1.2916669845581055,0.125,0.5625,1.0,-2.0625,-3.5625,-1.7637500762939489,0.5349998474121058,-1.4549999237060547,1.4549999237060476,-2.1650009155273366,3.6800003051757884,11.005001068115234,-2.279998779296875,-12.950000762939453,-0.37000274658202414,10.680000305175795,1.1399993896484375,0.5500030517578125,-5.049995422363281,6.260002136230469,6.569999694824219,5.0799942016601705,3.660003662109375,2.9600067138671875,-10.970001220703125,21.0,10.0,02-22,0.5238040954835965
01-09,0.6041669845581037,0.45833301544189453,0.9166665077209473,0.22916698455810547,0.10416698455810547,1.3541669845581055,1.6796875,-0.0625,2.5625,-1.46875,-4.21875,-2.1875,1.0200004577636719,-1.6049995422363281,1.4000015258789134,-1.8050003051757812,4.4199981689453125,11.849998474121094,-1.8700027465820312,-15.610002517700195,-2.670001983642571,10.419998168945312,1.4599990844726562,-0.8299942016601562,-4.69000244140625,6.05999755859375,2.8499984741210938,4.419998168945327,-3.510009765625,5.5500030517578125,-12.670013427734375,18.0,13.0,02-23,0.1342361665541135
01-10,0.5833339691162074,0.29166650772094727,0.9166665077209473,0.10416698455810547,0.9791669845581055,1.6041669845581055,2.875,-0.9375,2.03125,-1.28125,-3.46875,-1.96875,1.4699993133544922,-1.6499996185302805,0.2849998474121094,-1.970001220703118,5.0149993896484375,11.659999847412116,-4.459999084472642,-12.670001983642575,-3.25,6.4199981689453125,0.6200027465820312,-1.6800003051757812,-4.6399993896484375,6.980003356933594,4.25,4.760002136230469,-2.850006103515625,0.760009765625,-7.5999908447265625,18.0,13.0,02-24,0.1025543212890632
01-11,0.5208339691162074,0.4999995231628418,0.7291665077209473,0.5625004768371582,1.4583330154418945,1.4166669845581055,2.0625,0.0625,1.65625,-1.125,-4.21875,-1.65625,1.235000610351566,-1.1450004577636719,0.31999969482421875,-1.2249984741210938,4.869998931884773,10.224998474121094,-3.3800048828125,-14.570001602172852,-3.8600006103515625,2.5999984741210938,-0.12999725341796875,-2.5600051879882812,-4.819999694824219,5.530006408691406,2.9899978637695312,3.94000244140625,-5.3700103759765625,4.57000732421875,2.6899871826171875,19.0,12.0,02-25,0.12512030140046174
