,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-16,9.000000500236635e-05
01-03,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-17,9.000000500236635e-05
01-04,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-18,9.000000500236635e-05
01-05,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-19,9.000000500236635e-05
01-06,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-20,9.000000500236635e-05
01-07,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-21,9.000000500236635e-05
01-08,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-22,9.000000500236635e-05
01-09,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-23,9.000000500236635e-05
01-10,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,0.0,1.0,7.0,02-24,9.000000500236635e-05
01-11,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02-25,-8.999999772640879e-06
01-12,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02-26,-8.999999772640879e-06
01-13,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02-27,-8.999999772640879e-06
01-14,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02-28,-8.999999772640879e-06
01-15,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02-29,-8.999999772640879e-06
01-16,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-01,-8.999999772640879e-06
01-17,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-02,-8.999999772640879e-06
01-18,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-03,-8.999999772640879e-06
01-19,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-04,-8.999999772640879e-06
01-20,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-05,-8.999999772640879e-06
01-21,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-06,-8.999999772640879e-06
01-22,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-07,-8.999999772640879e-06
01-23,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-08,-8.999999772640879e-06
01-24,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-09,-8.999999772640879e-06
01-25,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-10,-8.999999772640879e-06
01-26,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-11,-8.999999772640879e-06
01-27,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-12,-8.999999772640879e-06
01-28,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-13,0.0
01-29,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-14,0.0
01-30,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-15,-9.000000500236635e-05
01-31,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-16,-9.000000500236635e-05
02-01,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-17,-9.000000500236635e-05
02-02,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-18,-9.000000500236635e-05
02-03,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-19,-9.000000500236635e-05
02-04,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-20,-9.000000500236635e-05
02-05,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-21,-9.000000500236635e-05
02-06,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-22,-9.000000500236635e-05
02-07,0.0,0.0,0.0,0.0,-0.0009900000477500723,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-23,-9.000000500236635e-05
