,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,1.3888895511627197,10.697675337721806,6.513414497592038,7.894736077882657,-3.460203265480446,3.7333395772296276,3.806225784014346,13.84180404668918,-1.246537369777492,7.3043476322513055,-27.823242391701996,-4.166669488856302,4.438483520886659,-17.813965321268235,-3.8501792924341105,-11.896917434150172,14.911272861154384,9.43285424496725,-4.777304216252663,-12.11519666337093,3.9464375088251837,5.270565656016863,11.407059050293897,9.00030935756745,-8.557289358963557,-7.302484601610533,0.23737819071927338,6.60420723880209,-8.695418753731408,12.242514048735524,1.9353930712786942,19.0,12.0,0.738758035361068
01-03,0.46296119689940296,12.093024815527906,5.747133921026873,7.196971581166116,-3.8194387012887563,5.989587262350415,5.53632895309724,12.711864817728102,0.27472736495453204,8.732876484155616,-17.091461526884146,-6.53409148635697,2.869533816297304,-17.8879792001588,-5.1792790380936795,-11.396183487510209,15.568785058313187,9.43285424496725,-5.600466892486858,-13.350000381469727,2.7817427288797876,4.234138601722323,10.01141186738405,8.294410195462344,-8.565822876844804,-1.4692611742792272,0.6066800389620822,8.322079866397035,-9.581812592131342,15.481122445708733,3.3144762827875636,20.0,11.0,1.2640940060091403
01-04,-2.3148179054260254,12.093024815527906,4.198476846009267,3.5433137118980182,-3.8194387012887563,7.031249947613105,6.228373784634465,13.352270704532435,-1.2552301255230125,7.785466922496891,-11.77346988743994,-8.60558996745451,1.7341082113953286,-21.93902718357816,-5.2339662226742565,-9.610197423449407,13.161894247981174,10.163894343007803,-3.2191716605949585,-11.427873391046628,4.7685581523778655,4.100425283751831,10.38812629295813,7.796119582143938,-7.785197132220673,0.3546629217076265,3.00049956646818,8.264200687857432,-10.08211068990654,11.693991863878455,2.8728325363827896,19.0,12.0,1.1440451655490251
01-05,-0.9259223937988281,9.004741331838009,5.283018281256957,2.3715325714756976,-4.861110303964921,5.208333542880898,4.498270615551571,13.597730762983776,-0.5540144953843538,8.202445943942244,-11.77346988743994,-6.238161196698715,1.6718235942220314,-19.549239593081527,-3.7593998930880868,-7.661167383137722,13.909297527175912,9.939870278704989,-2.599748331473627,-17.582983759936045,6.753738439464269,3.9579000620405878,9.88584039219269,8.368806731295123,-6.788290287298336,-0.3409138057984638,5.909137179883334,9.08097618955794,-10.832561985459753,10.167387293265845,2.327224679478268,18.0,13.0,1.1829384548596718
01-06,-0.9259223937988281,11.926601766064907,2.713177985106597,0.7905108571585786,-5.5555520786180645,3.125001466833044,1.7543853308905617,13.597730762983776,-0.5517220216585983,2.966843849701407,-13.859910266042553,-3.1736799199898096,1.4072834350085621,-16.467782319983783,-3.763805966536702,-8.140927040055162,9.184188046114151,10.184753437158493,-3.051456540193078,-18.59323191584819,7.148994579117711,5.810761402875113,11.369862166624412,8.111204541094386,-6.761114189347377,0.8465616023156975,7.15628606839165,9.003794138148317,-11.330768356001267,12.541747276289517,1.74280469989249,19.0,12.0,0.9421490452805146
01-07,-0.9259223937988281,11.11111044883728,7.251910084951758,-1.976287320448891,-5.90277296594462,2.072537650376857,1.0600726861578151,13.920450361430106,-2.206894400615942,5.2356020942408374,-24.292098514833214,-4.732126675322437,0.3138743865473391,-14.76248108187789,-4.851518248801106,-7.0614678119909025,9.255306940734668,10.226745762335536,-2.599748331473627,-11.274892207915729,6.049150267805641,5.65727012883313,11.696170951769082,9.450029931243858,-9.319055463313024,0.07325709320995143,8.73007997762306,8.827151453631604,-12.18753503017196,12.375236093950758,2.497871997650574,18.0,13.0,0.7648718666071513
01-08,-1.8691578102128328,13.488374293334008,4.5801547723844065,-2.3622057621045087,-4.77815651668938,1.0471231362748283,1.7543853308905617,14.204540189878962,-5.103446063791292,3.84615907879385,-27.1604891176577,-3.655686825928713,4.444894128667264,-10.450672096453776,-5.179557833660368,-9.866909262028534,9.584584613252133,11.243357477581435,0.9453740383974699,-11.714514632772977,4.322663671518968,4.800874470947491,11.008242106350332,7.051144164327947,-9.361884629700883,-3.085063868621638,10.132988158007842,8.51907249486507,-13.182094797064641,11.571799766114278,2.4317659487057406,18.0,13.0,0.5550857620517852
01-09,0.0,14.883723771140108,5.7251885515098975,0.7905108571585786,-5.862064342294679,0.526313792305257,-0.34601944584855665,10.227272838107812,1.525654606826393,8.173915480269311,-25.037928740993635,-5.187664429305274,3.850877288598689,-10.840440297839123,-2.706892648009838,-9.615386294861757,9.2439138045179,10.803004341813002,0.04501617582777901,-12.151769694703786,2.000000517247087,5.039178702463139,12.422222561306423,5.104187166349472,-8.719486342762982,-2.109532230524214,9.530480229488264,9.536047296952791,-14.35190503832077,10.887416868141747,2.1956718874714376,19.0,12.0,0.8252099107106606
01-10,-0.4587138625228773,14.4186032864131,9.558825199991821,0.7905108571585786,-4.067789716098858,-0.5290985107421748,-0.34601944584855665,10.227272838107812,-1.2396694214876034,13.30049261083744,-24.659604917393047,-5.486488455194692,4.240063160512771,-11.393642764976532,-4.105003372639971,-11.348839693291227,6.947232384365083,10.745235148977148,1.4405748698457794,-9.02054214919648,1.8669356895887768,2.076317065996833,9.75555419921875,5.704060577169899,-7.988790185563545,-1.6977916021271873,12.065772405881413,9.001667345281058,-13.960285235829941,9.912164929290384,4.631178594033887,17.0,14.0,0.9800058654760592
01-11,-1.8348672616544695,12.962961196899403,12.727270684360523,0.39682389657242,-6.122442902450449,0.5290985107421748,0.34601944584855665,9.065150600036764,-0.5471935236273368,13.442620785638045,-21.66666204279119,-5.785319320727642,6.29327734196869,-10.561851906226323,-5.423734108305624,-10.066284702969625,7.713569616453256,10.121317288333394,0.29384848537770714,-15.005624852666449,0.8403389931855668,-0.64197814632921,9.199998643663195,4.52498512120848,-6.665539888998376,-2.152023338487749,10.320526191264833,6.833051363261093,-14.92002349499989,9.694756189081287,3.3085479638273103,18.0,13.0,0.5555037686286567
01-12,0.0,13.425928354263295,13.669059150837452,3.112838634630761,-6.802721148015192,0.7936477661132812,2.0477853691551138,9.577457678457241,-2.79720499099422,14.967109906871446,-23.33333795720881,-4.391646087830986,9.916201484055723,-13.349815748710936,-5.668816322320626,-10.667492057320311,9.30904281671884,9.710986413878812,-3.6820201121688787,-11.065796166135753,1.5797525429749837,-1.639344549058894,7.68888685438368,5.521473630370767,-5.883347431593654,-1.829516844947331,10.536716640948773,7.769793765512964,-14.201824367785271,11.15093908351602,-2.4469505222628603,16.0,15.0,0.7425092189140464
01-13,0.909099102019873,12.206574642870278,11.111106872558594,3.501942211566303,-5.1020386714531,-0.26738555148638765,0.3508758615368464,6.956515335630844,-1.48248187129351,15.46053094711979,-21.818181818181817,-5.697419296720466,11.695675115814607,-13.518202594711962,-2.4842548636889736,-11.2378619324197,9.168982319904423,10.71998368780184,-2.1864598057412064,-14.778184889616325,1.0531662020278603,-2.2927890898000602,8.825476541847339,1.7381758025657092,-6.638369687807541,-0.5913769548778053,11.317581452479287,4.84710286022383,-14.34874722828185,11.392908840314716,-6.993010285010946,16.0,15.0,0.38125591145775767
01-14,4.803497574289813,11.374412672514328,12.68115756116581,3.112838634630761,-7.394365239441313,-1.081076943151668,0.6993040151715041,8.285712015580183,-1.3477130354747728,18.58552835902344,-32.5542486237477,-1.5860162682840542,11.66112300327355,-14.061315193466967,-4.758567902846147,-12.865051975543839,7.807577268698291,9.659941608086877,-1.8308469979041027,-10.115857283970014,0.1358892777456821,-2.2934757533417773,6.8726946574573695,2.5422823701718897,-7.388417941780877,0.8668176228626465,10.39833629877002,7.365840211221647,-13.12853689555398,10.882222509952303,-9.010384616900817,17.0,14.0,0.2683645480389703
01-15,6.437776493141705,8.133971026598696,10.144926048932652,3.860999216388964,-7.526880926528448,-0.26809549683648465,1.3888895511627197,10.857140558982408,-4.4474456138805305,16.445182307419323,-36.0655737704918,-1.3279441264025165,9.197926043813837,-12.667851329737786,-5.003496694607523,-0.8238000093054169,7.668053794303097,4.879233508367689,1.563667949215346,-12.376380739346333,0.5772498196600054,-3.7944669616641677,7.502212769648657,4.189822863655326,-8.39707942393938,2.8434883885364157,13.421233649782168,8.018447752915115,-15.404917459170427,13.033682699511425,-8.261716834619005,18.0,13.0,0.44510500179050744
01-16,6.4655150407559105,8.61243809872296,7.246377082012264,2.7027024340059556,-6.007062379499628,0.0,3.4722208976745605,7.428572437519919,-3.0955543755151766,14.478117046934186,-33.631488441958304,-1.9637468563155438,12.909018672569847,-11.426397883698366,-6.305826654188886,-0.4407366899598005,6.345146304152828,4.856139209171155,1.9061783324063857,-15.879955744176083,-1.8404854425121346,-3.0612282435427973,7.502212769648657,3.9760595529872864,-8.573587327548214,2.605307287009948,14.029934904939356,7.246190574829857,-17.61640736614681,12.233855347121136,-9.532346710390241,17.0,14.0,0.14971489925839446
01-17,7.32758075317763,7.655503954474393,9.420291139558195,1.5625040861777468,-5.263155992671685,-3.4759364363606484,8.33333134651184,4.273507533929287,9.517428124201713,13.458267200001622,-28.793106836598014,-2.399489364248516,9.716683382605872,-6.559412294878267,-2.848492917834905,2.1323835511136804,8.999380283601512,1.2625943882269952,8.9947889475469,-20.737195700148984,0.4699415327009998,-5.911506055513297,7.059343625696339,2.351429035538838,-6.041443161232085,1.2796476188628199,13.171931426517405,9.353703039546112,-18.115090272831967,10.149819587201353,-11.344196612583367,20.0,11.0,0.8064849971706296
01-18,6.4655150407559105,9.004741331838009,9.712230382415553,2.7027024340059556,-4.240284678858264,-4.812836654533531,6.944441795349121,2.857141736088979,9.879841622329089,13.162395770733173,-25.96964262707554,-0.9470165541062794,9.213165851123877,-3.994047709456906,-1.6719410796459209,1.8125054459748668,10.093226314126996,1.7117927009146752,7.39241856259421,-28.23042908241658,1.0472072322776367,-6.094893889059986,5.288943468572092,0.8255783033205722,-5.2011584274903875,2.1410632369382174,15.970160655043749,8.861403893321766,-17.969402054169684,7.759989716601953,-9.352166682756529,20.0,11.0,0.785891808217961
01-19,6.896547896966767,11.52073511256792,10.676161312084238,2.3166035065449715,-4.593640218986537,-2.9411791030174017,4.285710256926813,3.6827153037336595,8.783785664660774,12.71477925408747,-29.173687189016945,-0.27440296525447366,9.342630403942238,-4.045666725558258,-1.2265652533336409,1.3816645449502796,8.042265895960336,1.2427637315636968,3.558711929608887,-30.21978093108823,1.5862869426170143,-5.1367940883331205,5.389150951410414,1.238748763101047,-6.22330207149661,1.8237820782267398,16.915657175010427,9.271649971628129,-18.97349058692806,10.053960034887632,-4.911992779349776,20.0,11.0,0.742058348971497
01-20,6.11353623408072,13.12217392271906,9.712230382415553,3.4749002889279796,-5.653706839371356,-5.4495916821220245,1.4285721292301194,4.225345846916342,10.596028296948802,12.886597938144329,-28.330522036611367,1.8271448279011737,15.487468348108644,-8.854839753374035,-0.8554398293136163,3.6101595856596056,9.18201624737015,1.829855114772025,3.7225766330516836,-28.63985091987552,2.884151965168104,1.2928490738735545,8.753078145703508,0.39509102034535043,-4.69743463256432,0.29634557161954583,18.201588134618135,9.27493309891647,-19.75505102415546,9.291402039399962,-8.33199774951053,22.0,9.0,1.1948261412578256
01-21,4.017853396659513,16.157205313826587,10.256409289031366,2.3166035065449715,-6.785716289160291,-6.043954178296816,3.4965080715657457,4.201683743206513,7.284772106756307,16.151200127355832,-30.998249514878722,5.341158754007204,13.314285278320312,-9.109841315987168,-2.3044619768668726,6.848521786822573,9.103325850329984,1.0020747748259908,3.1842117269653127,-26.021716491988794,4.630667195504366,3.964269046094832,7.725326289312945,3.2866752402765105,-4.027557940465316,-0.5186016101488781,16.840019693879217,9.270341133910886,-18.69354196201566,9.187354167731348,-3.8443724345833457,21.0,10.0,1.5881436380173053
01-22,5.2863459109694455,12.162162005422411,9.890110304700842,-1.5747970830813325,-6.785716289160291,-6.925210107469761,2.1276635894843654,5.042016645094394,8.079474077450095,19.524615911787926,-23.304341900254176,4.183649940890947,16.37265387698591,-6.27277434265536,-1.7458033170682588,8.790418348605074,7.588379420488234,2.326983660917117,3.8414036956071658,-23.116225252273047,7.169326220103904,0.2977237269884169,7.317078237081072,3.2565851994174375,-0.41833688090885357,-1.2429984072351763,15.80427499261412,9.770147148336731,-18.21300048168489,8.06432823192154,-2.143186520004971,20.0,11.0,2.1017080826797105
01-23,5.752207852163998,12.162162005422411,10.256409289031366,-0.7873985415406662,-6.785716289160291,-8.426962919479687,2.807012915501101,5.602248196569869,5.622489959839357,17.803655939940796,-25.044089019613924,4.369308689694713,17.03417476781658,-8.407081128768152,0.671840132053598,8.61894052696445,7.9371038472877355,-0.24177580426841555,3.6562772956538696,-35.13140293208025,8.835215868946559,-2.1828431291351817,4.489132483266216,3.495120494902595,2.592079047809536,0.20454917157835206,17.149302142815436,9.518067794984432,-18.674529483183022,8.958434418525785,-3.721020692727152,21.0,10.0,1.5526746097036133
01-24,6.194684064624163,9.00900932248852,7.835819604907278,1.9157113070089455,-4.912280131134839,-7.262570917306855,2.4561370539642544,5.056179558564108,7.446810388629784,18.883412929591287,-30.09173667720867,3.2589420784864416,14.241086562087046,-7.947902003955696,-0.3586662463007046,7.643965650330318,5.383158544586985,0.19342341036144073,3.702563309438804,-35.69682016393339,8.965410163183924,-1.2559621559308451,5.708325396190313,2.5409634876256155,6.386280024269535,-3.796402824559735,18.678477066966735,7.719631233818085,-18.391066700865363,8.226891382390079,-11.118581072876536,21.0,10.0,0.9875772143690654
01-25,7.522118398731943,5.000004096464472,3.7878741328052232,2.6615965859097797,-5.594411449646165,-8.100556549681116,5.263155992671685,5.8823591638658295,4.918032786885246,16.974785222280428,-22.340425531914892,0.8994019108812014,11.703703138563357,-4.3240421759036165,-0.9101816648864092,6.209974970416228,6.307796194864973,1.3781469868503624,-1.9585980209860818,-39.447227648969005,9.411025938495,-1.3950700696806084,4.432068205846884,2.95145534783768,8.039877971395597,-3.6736748075222687,17.273746222636653,5.156986957678999,-17.64272080325994,5.505658210280216,-17.5950044322531,20.0,11.0,0.2676727509889856
