,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,51.87165956504147,57.72431009459824,-5.960267384080309,-4.202402243557704,-114.82254940831655,16.305374368500107,3.0,4.0,0.10179166579836184
01-03,0.0,0.0,0.0,-33.68984228873869,57.72431009459824,-11.638293947978186,-4.202402243557704,-114.82254940831655,5.749292107068436,2.0,5.0,-11.208831742991604
01-04,0.0,0.0,0.0,-19.04762242656721,57.72431009459824,-4.660907074433653,-5.574612612938439,-114.82254940831655,11.40433893442375,2.0,5.0,-8.330782499248206
01-05,0.0,0.0,0.0,41.86046622439675,57.72431009459824,-1.03266340488012,-5.574612612938439,-132.0724060170397,11.40433893442375,3.0,4.0,-3.076729642382169
01-06,0.0,0.0,0.0,30.555551531322035,57.72431009459824,-8.14960051120592,-5.574612612938439,-104.08164103147361,-6.142724385221922,2.0,5.0,-3.9631907683244014
01-07,0.0,0.0,0.0,30.555551531322035,55.02586215923584,-8.39160416515573,-5.574612612938439,-79.85612204908928,-8.183721689119,2.0,5.0,-1.824960758416063
01-08,0.0,0.0,0.0,70.83333247099758,55.02586215923584,-8.39160416515573,-5.574612612938439,-96.07843796091338,-8.183721689119,2.0,5.0,0.8478686891229863
01-09,0.0,0.0,0.0,27.49999586078839,55.02586215923584,-12.318844257270497,-0.6861051846903732,-75.68627153071743,-8.183721689119,2.0,5.0,-1.5943427379747865
01-10,0.0,0.0,0.0,27.49999586078839,55.02586215923584,-12.230219297925887,-0.6861051846903732,-97.64706277654803,2.0063382646945,3.0,4.0,-2.892354552716173
01-11,0.0,0.0,0.0,27.49999586078839,55.02586215923584,-1.5107955161869493,-0.6861051846903732,-58.809760410028545,2.0063382646945,3.0,5.0,2.6139483526458727
01-12,0.0,0.0,0.0,27.49999586078839,55.02586215923584,-0.71942592579093,-0.6861051846903732,-57.62712142653107,2.0063382646945,3.0,5.0,2.8332826386340395
01-13,0.0,0.0,0.0,27.49999586078839,55.02586215923584,-19.065570276550737,-20.068611796441715,-58.974364525964106,2.0063382646945,3.0,5.0,-1.5084833682486474
01-14,0.0,0.0,0.0,35.83333091879322,55.02586215923584,-13.036933096142475,-20.68965915905036,-58.974364525964106,2.928873064631837,3.0,5.0,0.12078992905599506
01-15,0.0,0.0,0.0,35.83333091879322,27.272728504228205,-13.036933096142475,-9.3749952706278,-56.58119980330463,2.928873064631837,3.0,5.0,-1.4397995202690719
01-16,0.0,0.0,0.0,35.83333091879322,49.879516028219214,-15.384624201870853,-9.3749952706278,-50.42735129819044,-12.5523031139296,2.0,6.0,-0.2251585486229166
01-17,0.0,0.0,0.0,35.83333091879322,45.2631559856545,-25.000007761021614,6.250006548361532,-45.29914845594037,-12.5523031139296,3.0,5.0,0.4994482357686303
01-18,0.0,0.0,0.0,35.83333091879322,47.99999869614837,-25.000007761021614,6.250006548361532,-8.857143739048311,-12.5523031139296,3.0,5.0,4.852653505478178
01-19,0.0,0.0,0.0,35.83333091879322,50.0,-23.166668187826893,-8.33333178112902,-6.680210940184915,-25.40793014446747,2.0,6.0,2.471687762798325
01-20,0.0,0.0,0.0,35.83333091879322,50.0,-33.63471582468931,-8.33333178112902,-1.6949169359459317,-34.50000735744852,2.0,6.0,0.8522621132867161
01-21,0.0,0.0,0.0,35.83333091879322,50.0,-6.132073482401189,-23.809523133734164,-5.000000931322596,-23.67816847938443,2.0,6.0,3.023729432438983
01-22,0.0,0.0,0.0,35.83333091879322,45.2631559856545,-10.357232584123581,-23.809523133734164,-19.999997871262696,-24.3678182181602,2.0,6.0,0.2846572330185649
01-23,0.0,0.0,0.0,35.83333091879322,45.2631559856545,-5.386426914220627,-7.047625035115283,-25.571424937369887,-24.3678182181602,2.0,6.0,2.0803546443979695
01-24,0.0,0.0,0.0,35.83333091879322,51.05882391096398,-15.708338820375612,-7.047625035115283,-18.699999286873023,-31.753245800299624,2.0,6.0,1.5203273207881844
01-25,0.0,0.0,0.0,14.444447127266608,50.476189673690286,-19.249997221554242,-7.047625035115283,-33.28571347983516,-31.753245800299624,2.0,6.0,-2.9351049706497125
01-26,0.0,0.0,0.0,22.999998696148356,28.571429204981357,-12.500006984919477,4.371260209972536,-33.28571347983516,-31.753245800299624,3.0,5.0,-2.399586461550223
