,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,-100.0,0.0,16.66666666666665,-11.111118297242188,0.0,0.0,-16.363634054572117,0.0,-10.000001862645192,-36.11111341067313,1.0,9.0,-14.265381905315088
01-03,0.0,-100.0,0.0,16.66666666666665,-11.111118297242188,0.0,0.0,-16.363634054572117,0.0,-10.000001862645192,-36.11111341067313,1.0,9.0,-14.265381905315088
01-04,0.0,-100.0,0.0,16.66666666666665,-11.111118297242188,0.0,0.0,-16.363634054572117,0.0,-10.000001862645192,-31.444452400929023,1.0,9.0,-13.84113999533835
01-05,0.0,-100.0,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,-16.363634054572117,0.0,-10.000001862645192,-18.300004712492353,1.0,9.0,-13.95337839584581
01-06,0.0,-95.00000838190336,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,-16.363634054572117,0.0,-10.000001862645192,-12.399048838731515,1.0,9.0,-12.962383169313311
01-07,0.0,-79.99999627470962,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,-16.363634054572117,0.0,-10.000001862645192,-50.00001034802906,1.0,9.0,-15.01701493314093
01-08,0.0,-100.0,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,-16.363634054572117,0.0,26.666665424903197,-25.000010348029033,2.0,8.0,-11.229136427481109
01-09,0.0,-100.0,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,-16.363634054572117,0.0,0.0,-25.000010348029033,1.0,9.0,-13.653378738835944
01-10,0.0,-100.0,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,0.0,0.0,33.33333333333333,-138.70968439700593,2.0,8.0,-19.472715708024257
01-11,0.0,-100.0,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,0.0,0.0,18.36734662846394,-54.16666731341848,2.0,8.0,-13.147531128140798
01-12,0.0,-100.0,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,0.0,0.0,18.36734662846394,-54.16666731341848,2.0,8.0,-13.147531128140798
01-13,0.0,-100.0,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,0.0,0.0,18.36734662846394,-54.16666731341848,2.0,8.0,-13.147531128140798
01-14,0.0,-150.00000931322595,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,0.0,0.0,18.36734662846394,-49.999992238978614,2.0,8.0,-17.314197877121355
01-15,0.0,-150.00000931322595,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,0.0,0.0,18.36734662846394,-49.999992238978614,2.0,8.0,-17.314197877121355
01-16,0.0,-150.00000931322595,0.0,-49.99999029872367,41.17646857412943,0.0,0.0,0.0,0.0,18.36734662846394,-49.999992238978614,2.0,8.0,-17.314197877121355
01-17,0.0,-150.00000931322595,0.0,0.0,66.6666653731631,0.0,0.0,0.0,0.0,18.36734662846394,-28.57141906813729,2.0,8.0,-8.503401489066926
01-18,0.0,-150.00000931322595,0.0,0.0,66.6666653731631,0.0,0.0,0.0,0.0,-92.30768748575592,-28.57141906813729,1.0,9.0,-18.564768226723277
01-19,0.0,-150.00000931322595,0.0,0.0,66.6666653731631,0.0,0.0,0.0,0.0,-92.30768748575592,-28.57141906813729,1.0,9.0,-18.564768226723277
01-20,0.0,-199.99999999999994,0.0,79.99999922389787,66.6666653731631,0.0,0.0,0.0,0.0,-92.30768748575592,-28.57141906813729,2.0,8.0,-15.83749472334838
01-21,0.0,-199.99999999999994,0.0,77.77777729870239,66.6666653731631,0.0,0.0,0.0,0.0,-92.30768748575592,-56.52173208829813,2.0,8.0,-18.580452445653503
01-22,0.0,-199.99999999999994,0.0,77.77777729870239,66.6666653731631,0.0,0.0,0.0,0.0,-92.30768748575592,-56.52173208829813,2.0,8.0,-18.580452445653503
01-23,0.0,-199.99999999999994,0.0,77.77777729870239,66.6666653731631,-33.33333850734756,0.0,0.0,0.0,-92.30768748575592,-56.52173208829813,2.0,8.0,-21.61075594632146
01-24,0.0,-199.99999999999994,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-44.57830387985236,2.0,8.0,-23.15125225161193
01-25,0.0,-199.99999999999994,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-43.99999165534986,2.0,8.0,-23.09867841302079
01-26,0.0,-199.99999999999994,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-122.91021300472352,2.0,8.0,-30.272334899327486
01-27,0.0,-199.99999999999994,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-122.91021300472352,2.0,8.0,-30.272334899327486
01-28,0.0,-199.99999999999994,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-172.72726246476495,2.0,8.0,-34.801157577513074
01-29,0.0,-150.00000931322595,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-172.72726246476495,2.0,8.0,-30.255703878715437
01-30,0.0,-150.00000931322595,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-172.72726246476495,2.0,8.0,-30.255703878715437
01-31,0.0,-150.00000931322595,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,-2.2332514231671827,2.0,8.0,-14.756248329479273
02-01,0.0,0.0,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-92.30768748575592,23.70370421471745,3.0,7.0,1.2380212115307787
02-02,0.0,0.0,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-25.786153354494857,-3.778335664220174,2.0,8.0,4.787066143560183
02-03,0.0,0.0,0.0,77.77777729870239,44.44444085137891,-33.33333850734756,-6.6666630448567,0.0,0.0,-100.0,-3.778335664220174,2.0,8.0,-1.959647187849376
02-04,0.0,0.0,0.0,77.77777729870239,-38.888888170275756,-33.33333850734756,-6.6666630448567,0.0,83.60655628203807,-110.5263178533465,-22.921907408616832,2.0,8.0,-4.632071036700264
02-05,0.0,0.0,-566.6666666666666,77.77777729870239,50.0,-33.33333850734756,-6.6666630448567,0.0,83.60655628203807,-110.5263178533465,-22.921907408616832,3.0,7.0,-48.06641453637215
02-06,0.0,0.0,-566.6666666666666,77.77777729870239,50.0,-33.33333850734756,-6.6666630448567,0.0,83.60655628203807,-110.5263178533465,-22.921907408616832,3.0,7.0,-48.06641453637215
02-07,0.0,0.0,-566.6666666666666,77.77777729870239,50.0,-33.33333850734756,-6.6666630448567,0.0,83.60655628203807,-110.5263178533465,-5.793445516176956,3.0,7.0,-46.509281637059445
