,2010,2011,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-3.129428863525405,0.0,-18.462959289550795,-890.7244415283205,-1.4753723144531392,13.457962036132812,1.0,7.0,02-16,-100.0371377733019
01-03,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.4753723144531392,13.457962036132812,1.0,7.0,02-17,-99.6894234551324
01-04,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.4753723144531392,13.457962036132812,1.0,7.0,02-18,-99.6894234551324
01-05,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.4753723144531392,13.457962036132812,1.0,7.0,02-19,-99.6894234551324
01-06,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.4753723144531392,13.457962036132812,1.0,7.0,02-20,-99.6894234551324
01-07,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,13.457962036132812,1.0,7.0,02-21,-99.72717030843101
01-08,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,7.640960693359375,1.0,7.0,02-22,-100.3735037909614
01-09,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,7.640960693359375,1.0,7.0,02-23,-100.3735037909614
01-10,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,7.640960693359375,1.0,7.0,02-24,-100.3735037909614
01-11,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,6.063461303710909,1.0,7.0,02-25,-100.54878150092233
01-12,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,6.063461303710909,1.0,7.0,02-26,-100.54878150092233
01-13,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,6.063461303710909,1.0,7.0,02-27,-100.54878150092233
01-14,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,7.0493927001953125,1.0,7.0,02-28,-100.43923356797963
01-15,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.8150939941406392,7.0493927001953125,1.0,7.0,02-29,-100.43923356797963
01-16,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-0.465911865234375,7.0493927001953125,1.0,7.0,03-01,-100.28932444254559
01-17,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-0.3397216796875,-10.776229858398438,0.0,8.0,03-02,-102.25592803955081
01-18,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,-890.7244415283205,-1.7956771850585795,-10.776229858398438,0.0,8.0,03-03,-102.41770087348092
01-19,0.0,0.0,0.0,4.262176513671882,0.0,-18.462959289550795,-890.7244415283205,-1.7956771850585795,-10.776229858398438,1.0,7.0,03-04,-101.94412570529516
01-20,0.0,0.0,0.0,4.262176513671882,0.0,0.0,-890.7244415283205,-1.7956771850585795,-10.776229858398438,1.0,7.0,03-05,-99.89268578423396
01-21,0.0,0.0,0.0,4.262176513671882,0.0,0.0,-900.0501403808596,-1.7956771850585795,-10.776229858398438,1.0,7.0,03-06,-100.9288745456272
