,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
0,ITEPF,Hyve Group PLC,1.539999962,TRUE,2014,,,,,,,,,,
1,ITEGY,Hyve Group PLC,1.24000001,TRUE,2014,,,,,,,,,,
2,HYMLY,Hyundai Motor Co,$37.85 ,TRUE,,'Date',,,,,,,,,
3,HYMTF,Hyundai Motor Co,37.25,FALSE,2009,,22-Feb,7-May,6,6,5,5,21-Feb,6-May,11.24606132
4,HYMLF,Hyundai Motor Co,89,TRUE,2012,,,,,,,,,,
5,HY,Hyster-Yale Materials Handling Inc,53.34999847,TRUE,2012,,,,,,,,,,
6,HYSNY,Hysan Development Co Ltd,6.53000021,TRUE,2012,,,,,,,,,,
7,HYSNF,Hysan Development Co Ltd,3.119999886,TRUE,2012,,,,,,,,,,
8,HYRE,HyreCar Inc,5.78000021,TRUE,2018,,,,,,,,,,
9,HINVF,Hyprop Investments Ltd,ZAR 1.62,TRUE,,No data fetched for symbol HINVF using YahooDailyReader,,,,,,,,,
10,HYPOF,Hypoport AG,513,TRUE,2019,,,,,,,,,,
11,HPGN,HypGen Inc,1,TRUE,2017,,,,,,,,,,
12,HDII,Hypertension Diagnostics Inc,0.0232,TRUE,2012,,,,,,,,,,
13,HYBOF,HyperBlock Inc,0.00753,TRUE,2018,,,,,,,,,,
14,HYPMY,Hypera SA,5.820000172,FALSE,2010,,12-Nov,26-Jan,5,5,5,5,12-Nov,26-Jan,3.388323175
15,HYPPF,Hypebeast Ltd,0.100000001,TRUE,2017,,,,,,,,,,
16,HYLN,Hyliion Holdings Corp,24.67000008,TRUE,2020,,,,,,,,,,
17,HYFXY,Hyflux Ltd,0.899999976,TRUE,2012,,,,,,,,,,
18,HYFXF,Hyflux Ltd,0.147499993,FALSE,2009,,30-Nov,13-Feb,5,5,6,6,30-Nov,13-Feb,15.18623599
