,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
0,SYMJF,SYSTEMS DESIGN Co Ltd,$5.25 ,True,,No data fetched for symbol SYMJF using YahooDailyReader,,,,,,,,,
1,SYX,Systemax Inc,29.96500015258789,False,2009.0,,10-02,12-16,5.0,5.0,6.0,6.0,10-02,12-16,9.762290498226374
2,SYSX,Sysorex Inc,0.22499999403953552,True,2018.0,,,,,,,,,,
3,SSMXY,Sysmex Corp,48.68000030517578,True,2011.0,,,,,,,,,,
4,SSMXF,Sysmex Corp,86.05000305175781,False,2009.0,,01-18,04-02,10.0,10.0,1.0,1.0,01-18,04-02,9.428870774913275
5,SYY,Sysco Corp,71.625,False,2009.0,,10-01,12-15,6.0,6.0,5.0,5.0,10-01,12-15,7.713282660479352
6,SYRS,Syros Pharmaceuticals Inc,7.840000152587891,True,2016.0,,,,,,,,,,
7,SYAAF,Syrah Resources Ltd,0.47999998927116394,True,2013.0,,,,,,,,,,
8,SRHYY,Syrah Resources Ltd,0.30000001192092896,True,2017.0,,,,,,,,,,
9,SYPR,Sypris Solutions Inc,1.4299999475479126,False,2009.0,,05-21,08-04,5.0,5.0,6.0,6.0,05-21,08-04,10.722739207961187
10,SYUT,Synutra International Inc,$6.05 ,True,,'Date',,,,,,,,,
11,SNLP,Syntrol Corp,0.006599999964237213,True,2012.0,,,,,,,,,,
12,SNTTF,Syntonic Ltd,$0.03 ,True,,No data fetched for symbol SNTTF using YahooDailyReader,,,,,,,,,
13,SYNYY,Synthos SA,$16.40 ,True,,No data fetched for symbol SYNYY using YahooDailyReader,,,,,,,,,
14,THOR,Synthorx Inc,$67.99 ,True,,No data fetched for symbol THOR using YahooDailyReader,,,,,,,,,
15,SYNMF,Synthetic MR AB,$29.50 ,True,,No data fetched for symbol SYNMF using YahooDailyReader,,,,,,,,,
16,SYN,Synthetic Biologics Inc,0.3499999940395355,False,2009.0,,12-30,03-15,6.0,6.0,5.0,5.0,12-30,03-15,9.138273295883863
17,SYNE,Synthesis Energy Systems Inc,0.29100000858306885,False,2009.0,,01-23,04-07,4.0,4.0,7.0,7.0,01-23,04-07,-5.737953401970628
18,SYNT,Syntel Inc,40.9900016784668,True,2012.0,,,,,,,,,,
19,SYBF,Syntec Biofuel Inc,0.004999999888241291,True,2012.0,,,,,,,,,,
20,SNGY,Synrgy Corp,0.20000000298023224,True,2012.0,,,,,,,,,,
21,SNV,Synovus Financial Corp,30.6200008392334,False,2009.0,,10-30,01-13,7.0,7.0,4.0,4.0,10-31,01-14,8.01439484696005
22,SNPS,Synopsys Inc,220.08999633789062,False,2009.0,,06-22,09-05,9.0,9.0,2.0,2.0,06-22,09-05,8.165356282445881
23,SYXXF,Synodon Inc,0.0074800001457333565,True,2012.0,,,,,,,,,,
24,SNX,Synnex Corp,150.31500244140625,False,2009.0,,10-21,01-04,5.0,5.0,6.0,6.0,10-21,01-04,8.027524591990343
25,SYBX,Synlogic Inc,2.0799999237060547,True,2015.0,,,,,,,,,,
